max -1.05x + -2.26y + 0.11z
-6.57x + -4.27y + 1.82z <= 827.09
6.02x + 4.25y + 9.86z <= 212.68
-5.94x + -4.56y + 7.15z <= 555.84
0.8x + 6.07y + 6.17z <= 526.05
7.83x + -7.41y + 0.48z <= 943.34
6.64x + -7.41y + -6.54z <= 991.95
-2.35x + -6.3y + 6.69z <= 434.59
-2.39x + -0.53y + 8.17z <= 885.85
6.4x + -5.1y + 3.06z <= 964.09
-5.35x + -0.2y + 7.91z <= 396.04
-0.06x + -5.04y + -9.22z <= 393.0
-9.96x + 8.83y + -2.87z <= 497.49
0.68x + 8.84y + 2.96z <= 846.3
0.68x + -4.75y + -9.72z <= 305.58
2.43x + 8.78y + -1.98z <= 466.3
6.49x + -4.91y + -5.8z <= 185.11
4.21x + 3.31y + -9.43z <= 440.73
3.92x + -9.35y + 7.56z <= 926.7
-5.31x + -1.17y + 6.45z <= 576.59
-2.89x + -0.97y + -9.03z <= 278.93
6.52x + -0.16y + 3.89z <= 424.81
-6.65x + 4.21y + -9.32z <= 313.96
0.36x + -9.41y + 3.49z <= 501.07
-1.49x + 6.59y + -4.07z <= 769.06
8.0x + 8.86y + -1.1z <= 782.87
-1.12x + -9.37y + -7.23z <= 712.63
-4.31x + 3.06y + 4.6z <= 146.99
-9.15x + -1.94y + 8.97z <= 688.8
8.76x + -5.17y + -4.28z <= 711.13
-3.98x + 4.47y + -1.49z <= 369.81
8.67x + -1.66y + -0.43z <= 528.04
7.21x + -7.86y + 0.09z <= 164.65
-7.23x + 0.43y + 9.41z <= 584.57
2.15x + 5.13y + 6.63z <= 196.5
6.07x + 7.89y + 7.71z <= 524.6
-2.86x + -3.25y + -5.38z <= 526.63
-2.93x + 2.59y + 9.61z <= 180.63
8.91x + -9.21y + -2.68z <= 103.01
0.5x + -9.31y + 6.3z <= 785.31
4.62x + 8.99y + -4.51z <= 463.27
-6.72x + 1.31y + 2.64z <= 345.42
-5.6x + -0.72y + 7.67z <= 852.82
2.11x + -3.95y + 2.7z <= 940.27
-8.1x + -8.23y + -4.6z <= 709.89
2.35x + -1.86y + -3.18z <= 296.71
1.38x + -3.03y + 5.72z <= 701.62
5.66x + -9.17y + 0.82z <= 843.35
-1.07x + -2.27y + 5.44z <= 274.52
-9.35x + 4.15y + 0.48z <= 709.87
0.75x + 2.57y + 9.17z <= 273.03
4.45x + 3.34y + -0.68z <= 185.85
-7.44x + -8.08y + 4.75z <= 352.85
6.69x + -6.29y + 1.63z <= 733.82
6.62x + 9.41y + -0.46z <= 807.23
-5.53x + 8.02y + -1.0z <= 372.94
-3.3x + 9.59y + -6.81z <= 205.21
-8.19x + -7.87y + 4.33z <= 726.82
-8.05x + 5.52y + -7.04z <= 931.33
-2.88x + 5.63y + -7.08z <= 661.72
4.71x + -8.76y + 3.4z <= 701.91
-2.72x + -0.93y + -7.9z <= 735.18
-0.33x + -7.42y + 6.18z <= 899.61
-6.14x + 8.52y + -9.51z <= 224.17
4.41x + -2.52y + -3.7z <= 122.88
2.84x + 5.47y + -5.12z <= 798.56
-3.28x + 3.89y + -1.07z <= 679.2
4.03x + 1.7y + -4.73z <= 510.73
9.15x + -2.97y + -7.62z <= 882.19
1.88x + 0.36y + 0.56z <= 498.54
0.99x + -2.53y + 0.72z <= 815.72
6.52x + 3.09y + -6.38z <= 806.21
-1.24x + 2.61y + -2.76z <= 807.47
-1.07x + -3.48y + 9.28z <= 642.05
2.16x + -4.14y + 2.55z <= 764.47
-5.39x + -9.77y + -9.61z <= 261.8
-5.25x + 5.37y + -3.63z <= 603.0
8.26x + -8.72y + 5.08z <= 650.36
-2.09x + 0.65y + 0.75z <= 594.04
-9.69x + -9.14y + 7.83z <= 549.01
6.2x + -7.31y + 6.07z <= 595.32
-8.75x + 9.45y + 1.6z <= 777.1
-7.11x + 8.04y + 8.96z <= 168.91
-3.96x + -3.33y + 5.37z <= 283.22
4.0x + -1.57y + 3.76z <= 201.8
0.18x + -3.05y + -0.29z <= 369.92
0.56x + 5.61y + 9.46z <= 818.8
-2.04x + -4.31y + -0.6z <= 334.0
-3.46x + 4.93y + 3.7z <= 300.63
0.24x + -6.92y + -2.85z <= 484.38
-6.9x + -9.81y + -5.94z <= 301.69
-2.61x + -6.39y + -9.91z <= 447.98
0.89x + -6.85y + -7.06z <= 830.11
7.82x + -5.19y + -9.9z <= 805.66
5.22x + -6.66y + 4.22z <= 873.45
-8.93x + 8.05y + 9.22z <= 646.35
-5.88x + -3.61y + 3.99z <= 296.67
-9.54x + 0.47y + -5.82z <= 327.2
-1.58x + -6.61y + 1.89z <= 795.58
-0.4x + -0.91y + -8.76z <= 441.63
6.47x + -8.9y + 6.14z <= 203.69
9.58x + -4.09y + -8.24z <= 710.38
-1.64x + -0.89y + 8.32z <= 446.06
1.79x + 0.78y + 5.52z <= 423.96
8.5x + -4.08y + -7.58z <= 651.55
-7.36x + -4.35y + -4.01z <= 344.12
-2.37x + -7.35y + 3.49z <= 444.08
6.83x + -5.81y + -3.89z <= 935.22
1.44x + -2.39y + 7.43z <= 553.61
-1.86x + -7.1y + 3.53z <= 323.89
-6.92x + -5.38y + 7.59z <= 143.68
5.23x + 4.04y + 1.01z <= 150.02
-7.98x + 2.86y + 7.3z <= 524.89
5.34x + -1.23y + 3.4z <= 160.15
4.47x + 6.15y + 0.46z <= 540.95
-5.52x + -4.24y + -2.61z <= 182.55
8.59x + -7.13y + -6.29z <= 401.42
4.81x + -2.36y + -4.47z <= 456.66
-4.92x + -0.75y + -2.95z <= 689.83
6.91x + 0.48y + -5.53z <= 663.14
5.11x + -4.92y + 1.51z <= 228.02
-6.76x + -4.05y + -1.06z <= 220.66
-2.58x + -2.0y + -5.87z <= 989.71
4.55x + -0.89y + -8.4z <= 839.84
1.96x + 2.12y + 9.13z <= 854.81
-7.88x + -4.26y + 1.86z <= 676.46
-5.07x + -8.18y + 3.81z <= 203.39
0.09x + 8.79y + -6.68z <= 475.06
4.98x + -2.9y + 7.89z <= 653.08
6.47x + 0.33y + 2.58z <= 190.54
-5.85x + -5.27y + -2.89z <= 227.07
-6.06x + 2.34y + -0.95z <= 744.0
6.52x + 3.48y + 5.13z <= 558.68
3.62x + 5.83y + 5.62z <= 397.62
6.79x + 9.68y + -4.47z <= 868.08
-0.87x + 2.02y + 7.24z <= 153.01
0.66x + 2.31y + -6.79z <= 762.78
2.89x + -2.06y + -9.36z <= 622.57
-0.01x + -2.71y + -9.87z <= 854.73
9.24x + -7.25y + -1.59z <= 650.31
-5.77x + -4.84y + -8.42z <= 437.89
0.47x + 2.73y + 7.11z <= 935.7
-5.83x + 0.5y + 3.6z <= 961.41
0.4x + 2.97y + -7.19z <= 106.47
-2.78x + 5.28y + -3.68z <= 385.85
2.96x + -1.82y + 8.42z <= 220.85
-9.85x + -2.54y + 4.39z <= 857.88
9.25x + 5.77y + 7.3z <= 181.9
-7.39x + -5.05y + 8.83z <= 840.25
4.14x + 3.59y + 9.87z <= 332.33
-8.1x + -0.59y + -5.9z <= 275.05
-1.95x + 1.98y + 6.91z <= 924.39
1.86x + 9.42y + -4.88z <= 557.43
-9.56x + -2.16y + 4.16z <= 683.54
1.38x + 4.33y + -0.52z <= 262.27
-5.35x + -8.13y + 5.13z <= 890.86
-9.76x + 9.83y + -4.6z <= 420.54
9.4x + -9.82y + -3.32z <= 906.48
-3.43x + -0.68y + 5.26z <= 280.55
9.16x + -0.14y + 5.46z <= 749.14
8.07x + 0.47y + -3.22z <= 951.1
4.35x + -4.6y + 9.29z <= 581.09
0.26x + 0.32y + -6.86z <= 373.84
5.34x + 2.83y + -3.67z <= 759.71
4.48x + -0.74y + -9.3z <= 873.25
-3.67x + -6.06y + -4.48z <= 534.99
-4.59x + -7.59y + 1.84z <= 836.13
7.49x + 1.38y + -1.18z <= 633.33
7.19x + -7.86y + -0.62z <= 400.86
-4.22x + -7.86y + 3.67z <= 888.2
8.6x + -1.51y + -6.84z <= 391.76
-8.89x + 5.16y + -0.92z <= 647.57
8.1x + -0.71y + 9.78z <= 755.41
8.69x + -6.87y + -6.8z <= 824.06
-8.14x + 7.82y + 5.31z <= 898.02
-6.66x + -4.48y + -1.93z <= 797.85
7.68x + 3.06y + 7.79z <= 499.44
-1.24x + -1.32y + 7.15z <= 668.55
2.35x + -6.69y + -9.97z <= 344.47
-9.65x + -6.14y + 8.02z <= 187.8
-4.43x + 3.4y + 7.9z <= 979.37
-9.32x + -0.99y + 0.85z <= 234.77
3.87x + -0.27y + -4.93z <= 778.0
6.15x + -4.06y + -7.64z <= 348.87
7.66x + 6.91y + 0.38z <= 493.54
-6.19x + -2.46y + -1.95z <= 909.94
0.56x + 9.42y + -7.08z <= 640.76
9.4x + -7.05y + 2.21z <= 422.65
-2.86x + 9.26y + -5.7z <= 825.17
1.8x + -4.99y + 6.13z <= 596.12
3.56x + 7.67y + 2.98z <= 886.6
1.81x + -5.7y + -3.71z <= 983.56
0.27x + 3.33y + -3.08z <= 682.6
1.86x + 7.26y + -6.24z <= 975.8
-2.67x + -7.89y + -1.85z <= 658.99
-8.23x + 6.56y + 0.56z <= 309.12
9.09x + 0.08y + 4.32z <= 619.53
-5.02x + 5.38y + 3.89z <= 320.01
7.08x + 1.69y + 4.42z <= 509.14
4.6x + 9.72y + -2.86z <= 544.1
1.57x + 8.77y + -8.37z <= 348.73
8.76x + 1.68y + -6.97z <= 325.56
-5.19x + 6.1y + -9.77z <= 425.81
-5.86x + 3.32y + 6.5z <= 128.5
2.04x + 2.42y + -0.86z <= 860.08
-1.01x + -8.77y + 0.36z <= 589.87
8.5x + 1.13y + -2.03z <= 221.8
-6.84x + -2.73y + -8.45z <= 851.08
-7.68x + -8.49y + -1.02z <= 610.43
-2.59x + 0.26y + -6.65z <= 303.54
0.8x + 9.72y + -6.81z <= 549.97
5.95x + 7.76y + 9.02z <= 725.21
0.14x + -6.39y + -2.77z <= 953.97
-6.79x + 9.14y + 1.53z <= 565.51
4.0x + -0.82y + -6.82z <= 519.76
7.78x + -7.16y + 4.67z <= 503.91
2.68x + 7.29y + 4.26z <= 901.95
5.58x + 2.69y + 0.69z <= 897.42
-1.82x + -8.64y + -0.36z <= 909.51
-1.9x + -5.82y + 9.2z <= 641.39
-0.71x + -3.44y + 3.08z <= 206.35
5.11x + -7.68y + -8.44z <= 348.73
6.27x + -1.41y + 9.49z <= 120.26
6.76x + 1.38y + -2.95z <= 924.62
-7.17x + -3.67y + -9.3z <= 530.18
0.24x + -6.62y + -5.42z <= 778.54
8.52x + -6.9y + 4.6z <= 218.4
6.01x + 9.58y + 7.54z <= 765.87
1.82x + 2.08y + 3.32z <= 628.14
6.17x + 2.48y + -6.37z <= 315.66
2.39x + 5.99y + 2.67z <= 701.05
-8.95x + -2.42y + -5.39z <= 510.16
1.74x + 3.29y + -5.96z <= 877.39
5.39x + 9.9y + 8.74z <= 558.99
6.15x + 0.31y + 7.89z <= 814.07
-6.66x + -1.42y + -1.74z <= 832.18
-6.31x + -4.7y + 7.62z <= 375.6
-9.09x + -0.58y + -4.43z <= 856.64
0.91x + 4.69y + -6.34z <= 240.02
-1.66x + -0.16y + -7.15z <= 897.26
8.44x + 5.36y + -8.44z <= 125.89
-6.14x + 0.43y + -9.65z <= 773.02
5.14x + 1.04y + -8.26z <= 172.23
6.63x + -6.34y + -2.15z <= 913.39
-8.25x + 4.86y + 4.05z <= 927.64
2.62x + 7.96y + 7.46z <= 815.74
9.88x + -9.26y + -8.29z <= 684.2
-5.97x + -3.24y + -8.66z <= 381.95
-0.68x + 2.15y + -0.51z <= 457.93
-4.25x + -9.52y + -5.59z <= 955.56
-4.8x + 1.68y + 7.47z <= 949.19
3.37x + -3.41y + -6.3z <= 387.92
5.56x + 9.85y + 2.74z <= 673.4
-5.29x + 9.56y + 2.98z <= 403.4
-2.43x + -3.1y + -8.2z <= 524.21
3.25x + 7.97y + -2.99z <= 649.4
2.82x + 8.62y + -8.92z <= 641.07
-6.22x + -2.11y + -8.58z <= 889.07
-7.02x + -1.42y + 0.7z <= 632.14
5.91x + 3.88y + -3.13z <= 378.12
-3.49x + 4.72y + 5.25z <= 596.39
-3.88x + 0.58y + -2.98z <= 734.97
7.38x + 2.43y + -8.99z <= 260.62
9.25x + 5.66y + -9.28z <= 790.15
6.94x + 0.66y + 7.83z <= 507.7
-1.09x + 2.67y + -9.43z <= 112.74
-8.19x + 3.29y + 8.15z <= 721.87
2.84x + -4.57y + -2.94z <= 994.23
-5.93x + -6.74y + 8.62z <= 606.44
-2.05x + 4.66y + -3.54z <= 293.73
2.55x + 2.55y + 4.31z <= 739.0
3.62x + -4.32y + -4.94z <= 350.92
8.36x + -9.86y + 9.9z <= 719.18
-3.01x + -5.03y + 4.54z <= 404.02
-0.17x + 4.3y + 6.42z <= 618.56
-5.56x + 4.02y + -7.43z <= 364.07
-2.0x + 2.75y + -5.98z <= 862.4
-3.42x + 7.9y + -8.4z <= 719.93
3.34x + -7.55y + 4.52z <= 207.54
5.87x + 3.85y + 9.0z <= 691.58
9.15x + 6.32y + 1.26z <= 868.86
9.99x + 9.28y + 1.4z <= 918.41
-3.74x + -2.66y + -9.49z <= 319.57
-6.18x + 9.93y + -3.03z <= 382.36
3.4x + -2.47y + -6.86z <= 191.59
-5.37x + -2.73y + 6.72z <= 363.4
5.16x + -6.03y + 0.66z <= 178.34
-9.17x + 9.53y + -4.1z <= 729.8
-5.18x + 5.05y + -4.71z <= 444.01
-7.63x + 8.09y + -5.39z <= 587.03
4.11x + -4.29y + 3.74z <= 712.33
-9.44x + 2.99y + 6.0z <= 541.55
5.73x + 3.76y + -1.38z <= 136.49
5.7x + -8.33y + -0.94z <= 980.39
2.52x + 2.06y + -5.11z <= 541.27
-4.22x + -9.41y + -2.29z <= 812.88
-4.69x + 4.91y + -7.52z <= 713.43
-4.34x + 6.2y + -0.71z <= 337.77
6.45x + -5.13y + -5.48z <= 615.96
-2.61x + 2.5y + -9.1z <= 532.51
4.64x + -1.81y + -9.3z <= 361.07
-1.18x + -0.35y + -6.9z <= 515.77
-9.78x + 1.56y + -6.2z <= 859.32
6.23x + -1.94y + -7.46z <= 622.3
1.77x + 1.32y + -6.94z <= 458.19
4.75x + -5.58y + -8.32z <= 658.2
-2.08x + 7.59y + 3.68z <= 935.13
8.4x + 0.14y + -9.92z <= 757.34
6.01x + 5.29y + -4.08z <= 300.84
7.23x + 9.34y + -8.3z <= 606.18
5.23x + 3.49y + 4.93z <= 665.81
8.2x + 8.71y + -3.65z <= 154.88
7.0x + -4.11y + -8.65z <= 196.26
3.3x + -2.85y + 2.95z <= 156.87
7.59x + -2.36y + -0.03z <= 172.36
8.2x + -8.83y + -9.03z <= 435.57
-9.74x + 9.81y + 9.38z <= 557.4
6.62x + 3.89y + 5.03z <= 409.59
8.65x + -0.96y + -2.23z <= 867.91
7.97x + 2.19y + 7.72z <= 227.95
8.16x + 9.1y + -0.06z <= 133.01
-7.36x + 6.62y + -6.11z <= 364.14
-4.27x + 9.37y + -5.77z <= 281.96
-5.96x + -1.02y + -0.97z <= 372.43
4.5x + -3.99y + 8.34z <= 971.18
3.33x + 9.38y + -2.62z <= 894.08
1.19x + 1.84y + -0.44z <= 740.01
4.31x + 9.63y + -6.87z <= 514.99
3.23x + -6.15y + 3.72z <= 895.48
-0.03x + -9.06y + 8.23z <= 162.02
0.35x + -6.09y + 1.83z <= 768.02
-6.39x + 8.05y + -9.19z <= 176.85
1.87x + 3.55y + -7.74z <= 162.28
3.4x + -4.31y + -9.05z <= 179.75
-2.8x + -3.5y + 5.64z <= 621.86
-4.29x + -3.95y + -6.23z <= 210.04
-4.4x + -3.48y + 0.53z <= 740.35
-2.82x + 3.39y + 5.42z <= 243.7
-6.7x + -1.01y + -9.98z <= 601.33
1.21x + -6.81y + 7.31z <= 806.48
-8.98x + 4.98y + -3.11z <= 233.22
5.57x + -3.07y + 7.13z <= 247.89
-4.45x + -2.13y + -7.33z <= 604.22
2.09x + 5.0y + -7.25z <= 553.0
4.55x + 3.0y + 3.16z <= 483.24
8.38x + 6.75y + 4.94z <= 845.81
5.79x + -9.1y + 0.1z <= 936.32
1.88x + 1.12y + 2.45z <= 267.84
-4.68x + 9.26y + 5.45z <= 728.16
5.07x + 2.27y + 7.01z <= 293.52
6.06x + 3.78y + 4.28z <= 675.05
-9.38x + -0.53y + -7.66z <= 326.18
-6.49x + 1.02y + -1.7z <= 771.86
-4.03x + 1.99y + -4.98z <= 833.43
-1.99x + -2.59y + 3.03z <= 495.32
1.67x + -1.02y + 3.08z <= 388.0
9.3x + 2.28y + -4.88z <= 669.02
-9.17x + 5.92y + -8.42z <= 955.19
4.26x + -5.34y + 9.32z <= 940.09
-0.53x + 1.69y + 9.73z <= 119.8
-3.86x + -8.08y + 1.86z <= 741.94
0.65x + 0.45y + 7.16z <= 290.76
-1.63x + -0.13y + 3.29z <= 656.24
-9.09x + -2.69y + -9.35z <= 774.92
-5.42x + 7.44y + -2.03z <= 197.86
6.38x + 6.18y + -4.03z <= 628.95
-3.68x + -4.19y + 2.03z <= 131.48
-2.48x + 1.03y + 7.61z <= 811.26
-6.92x + -5.72y + 0.13z <= 555.0
0.93x + 2.92y + -1.86z <= 449.05
7.45x + -1.04y + 5.18z <= 506.87
-1.06x + -4.85y + 3.17z <= 768.34
6.82x + 4.61y + -9.8z <= 586.45
8.82x + 7.75y + 3.75z <= 835.24
0.46x + -9.27y + -9.48z <= 716.68
1.82x + 4.77y + -1.21z <= 544.31
-9.57x + 3.97y + 3.3z <= 863.34
-0.8x + -8.22y + -2.04z <= 484.47
-2.64x + -0.46y + -9.74z <= 164.9
-6.3x + 2.86y + 6.17z <= 967.65
5.05x + 0.41y + -6.91z <= 691.26
-9.92x + -9.02y + 6.01z <= 705.56
-7.91x + 7.05y + -5.2z <= 574.8
-4.73x + 4.08y + -7.96z <= 802.97
-3.15x + 9.05y + -4.33z <= 301.8
9.55x + 7.83y + 6.57z <= 162.58
9.03x + 8.09y + -0.11z <= 596.36
2.36x + -2.38y + 7.84z <= 795.21
-0.14x + 2.09y + 8.57z <= 587.19
-2.07x + -8.86y + 8.96z <= 238.67
0.79x + -8.94y + 9.79z <= 867.13
-0.27x + 8.55y + -8.47z <= 397.84
2.55x + -1.54y + -2.23z <= 897.48
-8.25x + 5.26y + -7.53z <= 130.24
-8.35x + 6.19y + -0.34z <= 937.17
2.87x + -3.87y + -2.46z <= 244.67
5.78x + -6.77y + -6.78z <= 414.71
-4.16x + 0.86y + -6.66z <= 844.55
3.19x + 1.3y + -9.03z <= 247.13
8.49x + -6.45y + 9.78z <= 579.96
2.63x + -3.54y + -1.54z <= 321.58
-0.66x + 3.76y + 2.43z <= 143.26
-4.35x + 8.88y + 9.82z <= 786.0
7.9x + -8.24y + -3.2z <= 674.87
-8.03x + 1.44y + -5.03z <= 741.91
3.42x + 6.49y + -1.23z <= 766.82
-3.72x + -4.17y + 7.07z <= 586.07
-6.42x + 8.17y + -7.96z <= 635.37
5.98x + 9.54y + -5.38z <= 305.33
5.34x + 1.42y + 8.04z <= 216.71
7.43x + 3.77y + -2.17z <= 355.0
0.61x + -6.89y + 3.17z <= 661.68
-7.09x + -3.64y + -2.56z <= 819.21
-7.28x + 1.93y + -6.45z <= 742.16
-2.66x + 7.32y + -5.94z <= 622.51
-1.56x + -6.36y + -2.0z <= 324.41
-1.78x + -1.4y + -0.81z <= 812.08
-7.85x + 5.44y + -2.38z <= 986.85
-5.17x + 6.73y + -2.2z <= 843.57
-7.17x + -3.03y + -8.16z <= 461.4
8.31x + -5.48y + -5.2z <= 871.9
-5.09x + 5.73y + -1.93z <= 976.85
-5.1x + 9.59y + 3.12z <= 590.68
5.49x + 1.54y + 4.15z <= 223.71
-0.7x + 5.54y + 5.08z <= 584.15
0.56x + 7.89y + 4.56z <= 890.04
0.81x + -5.28y + -3.56z <= 413.77
-1.42x + 6.7y + 2.22z <= 513.16
7.44x + 9.07y + -5.69z <= 327.2
-1.02x + -4.04y + 1.71z <= 979.39
-5.06x + 0.93y + 0.04z <= 384.38
-0.11x + 9.16y + 6.74z <= 619.68
7.17x + -3.32y + -9.47z <= 582.33
-7.3x + -0.54y + -6.31z <= 234.96
2.67x + -7.38y + 8.82z <= 478.5
6.46x + -1.22y + 8.17z <= 625.44
6.52x + 8.54y + 2.37z <= 186.94
-7.23x + -9.27y + -3.01z <= 257.77
-3.42x + -7.41y + 0.15z <= 986.84
8.17x + -5.58y + 5.75z <= 557.14
-0.59x + 0.97y + -6.77z <= 594.05
8.05x + 3.58y + 7.83z <= 482.43
0.94x + -4.2y + 1.33z <= 533.82
-0.36x + -2.02y + 5.32z <= 242.83
0.25x + -2.8y + -7.58z <= 394.06
-9.96x + -7.93y + 0.92z <= 458.54
-5.85x + -3.9y + 6.39z <= 895.35
-9.93x + -9.02y + 2.3z <= 214.33
-6.57x + -2.5y + -0.5z <= 496.76
6.12x + -1.66y + -9.28z <= 630.97
2.88x + 6.24y + 8.07z <= 321.39
-4.59x + 6.08y + -4.7z <= 967.74
-2.97x + 6.97y + 9.85z <= 424.6
-9.6x + -8.21y + -2.47z <= 504.28
-6.38x + 2.83y + 1.92z <= 194.21
0.58x + -3.71y + 7.14z <= 568.06
-2.02x + -5.32y + 0.81z <= 502.75
0.54x + -1.85y + -9.56z <= 952.7
4.96x + 1.65y + 9.61z <= 444.63
-5.86x + -1.82y + 7.23z <= 467.03
4.55x + -1.8y + 6.48z <= 547.13
6.39x + 9.69y + 2.91z <= 366.8
2.62x + -8.37y + 6.71z <= 718.6
-5.8x + -5.8y + 5.37z <= 715.86
-8.27x + -6.18y + -6.27z <= 312.12
-6.34x + -9.22y + 5.5z <= 685.66
8.92x + 1.21y + 6.86z <= 843.1
-1.28x + 7.71y + -1.2z <= 889.8
3.42x + 2.38y + -2.07z <= 337.34
0.53x + 9.76y + -4.19z <= 919.85
-9.45x + 7.11y + -8.44z <= 643.8
-6.59x + -0.21y + 5.59z <= 709.4
7.21x + 1.78y + 7.95z <= 699.33
-2.87x + -1.85y + 7.83z <= 144.66
3.1x + 6.22y + 2.03z <= 642.89
1.3x + 2.05y + -5.02z <= 878.84
-5.82x + 0.42y + -7.73z <= 659.35
-5.36x + 7.57y + 3.36z <= 411.63
5.51x + 2.67y + -7.74z <= 920.96
0.9x + 8.55y + 6.16z <= 567.15
9.13x + -5.93y + 4.34z <= 852.99
-3.76x + 9.1y + 0.21z <= 953.37
5.82x + -5.12y + 2.0z <= 305.58
-3.13x + 3.37y + -3.61z <= 415.06
0.3x + 2.33y + 3.66z <= 762.36
8.93x + -4.71y + 6.55z <= 960.25
-7.99x + 2.83y + -7.56z <= 294.42
6.49x + -0.74y + -6.27z <= 302.3
2.91x + -5.75y + -2.64z <= 613.28
6.63x + -1.53y + 0.54z <= 417.6
-0.1x + -5.62y + -4.7z <= 349.74
6.85x + 9.13y + 3.33z <= 686.22
-7.13x + 9.54y + 6.55z <= 987.47
5.86x + 7.41y + -2.03z <= 683.3
0.84x + 7.15y + 4.09z <= 435.21
-6.05x + -6.94y + 1.7z <= 460.58
-4.13x + -0.08y + -7.1z <= 324.38
-6.56x + 7.85y + 4.7z <= 474.54
-0.49x + -5.37y + -9.28z <= 729.24
-4.63x + -9.4y + 9.13z <= 770.66
-3.45x + -9.99y + -3.45z <= 731.8
-8.82x + 0.9y + 7.56z <= 989.73
-6.73x + -1.55y + -9.99z <= 608.64
-4.96x + 5.71y + -4.56z <= 442.58
3.44x + -6.03y + 9.56z <= 364.31
-5.4x + -1.11y + 4.77z <= 633.36
-4.19x + -4.28y + 8.58z <= 290.94
8.79x + 3.97y + 2.3z <= 187.19
5.29x + -8.91y + -9.69z <= 978.48
-5.93x + 0.18y + 4.1z <= 342.15
-1.33x + 8.57y + -8.05z <= 174.9
-3.52x + 6.46y + -3.17z <= 271.54
-9.8x + -8.36y + -4.89z <= 997.03
3.74x + 2.73y + 0.77z <= 611.95
-6.29x + -3.17y + 3.07z <= 326.68
5.75x + -1.57y + 6.27z <= 407.13
3.56x + 5.39y + 5.24z <= 510.61
3.96x + -3.41y + -4.57z <= 245.11
9.59x + 2.46y + 0.93z <= 706.81
2.89x + 7.42y + 8.93z <= 604.45
1.75x + -8.86y + 7.9z <= 129.48
9.35x + -2.37y + -5.29z <= 413.08
8.53x + 8.76y + -2.25z <= 651.61
1.3x + -3.77y + -1.85z <= 809.35
-0.3x + -5.88y + 9.12z <= 314.26
1.65x + 8.05y + -6.33z <= 282.0
-9.06x + -8.02y + 4.23z <= 254.93
1.32x + -6.03y + -4.3z <= 462.53
9.01x + 8.97y + -4.92z <= 102.55
-1.43x + -3.93y + 3.53z <= 616.46
-1.85x + -4.15y + 1.89z <= 609.28
7.25x + -9.15y + 9.95z <= 916.85
1.28x + 9.26y + 6.24z <= 116.48
8.02x + -1.01y + -1.84z <= 127.4
8.66x + -2.96y + 8.7z <= 784.13
-4.69x + -9.58y + -5.17z <= 942.09
-7.71x + 8.42y + 8.47z <= 557.2
-4.57x + -3.23y + 0.48z <= 840.23
-5.22x + 4.83y + 5.72z <= 722.91
-9.84x + -7.49y + -2.32z <= 640.34
0.85x + 6.99y + 6.99z <= 503.42
4.48x + 5.16y + 8.27z <= 394.57
6.2x + 0.81y + -2.48z <= 600.73
-5.8x + 1.05y + 5.56z <= 541.75
-3.88x + 7.89y + -0.6z <= 696.22
4.58x + 4.74y + -2.88z <= 589.7
5.1x + 2.38y + -6.51z <= 866.28
3.96x + 9.01y + -5.66z <= 865.91
-5.84x + 8.59y + 3.45z <= 168.41
7.21x + 5.63y + 5.57z <= 682.18
-0.15x + 7.96y + -1.3z <= 632.98
-5.41x + -2.44y + -2.51z <= 775.81
5.77x + -5.28y + 4.32z <= 877.5
-0.57x + 4.37y + 6.19z <= 275.73
7.65x + 6.58y + 8.15z <= 288.41
-4.44x + 8.54y + -6.4z <= 611.19
-4.72x + -2.52y + 8.43z <= 522.16
-6.16x + 8.84y + -1.64z <= 623.33
0.59x + -3.77y + 7.63z <= 701.42
-8.96x + 4.53y + 2.25z <= 246.6
7.99x + 6.2y + -9.85z <= 335.31
4.93x + 3.32y + 2.12z <= 536.82
2.49x + 3.14y + 7.99z <= 651.03
-0.38x + -6.38y + -4.7z <= 754.34
-4.3x + -9.41y + 0.03z <= 273.27
1.54x + -7.16y + 7.07z <= 790.64
-1.95x + 9.25y + -1.41z <= 963.33
9.4x + 9.49y + -4.86z <= 829.59
-3.87x + -3.83y + -6.6z <= 202.67
0.54x + 9.44y + -4.9z <= 519.67
-3.49x + 3.05y + 1.77z <= 728.6
6.3x + -0.68y + 6.05z <= 908.74
-7.81x + 6.18y + 4.8z <= 423.97
6.42x + -6.34y + 2.73z <= 792.14
1.16x + 3.37y + -2.14z <= 486.0
-4.77x + 5.39y + -0.59z <= 412.01
0.08x + 8.77y + -9.02z <= 733.83
-9.98x + 8.6y + -6.99z <= 117.9
-8.24x + -0.98y + 1.11z <= 551.62
-4.63x + -8.71y + -5.47z <= 675.31
0.12x + -3.42y + 8.54z <= 883.26
4.37x + -5.5y + 8.37z <= 315.19
7.99x + 7.78y + -2.13z <= 747.81
3.25x + 6.82y + -5.59z <= 257.08
1.59x + 6.27y + -7.82z <= 354.44
9.29x + -8.52y + -3.67z <= 870.96
-3.8x + 4.44y + -0.4z <= 457.86
-7.97x + -4.8y + 7.69z <= 710.56
2.25x + 2.04y + 9.88z <= 243.48
1.01x + -6.42y + 1.98z <= 897.81
2.01x + 7.89y + 6.38z <= 192.3
-8.69x + -4.0y + 4.53z <= 546.4
3.62x + -4.09y + -0.69z <= 667.0
7.73x + -5.8y + 2.35z <= 304.35
-1.3x + -1.75y + 5.6z <= 596.82
4.92x + 4.54y + 2.05z <= 909.91
