max 4.18x + -6.67y + -3.92z
6.53x + -0.38y + -8.58z <= 660.92
5.38x + 9.84y + -4.23z <= 641.87
1.72x + -3.0y + -6.12z <= 840.92
-9.49x + -7.54y + 1.23z <= 782.18
-5.31x + -9.09y + 1.69z <= 545.21
9.93x + 2.15y + -9.16z <= 168.46
6.38x + -1.0y + 3.84z <= 350.75
-8.11x + -3.76y + -8.43z <= 886.49
-8.03x + 1.86y + 1.41z <= 320.77
-0.27x + 3.55y + 6.61z <= 367.6
-2.55x + 5.27y + -6.12z <= 572.58
-6.99x + -7.67y + 1.98z <= 333.2
2.74x + -1.05y + -2.68z <= 762.19
3.89x + 7.76y + -4.66z <= 126.12
0.63x + 0.16y + -4.28z <= 448.94
3.53x + -6.4y + 9.01z <= 168.42
8.47x + -1.41y + 3.52z <= 733.35
8.95x + 7.7y + -7.38z <= 393.98
7.32x + -7.6y + -4.21z <= 971.93
-4.4x + -6.62y + 5.84z <= 179.14
-3.89x + -9.19y + -3.67z <= 634.36
-4.67x + -2.28y + -1.86z <= 712.23
-3.08x + 0.78y + 7.52z <= 927.35
0.24x + 6.41y + 5.55z <= 837.78
-5.25x + -2.84y + -2.09z <= 308.3
-3.78x + 4.13y + 0.74z <= 216.9
3.91x + -9.33y + -7.84z <= 787.53
-3.37x + -7.32y + -5.85z <= 866.97
-2.45x + 5.9y + -5.09z <= 751.51
3.95x + -7.86y + -9.48z <= 549.86
-8.39x + 6.05y + 7.18z <= 231.45
-4.23x + -3.5y + -2.55z <= 820.04
-0.94x + -3.18y + -0.28z <= 791.87
6.37x + 2.73y + -0.36z <= 728.49
1.79x + -6.99y + -5.88z <= 685.31
-1.33x + 1.37y + 8.25z <= 190.61
8.87x + -2.6y + 1.25z <= 841.3
-1.17x + -1.04y + -0.44z <= 940.71
-9.44x + 7.79y + -6.94z <= 580.53
2.92x + -0.23y + -2.96z <= 661.48
2.5x + 7.13y + 2.59z <= 743.35
-1.24x + 9.15y + 8.26z <= 617.65
3.52x + 0.78y + 1.36z <= 586.01
-2.63x + 2.0y + -4.67z <= 984.97
-3.08x + 3.71y + 0.63z <= 694.44
0.85x + 5.38y + 6.62z <= 596.83
5.7x + 0.9y + -8.33z <= 815.73
-2.22x + -1.11y + -5.41z <= 824.62
4.92x + 0.17y + 5.95z <= 872.65
-5.02x + 4.66y + 4.98z <= 755.04
-8.41x + -4.84y + -8.2z <= 166.89
-7.04x + 1.99y + 6.66z <= 692.22
-5.0x + -1.27y + 5.89z <= 569.93
4.48x + -8.26y + 1.71z <= 934.3
-1.86x + -0.94y + 3.83z <= 897.83
-8.64x + -1.75y + 9.34z <= 359.17
5.2x + -9.69y + -9.09z <= 372.07
3.17x + -0.79y + -4.63z <= 189.52
-0.19x + -4.74y + -9.53z <= 940.52
-1.57x + -1.29y + -5.3z <= 414.27
-7.03x + 7.21y + -8.26z <= 329.26
-6.19x + -3.68y + -6.63z <= 608.09
-9.9x + 6.74y + -1.77z <= 462.32
9.67x + 7.66y + 5.67z <= 558.89
-4.04x + 0.64y + 3.22z <= 239.84
8.49x + 6.22y + -4.9z <= 722.2
2.01x + 7.92y + 0.92z <= 370.54
0.99x + -8.11y + -1.48z <= 676.78
3.54x + 4.15y + 3.93z <= 217.57
-8.69x + -6.82y + 2.18z <= 858.58
-8.45x + -2.16y + 5.58z <= 809.67
8.63x + 7.55y + 4.23z <= 606.09
-1.32x + -0.99y + 1.1z <= 347.88
0.81x + -0.3y + -0.67z <= 726.02
8.99x + 0.88y + -5.53z <= 105.36
-6.78x + 3.43y + 5.59z <= 450.73
6.87x + 8.98y + -0.29z <= 548.37
-7.77x + 2.56y + 0.06z <= 717.38
0.23x + 1.09y + -4.63z <= 411.75
7.48x + 8.41y + 1.09z <= 821.95
-0.15x + -1.82y + -1.29z <= 728.25
0.99x + -7.98y + 1.26z <= 510.51
4.66x + -0.98y + 0.62z <= 401.25
3.43x + -4.55y + 4.14z <= 127.31
7.98x + 8.68y + 8.41z <= 668.69
-8.83x + 6.5y + -1.41z <= 658.48
-1.63x + -5.97y + -0.49z <= 878.28
-6.7x + -2.88y + -2.98z <= 701.09
-1.74x + -5.84y + -3.97z <= 132.26
8.43x + -6.07y + -5.63z <= 578.5
0.56x + -0.31y + -8.45z <= 229.93
-6.93x + 9.7y + -0.56z <= 365.68
9.64x + -2.47y + 7.11z <= 638.53
-5.58x + -8.81y + -8.25z <= 887.92
1.17x + -8.99y + 5.64z <= 809.84
9.21x + -2.67y + -0.44z <= 322.02
-6.92x + -9.45y + -8.11z <= 920.45
-8.14x + 1.58y + -4.89z <= 452.8
8.6x + -5.53y + 4.63z <= 415.14
3.84x + -0.28y + 3.45z <= 955.78
-1.7x + 3.59y + -1.85z <= 216.65
-1.9x + -1.83y + 0.49z <= 764.08
3.4x + -1.22y + 6.68z <= 496.71
9.61x + -0.39y + 3.46z <= 171.99
-0.45x + 0.81y + 4.33z <= 534.97
-5.57x + -1.6y + -4.35z <= 302.11
-2.88x + 2.2y + 5.11z <= 992.78
-8.41x + -3.64y + -7.38z <= 558.13
6.66x + 3.21y + -1.05z <= 547.63
1.89x + -9.1y + 0.48z <= 355.06
-5.2x + -8.97y + -2.11z <= 580.35
5.77x + 1.54y + 0.6z <= 492.67
9.18x + -4.58y + -7.77z <= 267.0
5.07x + 0.17y + -2.95z <= 598.49
1.4x + 0.5y + 7.48z <= 230.42
6.42x + 3.05y + 7.69z <= 776.23
-4.79x + -2.14y + 6.87z <= 930.54
1.73x + -8.78y + -0.32z <= 516.22
-3.7x + -4.15y + 5.65z <= 791.86
-6.33x + 8.25y + 5.54z <= 817.64
6.9x + -1.05y + -1.48z <= 320.44
8.38x + 7.84y + -9.08z <= 687.42
5.15x + 9.65y + -6.52z <= 206.45
-7.68x + 2.43y + 8.91z <= 882.92
-1.45x + -2.17y + 0.98z <= 992.04
-6.86x + 3.49y + 4.16z <= 270.34
-4.88x + 7.3y + -5.31z <= 197.1
3.48x + 5.82y + 0.9z <= 900.21
6.98x + 3.05y + -7.31z <= 513.66
-3.07x + -1.69y + -5.86z <= 611.03
3.7x + 6.38y + -4.81z <= 620.61
-2.39x + 5.93y + 6.42z <= 683.9
-7.27x + -8.6y + 7.51z <= 957.59
1.29x + -7.64y + 5.33z <= 781.33
-7.27x + -4.94y + -7.14z <= 224.43
-6.19x + -4.01y + -7.61z <= 843.45
9.01x + 9.28y + -6.54z <= 181.65
-6.97x + 7.95y + 5.42z <= 243.92
0.02x + 9.2y + -6.33z <= 302.22
1.92x + 6.06y + 9.1z <= 202.08
-3.63x + -6.22y + 8.22z <= 142.33
-6.99x + 2.05y + -7.64z <= 301.71
6.07x + -1.01y + 9.21z <= 914.41
-2.38x + -6.57y + 8.33z <= 142.26
2.26x + -6.04y + 5.93z <= 235.14
9.85x + 4.73y + -3.35z <= 402.81
-1.06x + 0.76y + -8.84z <= 343.8
3.12x + 7.63y + -5.92z <= 182.27
-8.68x + 8.27y + -4.06z <= 551.59
8.68x + 6.67y + 2.25z <= 391.3
-3.4x + 4.58y + 7.67z <= 421.11
1.55x + -8.94y + 8.98z <= 686.65
1.44x + -2.29y + 6.97z <= 620.88
-4.72x + 0.38y + -3.57z <= 113.31
3.87x + -6.44y + -0.68z <= 648.61
-4.07x + -2.18y + -3.91z <= 798.84
-9.65x + -3.7y + 6.3z <= 768.53
-3.51x + -9.57y + 7.63z <= 489.95
-1.36x + 6.68y + -2.95z <= 867.57
-2.5x + 5.49y + 9.1z <= 869.04
-3.66x + -3.66y + -2.25z <= 194.08
9.07x + -8.48y + 3.42z <= 387.66
-4.62x + -9.67y + -5.82z <= 918.12
5.95x + -7.4y + -3.35z <= 375.38
9.34x + 6.66y + 4.59z <= 809.89
-0.82x + 7.27y + 1.33z <= 622.29
7.52x + 0.09y + 4.2z <= 834.96
6.21x + 9.01y + -5.05z <= 714.15
-1.62x + 2.8y + -9.67z <= 181.16
4.76x + -4.0y + 8.54z <= 881.49
-4.02x + -2.97y + -1.67z <= 351.78
4.26x + -7.02y + 5.79z <= 618.16
-5.51x + 2.66y + 9.08z <= 760.3
5.9x + -1.89y + -8.72z <= 897.0
9.64x + 3.73y + 4.1z <= 189.75
3.51x + 3.78y + 1.35z <= 110.57
-8.68x + 7.99y + -9.55z <= 294.57
5.98x + 4.35y + -5.29z <= 767.29
-5.9x + -7.4y + 8.37z <= 830.65
3.63x + 4.03y + 2.35z <= 218.8
5.72x + 5.5y + 7.26z <= 558.58
-7.84x + -6.82y + 7.71z <= 853.25
-2.33x + -7.99y + -4.06z <= 217.32
-2.1x + 3.58y + -6.06z <= 855.02
1.95x + 0.43y + -3.34z <= 301.15
2.84x + -8.17y + 4.97z <= 804.08
-0.27x + 7.52y + 7.7z <= 277.83
6.89x + 7.74y + -6.2z <= 901.2
8.89x + -6.32y + -8.26z <= 312.26
1.43x + 2.59y + -3.96z <= 652.9
-5.52x + -3.6y + 6.89z <= 945.62
6.36x + 5.94y + -1.07z <= 526.81
3.74x + -7.84y + 3.89z <= 154.61
-9.79x + 8.49y + 1.48z <= 699.79
9.39x + -2.3y + 9.5z <= 311.14
4.11x + 5.76y + -0.31z <= 548.4
-6.35x + 9.25y + 7.18z <= 344.69
-5.79x + -8.05y + 6.25z <= 557.89
4.17x + -7.26y + -0.03z <= 533.83
5.52x + -6.38y + -8.32z <= 536.65
-2.81x + -6.01y + 6.27z <= 406.27
-1.6x + 2.43y + 1.08z <= 668.24
-3.73x + -9.25y + 6.1z <= 120.88
3.93x + -1.03y + 8.97z <= 793.28
-1.69x + 3.9y + 3.99z <= 171.29
6.83x + 4.72y + 0.35z <= 474.71
-8.39x + -0.52y + 8.24z <= 770.14
5.14x + -3.42y + 2.9z <= 313.27
3.46x + -5.73y + 9.02z <= 798.61
-2.44x + 6.47y + 5.85z <= 668.09
4.38x + 0.32y + 6.79z <= 523.33
-5.34x + 1.15y + 6.65z <= 757.24
7.36x + 2.23y + -1.21z <= 506.17
2.63x + -8.49y + -7.13z <= 612.87
-4.35x + 8.22y + -0.72z <= 620.87
0.74x + 5.22y + 4.4z <= 710.6
-7.61x + 1.26y + 3.6z <= 479.16
7.76x + -4.41y + 0.81z <= 979.83
-1.12x + -2.38y + 9.22z <= 627.76
-0.45x + 5.23y + -4.71z <= 248.87
-9.27x + 1.92y + -0.75z <= 872.38
4.56x + -1.39y + -5.28z <= 418.29
-2.74x + 3.18y + 3.41z <= 225.74
-7.88x + -6.78y + 5.71z <= 961.23
-4.07x + -8.11y + -2.33z <= 528.45
-9.15x + -4.74y + -3.2z <= 548.62
-1.29x + 3.57y + 5.46z <= 153.84
6.02x + -9.01y + 5.22z <= 958.02
-3.64x + 7.53y + 0.02z <= 752.67
-5.03x + 9.12y + 8.41z <= 578.34
-4.63x + 0.17y + 1.17z <= 769.44
-8.18x + -1.58y + -0.28z <= 736.78
3.48x + -1.85y + -9.93z <= 400.59
-3.14x + 2.92y + 8.2z <= 562.05
7.87x + -9.54y + -9.54z <= 640.78
-5.33x + -3.34y + 1.48z <= 687.07
0.73x + 1.07y + -8.89z <= 392.79
3.44x + -2.46y + 4.22z <= 343.69
8.24x + -3.69y + 2.65z <= 287.71
-5.91x + -6.36y + 5.95z <= 465.67
-0.3x + 7.2y + 2.5z <= 522.75
8.28x + -3.04y + -7.45z <= 585.46
-2.28x + -0.03y + -9.04z <= 849.3
3.77x + 1.39y + 0.84z <= 665.45
2.28x + 6.95y + -3.98z <= 437.09
-3.45x + 4.97y + 9.8z <= 213.33
-5.76x + -3.35y + -7.45z <= 160.43
-0.15x + -0.22y + 8.84z <= 634.78
5.44x + -1.24y + -2.24z <= 717.16
-8.13x + -3.11y + 5.56z <= 952.82
5.3x + 8.35y + 2.96z <= 855.42
-8.03x + 8.81y + 0.64z <= 893.73
7.83x + 8.28y + 7.83z <= 413.54
-5.4x + 9.02y + 3.06z <= 695.67
6.31x + -1.63y + 5.89z <= 739.97
-2.36x + -6.57y + -1.18z <= 158.96
4.41x + 1.17y + -3.97z <= 681.25
-9.6x + 2.09y + -6.86z <= 425.12
-3.69x + 6.21y + -8.84z <= 576.28
-7.76x + -9.26y + 1.53z <= 163.88
9.64x + -7.15y + 8.12z <= 780.39
6.22x + 9.81y + -4.71z <= 164.84
-0.97x + 2.26y + 2.11z <= 502.56
-0.43x + -7.56y + 2.81z <= 419.24
-7.66x + 7.61y + 6.59z <= 429.57
-9.68x + 9.6y + -4.23z <= 630.08
8.53x + -9.31y + -9.41z <= 488.45
1.42x + -0.39y + -4.35z <= 537.3
-9.7x + -6.35y + -0.26z <= 857.19
0.08x + 5.57y + 6.05z <= 997.88
-5.35x + -2.21y + -6.85z <= 810.33
7.53x + 1.75y + -9.26z <= 857.51
2.42x + -4.71y + 9.06z <= 119.27
2.91x + 1.54y + 0.75z <= 112.39
-1.96x + -2.87y + 5.85z <= 760.74
-8.32x + 0.64y + -4.9z <= 177.06
-0.06x + 7.93y + -9.03z <= 654.0
-7.03x + -9.77y + 2.39z <= 388.65
-6.14x + -6.18y + 0.42z <= 386.14
8.41x + 6.91y + 4.18z <= 662.77
-7.97x + -6.4y + -7.06z <= 412.0
-3.08x + -6.88y + -3.68z <= 142.56
-6.86x + -9.94y + 4.37z <= 800.16
8.83x + -0.79y + -0.04z <= 910.02
-0.62x + 2.43y + -5.01z <= 438.86
0.09x + 8.15y + -3.61z <= 316.3
-7.9x + 3.14y + 7.08z <= 721.02
-2.12x + 5.48y + 5.56z <= 920.05
-1.09x + 9.81y + -2.07z <= 336.72
5.08x + -9.33y + 8.7z <= 331.61
5.78x + 9.27y + -4.82z <= 451.48
-2.91x + -0.75y + -0.53z <= 662.24
3.03x + 7.17y + 1.73z <= 913.29
-6.24x + -0.28y + 5.85z <= 539.91
7.45x + -5.16y + 1.91z <= 634.89
-8.45x + 7.48y + -2.65z <= 823.76
1.25x + -6.95y + 4.91z <= 930.65
-8.41x + -6.33y + 9.0z <= 569.07
-7.87x + 0.2y + -8.55z <= 572.57
-2.58x + -8.64y + 6.99z <= 872.48
-7.38x + 8.12y + -6.91z <= 900.76
0.7x + -9.18y + 3.43z <= 919.18
8.23x + -9.1y + 3.67z <= 146.31
-1.28x + -0.42y + -0.76z <= 809.94
-3.16x + -3.12y + -8.3z <= 483.3
5.71x + -5.11y + 0.16z <= 135.29
-9.85x + -6.51y + 5.76z <= 104.55
-4.06x + 1.54y + 6.77z <= 147.68
5.05x + -9.97y + 4.1z <= 623.94
5.59x + 6.36y + -3.43z <= 852.88
9.57x + -4.44y + 0.3z <= 291.19
4.25x + -0.14y + -7.87z <= 191.29
7.93x + -1.66y + 6.86z <= 173.0
-3.09x + 8.83y + 5.47z <= 109.72
7.42x + 2.41y + 5.81z <= 906.09
9.73x + 6.95y + 0.62z <= 297.35
-9.58x + -1.93y + -3.23z <= 353.69
8.15x + -5.54y + -5.46z <= 709.5
-7.09x + 5.34y + 7.59z <= 700.58
9.38x + -1.74y + -9.36z <= 734.52
-6.18x + 0.17y + -6.87z <= 530.13
0.57x + 8.68y + 1.08z <= 292.88
2.97x + -0.72y + -0.35z <= 736.13
1.61x + -5.6y + 3.39z <= 352.39
-3.82x + -3.71y + 7.45z <= 198.22
-0.81x + -9.33y + -4.97z <= 519.1
-6.0x + 2.99y + 7.84z <= 940.23
1.59x + -6.38y + 8.03z <= 182.51
6.06x + 5.67y + -1.16z <= 580.4
3.98x + -5.39y + -5.41z <= 920.0
-1.8x + 2.23y + -7.32z <= 840.71
1.48x + 1.93y + 3.44z <= 957.66
-5.7x + 3.46y + 8.85z <= 335.18
-9.24x + -6.48y + -7.91z <= 204.68
7.4x + 6.43y + -5.45z <= 828.23
8.72x + -9.86y + -5.26z <= 745.23
1.25x + -8.6y + -6.17z <= 862.63
-1.34x + -5.28y + -3.73z <= 136.29
7.59x + -8.42y + 8.49z <= 164.25
-7.2x + 4.19y + -7.12z <= 226.16
9.58x + 2.07y + 7.35z <= 657.02
-8.71x + 9.77y + 9.34z <= 939.41
-3.35x + -3.48y + -1.47z <= 796.48
7.37x + -3.87y + 8.99z <= 261.01
9.71x + -2.97y + -1.77z <= 209.23
-6.57x + 7.13y + -8.51z <= 961.35
-2.09x + -6.68y + -7.59z <= 856.98
-3.24x + 2.84y + 8.84z <= 420.73
-2.14x + 2.83y + 6.24z <= 513.22
7.96x + -0.49y + 7.57z <= 747.66
0.98x + 2.47y + -4.09z <= 609.49
6.02x + -0.64y + 7.41z <= 473.67
-3.28x + 3.41y + -9.67z <= 173.76
-3.74x + -3.59y + 8.31z <= 471.25
-7.86x + -9.84y + 7.53z <= 123.15
3.32x + 3.42y + 0.14z <= 632.61
-4.57x + 4.32y + 2.18z <= 108.73
-1.75x + -0.83y + -5.33z <= 656.35
7.89x + 9.22y + 8.21z <= 896.43
2.15x + -3.23y + -4.75z <= 337.2
5.61x + -7.61y + -6.64z <= 771.01
9.16x + -5.48y + 1.06z <= 809.29
6.1x + -9.1y + 1.55z <= 702.19
2.96x + -7.83y + 5.49z <= 918.63
2.59x + -8.82y + -1.68z <= 825.24
-2.2x + 3.61y + -1.08z <= 869.28
5.15x + -0.59y + -2.04z <= 976.78
-3.95x + 7.78y + 6.03z <= 531.45
-8.18x + -5.69y + -5.98z <= 828.39
0.02x + -0.76y + -3.28z <= 632.01
4.85x + -7.04y + -1.45z <= 801.37
2.84x + 7.45y + 3.89z <= 449.5
-6.5x + 8.69y + -4.16z <= 273.79
3.76x + -6.23y + -1.9z <= 914.03
4.06x + -9.26y + 4.93z <= 523.41
6.94x + -7.6y + -0.38z <= 117.24
-1.23x + -6.86y + -6.54z <= 652.01
-2.75x + 0.88y + 4.87z <= 871.55
6.33x + 8.33y + 9.32z <= 911.62
2.74x + 9.37y + 9.68z <= 891.4
-5.22x + 2.52y + -6.36z <= 306.05
-4.16x + -6.14y + 0.83z <= 853.83
0.65x + 3.78y + -8.71z <= 437.86
-6.22x + -6.01y + 8.46z <= 242.73
6.92x + 0.41y + -5.4z <= 267.52
-3.84x + -5.75y + -7.31z <= 454.61
-4.51x + -2.7y + 6.45z <= 238.01
5.32x + -5.87y + 5.57z <= 414.09
-8.8x + 3.83y + 9.59z <= 747.72
-7.65x + -5.82y + 5.38z <= 319.5
4.66x + -9.39y + 0.1z <= 112.64
0.04x + -0.66y + 4.3z <= 560.32
-0.18x + 6.32y + 0.88z <= 944.48
-0.71x + 6.78y + 8.97z <= 311.19
-4.86x + 6.86y + 3.81z <= 572.47
-3.58x + 2.74y + 8.95z <= 649.13
-0.79x + 7.52y + -3.91z <= 433.17
1.58x + 2.81y + -6.55z <= 693.61
-3.48x + 2.73y + 4.72z <= 915.14
2.78x + -1.42y + -3.03z <= 376.46
6.09x + -6.41y + -3.14z <= 109.22
5.88x + 4.09y + -9.12z <= 764.86
8.8x + 6.19y + -5.76z <= 166.37
-8.64x + -0.03y + -4.36z <= 152.74
-4.1x + -1.35y + 7.82z <= 387.32
1.11x + 5.99y + 9.69z <= 686.31
0.04x + -0.81y + -6.92z <= 908.42
-2.85x + -4.42y + 3.68z <= 361.08
0.34x + -2.51y + 0.79z <= 823.94
9.58x + 6.65y + -0.64z <= 720.96
-6.68x + 5.84y + -8.17z <= 627.77
6.2x + 4.28y + 1.66z <= 621.74
-3.86x + 9.57y + -0.79z <= 792.89
-4.44x + 0.69y + 7.03z <= 318.66
7.85x + -8.08y + -4.4z <= 553.25
9.95x + 5.23y + 8.55z <= 223.75
4.57x + -7.77y + 6.7z <= 398.93
-8.6x + -2.04y + -2.56z <= 114.1
-7.94x + -0.51y + -1.14z <= 168.92
-4.24x + 4.49y + 5.13z <= 304.38
-3.21x + -1.51y + -4.4z <= 814.9
4.57x + 9.93y + -8.74z <= 299.58
6.52x + -6.39y + 7.84z <= 340.49
-7.25x + -3.42y + 4.86z <= 274.94
-6.28x + 7.26y + -0.9z <= 855.5
-5.72x + -1.27y + 0.2z <= 666.47
0.69x + 1.83y + -8.87z <= 271.18
6.67x + 0.46y + 0.09z <= 586.09
-9.4x + -7.51y + 8.78z <= 274.65
3.91x + -9.08y + 8.84z <= 944.88
-0.17x + -6.74y + 2.6z <= 904.26
-4.84x + -8.35y + 6.82z <= 375.64
-1.84x + 0.1y + 8.36z <= 423.51
-2.31x + -4.72y + -3.05z <= 916.91
-4.34x + -0.27y + 6.41z <= 718.14
-6.5x + -7.2y + 4.91z <= 735.19
-5.57x + -0.88y + 8.84z <= 895.59
9.7x + -7.95y + -4.0z <= 419.8
4.04x + -4.45y + 1.43z <= 153.91
-6.17x + 4.93y + -4.62z <= 115.29
3.37x + -7.21y + 9.31z <= 965.33
-3.9x + 3.42y + 8.33z <= 394.01
0.57x + 0.44y + -0.32z <= 378.96
6.73x + 1.61y + -2.54z <= 222.55
-7.65x + -7.43y + 8.33z <= 471.32
3.04x + 3.93y + 7.34z <= 879.38
5.33x + -6.45y + 5.86z <= 104.08
5.33x + 2.86y + -7.92z <= 287.37
-1.85x + 6.71y + -6.5z <= 714.18
-8.1x + -3.09y + 0.29z <= 869.58
-3.04x + 8.84y + -8.82z <= 238.88
-8.24x + -3.81y + -1.64z <= 458.05
2.26x + 9.54y + -3.81z <= 299.58
-6.78x + 1.18y + 9.81z <= 800.92
-7.81x + -7.97y + -4.81z <= 577.29
-2.54x + -6.59y + 1.82z <= 594.94
-9.44x + -9.21y + 9.88z <= 939.53
1.82x + 2.47y + -3.15z <= 673.16
-8.02x + -5.47y + -1.98z <= 821.49
-0.15x + -8.6y + 3.3z <= 712.77
-8.72x + -6.57y + -4.86z <= 167.62
8.92x + -3.5y + 9.96z <= 569.79
2.25x + -3.29y + 4.72z <= 492.88
7.2x + -7.78y + 6.34z <= 554.91
-3.79x + -6.14y + 0.37z <= 962.02
-5.6x + 7.11y + -5.05z <= 323.0
5.35x + 5.17y + -5.18z <= 807.78
-9.28x + -8.88y + 7.88z <= 571.54
-3.95x + 2.04y + 6.78z <= 174.3
-8.06x + 9.01y + -0.69z <= 907.35
8.88x + -8.51y + -4.28z <= 470.69
-2.85x + -3.63y + -9.98z <= 154.13
4.67x + -6.93y + -6.16z <= 737.22
-8.86x + -1.33y + -8.89z <= 735.65
-1.84x + 3.94y + -6.65z <= 996.93
-9.12x + -2.64y + 9.05z <= 847.9
1.63x + 4.8y + -0.98z <= 141.93
6.28x + 9.0y + 8.34z <= 263.78
0.54x + 1.45y + 8.19z <= 607.84
0.92x + -3.19y + 4.74z <= 917.38
8.01x + -1.0y + 9.21z <= 169.29
6.67x + -8.96y + -8.05z <= 299.57
6.32x + 7.4y + 5.26z <= 722.8
5.01x + -6.46y + -2.59z <= 401.39
3.18x + 3.56y + 3.11z <= 350.91
-8.17x + 3.53y + 9.9z <= 312.39
-6.1x + -7.85y + -8.74z <= 561.39
-1.74x + -4.23y + -1.11z <= 610.93
9.08x + -8.35y + -3.59z <= 825.75
-9.33x + -9.93y + -2.09z <= 442.19
8.88x + 2.23y + 0.85z <= 320.83
-0.04x + -0.23y + -1.4z <= 579.82
-1.63x + 0.39y + -0.22z <= 689.9
-3.74x + 7.39y + 7.24z <= 524.0
-1.78x + 1.61y + 4.26z <= 106.74
-3.08x + 6.03y + 6.73z <= 314.37
-5.81x + 7.8y + 2.83z <= 257.48
-3.44x + -5.92y + 0.89z <= 885.11
-4.05x + -0.13y + 4.08z <= 839.88
9.22x + -6.69y + -7.06z <= 605.04
2.74x + 8.03y + 2.49z <= 452.5
-3.6x + -2.72y + 3.51z <= 343.29
9.46x + -4.73y + -2.3z <= 265.14
5.98x + 4.27y + 6.36z <= 288.7
7.11x + -0.23y + 4.4z <= 632.4
-8.61x + 9.07y + -1.76z <= 413.19
2.27x + -9.81y + 2.09z <= 692.89
3.89x + -7.23y + -7.46z <= 526.8
-0.28x + 6.85y + -2.38z <= 341.29
8.6x + 6.13y + 6.12z <= 408.86
6.83x + 6.41y + -9.85z <= 637.14
-5.04x + 4.26y + 6.31z <= 973.64
-2.92x + 4.81y + -5.91z <= 468.2
-1.22x + -4.58y + 0.36z <= 214.64
0.61x + -5.32y + 2.8z <= 595.58
9.18x + -3.33y + -1.85z <= 108.81
7.81x + -6.79y + 2.96z <= 442.72
-7.02x + -8.57y + -4.05z <= 133.25
-6.94x + -4.58y + 8.27z <= 547.97
2.12x + -2.45y + -6.2z <= 509.86
6.54x + 4.56y + 5.49z <= 708.97
-8.5x + -6.49y + -9.07z <= 619.01
-8.29x + 6.44y + -6.5z <= 157.3
-1.37x + 6.96y + -1.03z <= 604.29
-2.4x + 8.52y + -1.57z <= 861.07
6.39x + -8.19y + 5.82z <= 148.41
1.3x + -3.11y + 4.95z <= 179.76
4.79x + 1.24y + -8.67z <= 531.99
-5.49x + 3.29y + -7.35z <= 326.93
-6.86x + 1.1y + -7.86z <= 670.81
-6.17x + 0.76y + -4.97z <= 602.22
-1.46x + -4.18y + 8.16z <= 415.22
-7.49x + 5.82y + -0.1z <= 598.94
3.43x + -0.99y + 4.71z <= 248.0
3.49x + 3.34y + 4.89z <= 571.95
6.89x + 6.72y + 2.15z <= 584.83
-0.87x + 2.24y + -4.87z <= 624.9
8.24x + -8.53y + -0.78z <= 785.76
1.81x + -6.86y + 6.32z <= 865.34
8.82x + -3.7y + -0.14z <= 326.22
4.37x + 0.51y + -9.23z <= 104.37
-6.97x + -3.63y + 6.1z <= 918.69
1.73x + -5.72y + 9.7z <= 149.33
-0.07x + 3.76y + 5.06z <= 858.62
-8.78x + -4.16y + 9.48z <= 708.89
-7.14x + -9.67y + -6.24z <= 777.04
-8.87x + 6.35y + 6.69z <= 199.71
-5.37x + 0.28y + 1.78z <= 718.16
-7.16x + -7.3y + 9.89z <= 739.89
9.64x + 3.35y + 3.53z <= 283.57
9.96x + 3.7y + 9.06z <= 297.8
0.71x + -5.41y + 2.2z <= 614.55
3.79x + 9.01y + 4.74z <= 292.51
9.93x + -3.71y + -0.83z <= 208.86
-2.46x + 3.9y + 6.94z <= 884.45
8.93x + 4.62y + -8.16z <= 916.65
-3.04x + -0.75y + -5.58z <= 808.86
4.62x + 6.19y + 1.25z <= 662.9
-4.57x + -0.81y + -5.32z <= 196.52
-5.05x + 7.91y + 1.04z <= 856.78
-0.46x + 8.32y + -6.18z <= 566.85
0.17x + -8.67y + 6.79z <= 494.92
-8.0x + 5.17y + 1.03z <= 956.88
-5.14x + 2.62y + 4.46z <= 261.76
-3.48x + 0.87y + -1.83z <= 881.94
-9.12x + -0.21y + 5.12z <= 609.11
6.68x + -4.57y + -3.47z <= 815.03
-8.45x + -5.25y + 4.49z <= 872.65
4.51x + 8.87y + -6.7z <= 595.99
1.61x + -7.42y + 1.93z <= 466.2
-3.21x + -1.88y + 8.62z <= 573.69
7.85x + 8.25y + -4.12z <= 666.35
2.44x + 4.59y + 4.14z <= 656.66
-0.08x + 2.61y + -2.61z <= 492.82
-0.48x + 5.82y + -4.74z <= 335.14
-8.92x + 0.75y + 0.05z <= 386.12
-5.83x + -3.95y + 0.97z <= 296.19
-6.55x + -5.48y + -4.12z <= 595.23
-2.38x + -6.17y + 4.3z <= 544.79
-9.81x + -2.76y + -4.59z <= 363.02
3.01x + -8.91y + -4.74z <= 893.14
-8.38x + 4.25y + 7.62z <= 957.61
-4.86x + 2.08y + -7.54z <= 580.7
-7.78x + -2.72y + -4.89z <= 945.68
-9.86x + 1.51y + -3.27z <= 200.55
2.61x + 0.93y + 3.02z <= 595.09
7.61x + -5.55y + 1.15z <= 770.5
-5.04x + -8.24y + -9.54z <= 205.39
6.03x + 3.85y + 4.25z <= 440.16
-1.73x + 4.72y + -4.65z <= 519.37
5.52x + -0.87y + 2.62z <= 992.39
4.0x + -7.69y + 0.1z <= 552.35
3.75x + 0.61y + 5.67z <= 994.83
0.52x + -9.86y + 3.2z <= 215.35
