max 1.54x + 1.48y + 4.93z
-8.24x + 2.99y + -0.91z <= 175.58
1.79x + 4.1y + -9.72z <= 126.35
-8.0x + 2.05y + -7.49z <= 437.92
7.05x + 2.27y + 4.99z <= 734.31
-2.68x + 0.44y + 6.91z <= 383.32
-8.5x + 6.1y + 5.86z <= 196.44
0.97x + 5.47y + -7.6z <= 381.37
-8.81x + -9.28y + 2.8z <= 567.74
-7.83x + 4.41y + 0.99z <= 908.28
4.12x + 1.44y + -3.23z <= 299.38
3.53x + -0.32y + -3.79z <= 237.64
8.27x + -4.39y + -9.14z <= 581.89
5.76x + 0.25y + -9.98z <= 533.09
5.2x + 9.44y + -8.56z <= 670.59
-9.62x + -5.75y + 2.96z <= 630.77
-2.53x + -4.75y + 3.37z <= 811.55
-9.55x + 2.82y + -8.35z <= 634.19
7.72x + 9.54y + 4.57z <= 951.81
-6.79x + 3.3y + -6.6z <= 376.38
3.81x + -8.67y + -1.52z <= 715.2
5.19x + 6.62y + -3.83z <= 425.42
8.04x + -8.47y + 6.73z <= 759.54
-2.52x + -4.98y + -0.35z <= 105.56
1.43x + -2.15y + -5.87z <= 436.08
-8.99x + 0.62y + 0.38z <= 394.94
-0.92x + 3.01y + 0.2z <= 595.6
-6.7x + -4.22y + 4.98z <= 346.32
-2.16x + 8.08y + -4.49z <= 587.49
7.88x + 4.0y + 4.59z <= 561.21
3.96x + 0.45y + 3.15z <= 489.53
3.0x + -7.06y + 4.2z <= 512.48
5.21x + -6.7y + 2.19z <= 328.33
-6.46x + 6.57y + -1.3z <= 774.37
8.82x + 1.8y + 1.05z <= 712.62
-3.63x + -6.71y + 7.8z <= 762.43
-1.49x + 8.67y + -9.87z <= 579.86
1.62x + 7.42y + -1.36z <= 890.15
-5.25x + -0.95y + -2.47z <= 720.89
8.99x + 0.94y + -0.25z <= 621.21
0.62x + 6.46y + 2.48z <= 658.83
-1.29x + -3.92y + -5.38z <= 395.83
1.79x + 9.34y + 7.92z <= 104.7
-8.21x + -7.18y + 5.95z <= 314.84
5.73x + -6.16y + -6.33z <= 445.89
-8.31x + -9.24y + -1.24z <= 507.73
1.82x + -2.45y + -8.56z <= 837.08
2.42x + 9.61y + 6.06z <= 199.56
8.31x + -2.89y + 1.92z <= 958.52
6.97x + 8.22y + 4.83z <= 367.89
-5.24x + 5.08y + -9.39z <= 494.33
7.29x + 0.42y + 5.43z <= 315.85
3.21x + 3.75y + -5.49z <= 688.41
6.4x + -5.5y + -5.58z <= 688.53
-1.56x + -0.43y + -3.84z <= 552.9
-6.53x + -3.52y + -4.14z <= 285.55
6.13x + -2.16y + -4.73z <= 801.38
-2.7x + -8.5y + 1.52z <= 768.72
-6.03x + 7.97y + -9.01z <= 609.95
3.27x + -2.68y + -4.4z <= 572.26
-8.62x + 8.53y + 9.61z <= 853.82
-4.55x + -6.69y + -0.62z <= 466.63
-2.25x + 8.99y + -3.64z <= 104.52
-4.2x + -4.85y + -6.61z <= 135.12
8.24x + 2.85y + -5.1z <= 321.09
7.94x + 1.52y + 6.73z <= 173.57
-5.5x + -9.67y + 3.04z <= 968.57
-3.2x + -3.72y + -5.18z <= 691.38
-8.42x + 10.0y + 4.92z <= 998.57
-2.06x + -1.54y + 3.67z <= 467.19
2.42x + -6.18y + 8.18z <= 398.31
5.93x + -1.73y + 8.39z <= 674.74
-2.08x + -9.19y + 3.94z <= 374.03
5.53x + 0.63y + 2.2z <= 632.25
3.79x + -2.11y + -4.0z <= 306.45
-1.92x + 0.97y + -3.03z <= 551.92
0.4x + 7.43y + 8.65z <= 327.75
8.77x + -6.85y + -1.84z <= 782.04
4.09x + -6.18y + -4.72z <= 408.32
-4.34x + 0.07y + -9.2z <= 802.11
0.2x + 4.31y + -1.08z <= 975.47
-8.56x + -6.74y + -6.83z <= 668.93
4.58x + 7.52y + -6.43z <= 107.32
0.48x + -2.96y + -9.18z <= 174.1
3.28x + -3.99y + -5.26z <= 583.88
-6.86x + -3.16y + 8.71z <= 340.4
4.4x + 8.93y + 5.14z <= 337.46
-1.72x + 9.99y + 7.15z <= 977.35
-1.29x + 0.33y + -6.66z <= 738.85
5.6x + -5.81y + -5.66z <= 924.51
2.75x + -8.56y + -5.3z <= 451.34
-6.05x + -2.18y + -1.95z <= 389.88
-9.64x + -0.31y + 5.28z <= 678.05
6.68x + 2.37y + -4.18z <= 504.34
-4.22x + 4.9y + -1.77z <= 620.58
-0.7x + 1.08y + -7.83z <= 291.39
9.37x + 1.51y + 6.09z <= 248.54
2.38x + 1.78y + -3.14z <= 317.42
3.85x + -4.12y + -7.83z <= 639.07
4.95x + 4.56y + -9.37z <= 134.51
6.24x + -2.98y + 1.03z <= 377.31
3.39x + 8.9y + -1.48z <= 816.22
-6.91x + -1.96y + -8.54z <= 912.77
-6.25x + 4.28y + -3.22z <= 160.01
-1.13x + 3.86y + 0.83z <= 292.02
-0.73x + -1.97y + 0.06z <= 613.56
4.35x + -4.09y + 3.32z <= 564.53
-2.99x + -4.65y + 4.69z <= 308.34
-3.68x + -8.34y + 4.94z <= 316.71
5.72x + 6.16y + 8.16z <= 964.55
6.61x + -4.17y + -3.23z <= 616.83
-1.7x + 7.12y + 4.74z <= 636.98
3.93x + 6.78y + 2.59z <= 845.83
-4.12x + -0.26y + 1.94z <= 577.76
7.72x + 8.74y + 6.9z <= 809.77
-0.9x + 0.86y + -4.62z <= 852.16
-2.92x + -1.38y + -3.56z <= 398.41
0.54x + -2.57y + -5.43z <= 310.13
7.31x + -8.89y + 1.68z <= 611.19
8.63x + 6.94y + 7.57z <= 665.59
-4.16x + 1.47y + -5.52z <= 513.97
2.61x + 7.68y + 0.48z <= 605.07
-4.92x + 1.09y + 9.27z <= 938.91
7.56x + 1.45y + 6.06z <= 754.86
8.8x + 8.29y + 4.13z <= 702.99
7.96x + 7.68y + -6.91z <= 171.58
6.55x + 8.0y + 0.22z <= 724.88
-1.35x + 5.23y + -9.71z <= 848.02
0.22x + -1.1y + -1.87z <= 939.11
1.74x + -2.05y + 4.14z <= 340.42
8.9x + 1.53y + -0.63z <= 243.08
9.33x + -2.91y + 1.47z <= 396.45
3.36x + -5.81y + 1.38z <= 883.71
0.51x + 3.02y + -1.54z <= 863.75
-2.65x + 7.58y + 8.51z <= 660.34
-1.7x + 3.55y + 7.73z <= 175.28
-6.88x + 2.07y + 9.09z <= 817.98
-8.63x + 0.23y + 8.85z <= 741.47
5.94x + 5.55y + -1.06z <= 262.45
8.5x + 1.61y + 9.54z <= 726.77
-9.85x + -1.06y + -6.81z <= 437.18
-0.96x + -5.38y + -1.16z <= 355.07
-6.77x + 5.36y + 3.64z <= 364.56
-2.19x + 8.27y + -4.84z <= 159.54
-4.66x + 3.15y + -8.1z <= 124.03
3.17x + 8.23y + -1.59z <= 785.9
6.58x + 1.8y + -0.18z <= 926.93
9.88x + 5.21y + -2.1z <= 624.49
-9.52x + -7.89y + -9.57z <= 648.15
-1.03x + 2.94y + -1.07z <= 373.78
1.65x + 8.97y + 1.33z <= 198.96
0.73x + 7.17y + -3.73z <= 229.76
-9.68x + -9.86y + -6.78z <= 487.0
-2.44x + 2.72y + 7.55z <= 919.71
1.72x + 1.91y + -6.91z <= 724.53
4.6x + -1.68y + -8.49z <= 928.63
5.29x + 4.37y + -4.22z <= 475.9
2.57x + -7.58y + 0.17z <= 105.65
-5.74x + -5.33y + -6.37z <= 110.69
9.83x + 0.02y + 6.67z <= 231.45
-9.98x + 4.43y + -2.55z <= 968.57
6.81x + 5.24y + -7.61z <= 649.06
-9.47x + -1.64y + -8.68z <= 643.73
-4.14x + 1.77y + 5.71z <= 566.9
9.51x + -3.43y + -3.02z <= 688.46
4.23x + 7.93y + -2.54z <= 332.31
1.8x + 3.03y + -0.88z <= 307.09
-5.93x + 8.3y + 4.75z <= 800.09
-3.59x + -3.16y + -7.25z <= 426.77
-1.61x + 7.3y + 8.15z <= 331.42
-0.16x + -6.46y + 7.42z <= 553.24
-3.78x + 2.35y + -6.47z <= 401.16
9.12x + -6.36y + -7.54z <= 926.53
-9.2x + 2.61y + -7.44z <= 903.08
-6.53x + 3.39y + 7.8z <= 962.78
2.5x + 5.56y + -8.39z <= 306.81
4.87x + 8.39y + 5.82z <= 127.27
-5.84x + 9.36y + -4.9z <= 101.72
-4.04x + 7.55y + -9.18z <= 857.65
-4.97x + 3.6y + -2.93z <= 458.17
1.33x + -1.56y + -9.32z <= 903.29
8.6x + 3.11y + -1.06z <= 833.66
-1.24x + 7.93y + 6.95z <= 175.59
0.33x + 6.28y + 6.05z <= 977.55
-2.27x + -8.14y + 2.2z <= 161.33
2.87x + -1.7y + -9.78z <= 151.17
5.41x + -4.87y + 2.25z <= 870.08
1.81x + 8.8y + 3.13z <= 581.76
-7.28x + -3.11y + -5.35z <= 396.26
-3.08x + -4.61y + -0.97z <= 574.94
-8.76x + 4.55y + 9.49z <= 564.95
-0.88x + -2.0y + 4.26z <= 247.63
3.86x + 1.51y + 4.83z <= 476.01
-0.29x + 9.01y + 3.48z <= 822.9
-5.18x + -3.22y + -2.02z <= 614.27
-9.75x + 6.55y + 3.59z <= 930.23
-3.12x + 6.58y + -3.4z <= 893.96
4.53x + 7.92y + 2.46z <= 753.32
2.45x + -5.3y + 5.1z <= 555.5
-7.08x + -2.58y + 2.13z <= 683.09
6.09x + -6.49y + 8.98z <= 745.92
-9.47x + -8.41y + -1.04z <= 860.55
-4.88x + 2.56y + -9.64z <= 349.22
-5.86x + -0.81y + 2.71z <= 600.66
-6.62x + -1.53y + 2.36z <= 882.16
7.28x + 2.08y + -8.84z <= 286.82
-4.1x + -1.64y + -0.74z <= 461.55
2.33x + 5.9y + -0.84z <= 620.88
6.54x + -4.19y + 8.93z <= 353.01
2.87x + -7.23y + -9.8z <= 452.27
5.0x + -2.44y + 2.33z <= 346.16
-4.31x + -8.59y + -2.84z <= 515.12
-3.15x + -8.02y + 7.25z <= 340.28
7.6x + 4.37y + 8.08z <= 313.09
-2.52x + 8.59y + 0.34z <= 643.02
-7.92x + -6.76y + -9.85z <= 355.08
-3.47x + -8.11y + 6.88z <= 104.64
-6.48x + 0.89y + -8.26z <= 328.73
-2.01x + -7.3y + -6.1z <= 858.76
-9.24x + -1.04y + -3.03z <= 532.46
-7.72x + 1.47y + 8.98z <= 317.53
7.34x + -5.07y + 4.02z <= 396.55
-1.43x + -5.16y + -5.27z <= 638.87
-9.67x + -6.69y + 7.11z <= 749.11
1.68x + 8.66y + 2.83z <= 823.53
-8.93x + -1.79y + 9.52z <= 232.48
9.38x + 0.06y + 6.4z <= 246.49
9.61x + -3.09y + -4.8z <= 719.87
0.31x + -2.17y + -5.98z <= 656.86
-6.42x + 3.33y + -0.93z <= 959.43
7.68x + 7.93y + -8.04z <= 517.68
2.18x + 3.28y + -8.32z <= 639.46
8.16x + -4.32y + 5.27z <= 695.21
-0.47x + -0.74y + 9.05z <= 715.73
2.3x + 9.59y + -7.76z <= 761.07
-7.7x + -0.2y + -0.24z <= 571.41
6.2x + -5.38y + 8.54z <= 455.24
-3.42x + -9.21y + -6.63z <= 125.64
5.57x + -6.0y + -3.52z <= 250.53
0.03x + 7.36y + -7.27z <= 838.61
1.54x + 1.52y + 4.21z <= 900.62
-1.2x + -4.44y + -2.51z <= 681.29
-3.56x + -0.55y + 5.91z <= 458.52
-2.61x + 4.28y + 9.97z <= 299.74
0.36x + 9.74y + -2.22z <= 817.63
-4.68x + -8.42y + -9.82z <= 904.85
9.55x + -5.58y + 3.19z <= 657.29
9.55x + -5.68y + 9.44z <= 382.77
9.64x + 6.35y + 7.84z <= 215.38
-0.36x + -2.94y + -7.79z <= 275.15
-4.55x + -6.05y + 1.11z <= 188.18
-0.32x + 6.68y + 0.24z <= 988.58
-4.54x + -4.13y + 9.77z <= 481.02
8.28x + -1.01y + 2.25z <= 935.01
3.34x + 9.73y + 5.81z <= 184.57
-9.72x + 3.1y + 1.01z <= 754.07
8.81x + 9.0y + 6.82z <= 753.71
0.94x + 7.42y + -2.76z <= 894.94
-0.61x + 5.35y + 4.51z <= 274.82
-7.84x + 6.34y + -4.62z <= 549.81
-7.53x + 8.11y + 6.01z <= 440.96
9.66x + -5.46y + 9.03z <= 546.76
2.16x + 7.63y + 3.77z <= 270.13
-7.42x + -1.32y + -6.59z <= 390.99
4.75x + 2.16y + 5.53z <= 378.71
6.86x + 1.27y + -9.52z <= 448.76
-6.5x + 4.91y + -2.05z <= 364.56
7.57x + 0.58y + 0.31z <= 506.77
-2.11x + 3.04y + 5.32z <= 221.16
-0.07x + 2.43y + 7.87z <= 153.45
5.1x + -6.27y + -2.86z <= 792.99
-5.47x + 0.73y + -9.55z <= 749.25
-4.95x + 4.6y + -8.97z <= 942.4
-3.25x + 1.6y + 7.66z <= 244.06
-3.23x + -6.12y + -2.81z <= 126.71
-6.15x + 5.53y + 8.97z <= 850.67
-1.44x + 4.58y + 0.59z <= 182.58
9.36x + 9.62y + 5.21z <= 617.61
1.65x + -2.46y + 7.41z <= 757.86
5.59x + -0.67y + 5.64z <= 576.92
2.98x + -9.04y + -2.1z <= 262.72
-2.16x + -0.99y + 7.1z <= 705.92
1.05x + -6.11y + -8.14z <= 213.95
3.0x + 4.28y + 1.08z <= 911.03
9.28x + 4.44y + -7.83z <= 569.44
0.3x + -6.76y + -4.75z <= 602.01
-5.27x + 2.89y + 7.68z <= 514.37
-5.09x + 1.7y + 1.41z <= 717.35
-1.18x + 0.51y + -9.77z <= 332.21
-2.88x + -5.8y + -7.09z <= 231.8
-1.31x + -1.91y + -7.71z <= 446.43
-2.36x + -2.73y + 2.1z <= 403.61
-7.89x + -7.05y + 3.04z <= 861.85
1.78x + 2.7y + -5.13z <= 953.51
1.72x + -5.49y + 1.28z <= 724.46
-0.32x + 1.84y + 6.79z <= 693.43
2.51x + -8.1y + 2.76z <= 237.93
3.25x + -1.25y + 4.46z <= 669.77
-4.9x + -4.23y + 5.66z <= 147.22
3.82x + 2.07y + 1.21z <= 552.44
2.85x + 0.85y + -9.4z <= 328.35
4.75x + -7.84y + 5.31z <= 519.56
-3.08x + 3.29y + -7.49z <= 716.46
-5.09x + 3.13y + -7.93z <= 605.44
2.81x + -1.38y + 8.68z <= 461.37
-6.5x + -7.39y + -3.64z <= 121.88
6.06x + -9.48y + -5.44z <= 660.63
-9.53x + -1.47y + -7.18z <= 248.0
-9.77x + -3.15y + 4.32z <= 777.37
0.44x + -3.09y + -2.58z <= 110.21
1.4x + -8.38y + -1.41z <= 984.64
-5.59x + 4.6y + -3.72z <= 887.68
-0.7x + 5.51y + 5.62z <= 966.1
-1.3x + -1.68y + 3.86z <= 193.16
-4.38x + -4.34y + -4.32z <= 965.25
8.66x + 1.54y + -8.74z <= 935.3
5.68x + 5.24y + 7.75z <= 863.45
8.15x + 0.17y + -5.97z <= 317.79
-9.06x + -6.72y + 9.05z <= 630.88
4.09x + -7.41y + 8.26z <= 422.02
-5.96x + -8.54y + 9.48z <= 333.96
6.6x + -3.86y + 7.55z <= 313.99
-1.65x + -3.69y + -2.3z <= 882.39
9.41x + 4.56y + 2.29z <= 326.39
7.56x + -6.66y + 5.89z <= 187.16
6.87x + 9.44y + -0.41z <= 312.02
-10.0x + -2.56y + -3.76z <= 274.49
-7.82x + 5.71y + -5.52z <= 558.28
-5.67x + -5.99y + -6.37z <= 973.59
3.8x + 2.37y + -7.81z <= 666.7
9.55x + 0.42y + -1.86z <= 126.13
-3.15x + 5.83y + 0.38z <= 592.68
-9.05x + -3.8y + -5.33z <= 406.5
-2.13x + 6.01y + -3.35z <= 196.32
9.49x + 4.62y + 8.12z <= 834.74
-8.49x + 0.32y + -0.41z <= 806.17
6.02x + 0.3y + -6.38z <= 775.64
0.7x + 8.9y + -8.06z <= 394.21
-4.61x + -6.84y + 3.55z <= 408.41
-3.38x + 8.45y + -9.6z <= 999.84
6.91x + -1.63y + 6.95z <= 514.26
-9.05x + 5.31y + 4.54z <= 776.74
-2.26x + 1.71y + 0.47z <= 849.13
-5.21x + -3.7y + -5.32z <= 874.53
-3.89x + 2.77y + 0.61z <= 110.2
6.86x + 1.08y + -2.65z <= 564.11
2.8x + 5.06y + 0.24z <= 877.25
-0.95x + 1.56y + -0.4z <= 822.03
-8.9x + 2.21y + -4.91z <= 961.02
8.19x + -0.2y + -9.01z <= 870.65
-8.56x + -9.59y + -1.98z <= 684.19
-2.94x + 6.71y + 1.76z <= 170.74
8.35x + -4.94y + -7.81z <= 720.78
5.05x + -8.87y + -1.68z <= 706.81
-4.85x + -4.51y + -7.19z <= 758.72
-3.5x + -7.4y + 2.66z <= 932.55
1.54x + -8.24y + 1.55z <= 252.94
0.33x + 4.9y + -5.96z <= 738.06
5.27x + 8.98y + 1.31z <= 320.04
-6.36x + 8.41y + 3.65z <= 485.75
4.87x + -0.49y + 5.05z <= 133.99
-1.93x + 2.92y + -9.97z <= 559.08
1.15x + -9.61y + 2.87z <= 326.51
5.63x + -3.9y + -8.32z <= 937.23
3.69x + 3.19y + -8.25z <= 293.81
-0.94x + -3.08y + 7.67z <= 340.01
-0.92x + 1.48y + 1.35z <= 261.12
-3.1x + 4.18y + -0.19z <= 717.56
-0.21x + -6.75y + -9.24z <= 603.87
-9.99x + 8.8y + 8.24z <= 342.03
2.0x + 9.97y + -0.79z <= 600.47
-1.9x + -9.5y + 8.11z <= 183.39
3.51x + 8.66y + 9.29z <= 262.3
-4.92x + -0.12y + -7.3z <= 444.38
-9.79x + -6.16y + 8.52z <= 523.57
-4.95x + 0.27y + -9.48z <= 626.13
1.05x + -3.0y + 4.63z <= 668.1
8.79x + -6.72y + 3.27z <= 688.83
-3.54x + 3.17y + -3.5z <= 545.87
4.0x + -4.42y + 0.9z <= 384.89
-0.06x + 4.29y + -7.87z <= 351.72
5.82x + -6.8y + -4.09z <= 427.28
-5.65x + 8.17y + -8.61z <= 935.67
1.24x + -9.22y + -4.97z <= 791.93
-4.46x + -8.77y + -4.47z <= 864.18
-5.23x + 1.92y + 8.02z <= 253.34
6.63x + 0.04y + 2.4z <= 374.03
4.77x + 7.1y + 3.96z <= 517.07
3.52x + -6.21y + 6.44z <= 997.86
-8.53x + -2.97y + -9.33z <= 833.49
9.38x + -2.1y + 1.64z <= 343.23
7.58x + -5.27y + -8.69z <= 396.49
9.77x + 1.36y + 8.66z <= 865.42
7.52x + 7.08y + 9.9z <= 343.87
-9.79x + 1.35y + 9.49z <= 107.38
-2.03x + -7.71y + 3.7z <= 699.18
-5.26x + 7.47y + 4.73z <= 887.42
8.9x + -7.35y + -0.56z <= 267.97
3.83x + -7.34y + -6.02z <= 104.42
4.16x + -7.96y + 4.25z <= 433.66
7.94x + 2.19y + -9.78z <= 431.7
-4.69x + 9.12y + -7.47z <= 300.53
6.26x + -1.27y + 0.48z <= 682.71
0.34x + 6.46y + -3.13z <= 290.69
6.11x + -9.35y + 5.66z <= 565.3
-7.87x + 4.18y + 8.13z <= 373.23
-7.91x + -4.95y + 6.46z <= 527.43
9.82x + 3.51y + -8.64z <= 201.73
5.32x + -5.7y + 9.35z <= 668.35
-1.77x + 9.18y + 2.36z <= 192.46
1.87x + -9.67y + -8.58z <= 944.78
-9.46x + -9.18y + -7.09z <= 563.59
-0.16x + -7.0y + -7.52z <= 481.24
-8.92x + -9.51y + 3.38z <= 731.36
-2.59x + 6.88y + 7.42z <= 565.68
-4.22x + -6.18y + -2.85z <= 539.3
8.22x + 9.13y + -6.34z <= 703.08
-6.24x + -2.44y + 7.18z <= 332.46
4.4x + 7.17y + -3.66z <= 579.82
0.78x + -4.68y + -7.46z <= 727.11
-1.0x + -7.94y + -3.62z <= 910.73
8.24x + 4.88y + 8.92z <= 963.5
0.64x + -3.84y + 3.19z <= 162.48
-4.83x + 9.23y + -1.62z <= 825.2
-0.85x + -0.38y + -0.1z <= 900.09
6.59x + 5.94y + -5.75z <= 993.82
-3.87x + -3.96y + -5.53z <= 877.81
-4.76x + -6.43y + -2.83z <= 750.93
-9.35x + -4.24y + -7.31z <= 200.09
-3.02x + 5.28y + -6.56z <= 282.66
-3.81x + -0.16y + -3.23z <= 375.96
6.84x + -7.65y + -9.86z <= 648.91
6.97x + -5.7y + -4.68z <= 118.17
5.05x + 5.22y + 9.35z <= 828.07
5.68x + -4.97y + 1.5z <= 796.73
-2.88x + -2.71y + 4.49z <= 200.54
-8.71x + -5.11y + -8.59z <= 341.48
-3.07x + -8.42y + 9.52z <= 608.5
-4.77x + -2.93y + 5.77z <= 191.25
-3.19x + 4.95y + 6.66z <= 256.51
-1.14x + 1.87y + -7.8z <= 782.43
5.68x + 4.61y + -1.5z <= 878.11
7.97x + 3.34y + -3.5z <= 375.32
-1.2x + -1.01y + 1.41z <= 908.99
-1.5x + -5.31y + 4.98z <= 935.56
3.52x + 6.56y + -4.91z <= 486.83
-5.98x + 4.63y + -7.88z <= 993.25
-4.69x + 9.35y + 3.92z <= 219.34
-9.09x + 3.49y + 1.39z <= 565.68
9.1x + 9.67y + -7.62z <= 642.06
4.33x + -7.96y + 4.77z <= 638.52
6.77x + -3.2y + -2.35z <= 756.34
-4.18x + -6.37y + -4.42z <= 861.4
2.96x + -2.98y + 1.86z <= 369.73
-5.51x + 5.16y + 6.71z <= 969.98
-6.05x + -0.58y + 7.72z <= 798.6
4.34x + 2.03y + -4.5z <= 560.95
2.1x + -7.64y + 2.37z <= 540.96
-3.79x + -8.36y + 5.14z <= 308.65
-6.46x + -2.55y + -5.15z <= 172.16
1.58x + 4.12y + 8.53z <= 772.35
-1.63x + -4.97y + 2.77z <= 739.08
8.11x + -1.91y + -8.18z <= 904.26
-6.09x + -6.58y + -6.74z <= 714.35
2.41x + -8.36y + 0.89z <= 154.71
4.19x + -4.37y + -7.98z <= 126.73
-8.83x + -4.23y + -5.89z <= 558.25
4.03x + 6.41y + 1.39z <= 112.7
4.54x + 4.04y + -5.91z <= 596.93
2.77x + 5.24y + -6.45z <= 557.66
2.47x + 4.41y + -6.1z <= 933.36
-1.59x + -1.66y + -0.29z <= 150.41
7.59x + -3.57y + -7.58z <= 458.31
1.51x + 6.07y + -8.14z <= 236.24
8.75x + -2.22y + -9.57z <= 945.44
-7.22x + -4.4y + 5.68z <= 711.2
7.09x + -1.33y + 4.68z <= 308.35
5.94x + -5.2y + 8.84z <= 510.63
-2.72x + 5.46y + -6.73z <= 334.86
-6.72x + 2.56y + 4.37z <= 515.72
1.73x + 6.14y + 9.84z <= 389.38
4.89x + 3.63y + 1.71z <= 457.64
1.81x + 7.45y + -3.04z <= 379.32
-9.4x + -4.56y + 1.58z <= 180.41
1.93x + -6.5y + -5.66z <= 295.75
6.48x + -3.97y + -5.33z <= 498.53
-1.79x + 1.08y + 0.3z <= 451.23
5.3x + -5.83y + 9.33z <= 465.6
0.87x + 1.46y + 2.03z <= 503.75
9.12x + 6.32y + 4.34z <= 437.48
-1.36x + -7.57y + 4.12z <= 153.86
-2.17x + -9.75y + -1.87z <= 905.48
3.13x + -9.69y + -0.83z <= 228.04
6.58x + -4.32y + -2.93z <= 132.08
3.85x + 1.2y + -4.87z <= 828.95
1.66x + -4.19y + 6.21z <= 945.54
6.69x + -2.72y + 2.33z <= 783.47
4.82x + -8.62y + 3.6z <= 269.13
-7.73x + 5.64y + 9.01z <= 509.65
6.13x + -1.91y + -6.81z <= 361.68
-7.01x + -5.32y + 4.59z <= 455.75
-9.88x + 6.02y + 9.96z <= 399.31
-7.33x + 2.18y + -5.45z <= 996.12
-2.59x + 1.85y + 5.55z <= 815.88
-0.55x + -6.09y + 6.51z <= 125.84
0.12x + 3.58y + -4.73z <= 741.98
-8.75x + 2.85y + -6.97z <= 310.75
-4.65x + 0.28y + 2.34z <= 605.19
-5.97x + -5.7y + -7.77z <= 755.45
2.08x + -7.78y + -8.72z <= 990.75
-5.23x + -7.51y + -1.45z <= 923.1
-3.21x + 4.01y + 0.58z <= 445.53
-4.99x + 6.05y + 0.46z <= 644.78
-1.13x + 3.25y + -7.53z <= 554.94
-7.77x + -0.83y + 7.29z <= 116.34
4.51x + -1.76y + -8.46z <= 380.83
9.2x + -4.84y + 8.81z <= 382.53
3.78x + -0.15y + -6.51z <= 630.71
5.71x + 6.1y + -9.82z <= 266.67
-9.71x + -2.59y + -0.7z <= 562.06
1.49x + -6.32y + -1.33z <= 149.55
-0.1x + 5.95y + 7.45z <= 472.96
-9.76x + 0.25y + 1.58z <= 152.24
6.01x + -8.79y + 3.62z <= 676.52
4.46x + -7.44y + -8.59z <= 341.33
-3.64x + -3.81y + -0.48z <= 819.48
-8.86x + -7.61y + 3.56z <= 564.62
-9.21x + 5.17y + -7.87z <= 793.24
4.27x + -3.57y + 0.04z <= 165.3
5.43x + -8.58y + -9.44z <= 702.76
4.2x + 0.28y + -1.14z <= 727.72
-4.27x + 6.07y + 8.86z <= 424.78
-4.52x + -8.7y + 4.2z <= 491.68
9.32x + 1.92y + -8.03z <= 793.06
0.82x + 5.1y + -2.96z <= 248.8
0.74x + -3.4y + 0.31z <= 345.03
-7.01x + -8.69y + -2.79z <= 126.48
8.78x + 4.64y + -5.17z <= 848.71
-9.97x + 7.84y + 0.47z <= 732.96
-0.64x + -9.96y + -9.38z <= 829.51
-2.99x + -0.54y + 7.09z <= 336.29
-1.82x + 9.46y + 0.97z <= 357.61
4.33x + 4.8y + -7.57z <= 286.38
-1.53x + -2.77y + 2.85z <= 130.15
8.2x + -5.08y + -3.52z <= 291.25
-9.73x + -6.89y + 7.25z <= 982.23
7.0x + -4.44y + -5.13z <= 802.87
-0.31x + -2.91y + -2.39z <= 813.7
8.4x + -1.16y + 5.81z <= 669.23
-1.3x + -3.14y + 7.48z <= 881.42
8.62x + -4.86y + 9.09z <= 421.33
-3.43x + -5.43y + -6.87z <= 281.57
3.08x + 4.47y + -5.93z <= 384.46
-1.88x + 4.43y + -1.41z <= 558.68
2.65x + -3.13y + -1.62z <= 951.5
-3.75x + -5.26y + 2.7z <= 753.18
-5.37x + -0.16y + -6.68z <= 284.67
8.01x + 1.59y + -7.0z <= 501.59
-8.27x + 5.25y + 1.86z <= 997.05
-9.23x + -0.12y + 3.08z <= 585.98
-0.22x + -8.69y + -7.78z <= 340.43
-0.21x + 7.67y + 0.55z <= 394.67
8.44x + -5.18y + 0.53z <= 154.07
-2.28x + -0.35y + 1.68z <= 291.36
7.82x + -0.98y + 2.68z <= 548.58
2.85x + -2.46y + 5.05z <= 381.13
1.37x + -4.55y + -3.82z <= 610.35
-2.02x + -0.54y + 2.94z <= 939.61
8.22x + -0.5y + -6.98z <= 721.45
0.85x + -7.6y + 0.35z <= 407.14
-7.44x + 9.26y + 8.42z <= 138.2
-2.34x + -7.17y + -6.75z <= 964.51
-2.88x + 3.67y + -0.9z <= 937.95
-6.84x + 0.48y + 9.8z <= 660.46
-1.06x + -5.01y + 0.55z <= 493.59
-8.88x + 4.99y + -8.32z <= 906.73
-1.49x + -1.11y + -5.01z <= 841.21
-6.39x + -9.05y + -8.93z <= 951.77
-2.59x + 6.64y + -6.42z <= 499.91
8.42x + -7.2y + -4.66z <= 241.53
-7.68x + -1.69y + 7.29z <= 264.37
1.73x + 5.14y + 2.93z <= 247.04
9.35x + -1.38y + 9.49z <= 925.49
-6.87x + 5.99y + -0.79z <= 663.13
7.36x + -1.08y + 4.21z <= 916.63
1.9x + -1.48y + 9.33z <= 819.9
0.74x + -6.03y + 2.23z <= 430.63
-4.61x + -0.94y + -1.35z <= 439.67
-2.6x + -9.72y + 4.94z <= 904.19
8.94x + 2.11y + -5.04z <= 426.79
-0.49x + 2.4y + -4.33z <= 221.15
0.05x + 6.57y + -0.49z <= 683.79
-4.11x + 4.56y + -1.82z <= 718.49
3.89x + -6.89y + -0.37z <= 436.47
-8.77x + 0.91y + 6.88z <= 719.81
