max -7.62x + -0.42y + 9.44z
-6.42x + -2.22y + -1.06z <= 735.11
6.13x + -6.78y + -3.05z <= 386.01
-8.56x + 9.05y + -9.44z <= 301.59
1.9x + -8.91y + -7.5z <= 237.84
-7.24x + -9.8y + 8.67z <= 440.31
-6.38x + 7.45y + -3.0z <= 719.64
-1.82x + 7.27y + 6.42z <= 580.52
5.06x + 7.94y + -2.47z <= 960.87
7.96x + -8.22y + 6.46z <= 871.7
-6.43x + -6.29y + 5.3z <= 813.84
8.21x + -9.03y + 9.32z <= 318.59
6.19x + -9.95y + 8.86z <= 161.55
-4.54x + 3.81y + 0.69z <= 230.7
7.78x + -9.57y + -5.16z <= 742.2
-8.09x + 9.44y + -1.4z <= 992.18
2.89x + 8.12y + 4.76z <= 309.93
-5.95x + 9.38y + 9.62z <= 573.06
-0.83x + -0.13y + 9.62z <= 873.38
-7.37x + -0.72y + -5.72z <= 390.55
-1.99x + 7.9y + -4.46z <= 238.34
-8.91x + 7.89y + -9.82z <= 980.47
-9.28x + -8.89y + 0.46z <= 973.49
6.74x + -3.82y + -7.1z <= 711.81
3.49x + -2.16y + 1.84z <= 141.72
8.69x + -0.94y + 5.76z <= 302.08
7.94x + -8.42y + -5.24z <= 188.24
2.96x + -8.61y + 5.39z <= 724.33
-1.18x + -9.18y + -5.32z <= 265.27
-8.11x + -4.59y + 8.37z <= 755.06
7.22x + 6.95y + 6.91z <= 236.53
-7.01x + 4.09y + 6.79z <= 550.31
0.54x + 6.81y + -9.84z <= 635.85
-7.28x + -5.86y + 7.9z <= 437.66
-0.74x + 2.67y + -2.73z <= 111.07
7.22x + -2.01y + 4.87z <= 240.18
-8.42x + 1.63y + 8.54z <= 603.34
-6.31x + -9.99y + -1.23z <= 302.79
4.0x + -5.94y + 9.83z <= 642.46
6.6x + 2.82y + 0.35z <= 619.86
9.15x + 7.84y + 2.04z <= 420.75
-0.56x + -1.35y + -6.05z <= 445.08
-8.12x + -9.45y + -2.08z <= 582.88
5.67x + -2.19y + 5.63z <= 193.22
-6.66x + 0.54y + -4.88z <= 197.08
-1.25x + 6.83y + 9.31z <= 733.55
-2.13x + 8.8y + -7.58z <= 445.5
7.17x + 4.25y + -7.41z <= 310.2
4.36x + -0.81y + 9.22z <= 303.85
2.42x + -2.64y + -4.77z <= 305.27
1.88x + 0.84y + -9.1z <= 537.56
-8.66x + 1.8y + -5.68z <= 471.02
9.55x + -4.05y + 6.78z <= 802.21
-9.66x + 4.91y + -2.17z <= 980.5
0.72x + -2.62y + 2.66z <= 208.76
-3.02x + -5.38y + -9.34z <= 246.3
-4.13x + -0.79y + -3.78z <= 519.34
9.92x + -0.34y + -8.46z <= 902.87
1.54x + -5.38y + 9.37z <= 588.98
6.28x + 1.64y + -1.9z <= 107.42
2.57x + -0.39y + 6.23z <= 746.52
-0.69x + -2.42y + -4.04z <= 151.26
5.32x + -1.08y + 5.52z <= 582.13
-0.44x + 4.21y + -5.47z <= 297.34
9.9x + -5.37y + 4.14z <= 326.21
4.75x + 7.08y + -3.36z <= 951.76
1.26x + -8.98y + 5.59z <= 414.82
-6.69x + -5.9y + -3.48z <= 581.89
2.17x + 7.93y + 2.64z <= 930.36
-4.95x + 8.62y + -7.43z <= 315.64
-5.46x + 5.71y + 1.41z <= 772.95
5.83x + -0.07y + 1.52z <= 277.37
-6.9x + 1.28y + -6.92z <= 274.95
5.83x + 0.24y + 4.09z <= 908.34
1.99x + -1.95y + 3.2z <= 701.49
3.86x + 2.55y + -2.53z <= 210.93
6.36x + 4.55y + 6.21z <= 936.47
-3.95x + -2.13y + -4.23z <= 233.9
-0.27x + -1.32y + -0.13z <= 352.17
6.03x + 7.72y + 0.54z <= 560.61
-6.27x + -9.76y + -0.9z <= 571.32
-9.9x + -2.92y + 2.98z <= 166.16
5.99x + 8.68y + -2.87z <= 520.17
-3.0x + 1.97y + -1.55z <= 379.33
8.69x + -8.24y + -8.03z <= 479.79
9.11x + 5.74y + -6.95z <= 177.94
-5.68x + -0.56y + 0.67z <= 284.21
-7.75x + -8.0y + 7.7z <= 900.47
1.53x + 1.89y + 1.98z <= 835.94
-3.91x + 0.73y + -0.66z <= 951.59
-3.3x + 7.6y + -7.08z <= 403.09
9.36x + -7.1y + -2.23z <= 250.25
1.63x + 4.58y + 4.21z <= 302.48
3.78x + -1.06y + 8.53z <= 792.33
-1.38x + 0.99y + 1.44z <= 599.38
-6.49x + -6.07y + -6.94z <= 601.83
-6.5x + -2.73y + 1.27z <= 240.55
5.15x + 7.87y + -8.79z <= 670.81
2.67x + 5.58y + -9.0z <= 496.33
-9.83x + -7.28y + -3.73z <= 948.66
3.49x + -8.98y + 0.64z <= 473.16
-8.42x + -5.41y + -1.62z <= 429.41
2.26x + -0.78y + -2.74z <= 841.86
-1.54x + 6.81y + -2.81z <= 550.23
6.19x + 9.76y + -0.55z <= 841.65
6.36x + 9.15y + -0.14z <= 530.05
-3.1x + 6.63y + 6.86z <= 452.51
-5.75x + 3.67y + -7.33z <= 806.17
5.34x + -6.71y + 8.23z <= 866.14
1.61x + 8.29y + -1.97z <= 906.09
2.05x + 5.38y + -3.33z <= 502.23
3.47x + -8.52y + 6.22z <= 826.1
-6.44x + 3.52y + -7.99z <= 352.58
-0.68x + 8.44y + 1.64z <= 755.79
8.92x + 0.79y + -5.95z <= 839.9
3.59x + 7.07y + 2.79z <= 247.14
-3.73x + -3.0y + -1.69z <= 990.25
-2.79x + -5.73y + 0.48z <= 433.66
1.59x + 0.73y + 0.95z <= 509.99
3.4x + -8.75y + 2.61z <= 577.79
-3.52x + 3.99y + 6.44z <= 655.22
5.07x + -0.7y + 8.85z <= 975.28
-7.25x + -6.71y + 7.59z <= 125.67
7.03x + 0.11y + -4.42z <= 569.73
-6.43x + 3.27y + 0.6z <= 680.24
6.11x + 4.08y + 4.96z <= 997.39
5.89x + -3.65y + -7.6z <= 776.07
-7.71x + -4.14y + 0.93z <= 166.8
5.66x + 6.75y + -8.3z <= 660.67
-5.82x + -1.92y + -4.57z <= 404.21
0.24x + -2.67y + -7.24z <= 907.52
9.46x + -5.84y + 9.79z <= 306.11
0.54x + 3.53y + -9.46z <= 105.52
-3.05x + -1.93y + 8.59z <= 609.92
-3.35x + -3.68y + 0.68z <= 261.45
8.88x + 6.06y + -8.09z <= 728.78
-9.35x + 2.64y + -8.78z <= 767.56
2.18x + 2.11y + 2.26z <= 126.42
-8.23x + 4.8y + 4.95z <= 701.03
-4.77x + 5.8y + 9.88z <= 326.4
6.59x + -4.57y + 4.92z <= 754.5
-8.5x + 2.28y + -6.22z <= 156.47
4.49x + -1.78y + 9.05z <= 478.38
-1.76x + -1.34y + -9.14z <= 180.22
3.02x + -7.48y + -8.45z <= 807.6
-0.1x + 7.59y + -7.98z <= 193.44
-8.57x + -8.54y + -9.68z <= 559.35
-8.89x + -0.67y + -6.91z <= 274.31
8.98x + 5.54y + -6.84z <= 992.14
-8.5x + -4.09y + -0.6z <= 283.06
4.94x + -4.49y + 4.96z <= 955.86
2.99x + -3.96y + 2.09z <= 697.06
-0.9x + -4.88y + -6.26z <= 557.25
-3.42x + 7.57y + 5.02z <= 763.49
-6.77x + 7.15y + -0.03z <= 561.29
-9.65x + -7.63y + -1.62z <= 649.49
-2.72x + -4.98y + 8.01z <= 411.9
7.49x + 2.09y + 5.1z <= 298.72
-1.38x + 6.15y + -3.75z <= 919.1
-6.66x + -4.8y + -0.6z <= 934.42
8.83x + -1.25y + 5.45z <= 623.07
9.73x + 2.24y + -1.82z <= 318.56
-4.22x + 7.76y + -6.64z <= 546.5
-7.48x + -7.57y + -2.37z <= 648.09
2.46x + -8.64y + 3.45z <= 450.22
6.48x + 2.1y + 2.95z <= 826.27
8.09x + 8.59y + 0.17z <= 750.73
-2.48x + -6.63y + -3.34z <= 154.85
9.44x + 8.63y + 1.41z <= 946.57
-5.1x + -3.73y + -5.26z <= 956.64
-5.66x + 0.88y + 9.44z <= 653.06
2.02x + 5.55y + 0.03z <= 922.01
5.89x + 3.71y + 4.68z <= 760.91
-2.96x + -4.68y + 5.42z <= 529.74
-5.07x + -1.91y + 5.28z <= 624.55
7.64x + 9.74y + 6.59z <= 943.98
-7.41x + 6.57y + 1.51z <= 100.57
4.57x + -9.87y + -2.81z <= 550.18
-7.35x + 9.48y + -8.01z <= 909.2
-2.32x + -7.39y + -8.85z <= 621.98
0.28x + -8.42y + -4.28z <= 263.95
8.58x + 7.02y + -3.37z <= 475.28
-6.44x + 0.43y + -0.43z <= 783.05
-8.16x + -9.29y + -8.66z <= 749.3
4.88x + -5.39y + 8.7z <= 975.37
-6.62x + -2.57y + -9.91z <= 218.15
-5.2x + 4.55y + -8.05z <= 350.76
-7.64x + 1.34y + 8.06z <= 595.4
8.76x + -6.18y + 3.83z <= 554.63
-9.58x + -0.08y + -7.75z <= 171.44
6.11x + 5.5y + -0.24z <= 815.6
-4.49x + -4.66y + -6.01z <= 500.88
3.16x + 1.91y + -3.81z <= 415.0
5.09x + -1.34y + 5.08z <= 637.74
5.66x + 4.22y + 2.65z <= 373.12
5.9x + -4.57y + -8.66z <= 282.49
-0.4x + -2.18y + -4.78z <= 566.85
-7.42x + 5.65y + -9.14z <= 359.47
1.04x + 0.97y + 4.79z <= 140.84
3.44x + 4.56y + -5.24z <= 618.22
-9.82x + 2.84y + 8.49z <= 709.43
9.59x + 8.13y + -9.94z <= 887.96
-1.86x + -8.82y + -2.33z <= 718.32
-9.94x + 2.27y + 5.86z <= 976.18
2.11x + -2.24y + -8.83z <= 453.88
8.54x + -2.25y + 4.72z <= 437.14
-1.47x + -4.15y + -8.08z <= 593.57
-6.09x + 7.0y + 7.5z <= 136.2
-8.16x + 3.35y + 0.92z <= 295.78
-1.16x + -0.85y + 6.45z <= 992.47
3.86x + 1.23y + -0.72z <= 597.86
5.98x + 0.62y + 7.04z <= 806.28
2.87x + -1.82y + 4.08z <= 768.45
7.13x + 8.76y + -2.24z <= 319.76
4.55x + 9.4y + 3.6z <= 850.34
-6.24x + 2.77y + 8.65z <= 987.24
-6.74x + -9.05y + -0.55z <= 191.07
-7.1x + 3.07y + 7.14z <= 382.27
-6.35x + 3.34y + -7.01z <= 148.15
-9.69x + -7.32y + -6.18z <= 661.96
3.24x + -6.05y + -8.3z <= 510.64
-9.47x + -0.33y + -4.21z <= 427.79
6.43x + -9.2y + -8.94z <= 613.33
-7.49x + -5.83y + 0.64z <= 127.64
4.11x + 7.13y + -2.18z <= 849.58
-6.11x + -3.65y + -6.81z <= 256.04
-4.87x + -0.72y + -2.17z <= 522.32
3.81x + -6.38y + -4.26z <= 845.91
-1.45x + -5.99y + 5.76z <= 733.06
-7.72x + 9.77y + -8.06z <= 779.97
-3.43x + 3.99y + 4.8z <= 570.8
-3.55x + 5.9y + 9.09z <= 642.32
-6.41x + 0.38y + -2.03z <= 355.96
3.65x + 4.92y + -3.19z <= 504.37
1.78x + 3.79y + 5.73z <= 996.46
-7.79x + -4.32y + 5.83z <= 972.15
0.32x + 5.92y + -7.78z <= 624.9
7.44x + 8.04y + -0.92z <= 343.15
-1.16x + 1.9y + -6.65z <= 709.44
-7.51x + 6.33y + -6.63z <= 527.13
-9.63x + 5.58y + 7.95z <= 170.23
-3.65x + -1.45y + -1.59z <= 359.58
-1.68x + -3.19y + 7.25z <= 411.47
-7.03x + 2.96y + -0.29z <= 743.54
2.96x + 9.36y + -6.07z <= 433.79
4.4x + -2.13y + -1.95z <= 773.59
-7.54x + 8.67y + -4.65z <= 124.22
2.83x + -1.95y + 7.11z <= 511.63
0.63x + -4.31y + 1.54z <= 415.62
3.33x + -9.3y + -9.25z <= 510.67
-6.98x + -1.19y + -2.29z <= 105.58
0.52x + 6.71y + -0.85z <= 777.85
-5.8x + -2.26y + 3.12z <= 516.25
-0.25x + 4.29y + 0.8z <= 888.76
0.88x + 2.3y + -0.09z <= 657.71
-2.04x + 8.29y + 5.55z <= 940.15
-5.7x + 8.96y + -8.05z <= 471.02
-7.8x + 2.6y + -4.19z <= 691.01
-3.94x + 7.91y + 6.53z <= 941.41
-4.27x + 6.65y + -5.71z <= 329.21
-9.22x + 7.49y + 3.04z <= 339.3
-1.04x + 2.58y + -9.37z <= 610.8
-9.91x + 6.73y + 2.99z <= 288.44
-1.64x + 5.39y + -2.3z <= 417.54
-5.59x + -6.01y + -6.2z <= 292.89
-1.48x + 8.01y + 4.71z <= 937.62
8.51x + 8.74y + 0.79z <= 662.27
-1.95x + -6.25y + 0.63z <= 585.35
3.01x + -4.47y + 2.07z <= 712.98
7.47x + 3.99y + -2.27z <= 748.19
-2.21x + 3.89y + 3.15z <= 752.29
7.91x + 9.7y + -0.16z <= 466.72
-2.54x + 2.08y + 8.06z <= 343.81
5.27x + -0.89y + -9.61z <= 793.24
5.08x + -5.86y + -1.91z <= 874.79
-4.8x + 6.51y + 0.8z <= 548.46
2.01x + 7.99y + -4.6z <= 663.06
-9.85x + -5.38y + -1.73z <= 200.89
-0.66x + -6.96y + -0.79z <= 251.19
8.47x + 3.75y + -1.31z <= 204.34
6.73x + 2.97y + -0.13z <= 217.43
6.33x + 5.11y + -6.3z <= 979.23
-7.56x + -0.93y + 4.83z <= 902.52
8.24x + 4.53y + -2.1z <= 453.72
7.0x + -9.46y + 6.33z <= 439.48
6.68x + 5.3y + -0.29z <= 689.44
6.31x + 7.04y + 0.6z <= 671.64
3.99x + -8.01y + 7.89z <= 679.13
-9.06x + 1.45y + 7.82z <= 857.98
5.9x + 6.55y + -6.35z <= 519.65
-4.41x + -7.54y + 9.17z <= 927.09
-1.3x + -5.2y + 0.41z <= 820.75
-3.02x + 4.51y + -9.63z <= 755.78
7.64x + 9.16y + -3.18z <= 350.86
9.48x + -9.84y + 9.06z <= 921.22
-1.92x + 1.47y + -4.83z <= 709.13
-8.76x + 9.03y + 1.31z <= 844.71
8.58x + 0.88y + 2.07z <= 238.84
1.73x + 7.72y + -4.82z <= 239.44
-6.05x + 8.69y + -7.17z <= 889.95
-9.92x + 4.27y + -3.75z <= 345.54
0.14x + -4.9y + -2.98z <= 302.15
2.22x + 3.75y + -6.74z <= 917.27
-5.83x + 6.84y + 3.03z <= 559.4
-1.94x + -1.85y + 7.11z <= 138.99
3.68x + 8.25y + 0.78z <= 445.52
2.31x + 4.51y + -7.07z <= 458.42
7.44x + -9.95y + 6.53z <= 958.12
-1.9x + 9.18y + 0.91z <= 449.21
4.93x + -9.3y + 3.49z <= 730.02
-0.21x + 5.48y + -4.93z <= 377.68
1.88x + -9.85y + 3.28z <= 933.12
-8.2x + 5.1y + 2.64z <= 765.23
-4.92x + 2.55y + -4.93z <= 930.24
-0.72x + 3.13y + -8.96z <= 779.29
5.52x + 6.84y + 3.57z <= 945.54
4.0x + -4.41y + -2.85z <= 440.52
-1.49x + 8.38y + -3.78z <= 963.27
4.8x + -3.82y + -2.06z <= 743.05
-2.09x + -9.1y + 1.1z <= 813.19
-7.21x + 6.12y + 1.9z <= 753.69
-4.88x + -3.32y + 0.87z <= 295.8
9.33x + 0.75y + -9.12z <= 130.67
2.06x + -9.09y + 9.91z <= 498.75
7.72x + 6.15y + -3.29z <= 143.46
-8.55x + 1.61y + 0.57z <= 812.06
7.17x + 5.13y + 8.8z <= 461.7
-5.57x + -3.22y + 9.41z <= 612.19
-4.22x + -2.54y + 2.54z <= 572.73
1.17x + -2.01y + -9.62z <= 280.92
-0.51x + -5.28y + -2.28z <= 687.1
-3.43x + 9.31y + 8.58z <= 356.85
6.27x + -8.4y + 5.52z <= 284.59
0.57x + -2.06y + -6.87z <= 776.71
-6.0x + -6.32y + 7.81z <= 484.27
0.85x + 1.44y + 0.73z <= 628.59
-2.1x + -5.77y + -1.88z <= 811.78
-6.39x + -4.26y + -0.03z <= 462.65
0.85x + 2.0y + -2.61z <= 282.06
-1.68x + 1.42y + -4.89z <= 688.76
3.71x + 7.88y + -2.06z <= 562.64
0.62x + -8.32y + 7.38z <= 127.55
0.37x + -1.93y + -4.68z <= 440.18
-4.48x + -0.63y + -4.55z <= 998.25
3.51x + 3.48y + -2.35z <= 750.37
3.76x + 6.28y + 6.96z <= 225.39
1.73x + -7.67y + 6.31z <= 638.96
5.15x + 8.0y + -9.67z <= 369.26
-9.43x + -5.39y + 2.25z <= 667.39
-4.03x + 9.34y + -8.84z <= 592.96
6.1x + 1.46y + 0.5z <= 530.85
-9.68x + 5.91y + -0.73z <= 775.13
4.83x + -2.23y + -7.36z <= 220.65
-1.36x + 1.2y + 5.75z <= 835.88
6.16x + -1.64y + -8.92z <= 995.45
-9.81x + -3.77y + 1.36z <= 294.34
-6.98x + 6.74y + 4.0z <= 653.21
9.34x + 9.88y + -7.4z <= 880.56
4.22x + 9.19y + -8.78z <= 157.28
-1.93x + 9.34y + 8.36z <= 725.91
-3.07x + 2.39y + 8.92z <= 652.38
1.53x + -9.66y + 4.84z <= 625.29
1.3x + -5.21y + -7.11z <= 589.6
-1.24x + -2.72y + 6.47z <= 820.59
4.83x + -9.12y + -1.94z <= 193.16
3.47x + 4.42y + 6.78z <= 482.25
-8.15x + 5.0y + 7.3z <= 778.73
-9.33x + 6.8y + -2.81z <= 582.99
3.55x + 6.0y + 7.15z <= 865.86
9.45x + 8.46y + 1.62z <= 733.33
-0.24x + -9.57y + 5.98z <= 833.43
-1.02x + 3.34y + 0.33z <= 628.08
2.34x + 3.88y + 7.04z <= 319.92
-9.62x + -5.37y + 2.04z <= 488.54
-2.8x + 0.35y + 6.35z <= 688.63
4.45x + 2.99y + -4.91z <= 804.14
-2.36x + -2.32y + -3.35z <= 604.95
2.08x + 8.2y + -4.54z <= 383.79
4.1x + -7.68y + -5.08z <= 148.93
1.86x + -9.3y + 0.48z <= 501.57
8.92x + 0.11y + -5.41z <= 988.55
-1.76x + 3.32y + 4.31z <= 811.42
0.45x + 2.85y + 5.57z <= 962.01
-2.02x + 8.7y + -3.55z <= 829.65
-6.19x + 7.1y + 7.97z <= 496.65
4.97x + 6.15y + -6.45z <= 315.44
-5.23x + -9.45y + -1.39z <= 690.23
6.43x + -0.35y + -0.47z <= 141.98
6.21x + -9.53y + 8.9z <= 620.74
-1.06x + 9.36y + -6.26z <= 825.4
-6.8x + 5.85y + -9.53z <= 628.53
-9.51x + -7.65y + 9.04z <= 704.96
-5.03x + 7.05y + -7.02z <= 289.07
-8.35x + -2.21y + -1.4z <= 454.5
-7.5x + 9.31y + 6.03z <= 894.62
-3.38x + -6.75y + -8.64z <= 112.14
-3.36x + 1.08y + 8.25z <= 359.07
1.15x + 0.32y + -0.19z <= 556.17
1.4x + 1.42y + -8.74z <= 825.19
6.85x + -5.57y + -2.72z <= 917.55
5.43x + 4.47y + 9.9z <= 440.7
-9.96x + 9.62y + -4.88z <= 243.23
7.38x + 8.43y + -6.72z <= 388.85
-9.35x + -4.59y + 8.38z <= 270.51
0.35x + 9.52y + 1.4z <= 352.51
-5.94x + -3.11y + 6.71z <= 787.43
-5.18x + -5.86y + 5.47z <= 307.28
-5.08x + -9.42y + -9.23z <= 638.1
2.07x + 0.95y + -2.31z <= 689.75
1.98x + -1.66y + 7.84z <= 928.82
-3.92x + 4.86y + -7.77z <= 367.76
5.76x + 3.89y + 6.51z <= 691.17
5.11x + -5.26y + -7.69z <= 466.15
-4.2x + 7.22y + -0.8z <= 448.9
2.3x + -6.01y + -8.81z <= 133.14
-1.4x + -8.63y + 8.88z <= 287.82
8.99x + 8.75y + -6.41z <= 929.98
4.85x + -1.91y + -4.93z <= 599.52
1.47x + -2.7y + -6.86z <= 939.44
-3.4x + -5.11y + -3.6z <= 280.24
-9.8x + 6.13y + 2.59z <= 421.94
-1.39x + -5.45y + 6.75z <= 893.48
4.21x + 1.18y + 1.84z <= 410.99
0.17x + -7.24y + 5.04z <= 913.42
-1.98x + -8.92y + 9.66z <= 161.24
3.14x + 0.71y + -9.03z <= 488.79
-4.81x + 2.07y + -4.72z <= 847.94
-9.94x + -8.26y + -8.61z <= 616.58
4.86x + 7.35y + -5.29z <= 308.38
-9.86x + 2.97y + -1.86z <= 695.45
0.58x + 5.5y + -9.81z <= 328.18
2.35x + 6.01y + 3.0z <= 872.58
-0.9x + 1.35y + -2.95z <= 121.67
6.92x + -3.76y + 4.13z <= 412.32
-6.61x + 1.89y + 9.65z <= 374.87
-4.67x + -0.1y + 8.86z <= 380.92
1.58x + 9.29y + -9.91z <= 249.42
-0.87x + -0.59y + -5.47z <= 251.0
-5.24x + -1.5y + 8.05z <= 345.81
-4.6x + 3.72y + -1.47z <= 748.0
-9.27x + -1.63y + 8.46z <= 294.4
6.7x + 5.95y + -1.94z <= 812.9
1.35x + 7.68y + 9.35z <= 605.06
-8.1x + -0.46y + -9.19z <= 826.12
-0.91x + 7.33y + -3.36z <= 166.34
-1.47x + 9.29y + -8.83z <= 477.19
9.24x + 9.26y + 4.48z <= 301.24
-3.83x + 1.17y + -4.62z <= 948.96
7.67x + 7.06y + -1.98z <= 255.33
-2.26x + 1.76y + -4.35z <= 933.45
6.29x + 3.81y + -7.49z <= 226.8
1.73x + 2.36y + 7.65z <= 409.29
-3.16x + -6.98y + -5.41z <= 667.48
-4.34x + -1.48y + 6.46z <= 556.87
-2.19x + -4.02y + 4.19z <= 747.35
1.93x + -0.77y + 0.57z <= 770.56
-5.11x + -4.42y + 2.8z <= 989.66
-5.51x + -8.8y + 4.61z <= 918.47
-7.83x + -4.75y + 7.35z <= 971.77
6.17x + -0.7y + 1.91z <= 943.22
7.19x + -5.19y + -2.77z <= 563.42
-5.13x + -9.13y + 9.69z <= 966.04
0.38x + 0.5y + -9.27z <= 934.88
0.64x + -7.26y + 3.84z <= 649.14
-7.33x + 1.41y + 1.98z <= 312.03
2.72x + -5.47y + -0.48z <= 490.02
-8.5x + -4.49y + 9.01z <= 421.44
-8.68x + 1.53y + -6.71z <= 393.0
-5.16x + 9.89y + 2.91z <= 144.14
5.01x + 5.08y + -1.74z <= 151.11
2.02x + -5.34y + 3.24z <= 502.49
-0.88x + 8.58y + 5.2z <= 430.79
5.13x + 1.34y + -3.94z <= 277.46
-6.18x + -6.42y + -4.62z <= 938.61
-2.96x + -4.38y + 6.71z <= 650.87
5.89x + 3.56y + -9.33z <= 994.02
7.31x + 2.57y + 8.21z <= 157.88
4.33x + 1.44y + -9.07z <= 126.85
-4.08x + 4.96y + -6.39z <= 878.03
-2.57x + -2.99y + -6.94z <= 607.21
2.11x + -8.74y + 6.36z <= 750.16
9.04x + -4.0y + 0.53z <= 593.57
-0.86x + 7.99y + 5.5z <= 408.5
7.35x + -6.93y + 9.49z <= 726.7
-0.59x + -1.17y + -0.12z <= 913.07
5.71x + 8.32y + -3.36z <= 613.31
-1.32x + 9.32y + -1.62z <= 604.32
2.27x + 8.71y + 8.58z <= 776.3
5.63x + 2.74y + -1.85z <= 403.09
8.72x + -7.93y + -6.71z <= 124.53
-1.81x + 0.37y + 3.72z <= 419.42
9.69x + -1.73y + 8.71z <= 425.35
8.34x + -2.38y + 3.42z <= 983.1
2.55x + 1.31y + -2.11z <= 823.16
8.95x + 6.5y + 2.97z <= 137.92
5.03x + -6.26y + 3.42z <= 357.07
1.91x + 9.1y + -2.15z <= 303.37
6.27x + -4.69y + 7.69z <= 544.19
1.59x + -3.3y + -7.83z <= 178.74
-1.36x + -7.75y + -6.9z <= 293.91
-5.7x + -10.0y + 4.67z <= 157.09
4.15x + 6.35y + -5.85z <= 232.23
-9.32x + -2.12y + 6.44z <= 344.15
9.36x + -0.91y + 7.55z <= 122.32
1.8x + -9.13y + 9.03z <= 707.23
0.56x + 8.47y + -4.52z <= 144.21
-2.47x + 6.17y + 7.71z <= 600.61
-3.3x + -5.77y + -7.15z <= 341.66
-5.69x + -1.53y + 6.8z <= 147.03
1.54x + -6.66y + -9.86z <= 247.11
-1.05x + 4.46y + -1.14z <= 674.53
3.16x + -0.51y + 2.87z <= 519.01
1.51x + -8.57y + -1.93z <= 412.12
-7.27x + 4.72y + -4.89z <= 522.36
-0.45x + 1.75y + -6.79z <= 611.17
-3.07x + 5.61y + 5.53z <= 872.6
-2.99x + -9.63y + 0.23z <= 100.02
5.69x + -6.44y + 3.59z <= 206.38
-8.57x + 9.35y + -8.62z <= 832.08
5.97x + 5.28y + -4.86z <= 163.6
-9.66x + -3.41y + 2.85z <= 638.63
3.63x + -5.85y + 0.66z <= 538.4
9.49x + -4.08y + 2.22z <= 657.71
-1.08x + -2.91y + 5.8z <= 451.9
-6.11x + -0.53y + -9.21z <= 792.68
-1.16x + -2.5y + 4.56z <= 754.68
2.62x + -3.02y + -8.41z <= 572.0
7.89x + -9.2y + -6.9z <= 138.6
-9.55x + -4.1y + 2.02z <= 581.3
-2.9x + 0.95y + -7.16z <= 376.1
-8.18x + 5.43y + 9.45z <= 964.99
-2.16x + 0.84y + -8.07z <= 587.67
-0.77x + 8.87y + -1.56z <= 524.96
-0.07x + -5.33y + 9.91z <= 965.58
3.83x + 9.52y + -6.35z <= 369.95
-8.21x + 4.25y + 9.89z <= 886.69
-2.84x + -3.69y + -0.93z <= 679.21
-0.86x + 2.35y + 2.36z <= 289.9
-7.36x + -0.98y + -2.89z <= 238.33
-5.5x + -7.59y + 3.97z <= 670.32
-2.86x + 2.01y + 7.98z <= 472.81
-9.72x + 5.25y + -2.88z <= 598.51
-7.39x + -5.2y + -3.72z <= 943.98
-0.49x + 7.64y + -7.89z <= 695.97
2.78x + -7.78y + -0.5z <= 405.4
-5.12x + 3.08y + 5.59z <= 508.0
6.21x + -0.77y + 9.7z <= 725.27
-5.28x + 0.88y + -2.28z <= 283.8
8.98x + -7.55y + -7.72z <= 208.2
3.99x + 2.67y + -3.19z <= 289.73
-6.2x + 7.1y + -0.6z <= 884.07
-0.1x + -8.46y + -3.99z <= 244.57
-2.08x + -4.77y + 6.65z <= 224.88
-3.01x + -5.32y + -1.02z <= 585.13
-7.61x + -6.72y + 1.57z <= 113.24
-0.4x + -8.26y + -0.35z <= 178.79
6.19x + 5.65y + -5.73z <= 142.29
7.94x + 5.85y + 9.51z <= 133.21
0.3x + -1.9y + 3.36z <= 950.41
-8.34x + 3.16y + -3.3z <= 794.75
8.33x + 6.3y + 6.74z <= 128.35
-0.02x + -7.7y + 3.9z <= 961.37
6.9x + -5.15y + 5.3z <= 742.09
9.73x + -9.22y + -5.75z <= 932.43
2.82x + 6.26y + -6.33z <= 403.42
0.3x + -4.44y + 9.44z <= 399.67
1.87x + -3.39y + -5.66z <= 559.83
0.82x + 2.85y + -3.77z <= 361.66
-0.51x + 5.53y + 3.76z <= 500.5
-3.95x + -2.0y + 3.72z <= 235.84
-2.45x + 7.47y + -6.73z <= 726.98
-2.55x + 8.65y + 9.36z <= 198.32
8.57x + 7.1y + -6.28z <= 327.65
0.29x + -4.17y + -9.76z <= 679.22
-6.51x + -2.8y + -6.18z <= 760.6
8.16x + 4.49y + -0.62z <= 851.04
-1.37x + 5.79y + 5.71z <= 754.36
7.25x + -4.11y + 1.35z <= 833.85
9.89x + -2.05y + 9.02z <= 480.21
-0.93x + 4.77y + 7.31z <= 750.91
4.2x + -0.06y + -5.06z <= 844.8
-6.88x + -6.57y + 8.47z <= 735.33
3.85x + -2.67y + -2.02z <= 502.79
-6.63x + -1.63y + -7.35z <= 622.81
-2.66x + -4.75y + 5.67z <= 897.67
-7.11x + -6.8y + 8.81z <= 120.93
5.41x + 2.14y + 6.64z <= 339.12
6.17x + -5.91y + -6.85z <= 356.29
0.2x + 9.08y + -5.69z <= 485.34
-2.51x + 4.24y + 7.72z <= 848.64
-1.51x + 2.98y + -7.79z <= 439.06
3.83x + 8.63y + -7.21z <= 995.69
-2.07x + -0.41y + 3.25z <= 617.26
-7.67x + -4.2y + -0.97z <= 734.61
4.38x + 0.5y + -5.6z <= 400.56
