max 4.95x + -4.82y + -2.61z
-3.82x + -3.85y + 0.42z <= 746.83
-8.02x + -4.77y + 1.18z <= 175.42
6.03x + -8.16y + 9.46z <= 834.03
0.37x + -8.49y + 2.48z <= 701.9
-5.54x + -4.83y + 5.01z <= 231.5
3.41x + -8.37y + -5.29z <= 574.37
-4.28x + 1.86y + 8.14z <= 654.78
5.99x + 8.6y + 1.51z <= 655.7
-7.34x + 0.39y + -0.39z <= 311.91
2.95x + 8.87y + -9.69z <= 940.7
-0.98x + 2.56y + 9.24z <= 958.04
4.44x + -2.27y + -5.59z <= 761.11
-2.54x + -9.54y + 8.56z <= 692.8
-8.96x + -5.07y + -6.1z <= 736.29
2.76x + -3.73y + 3.03z <= 946.11
-4.83x + -1.97y + -5.95z <= 250.8
-5.71x + -5.56y + -1.31z <= 370.31
-4.14x + 2.66y + -1.16z <= 577.95
2.15x + -7.06y + -1.33z <= 828.53
-0.67x + -6.13y + -2.52z <= 410.49
-2.4x + -4.89y + 6.7z <= 676.9
-3.53x + 3.13y + 1.3z <= 439.46
6.35x + 9.08y + 1.84z <= 913.01
0.59x + 7.17y + -8.7z <= 657.97
-4.75x + 0.15y + -5.72z <= 635.53
1.13x + -5.9y + 9.06z <= 673.75
5.48x + -8.19y + -3.57z <= 279.24
5.81x + -2.72y + -6.22z <= 229.35
4.87x + -5.53y + -4.14z <= 245.86
-1.23x + 0.4y + -9.06z <= 705.87
-4.74x + -2.76y + 9.33z <= 340.77
-5.87x + 0.28y + 2.59z <= 704.41
1.37x + 4.91y + 5.89z <= 788.57
5.09x + 9.64y + 0.81z <= 653.1
4.7x + 1.45y + 9.07z <= 903.55
-8.52x + 1.42y + 1.85z <= 972.89
2.3x + 3.6y + 2.68z <= 404.51
0.24x + 7.54y + -8.58z <= 806.13
-8.1x + 5.73y + 6.73z <= 657.57
6.63x + -2.11y + 4.64z <= 357.17
2.76x + -6.31y + -0.22z <= 791.07
9.49x + 7.83y + 3.69z <= 559.11
-7.71x + 7.87y + -3.19z <= 415.63
9.9x + -5.44y + 8.09z <= 535.4
6.09x + 9.33y + 0.38z <= 901.35
-5.07x + -5.56y + 6.07z <= 864.61
-9.01x + 3.07y + -9.33z <= 854.15
3.1x + 2.63y + -5.37z <= 898.35
-0.02x + 0.38y + -1.71z <= 776.07
-9.91x + 7.71y + -8.27z <= 640.67
7.91x + 5.11y + 5.8z <= 685.67
-0.21x + -2.58y + -4.98z <= 218.54
-9.87x + 3.13y + 9.74z <= 965.75
0.64x + -2.77y + -8.36z <= 194.37
-1.13x + -2.89y + -4.71z <= 135.16
4.61x + -6.7y + 7.55z <= 822.23
2.99x + 4.37y + -3.06z <= 811.31
7.58x + -7.55y + -3.49z <= 234.8
-3.54x + -4.36y + -6.67z <= 555.34
-6.2x + -3.84y + 3.96z <= 638.81
1.03x + 7.92y + 8.14z <= 121.32
-3.82x + -5.46y + -9.63z <= 301.89
-9.37x + 9.44y + -1.26z <= 900.38
-0.01x + 5.61y + 4.23z <= 824.24
-2.47x + -0.95y + -9.67z <= 995.25
-2.3x + -0.34y + 3.21z <= 171.02
-2.62x + 4.83y + 0.37z <= 507.69
-6.19x + -9.95y + -6.94z <= 303.78
2.47x + 3.07y + 8.35z <= 581.72
0.43x + 0.42y + -9.23z <= 363.78
1.08x + 2.16y + -1.65z <= 879.03
-6.94x + 6.89y + -4.67z <= 615.01
2.82x + -0.9y + -8.73z <= 739.3
3.88x + 4.51y + 5.47z <= 739.54
2.96x + -2.68y + -9.72z <= 679.93
-8.9x + 3.69y + -2.1z <= 669.73
-6.91x + -7.35y + 2.08z <= 322.59
3.55x + 4.02y + -5.99z <= 525.84
-3.63x + 7.88y + 2.27z <= 213.06
-8.41x + 5.77y + 4.42z <= 722.59
-5.59x + -2.41y + -3.88z <= 279.89
-7.26x + 6.05y + -7.39z <= 308.04
-3.1x + -0.63y + -7.33z <= 829.03
0.15x + 3.61y + 1.05z <= 330.77
-4.92x + 4.93y + 5.73z <= 903.33
-5.12x + 0.18y + -8.28z <= 889.2
0.95x + -2.39y + -4.75z <= 862.22
9.12x + 9.46y + 7.34z <= 317.32
-6.34x + 2.83y + -7.38z <= 431.09
8.1x + 1.74y + -1.15z <= 674.15
-7.56x + -3.88y + -9.45z <= 854.23
2.23x + 6.69y + -5.64z <= 178.23
-4.01x + -1.66y + 0.46z <= 562.61
9.76x + -9.98y + 3.61z <= 369.22
-2.24x + 2.36y + -1.81z <= 672.53
5.17x + -7.44y + 7.53z <= 478.02
9.21x + 6.97y + -9.6z <= 845.24
5.98x + -9.44y + -6.51z <= 804.12
-1.5x + -4.92y + -1.67z <= 241.25
3.63x + -9.54y + 5.44z <= 841.54
-7.29x + 8.14y + 7.14z <= 413.77
-7.93x + -0.08y + -0.82z <= 481.19
1.44x + -0.21y + -1.06z <= 562.25
-8.51x + -2.05y + 6.4z <= 761.41
5.78x + -5.81y + -8.05z <= 797.62
9.6x + 3.15y + 3.02z <= 951.99
-0.61x + -4.24y + -9.95z <= 495.95
7.7x + 0.09y + -6.62z <= 795.96
-5.39x + -7.84y + -5.91z <= 318.42
5.06x + 3.9y + -9.28z <= 202.66
-8.09x + 4.6y + 7.95z <= 337.25
-7.79x + 5.14y + 7.94z <= 114.31
-4.96x + -8.91y + 1.69z <= 780.69
4.87x + 7.66y + -3.81z <= 244.5
1.56x + -7.97y + -4.98z <= 991.33
-6.11x + 0.34y + 9.61z <= 347.69
0.08x + -4.97y + -5.59z <= 170.77
6.97x + 5.6y + -9.38z <= 507.98
5.99x + -1.28y + 2.37z <= 277.53
-7.82x + 5.76y + -3.3z <= 847.87
-4.74x + -3.58y + -5.72z <= 493.27
-2.39x + -6.57y + 7.2z <= 964.23
-7.49x + 2.57y + 2.77z <= 944.42
-2.23x + -5.04y + -9.91z <= 931.07
-7.56x + -3.94y + 4.98z <= 950.52
-2.29x + -5.02y + 2.94z <= 131.78
-4.57x + -4.12y + -0.03z <= 959.1
7.88x + 8.48y + 3.4z <= 237.19
-7.99x + -0.41y + -9.99z <= 602.89
-4.67x + -5.57y + 2.74z <= 709.56
10.0x + -1.33y + -1.15z <= 318.49
-9.56x + -2.23y + 5.43z <= 158.97
7.33x + 3.34y + 1.91z <= 720.86
-2.75x + 7.57y + 5.07z <= 784.7
-1.91x + 2.52y + -3.17z <= 923.97
-4.97x + -2.84y + -6.83z <= 526.23
-2.91x + 5.4y + -1.5z <= 411.52
4.72x + 7.92y + 5.68z <= 205.92
7.01x + -6.72y + -0.7z <= 378.0
-2.02x + -7.83y + -3.46z <= 419.38
2.33x + -3.95y + -9.74z <= 273.83
-7.73x + -9.1y + -0.07z <= 732.43
-2.27x + -1.66y + -8.47z <= 534.15
-3.8x + 2.63y + -4.29z <= 702.29
-9.11x + -5.29y + 2.75z <= 691.79
1.73x + -5.15y + -1.83z <= 169.03
5.1x + -7.17y + 5.94z <= 544.71
-0.55x + -1.62y + -3.61z <= 934.4
0.96x + -0.5y + -0.5z <= 303.64
-1.7x + 8.1y + 8.92z <= 647.78
-4.08x + -9.2y + -4.87z <= 843.21
0.37x + -9.92y + 4.95z <= 589.47
5.62x + -6.66y + -5.55z <= 711.34
5.36x + -7.16y + 8.42z <= 702.45
-4.78x + -6.58y + -0.71z <= 998.83
-1.15x + -2.2y + -6.75z <= 247.35
-7.2x + 9.24y + -9.26z <= 787.27
4.94x + -5.6y + 4.0z <= 377.96
-0.7x + 1.39y + -9.67z <= 875.17
1.32x + -1.42y + 3.03z <= 232.84
-9.37x + -6.32y + -1.7z <= 326.58
-4.53x + -7.31y + 4.94z <= 364.07
9.76x + -9.67y + -8.27z <= 459.53
9.8x + -6.94y + 3.73z <= 844.16
6.84x + 7.13y + -8.73z <= 235.27
1.15x + 1.48y + -5.43z <= 509.5
3.89x + 0.55y + 1.07z <= 629.57
6.46x + 1.62y + 3.77z <= 709.24
2.81x + -4.55y + 5.86z <= 477.85
-1.11x + 1.84y + -2.06z <= 671.98
4.03x + 7.24y + 8.16z <= 944.17
3.32x + -3.21y + -7.25z <= 224.11
7.64x + 7.28y + 7.3z <= 866.02
-3.61x + 7.0y + -2.62z <= 162.12
1.45x + -9.59y + -5.52z <= 731.0
6.52x + 9.8y + 9.19z <= 795.26
2.27x + -9.62y + -2.03z <= 279.76
-0.11x + 6.01y + 2.43z <= 537.79
-3.22x + -8.76y + 4.14z <= 103.07
-6.56x + 3.57y + 0.25z <= 224.4
-4.57x + 2.94y + 6.22z <= 362.48
-0.69x + -0.09y + 9.17z <= 990.24
1.69x + 8.15y + 9.12z <= 644.45
8.1x + 1.3y + 5.43z <= 406.61
7.14x + -5.68y + -9.79z <= 195.97
9.21x + 9.5y + 8.9z <= 492.14
-2.34x + -1.23y + 1.65z <= 549.75
-4.3x + 0.48y + -7.18z <= 712.97
-4.17x + 2.86y + 7.03z <= 290.77
-6.83x + -0.39y + -0.77z <= 410.99
-6.09x + -3.22y + -9.12z <= 707.18
7.31x + -9.7y + 9.69z <= 996.28
1.41x + -7.47y + 7.05z <= 735.96
-9.19x + 8.54y + -5.86z <= 414.39
-5.62x + -6.61y + -6.03z <= 718.46
0.67x + 5.45y + 9.82z <= 123.68
1.19x + 4.4y + 3.77z <= 981.18
-2.16x + -0.8y + 1.74z <= 912.04
2.44x + 8.64y + -5.34z <= 316.92
4.6x + -4.79y + -2.68z <= 758.74
3.82x + 1.31y + 5.69z <= 926.38
9.45x + 0.07y + 9.82z <= 469.17
3.59x + 2.54y + 8.31z <= 205.1
-4.79x + -8.8y + 5.37z <= 361.25
6.26x + -7.4y + 7.34z <= 962.67
-0.55x + 8.73y + -9.37z <= 475.08
-9.31x + 2.83y + -8.73z <= 926.33
5.9x + -4.97y + -3.87z <= 918.26
-4.8x + -1.44y + -9.1z <= 350.14
-7.44x + 7.89y + 6.74z <= 861.81
8.88x + -0.94y + 6.0z <= 327.23
-8.15x + -4.77y + -5.52z <= 831.25
4.78x + 2.18y + 4.89z <= 705.53
0.72x + -5.39y + 5.44z <= 443.4
4.7x + 9.76y + 4.65z <= 652.26
-4.88x + 1.4y + -5.3z <= 342.46
-6.69x + -1.48y + -5.11z <= 738.18
3.65x + 4.96y + 7.05z <= 693.08
-7.27x + 4.02y + -1.28z <= 755.27
2.27x + -3.49y + 2.17z <= 992.01
-9.03x + -4.86y + -4.29z <= 389.77
5.14x + -1.9y + -3.66z <= 761.19
-9.8x + -5.11y + -8.6z <= 196.36
-7.43x + -3.75y + 1.82z <= 908.32
6.96x + -3.29y + 2.33z <= 459.78
-2.67x + -9.67y + 8.04z <= 207.26
6.17x + -0.22y + 0.43z <= 894.61
-2.39x + 2.92y + -0.46z <= 842.57
3.86x + 2.4y + 4.4z <= 897.7
5.15x + -2.49y + 3.61z <= 535.99
-5.07x + -6.43y + 2.72z <= 555.05
-7.15x + -9.27y + -9.39z <= 422.18
9.28x + -9.15y + -5.08z <= 892.81
0.86x + 2.71y + 2.58z <= 292.76
8.77x + 3.23y + -0.09z <= 705.17
-1.16x + 9.23y + -0.11z <= 423.29
-6.43x + 5.31y + 6.71z <= 898.82
5.11x + -2.65y + -1.54z <= 218.22
-5.21x + -2.71y + -0.22z <= 339.75
1.28x + 1.24y + -4.65z <= 253.62
1.06x + -9.0y + 5.94z <= 260.21
-8.16x + -8.11y + -5.51z <= 656.18
-1.38x + 5.52y + 6.13z <= 710.93
8.83x + -9.53y + 6.43z <= 755.6
-0.9x + -3.47y + 5.37z <= 946.65
-6.03x + 3.49y + 3.08z <= 721.67
2.97x + 8.27y + -0.12z <= 977.67
0.15x + -8.45y + -0.98z <= 958.37
-5.21x + 1.02y + 3.02z <= 321.92
3.05x + -5.6y + -2.8z <= 471.08
-1.87x + 2.66y + -3.48z <= 838.91
-6.68x + -7.37y + 2.46z <= 206.85
-3.12x + -1.25y + 0.24z <= 613.53
-7.67x + -3.27y + -9.58z <= 381.49
1.93x + -7.0y + 3.53z <= 166.74
-0.38x + -8.19y + -2.08z <= 170.8
7.46x + 3.12y + -2.58z <= 961.01
8.31x + -5.06y + -6.91z <= 124.06
6.32x + 3.61y + -9.56z <= 526.3
3.18x + 5.11y + -6.38z <= 912.8
8.07x + 0.26y + -4.52z <= 729.99
7.18x + 6.99y + 0.78z <= 850.59
0.63x + -7.71y + -4.07z <= 518.24
-0.15x + -0.98y + -5.81z <= 944.78
-7.54x + 0.89y + -4.88z <= 330.18
-9.55x + -0.03y + -3.58z <= 615.37
-5.92x + -6.51y + 3.11z <= 231.11
-9.9x + -7.25y + -2.23z <= 244.58
5.02x + -1.9y + -6.74z <= 109.66
8.43x + 9.33y + -5.71z <= 959.21
-6.71x + -7.95y + 6.53z <= 863.15
-1.77x + 4.73y + -8.54z <= 936.88
-4.56x + -9.98y + -2.0z <= 602.6
-3.14x + -4.94y + 3.38z <= 775.94
1.15x + -2.93y + 7.69z <= 483.14
-4.65x + -2.14y + 5.82z <= 796.2
-6.63x + -2.67y + -2.66z <= 947.3
-6.64x + 6.1y + -1.46z <= 150.46
2.32x + 8.52y + -2.43z <= 314.72
-8.97x + -3.67y + 9.44z <= 230.55
7.35x + -6.7y + -1.66z <= 288.72
-0.97x + 0.03y + -2.42z <= 430.1
3.26x + -7.29y + -8.04z <= 284.29
8.57x + 2.53y + -9.02z <= 306.33
7.14x + -2.13y + -3.53z <= 497.43
-9.27x + 4.55y + -8.22z <= 940.46
3.37x + -3.95y + -1.93z <= 309.09
6.54x + -2.4y + 7.68z <= 710.21
6.33x + 7.66y + -5.71z <= 301.62
-9.84x + 6.17y + -6.25z <= 583.33
-1.45x + 3.42y + 9.82z <= 848.51
-5.73x + -8.19y + 9.66z <= 528.3
0.6x + 8.1y + -8.48z <= 735.64
-0.22x + 9.67y + 3.71z <= 817.52
3.24x + 1.24y + 4.59z <= 323.78
7.87x + -3.92y + 1.57z <= 158.01
2.19x + 6.71y + 9.86z <= 969.28
-1.12x + -3.79y + 3.85z <= 679.48
2.85x + -1.34y + 9.03z <= 923.32
3.34x + -6.64y + -8.05z <= 897.27
-5.42x + -5.25y + 7.98z <= 915.97
-8.19x + 3.9y + -3.62z <= 430.37
-4.35x + 1.99y + -7.11z <= 710.02
9.52x + 3.77y + -4.88z <= 767.68
-9.42x + 6.21y + 2.87z <= 997.38
6.37x + -8.68y + 5.15z <= 349.71
-3.45x + -0.82y + -1.44z <= 898.67
-5.73x + 8.41y + 9.2z <= 478.79
-6.86x + -1.95y + -0.01z <= 780.5
7.26x + 7.82y + 8.91z <= 939.39
-1.05x + 7.0y + -5.74z <= 879.51
5.05x + -4.43y + 9.57z <= 418.67
-6.12x + 5.44y + 5.16z <= 414.73
2.41x + -8.72y + -7.86z <= 441.46
-8.17x + -1.64y + -5.47z <= 269.53
-3.69x + 9.34y + -0.46z <= 323.03
-0.17x + -1.05y + -3.97z <= 567.51
4.23x + 5.86y + 0.09z <= 254.2
-1.35x + 9.99y + -7.1z <= 378.87
10.0x + 5.39y + 5.12z <= 501.05
8.16x + -1.97y + 4.39z <= 641.27
1.95x + -7.55y + -8.0z <= 735.34
-9.14x + -5.72y + -8.64z <= 831.63
-0.8x + -5.99y + 4.64z <= 671.66
1.27x + -0.7y + 4.57z <= 976.67
5.89x + -3.75y + -2.13z <= 205.58
9.88x + -5.48y + -5.64z <= 917.73
6.98x + 9.45y + -5.47z <= 721.68
1.67x + 0.91y + 2.76z <= 771.95
0.9x + 1.64y + -8.41z <= 483.03
-0.18x + -1.24y + -2.34z <= 668.14
-6.44x + 5.9y + 8.81z <= 318.57
0.65x + 9.54y + 6.87z <= 186.79
0.89x + 5.24y + -8.71z <= 753.67
0.87x + 3.41y + -4.43z <= 832.94
3.73x + 5.37y + 2.16z <= 151.9
-7.61x + 4.08y + -5.99z <= 132.92
9.49x + 0.46y + 7.43z <= 777.94
-3.09x + -4.09y + -0.12z <= 162.51
3.79x + 0.38y + -6.94z <= 973.8
9.42x + -2.44y + 5.58z <= 914.99
1.34x + -7.33y + -8.12z <= 876.93
7.93x + -3.31y + -5.75z <= 803.76
-3.01x + -9.71y + -4.87z <= 618.35
9.87x + -0.79y + 6.68z <= 281.71
-6.82x + 4.32y + -2.07z <= 713.45
5.35x + -1.71y + 2.22z <= 847.07
-5.2x + -4.92y + -7.28z <= 542.95
4.68x + 9.82y + -0.52z <= 261.84
1.47x + -4.07y + 3.8z <= 591.6
-3.99x + 6.53y + -5.68z <= 373.24
6.02x + -4.82y + 7.14z <= 774.53
-0.7x + -6.48y + 6.53z <= 630.48
2.84x + 1.73y + 3.36z <= 874.9
0.93x + -8.02y + -9.31z <= 415.87
5.17x + 8.8y + -2.11z <= 284.87
5.12x + 5.0y + -6.05z <= 920.56
2.73x + 9.29y + -4.45z <= 972.54
6.47x + -8.21y + -9.05z <= 385.36
4.28x + 7.53y + -3.14z <= 985.78
-5.62x + 6.76y + 0.51z <= 986.2
-2.9x + -1.49y + -6.25z <= 841.62
0.09x + -7.08y + 0.57z <= 577.49
-5.7x + -8.59y + 2.16z <= 791.71
8.94x + -9.04y + -5.28z <= 848.03
-6.98x + -6.95y + 1.91z <= 391.0
-4.43x + 1.36y + 3.09z <= 662.64
3.21x + 9.64y + 3.22z <= 539.63
-3.05x + -4.19y + 5.03z <= 483.32
0.62x + -5.41y + -0.52z <= 238.47
-9.01x + -5.0y + -2.32z <= 107.02
3.51x + -4.29y + -6.44z <= 953.87
3.88x + -4.58y + -7.46z <= 131.72
-7.43x + -7.24y + 0.64z <= 441.76
-2.18x + 4.1y + -1.53z <= 637.29
-6.45x + -6.66y + -6.36z <= 733.83
-9.2x + 2.63y + 0.54z <= 637.27
-3.52x + 5.47y + -0.23z <= 125.69
-5.17x + -2.95y + -7.49z <= 910.95
-8.08x + 7.46y + 8.09z <= 977.68
-8.73x + -1.4y + -7.19z <= 124.03
-0.86x + -5.58y + -5.01z <= 291.2
-3.74x + 5.13y + -4.11z <= 101.21
-9.87x + 8.73y + 6.78z <= 635.85
-8.3x + 2.03y + -1.44z <= 408.51
2.56x + -4.47y + -7.75z <= 532.57
-1.52x + -4.94y + 4.31z <= 537.96
-3.83x + -1.15y + -1.1z <= 255.59
4.32x + -4.78y + 3.55z <= 729.35
-2.91x + -4.18y + -7.45z <= 276.28
-4.83x + -8.13y + -2.47z <= 135.4
-0.53x + -2.54y + 5.72z <= 628.19
3.01x + 8.25y + 2.16z <= 435.65
-1.33x + -9.9y + -3.34z <= 867.41
-1.5x + -7.57y + 0.32z <= 794.74
8.75x + 1.55y + 1.91z <= 859.21
-5.77x + 3.9y + -2.64z <= 292.87
-9.84x + 1.53y + -3.48z <= 690.9
2.59x + -4.7y + 8.66z <= 969.77
-8.71x + 4.32y + -9.77z <= 206.97
-8.02x + -9.89y + -0.86z <= 856.9
-1.12x + 3.79y + -4.61z <= 529.85
0.8x + 8.99y + -5.21z <= 593.86
-2.18x + -9.66y + -1.52z <= 398.33
-4.4x + 2.72y + -3.54z <= 169.29
0.75x + 4.28y + 7.0z <= 994.82
4.96x + -0.62y + 6.91z <= 516.46
-9.15x + -9.84y + 5.92z <= 601.87
6.54x + -8.46y + -7.83z <= 530.3
4.33x + -7.4y + -7.28z <= 275.31
9.1x + 7.34y + 5.97z <= 677.56
5.5x + -4.87y + 3.07z <= 936.72
9.13x + 4.09y + 6.82z <= 394.68
-5.53x + -8.21y + 5.37z <= 895.38
-1.54x + 8.16y + 7.93z <= 308.61
-6.53x + 8.1y + 1.0z <= 331.85
9.21x + -3.32y + -5.24z <= 130.64
-7.07x + 2.13y + 1.69z <= 665.95
-6.34x + 8.58y + 7.77z <= 716.07
8.5x + -9.13y + 7.72z <= 749.87
9.49x + -7.14y + -8.67z <= 280.52
3.8x + -5.21y + -2.98z <= 649.89
-3.85x + -3.74y + 3.44z <= 444.25
-6.41x + -7.37y + 6.77z <= 935.66
-8.56x + -0.73y + 6.56z <= 195.7
6.84x + -4.14y + -2.82z <= 419.44
-3.22x + 6.44y + 4.71z <= 718.17
-5.26x + -1.45y + -0.56z <= 376.51
3.77x + 0.26y + -1.45z <= 937.43
-7.57x + -4.69y + 8.69z <= 423.13
7.96x + 9.5y + -5.8z <= 528.69
-6.2x + 7.78y + 9.46z <= 769.84
-0.39x + -0.95y + -2.65z <= 903.04
2.49x + -6.95y + -6.1z <= 150.03
0.2x + 9.61y + -1.98z <= 248.94
8.93x + -7.13y + -9.84z <= 283.85
4.83x + -8.65y + 0.47z <= 971.22
9.6x + 9.07y + 5.21z <= 183.33
2.14x + 5.24y + -3.68z <= 225.49
-6.26x + 7.77y + -0.62z <= 221.29
-0.65x + -4.73y + -5.25z <= 334.4
-6.13x + -6.74y + -4.88z <= 257.25
-4.7x + -2.1y + 0.56z <= 214.31
-7.1x + 4.54y + 4.93z <= 847.47
-3.65x + 5.01y + 7.35z <= 739.84
-2.59x + 6.55y + -9.51z <= 371.99
-1.53x + 0.58y + -0.34z <= 203.58
-3.6x + 2.96y + 1.08z <= 494.8
0.4x + 3.68y + -7.82z <= 982.1
-1.07x + -7.37y + -7.53z <= 134.62
9.77x + -5.09y + -6.08z <= 560.95
-2.87x + -0.89y + 4.2z <= 870.59
5.48x + 7.95y + 9.29z <= 645.45
-0.67x + 3.85y + 0.8z <= 459.48
-0.89x + -9.33y + -9.81z <= 782.25
-6.27x + -2.59y + 9.32z <= 387.47
4.96x + 3.03y + -1.57z <= 172.05
-2.97x + -3.83y + 9.07z <= 413.87
7.74x + -4.42y + -2.56z <= 426.52
-7.06x + -7.91y + -7.83z <= 886.5
1.97x + 0.76y + -3.55z <= 732.77
-6.71x + -8.51y + -2.77z <= 302.24
-4.83x + -0.91y + 9.65z <= 652.69
9.63x + -8.89y + -5.53z <= 655.39
-3.09x + 2.06y + -0.02z <= 440.43
1.65x + -6.42y + 1.8z <= 847.96
-3.3x + 7.75y + -6.83z <= 420.19
-9.7x + -9.47y + -7.65z <= 208.4
-5.69x + 5.29y + 3.01z <= 749.87
1.78x + -0.25y + 6.73z <= 615.26
-4.59x + 5.98y + 1.93z <= 890.75
-8.33x + -7.2y + -4.44z <= 384.69
6.08x + -3.17y + -1.38z <= 444.3
1.93x + -5.52y + 6.24z <= 138.36
-1.74x + -8.28y + -8.92z <= 278.73
2.61x + -7.96y + -9.88z <= 369.67
-5.99x + -9.53y + -9.32z <= 128.52
7.52x + -4.2y + -8.39z <= 681.56
8.3x + 1.07y + -3.57z <= 789.76
-3.31x + 8.74y + 8.69z <= 575.82
-2.88x + -1.74y + -6.01z <= 594.31
5.61x + 0.38y + -3.08z <= 794.61
3.7x + -1.94y + -6.34z <= 514.07
-0.84x + -9.11y + -8.79z <= 662.74
-4.41x + -0.79y + 4.83z <= 325.22
4.99x + -1.1y + 1.21z <= 674.65
0.16x + -5.15y + 7.48z <= 575.63
-2.85x + 7.01y + 9.06z <= 275.93
-0.89x + -5.84y + 8.61z <= 901.4
2.95x + -0.83y + -7.13z <= 173.98
8.48x + 7.91y + -7.67z <= 443.87
1.85x + 5.61y + 3.99z <= 310.31
-3.01x + -3.85y + -1.1z <= 777.03
2.56x + -2.73y + 6.75z <= 798.65
-1.84x + 2.51y + 9.41z <= 276.1
4.61x + 7.06y + -8.03z <= 308.71
-9.3x + -5.3y + -9.64z <= 481.36
0.87x + -5.55y + 3.16z <= 305.36
-6.7x + -2.31y + 1.35z <= 313.38
6.32x + 4.72y + -3.96z <= 247.65
-3.73x + 8.86y + 8.69z <= 522.64
-1.14x + -2.13y + -2.65z <= 356.05
2.6x + -2.15y + -7.17z <= 347.92
-2.89x + 9.2y + -2.39z <= 964.46
9.46x + 0.96y + 7.51z <= 516.12
0.59x + -2.4y + -7.75z <= 852.69
-0.78x + 3.49y + 8.77z <= 573.88
6.29x + 6.31y + -1.88z <= 644.3
-5.5x + -4.62y + 9.19z <= 418.48
-5.6x + -2.5y + -3.51z <= 889.35
7.43x + -6.84y + -9.99z <= 997.29
-7.32x + -7.67y + 1.67z <= 519.88
0.88x + 5.41y + -6.86z <= 524.84
6.34x + 5.56y + -3.97z <= 812.66
-8.74x + 9.73y + 3.13z <= 572.38
1.21x + -1.19y + 1.52z <= 927.67
8.04x + -0.76y + 4.1z <= 752.08
1.03x + 8.01y + 0.34z <= 535.49
-8.25x + 6.02y + 6.9z <= 824.06
-3.23x + 8.85y + 6.27z <= 889.11
9.68x + -2.77y + -2.63z <= 277.98
-7.12x + -8.86y + -4.68z <= 436.32
7.47x + 6.42y + -5.79z <= 861.4
-7.13x + -8.01y + -0.51z <= 390.2
-1.43x + 8.96y + -3.74z <= 251.09
-6.54x + 7.88y + 1.0z <= 283.33
8.55x + -2.14y + -0.04z <= 668.49
-5.09x + -7.34y + 4.7z <= 485.36
-5.13x + 2.25y + -1.21z <= 195.63
4.21x + -8.49y + -7.19z <= 376.57
-7.79x + -9.92y + -4.5z <= 293.74
-9.38x + -4.92y + 7.47z <= 604.24
-3.47x + -2.11y + -1.27z <= 165.19
-9.32x + -6.14y + -8.98z <= 352.4
3.79x + -3.15y + 7.26z <= 699.09
1.63x + -2.18y + -2.36z <= 500.62
3.89x + 8.74y + 2.94z <= 672.22
-2.19x + 8.39y + 8.32z <= 236.58
4.95x + 0.69y + 2.17z <= 143.15
3.13x + 5.59y + -9.7z <= 733.83
6.63x + 5.54y + -8.0z <= 752.81
-7.61x + -2.85y + 8.6z <= 639.05
7.92x + -9.98y + -2.95z <= 377.97
9.26x + 2.32y + -5.56z <= 840.55
6.96x + -2.63y + 1.6z <= 946.68
0.66x + 1.18y + -0.04z <= 677.9
4.86x + -2.07y + -2.9z <= 557.89
9.47x + 4.51y + -0.72z <= 638.69
-9.37x + -9.56y + 8.3z <= 373.33
9.09x + -0.71y + 4.89z <= 574.5
-5.25x + -0.75y + 6.95z <= 454.58
6.38x + -4.82y + 1.32z <= 465.74
-3.75x + -0.12y + -6.02z <= 141.67
-7.12x + 6.21y + 4.13z <= 554.98
4.54x + 6.04y + -6.41z <= 475.43
-4.59x + -9.26y + 0.16z <= 441.62
9.01x + 1.83y + -7.35z <= 309.11
-8.31x + -0.58y + -0.92z <= 992.3
2.49x + -0.06y + -2.32z <= 631.32
-4.18x + 3.2y + -7.82z <= 744.18
-6.38x + -7.34y + -2.26z <= 886.79
-8.94x + 7.13y + -5.94z <= 778.43
7.02x + 2.54y + 2.44z <= 166.42
2.57x + -1.0y + 4.88z <= 388.65
1.6x + -2.28y + 4.18z <= 125.74
-8.38x + -3.33y + 5.94z <= 537.16
-0.78x + 5.07y + -6.09z <= 653.24
-2.29x + -7.18y + 7.37z <= 564.77
-0.14x + -6.89y + -6.85z <= 160.69
-7.35x + 6.91y + 0.47z <= 831.58
-6.51x + -7.08y + -5.27z <= 800.04
-0.98x + 3.86y + 4.41z <= 400.29
2.23x + 6.03y + 9.71z <= 540.96
-6.64x + 6.12y + -7.2z <= 195.3
-6.9x + 5.4y + 9.18z <= 404.53
-4.06x + -2.64y + -5.35z <= 640.63
-4.24x + 6.76y + 5.88z <= 697.49
0.91x + 2.48y + 2.6z <= 920.64
-7.19x + 4.87y + -9.46z <= 956.7
-0.79x + -6.81y + -8.66z <= 265.83
2.09x + -2.05y + -0.01z <= 758.29
6.31x + 3.95y + 9.16z <= 451.5
-0.28x + -2.15y + 8.35z <= 375.46
3.11x + -0.21y + -4.87z <= 971.8
1.99x + 8.86y + -3.53z <= 725.55
1.91x + -6.71y + -8.94z <= 637.82
2.55x + 1.51y + -8.58z <= 731.32
3.54x + 6.57y + 7.47z <= 501.85
6.13x + -6.27y + 2.11z <= 610.37
8.52x + -0.93y + -7.19z <= 358.78
6.68x + 5.29y + 0.91z <= 391.87
-5.29x + -2.42y + 3.87z <= 414.87
-7.08x + 0.18y + -6.43z <= 748.49
-7.49x + 3.84y + -3.89z <= 843.9
