max 4.33x + 3.98y + 6.22z
9.61x + 0.98y + 4.46z <= 131.25
-3.6x + -5.64y + 1.09z <= 719.02
3.73x + 8.05y + -8.56z <= 581.2
-7.47x + -3.8y + -7.97z <= 537.54
-2.99x + -8.86y + 3.35z <= 722.15
4.35x + -2.06y + 6.4z <= 614.27
1.6x + 3.18y + 8.07z <= 900.62
-0.71x + 7.87y + 5.39z <= 689.27
2.37x + -0.48y + -1.68z <= 515.16
0.83x + -6.19y + 4.28z <= 200.08
-0.26x + 1.66y + -6.38z <= 801.85
4.47x + 3.1y + -2.94z <= 801.21
6.39x + 9.77y + 6.81z <= 441.28
-4.88x + -4.19y + -1.41z <= 230.88
5.14x + -7.96y + 1.43z <= 904.09
-0.09x + 0.19y + -2.46z <= 811.87
0.41x + -4.41y + -0.11z <= 852.88
4.88x + -8.63y + -3.28z <= 431.85
8.06x + 5.78y + -3.09z <= 968.41
2.18x + 9.95y + -0.58z <= 818.24
-0.56x + 2.65y + 3.83z <= 338.46
6.67x + -5.47y + 4.43z <= 605.18
-2.08x + 4.55y + 7.8z <= 866.18
-3.86x + -8.4y + 6.61z <= 715.83
0.7x + -3.48y + 0.47z <= 654.36
0.24x + 4.38y + -9.84z <= 658.8
-8.22x + -8.26y + 3.37z <= 748.58
-0.74x + 0.7y + -2.32z <= 747.49
-5.31x + 9.9y + 2.69z <= 699.12
-5.9x + -2.7y + -0.26z <= 940.29
-6.0x + -4.95y + -4.52z <= 396.35
-3.75x + -3.17y + 0.97z <= 439.24
-0.35x + 1.67y + -9.08z <= 170.3
4.35x + -7.21y + -0.21z <= 669.93
9.89x + 4.43y + 3.26z <= 534.95
4.23x + -7.73y + -5.96z <= 224.65
0.76x + -7.34y + -8.63z <= 701.6
-9.48x + -1.75y + -0.64z <= 634.01
-7.47x + -5.31y + 7.34z <= 596.95
8.57x + -4.94y + 0.7z <= 775.67
4.9x + -8.98y + 3.82z <= 126.21
5.68x + -7.75y + -7.37z <= 644.67
7.03x + -5.08y + -1.51z <= 133.41
-6.81x + -3.77y + 7.09z <= 965.31
5.43x + 5.59y + 4.44z <= 626.55
7.7x + -6.68y + -6.89z <= 374.67
7.67x + 9.23y + 0.76z <= 307.06
1.44x + -6.92y + -6.74z <= 407.8
2.31x + -4.81y + -2.72z <= 952.89
5.15x + -8.26y + 4.24z <= 969.34
7.32x + -3.92y + -7.25z <= 394.26
-4.28x + -7.19y + 9.36z <= 683.82
3.24x + 6.73y + 0.95z <= 202.76
4.96x + 7.51y + -1.22z <= 609.48
-2.73x + -1.08y + 2.21z <= 455.32
-4.96x + 9.82y + -4.75z <= 112.93
-9.78x + -4.24y + 7.62z <= 687.23
5.25x + -2.57y + 8.4z <= 956.03
-2.6x + -1.02y + -9.84z <= 300.37
7.74x + -2.16y + 8.74z <= 816.95
-2.66x + -0.43y + -3.21z <= 345.31
7.76x + -8.29y + -7.71z <= 566.39
7.7x + 9.35y + 6.07z <= 119.03
-4.65x + -2.4y + 9.56z <= 520.5
-6.5x + 5.83y + -5.9z <= 869.5
2.5x + -8.89y + 2.16z <= 580.95
-2.7x + 0.6y + 7.3z <= 703.48
9.97x + -1.99y + -6.38z <= 629.98
3.93x + -4.36y + 3.46z <= 448.35
-6.7x + 4.69y + 2.8z <= 651.62
-7.39x + 9.49y + 1.18z <= 361.71
-5.15x + 7.65y + 9.79z <= 337.44
7.71x + 9.27y + 0.86z <= 678.94
8.0x + 8.41y + -0.52z <= 277.14
-0.14x + 2.09y + -4.59z <= 446.86
-3.06x + -6.46y + 4.48z <= 953.33
-6.49x + -9.4y + 2.3z <= 952.93
7.53x + 7.9y + 1.97z <= 608.56
-2.63x + 7.64y + -4.96z <= 907.9
-4.03x + 6.79y + 2.32z <= 327.07
-1.01x + -4.26y + -9.19z <= 217.47
4.46x + -6.2y + 6.61z <= 255.01
1.25x + 9.09y + -9.07z <= 640.52
6.98x + 2.52y + 7.77z <= 288.7
-1.97x + 1.27y + 4.55z <= 332.41
8.45x + -6.94y + -7.69z <= 507.88
-0.25x + 2.77y + 9.31z <= 523.46
-9.26x + 6.45y + -5.86z <= 996.25
3.96x + 8.13y + 0.83z <= 201.25
6.69x + -2.15y + 6.09z <= 124.15
1.99x + 7.09y + -0.8z <= 769.37
-0.04x + 9.92y + 1.96z <= 889.36
5.57x + 4.4y + -4.55z <= 109.58
4.1x + -7.7y + 0.84z <= 949.26
7.06x + -4.53y + 2.68z <= 775.16
7.91x + -5.5y + -8.83z <= 737.7
1.84x + -5.02y + 3.43z <= 147.35
9.16x + 5.1y + -8.34z <= 727.05
7.79x + 9.78y + 9.23z <= 306.48
8.47x + 1.04y + 9.08z <= 468.04
6.26x + -4.21y + -0.88z <= 370.81
0.21x + -2.91y + -0.28z <= 740.23
-3.54x + -1.99y + 7.28z <= 770.02
1.91x + -0.63y + 9.92z <= 783.97
8.73x + 1.07y + -3.67z <= 160.01
-4.57x + 2.08y + -9.87z <= 769.73
-0.12x + -4.44y + -6.73z <= 125.75
-6.74x + -4.99y + -8.69z <= 524.17
2.79x + 3.84y + -4.56z <= 344.06
-9.13x + -2.55y + 8.8z <= 762.44
-8.45x + -4.04y + -4.83z <= 619.94
2.62x + 3.68y + -8.98z <= 386.26
-3.05x + 5.87y + -0.91z <= 186.88
-1.21x + 1.16y + 3.6z <= 515.41
2.08x + -3.11y + 4.22z <= 741.64
-9.22x + 1.33y + -8.02z <= 458.98
-6.01x + -4.86y + -8.68z <= 613.08
7.42x + 1.91y + -5.44z <= 869.99
8.43x + 7.15y + 9.61z <= 371.6
8.55x + -9.13y + 6.69z <= 551.79
-9.58x + 5.08y + 0.49z <= 828.83
-3.41x + -2.88y + 2.65z <= 472.9
6.57x + 2.87y + -6.92z <= 978.61
-2.44x + -2.68y + 8.09z <= 446.2
-2.02x + 7.04y + 7.86z <= 811.3
7.32x + -0.82y + -8.06z <= 561.79
7.68x + 6.77y + -7.01z <= 694.89
-6.1x + -4.89y + 5.04z <= 748.48
0.61x + -8.78y + -0.14z <= 906.77
7.54x + 9.78y + -6.1z <= 436.74
4.88x + 8.45y + 0.05z <= 968.17
-9.29x + -2.92y + 8.47z <= 831.96
-8.14x + -3.66y + -9.37z <= 974.22
9.21x + 5.14y + -5.55z <= 747.32
-8.31x + 4.86y + 1.33z <= 948.11
1.11x + 0.82y + -8.07z <= 280.93
-6.31x + 0.97y + -4.45z <= 825.98
5.89x + -3.74y + 1.5z <= 642.71
8.0x + -5.56y + -4.32z <= 805.62
-5.99x + -3.22y + 5.48z <= 131.93
-2.95x + 1.47y + 5.31z <= 638.42
2.41x + -3.6y + 9.14z <= 194.14
-7.37x + 9.06y + -1.77z <= 341.41
-9.4x + -5.4y + 6.24z <= 301.42
4.0x + -3.29y + -4.16z <= 277.09
-4.7x + 9.44y + 2.78z <= 142.88
2.07x + 6.48y + 0.62z <= 709.67
8.26x + 5.42y + -1.93z <= 949.08
-7.37x + 2.26y + 1.85z <= 397.18
6.94x + -7.3y + -5.23z <= 853.87
-7.45x + 7.49y + -9.32z <= 559.02
-6.24x + 2.06y + 2.61z <= 471.71
0.74x + 5.77y + -5.85z <= 951.74
-0.4x + -9.66y + -8.43z <= 277.63
9.0x + -7.82y + -4.58z <= 573.61
-4.53x + -6.37y + -8.73z <= 569.14
4.39x + -7.49y + -4.15z <= 379.76
-3.1x + 3.22y + -3.78z <= 480.98
2.41x + -4.03y + -2.98z <= 239.78
2.91x + 6.97y + 0.09z <= 426.59
-2.54x + 1.73y + -3.76z <= 411.2
-3.57x + 9.06y + -4.9z <= 865.53
0.02x + 3.79y + 2.44z <= 372.48
9.85x + 0.02y + 8.34z <= 337.32
-7.01x + -8.13y + 5.9z <= 347.63
0.23x + 3.1y + -6.8z <= 524.55
-6.9x + -8.47y + -6.32z <= 895.72
8.58x + -4.51y + -3.09z <= 642.6
-0.81x + 5.39y + 0.85z <= 820.13
9.88x + -2.63y + 4.82z <= 861.65
-2.93x + 7.85y + -0.39z <= 182.6
1.19x + 2.36y + 1.56z <= 781.73
-8.23x + 4.21y + 9.63z <= 117.34
-0.11x + 2.45y + 3.89z <= 765.45
0.12x + -2.24y + 0.8z <= 917.96
-3.81x + -0.73y + 7.22z <= 562.42
-1.98x + -3.19y + 3.13z <= 633.1
8.76x + 2.17y + -5.93z <= 475.11
-8.33x + -5.69y + -7.08z <= 412.48
0.44x + 1.43y + -4.47z <= 792.46
0.55x + -9.94y + 5.94z <= 883.14
-7.45x + 3.65y + 2.66z <= 283.76
7.22x + -5.75y + -8.46z <= 261.52
-2.98x + 1.27y + 9.17z <= 843.35
-4.44x + 2.79y + 5.38z <= 760.88
5.02x + -4.98y + 1.19z <= 632.41
-2.11x + 3.77y + 1.45z <= 528.02
8.27x + -9.26y + 8.05z <= 580.55
1.06x + -2.3y + 6.59z <= 186.22
0.64x + 2.41y + -0.44z <= 937.33
-2.24x + -3.61y + -4.13z <= 733.64
-7.75x + -4.57y + 6.77z <= 452.69
7.51x + -6.15y + -7.98z <= 227.04
8.14x + 9.73y + -9.99z <= 202.49
-4.02x + -8.15y + -4.54z <= 477.88
-6.29x + 3.85y + 5.18z <= 223.29
-2.4x + -9.59y + -2.56z <= 789.39
-9.13x + 2.87y + -1.75z <= 222.75
-5.84x + -8.89y + 2.64z <= 436.81
3.0x + -0.04y + -9.85z <= 366.75
-4.51x + 2.87y + -7.03z <= 205.79
-0.25x + -3.36y + 1.73z <= 172.05
-0.31x + 2.45y + 0.08z <= 636.25
-8.35x + -6.21y + 4.3z <= 533.66
5.26x + 0.74y + -5.03z <= 188.46
8.97x + 1.93y + 3.4z <= 482.44
-9.23x + 2.6y + 6.53z <= 308.94
-7.53x + -3.06y + 8.04z <= 136.55
-4.91x + 0.7y + 9.91z <= 641.3
-1.76x + 1.32y + -4.66z <= 642.27
5.42x + 7.53y + 8.02z <= 645.0
-1.55x + 8.13y + -5.57z <= 557.11
3.96x + 7.11y + -8.71z <= 714.38
8.52x + -8.78y + 1.46z <= 218.73
5.4x + 8.46y + -7.76z <= 319.34
-8.29x + -4.95y + -0.37z <= 789.47
9.48x + -6.76y + -3.46z <= 496.53
1.25x + 2.1y + 5.93z <= 471.53
-0.53x + 4.98y + 8.51z <= 738.21
9.44x + 9.83y + -6.96z <= 611.82
-2.7x + 0.04y + 1.34z <= 907.76
-1.21x + 4.98y + 4.83z <= 412.34
-9.98x + 5.33y + -2.94z <= 623.09
0.91x + -2.48y + -6.13z <= 760.41
8.01x + 9.12y + -5.24z <= 876.98
8.68x + -2.42y + 1.52z <= 322.31
-9.95x + -2.7y + -7.3z <= 585.8
2.58x + -0.1y + 2.54z <= 175.68
1.66x + -7.32y + 4.18z <= 735.79
1.67x + -6.33y + -2.65z <= 164.26
0.37x + 8.29y + 7.88z <= 759.83
5.0x + -1.73y + -5.0z <= 436.06
-9.4x + 6.4y + -3.66z <= 328.26
-7.05x + 0.67y + 3.37z <= 973.27
9.3x + -9.89y + -3.63z <= 633.83
2.44x + -2.83y + -0.81z <= 349.32
-1.24x + 5.15y + -8.02z <= 422.63
4.56x + 1.42y + 3.02z <= 995.05
4.67x + -9.31y + -0.53z <= 175.51
9.18x + 8.1y + 0.42z <= 116.05
-4.53x + -3.25y + 1.56z <= 758.15
1.74x + -1.07y + 5.82z <= 728.11
-7.94x + -9.73y + 1.0z <= 261.46
8.82x + 9.29y + 5.47z <= 355.22
-9.77x + -2.15y + -8.54z <= 964.77
-1.96x + 9.57y + -9.16z <= 711.7
-8.79x + -7.3y + 3.68z <= 709.97
3.99x + -5.15y + 8.01z <= 305.1
4.99x + 3.75y + -5.16z <= 738.94
-8.84x + 6.28y + 9.64z <= 287.01
9.23x + 5.4y + -4.92z <= 507.98
-9.21x + 3.34y + -7.46z <= 712.85
-6.24x + 8.67y + 2.29z <= 609.37
8.88x + -2.19y + -8.05z <= 407.02
3.85x + 3.3y + 0.24z <= 457.93
-6.51x + 7.74y + 9.22z <= 724.03
-9.85x + 1.46y + 7.79z <= 564.05
2.5x + -6.69y + 5.07z <= 830.46
-4.31x + 0.76y + 8.82z <= 513.14
-4.21x + 3.42y + 6.56z <= 813.61
-7.47x + 2.52y + 7.54z <= 681.18
-7.51x + -9.73y + 5.95z <= 218.76
7.35x + 3.38y + -9.65z <= 462.52
3.13x + -0.02y + 3.88z <= 457.42
6.69x + -5.26y + -3.38z <= 341.52
-5.77x + 2.85y + 9.34z <= 901.39
-1.58x + 6.03y + -2.4z <= 641.01
8.31x + -7.66y + -5.49z <= 419.19
1.49x + 8.64y + -6.42z <= 673.34
-2.77x + 9.92y + -2.77z <= 277.97
-5.75x + -6.21y + 4.08z <= 377.89
4.58x + 3.06y + 6.0z <= 689.99
-1.14x + -4.41y + -9.44z <= 797.55
-0.23x + 3.76y + 2.4z <= 515.68
-5.11x + 5.0y + 3.93z <= 315.61
-1.88x + 5.15y + -0.22z <= 127.76
2.05x + 7.25y + -9.63z <= 107.68
6.31x + 1.57y + 7.38z <= 390.97
2.18x + 8.67y + 9.55z <= 847.14
-5.01x + -6.67y + 0.48z <= 312.48
5.64x + 3.51y + 1.93z <= 215.55
-4.23x + 9.15y + -4.85z <= 807.56
5.24x + 6.31y + 6.71z <= 234.71
2.48x + -1.95y + 8.21z <= 361.19
5.74x + 8.94y + -6.45z <= 279.99
8.18x + 3.18y + 7.85z <= 199.8
-1.62x + -3.87y + 9.41z <= 495.52
7.49x + -7.33y + -9.93z <= 689.48
1.59x + -3.14y + -2.85z <= 915.82
-7.33x + -2.13y + -8.66z <= 513.05
0.62x + 8.12y + 1.32z <= 873.35
-9.82x + -6.87y + 9.15z <= 492.7
-3.16x + -1.45y + 0.33z <= 627.42
4.45x + -2.33y + 8.29z <= 593.44
-7.14x + 7.12y + -5.63z <= 460.45
0.53x + -9.05y + -5.55z <= 312.54
-2.58x + -7.65y + 5.44z <= 194.95
7.23x + -1.48y + -1.43z <= 851.9
-6.64x + 2.04y + 1.61z <= 539.12
6.5x + -6.96y + 8.36z <= 245.3
5.53x + 9.25y + -5.81z <= 506.03
3.31x + 8.57y + -2.57z <= 830.85
1.38x + -3.69y + 4.81z <= 576.38
0.56x + 0.08y + 9.91z <= 362.91
-0.65x + 4.46y + -3.38z <= 404.76
-9.27x + 9.72y + 8.63z <= 561.48
6.5x + 4.36y + 6.85z <= 351.19
4.08x + -9.58y + -5.25z <= 741.39
1.1x + -2.86y + -0.11z <= 632.1
4.55x + -9.51y + -7.67z <= 730.09
3.29x + 1.23y + 0.23z <= 723.42
1.35x + -2.34y + -6.32z <= 770.55
6.49x + 8.91y + -9.37z <= 482.96
-9.06x + -5.19y + -7.2z <= 185.6
-5.63x + 9.36y + -7.39z <= 685.61
0.06x + -8.96y + 7.54z <= 729.55
9.67x + -6.12y + -4.99z <= 453.35
7.53x + -6.71y + -6.87z <= 921.73
-5.33x + -2.48y + -3.38z <= 719.51
6.12x + -3.43y + 8.12z <= 549.53
-7.78x + 0.42y + 8.68z <= 456.6
-5.73x + 6.29y + 8.7z <= 987.8
8.35x + 0.52y + 9.08z <= 292.05
-4.9x + -5.61y + -7.49z <= 487.35
1.23x + 7.86y + 1.48z <= 284.17
6.81x + -5.94y + 1.35z <= 713.81
-1.33x + -2.86y + 8.41z <= 351.83
-5.43x + 5.34y + -8.58z <= 161.98
1.36x + -1.89y + -6.54z <= 715.76
0.55x + -6.18y + 7.86z <= 370.75
-4.87x + 5.92y + 5.62z <= 901.8
-2.92x + -3.87y + 1.31z <= 487.0
-2.69x + 1.22y + -8.68z <= 571.55
5.93x + 8.01y + 8.03z <= 294.21
-9.98x + -0.83y + 1.76z <= 833.78
3.24x + -5.46y + 4.65z <= 550.91
-3.4x + -2.56y + -0.17z <= 717.93
9.46x + -7.94y + 0.7z <= 672.77
-6.4x + 2.43y + 2.09z <= 202.18
1.91x + -1.75y + -9.21z <= 817.84
-1.88x + 2.0y + 4.25z <= 466.45
1.65x + 0.96y + 8.18z <= 270.99
2.56x + -8.56y + 7.67z <= 192.51
-2.8x + -4.18y + -8.57z <= 167.62
0.49x + 5.53y + 7.78z <= 673.37
-2.95x + 7.2y + 2.54z <= 410.07
2.51x + 4.48y + 5.19z <= 533.47
-3.65x + 0.34y + -7.03z <= 221.06
-1.54x + 5.4y + 0.11z <= 908.46
1.05x + 8.55y + -2.1z <= 324.37
-6.91x + 2.83y + 2.17z <= 385.6
0.11x + 5.76y + -4.24z <= 610.87
4.7x + 3.16y + -9.77z <= 567.92
-9.82x + 7.21y + -8.07z <= 551.29
-0.24x + 3.9y + -0.59z <= 686.2
9.64x + -0.92y + 1.0z <= 399.29
7.33x + 6.61y + 4.88z <= 502.79
5.46x + -1.03y + 7.64z <= 830.79
-1.9x + -8.48y + 7.78z <= 202.58
-5.09x + -7.92y + -8.13z <= 882.68
4.98x + 7.09y + -6.14z <= 726.61
1.97x + -9.77y + 3.03z <= 443.02
-4.09x + -0.52y + -4.73z <= 740.74
-0.75x + 4.62y + 3.16z <= 219.22
0.49x + 6.34y + 0.22z <= 730.57
6.94x + 9.29y + -8.48z <= 269.85
0.16x + -0.67y + 2.2z <= 400.39
2.48x + 7.32y + 3.73z <= 945.71
2.61x + 6.19y + -9.92z <= 773.67
3.77x + 7.2y + 0.12z <= 796.78
-3.52x + 4.71y + -1.61z <= 810.12
4.45x + -1.79y + -8.17z <= 676.65
-6.63x + 6.31y + 1.46z <= 310.91
-7.11x + 3.55y + -2.15z <= 987.85
4.12x + 8.89y + 1.14z <= 422.74
1.07x + -4.07y + -3.21z <= 928.36
-3.68x + 5.09y + 4.34z <= 240.8
6.42x + 1.57y + -0.55z <= 510.73
-1.35x + 6.95y + 0.84z <= 742.9
-2.52x + -7.03y + 8.83z <= 404.94
-4.84x + -7.52y + -3.98z <= 438.15
-2.51x + -7.33y + -0.13z <= 721.56
3.09x + -1.08y + 1.66z <= 923.7
-7.31x + 4.24y + 6.45z <= 417.72
3.46x + -6.33y + 6.82z <= 686.31
-5.68x + -2.61y + 3.92z <= 858.21
4.32x + -6.95y + -6.74z <= 374.09
8.83x + 8.26y + -0.97z <= 546.67
-6.74x + -6.56y + -1.83z <= 806.8
-8.79x + 4.19y + 1.62z <= 937.82
3.97x + -8.54y + -6.6z <= 693.95
5.84x + -7.47y + -8.29z <= 259.53
9.78x + 3.17y + 7.78z <= 106.37
1.3x + 2.69y + 6.66z <= 887.6
-7.59x + -2.03y + 0.93z <= 629.32
2.14x + 2.23y + -0.47z <= 857.41
-0.24x + 2.72y + -9.92z <= 872.01
-0.46x + 8.12y + 8.62z <= 241.75
-2.69x + -6.92y + -4.16z <= 823.65
2.5x + -6.22y + 8.61z <= 884.99
7.35x + -5.94y + 8.96z <= 143.12
-5.76x + 0.67y + 4.69z <= 818.38
-3.44x + 3.98y + -9.61z <= 274.46
-3.29x + 8.97y + 9.44z <= 823.82
3.93x + -0.4y + 9.04z <= 606.82
3.02x + -9.02y + -6.75z <= 187.99
-7.73x + -4.23y + 0.83z <= 460.44
8.23x + 7.59y + -7.94z <= 680.58
9.87x + -2.91y + 6.97z <= 210.78
-5.87x + 2.81y + 4.1z <= 607.05
0.95x + 6.86y + -0.26z <= 207.71
2.42x + -7.53y + 3.15z <= 494.51
7.45x + -5.18y + -7.7z <= 482.88
7.08x + -3.6y + -4.12z <= 757.16
-4.96x + -0.59y + 5.82z <= 239.71
2.45x + 9.78y + 5.71z <= 353.61
-7.77x + 9.57y + -4.89z <= 301.28
-9.05x + -5.82y + 4.0z <= 895.91
-0.18x + 4.23y + -7.64z <= 125.09
1.51x + -5.75y + -2.07z <= 379.57
-2.08x + -6.11y + -6.78z <= 497.05
-2.68x + 8.99y + -8.35z <= 988.58
-9.34x + -6.44y + 3.84z <= 589.7
-3.79x + -8.63y + -9.73z <= 787.58
9.29x + 1.88y + 9.51z <= 344.16
9.01x + 4.58y + -9.15z <= 782.73
-8.97x + 0.56y + 9.7z <= 166.63
1.74x + 7.55y + -0.34z <= 866.29
-5.37x + 9.3y + 7.3z <= 892.79
8.98x + 1.91y + 9.61z <= 685.39
-3.93x + 3.31y + 8.68z <= 532.68
9.61x + 4.74y + -1.09z <= 330.14
0.81x + -0.5y + -5.31z <= 429.09
-2.51x + 8.38y + 8.24z <= 155.39
-5.69x + 9.5y + 4.24z <= 378.36
6.61x + 3.12y + 3.88z <= 994.86
6.53x + 4.18y + -7.86z <= 772.08
-7.01x + -1.66y + -6.61z <= 162.14
-4.43x + 7.01y + 4.76z <= 615.81
6.81x + -4.31y + -9.44z <= 527.52
-9.81x + -4.04y + 7.86z <= 551.64
-7.39x + 0.2y + 6.6z <= 372.67
-2.03x + -9.78y + -2.82z <= 133.89
-5.83x + 5.87y + 3.72z <= 334.06
2.13x + -5.71y + -0.21z <= 404.58
-6.2x + 3.77y + 6.98z <= 678.12
-9.36x + 0.99y + 0.48z <= 743.83
2.01x + 3.77y + 8.46z <= 866.76
3.28x + 0.39y + 1.58z <= 537.93
-2.84x + -9.9y + -8.67z <= 802.28
-8.59x + -7.91y + 4.75z <= 509.52
-2.48x + -4.29y + -9.82z <= 250.15
4.91x + -9.08y + -4.42z <= 383.91
7.58x + -1.08y + -5.2z <= 154.44
2.94x + 8.45y + 3.93z <= 657.27
2.84x + 0.86y + -4.4z <= 661.08
7.09x + 2.03y + 1.2z <= 758.7
3.06x + -1.42y + 7.69z <= 722.27
-7.76x + -3.35y + 5.62z <= 727.44
5.89x + -8.35y + -3.87z <= 416.01
5.55x + -1.3y + 3.12z <= 135.3
-9.57x + -9.58y + 8.12z <= 647.55
-6.2x + -6.89y + 0.46z <= 779.34
7.04x + 2.5y + -6.39z <= 665.32
2.07x + -6.46y + 2.99z <= 329.88
-4.63x + -4.37y + 1.72z <= 170.29
-1.25x + 7.23y + -3.15z <= 640.29
-6.52x + -5.66y + 0.76z <= 144.32
-6.95x + -2.88y + -9.22z <= 351.88
-9.41x + -0.6y + -2.56z <= 971.96
-0.32x + 8.87y + 3.12z <= 601.87
-3.11x + -7.4y + -8.26z <= 425.74
8.96x + 6.16y + 5.48z <= 460.42
4.48x + 6.11y + 8.19z <= 415.32
-9.23x + -3.35y + -7.75z <= 106.73
-5.19x + -7.26y + -9.69z <= 503.56
3.44x + -2.98y + 3.36z <= 393.14
-9.87x + 8.55y + 6.74z <= 427.36
7.84x + -7.39y + -0.48z <= 512.93
-0.34x + -7.55y + 3.46z <= 814.47
9.2x + 5.22y + 2.17z <= 390.46
5.12x + 9.94y + -8.72z <= 862.85
-8.43x + 1.01y + -7.4z <= 143.91
-7.55x + -6.77y + 1.34z <= 384.14
2.93x + -4.12y + 8.14z <= 619.8
7.58x + -5.73y + 2.66z <= 563.01
-1.35x + 8.73y + 6.2z <= 348.86
-0.77x + 3.17y + 5.07z <= 232.76
-7.95x + -4.58y + -9.95z <= 996.12
6.83x + -9.31y + -4.06z <= 564.49
-6.1x + 6.88y + -8.57z <= 231.7
3.89x + 3.56y + -9.68z <= 452.68
3.41x + -2.52y + -7.56z <= 794.24
4.32x + -5.87y + -3.44z <= 617.81
6.4x + -8.15y + -5.08z <= 428.44
3.54x + 0.99y + -9.31z <= 472.03
6.4x + -5.36y + -3.82z <= 946.32
-7.12x + -4.38y + 8.92z <= 636.99
-5.28x + 0.1y + -6.06z <= 933.68
5.83x + 7.33y + 9.61z <= 517.28
-2.68x + 1.72y + -4.33z <= 790.33
-6.82x + 9.26y + -6.82z <= 674.85
8.87x + -1.64y + -6.29z <= 460.81
-8.98x + -1.56y + 1.69z <= 338.55
-2.49x + -1.89y + 3.66z <= 397.68
-4.02x + -7.95y + -1.86z <= 879.58
6.24x + -5.91y + 2.34z <= 417.31
1.15x + -0.09y + -0.54z <= 886.49
-9.51x + -1.1y + -0.38z <= 331.35
8.81x + 4.14y + -4.35z <= 178.5
-2.76x + -3.72y + 9.65z <= 746.29
4.3x + -7.89y + 5.62z <= 198.38
-2.14x + 9.45y + -5.67z <= 914.58
-3.87x + 6.29y + -6.97z <= 664.46
-2.45x + 2.17y + 7.95z <= 536.03
-2.75x + -4.9y + -5.97z <= 994.15
-5.83x + 4.03y + 7.62z <= 309.52
0.25x + 0.93y + -9.89z <= 420.06
-6.14x + -3.94y + 7.61z <= 118.5
-3.18x + -4.81y + -7.67z <= 454.64
-2.76x + 5.63y + -8.77z <= 682.76
-0.69x + -1.13y + 9.67z <= 242.9
3.16x + -4.78y + 5.97z <= 967.55
-9.41x + 5.32y + 6.13z <= 556.76
-0.52x + -7.52y + -9.93z <= 382.33
1.54x + 3.06y + -8.88z <= 378.19
-5.81x + -9.16y + -8.53z <= 792.74
3.54x + -3.66y + 6.46z <= 431.92
-9.94x + -2.85y + 9.26z <= 368.13
-5.05x + 5.73y + -6.55z <= 856.37
5.8x + 2.23y + -8.65z <= 123.41
7.52x + -0.78y + -9.32z <= 253.77
-2.95x + 5.9y + -2.51z <= 939.35
-8.32x + -2.6y + 4.86z <= 954.74
2.74x + -0.57y + -7.74z <= 566.01
-0.16x + -7.2y + -3.46z <= 644.65
-9.66x + 2.65y + -6.52z <= 272.62
-2.55x + 3.52y + -3.43z <= 382.29
-6.72x + -3.72y + 6.58z <= 185.64
-7.97x + -7.71y + -0.99z <= 463.5
7.11x + -0.54y + -6.21z <= 506.34
-2.32x + 4.41y + 3.05z <= 345.51
-6.29x + -4.79y + 0.27z <= 212.73
7.68x + -1.16y + 6.17z <= 416.08
2.83x + 3.62y + -7.17z <= 421.23
5.0x + 8.69y + 1.02z <= 420.93
3.39x + 0.79y + 2.13z <= 820.69
3.19x + -2.46y + -7.56z <= 215.46
-6.04x + 5.42y + -6.42z <= 490.87
1.81x + -5.9y + -10.0z <= 465.45
4.83x + 6.85y + 8.5z <= 751.4
9.27x + 7.37y + 2.26z <= 904.02
-7.53x + 8.05y + -9.2z <= 974.8
4.14x + 7.09y + -3.2z <= 504.16
6.53x + -3.86y + -9.23z <= 188.83
-6.53x + -0.33y + -3.84z <= 411.11
-5.58x + -0.11y + -1.88z <= 631.09
-7.2x + 3.07y + -6.96z <= 720.76
3.22x + 0.69y + -5.03z <= 292.29
-9.73x + 9.34y + 9.62z <= 710.67
-0.95x + -6.81y + -3.69z <= 182.12
8.94x + 2.63y + -4.67z <= 191.77
8.35x + 8.57y + -1.19z <= 385.16
1.2x + -0.51y + -9.09z <= 735.49
-4.56x + -3.74y + -1.69z <= 158.81
1.79x + 5.18y + 5.11z <= 278.07
8.08x + 3.11y + 5.26z <= 896.76
-7.83x + 1.2y + 1.37z <= 283.42
-2.18x + 6.11y + -9.43z <= 109.28
8.96x + -5.57y + 7.9z <= 834.38
7.6x + -5.5y + 8.71z <= 231.88
6.19x + -9.02y + 5.71z <= 836.38
6.21x + -3.71y + 7.23z <= 501.83
8.94x + 1.91y + 4.02z <= 915.51
-2.82x + -7.43y + -7.62z <= 303.61
-0.23x + -5.11y + -6.92z <= 455.99
9.12x + 6.03y + -8.14z <= 527.53
-9.94x + -1.69y + 3.62z <= 155.62
2.25x + -3.88y + -6.5z <= 308.54
3.84x + 7.84y + -9.76z <= 411.83
9.39x + 1.77y + 6.93z <= 411.55
-4.9x + -5.55y + -9.47z <= 724.59
6.87x + 1.16y + -0.76z <= 325.56
0.06x + 9.15y + 2.17z <= 632.71
3.49x + 2.35y + -5.98z <= 576.27
5.4x + -2.29y + -8.46z <= 923.48
1.06x + -5.73y + -0.23z <= 460.69
1.67x + -8.85y + -6.43z <= 229.25
0.16x + -8.12y + -7.02z <= 246.9
4.76x + -3.41y + -0.76z <= 787.58
-3.18x + -0.48y + 5.28z <= 733.21
-6.32x + 5.57y + 4.29z <= 893.3
-7.39x + -9.41y + 7.67z <= 982.6
-6.39x + 9.77y + 7.26z <= 872.02
-6.64x + 7.17y + -7.64z <= 551.47
