max -9.19x + -8.95y + 2.64z
-5.18x + 7.07y + -9.85z <= 136.64
-6.2x + 1.24y + 6.6z <= 195.07
-6.97x + 1.53y + -2.08z <= 977.31
-5.04x + -1.2y + -3.49z <= 465.12
-4.27x + 3.62y + 2.69z <= 991.9
8.73x + 2.11y + 6.91z <= 493.67
-1.96x + -8.24y + 4.98z <= 108.12
1.04x + 6.68y + 3.42z <= 711.53
9.19x + 7.67y + -0.31z <= 366.79
4.81x + -4.14y + -2.89z <= 498.44
-4.13x + 9.62y + 0.65z <= 232.17
6.33x + 1.87y + -6.88z <= 161.22
4.6x + -0.62y + 4.76z <= 751.34
-3.18x + -8.69y + -7.85z <= 706.87
3.15x + 3.61y + -9.76z <= 420.62
-8.79x + -5.28y + -3.75z <= 372.9
-1.61x + 4.89y + -6.46z <= 238.59
-9.0x + 3.03y + 8.32z <= 663.26
-6.53x + 3.98y + 4.48z <= 493.9
0.21x + 1.89y + -6.81z <= 703.98
8.95x + -5.22y + -7.87z <= 130.54
-5.81x + 4.95y + -5.94z <= 554.76
-0.24x + 1.05y + -6.0z <= 780.48
-7.4x + -2.93y + 0.23z <= 184.66
5.57x + -5.02y + 8.56z <= 968.49
1.27x + 0.2y + -6.93z <= 204.66
5.56x + -6.86y + -7.96z <= 873.04
-1.8x + -5.68y + -6.35z <= 642.51
-1.18x + 2.47y + -5.58z <= 194.7
-6.77x + 3.03y + 6.82z <= 916.75
-4.44x + 5.37y + 2.64z <= 234.29
3.83x + 7.57y + -7.31z <= 749.57
-1.97x + -1.75y + 3.81z <= 945.49
-1.1x + -0.38y + -5.94z <= 169.46
-4.85x + 7.0y + -7.1z <= 902.74
4.57x + -7.71y + 6.28z <= 871.37
-6.98x + 2.43y + -4.46z <= 692.04
-1.95x + 5.04y + 8.02z <= 901.33
3.05x + -2.54y + 7.84z <= 105.57
1.21x + 8.97y + -3.22z <= 641.91
-2.31x + -5.7y + 3.45z <= 584.54
5.23x + 8.64y + 5.25z <= 729.24
4.89x + -6.78y + -4.02z <= 740.69
-9.69x + -7.61y + -8.79z <= 976.24
-6.1x + -1.55y + -4.64z <= 669.8
3.27x + -1.05y + 0.85z <= 651.61
-5.45x + -2.51y + -0.66z <= 353.04
6.03x + 4.53y + 6.92z <= 339.14
-2.58x + -1.73y + -8.5z <= 556.83
1.63x + -4.08y + -2.51z <= 994.81
-1.72x + 8.51y + -1.74z <= 759.79
0.32x + -2.84y + -5.54z <= 599.26
8.69x + 9.16y + -6.91z <= 261.97
-4.29x + 5.21y + -4.04z <= 795.86
-2.92x + -0.56y + -6.53z <= 786.92
6.34x + 8.52y + -4.7z <= 520.35
-0.33x + -5.37y + 2.53z <= 588.51
2.3x + -9.68y + -2.66z <= 183.56
-5.48x + -7.6y + 9.67z <= 960.77
-5.22x + 2.96y + -4.82z <= 846.37
9.19x + 0.92y + 5.31z <= 433.12
-7.12x + -6.05y + 2.06z <= 916.03
3.22x + -6.53y + -2.92z <= 608.89
3.08x + -3.5y + -9.52z <= 537.66
7.9x + 0.66y + -1.88z <= 661.86
7.87x + 1.41y + -2.33z <= 499.68
3.47x + -7.84y + -3.75z <= 499.62
-7.38x + -0.28y + -4.78z <= 568.8
4.22x + 9.49y + 9.89z <= 142.38
1.83x + -6.03y + 3.05z <= 866.23
7.34x + -2.65y + 9.56z <= 714.06
8.37x + 3.07y + 9.72z <= 577.09
-9.05x + -1.82y + 6.95z <= 353.32
-4.49x + -3.65y + 2.1z <= 447.78
2.94x + 3.06y + 3.33z <= 294.54
-8.67x + -7.27y + -2.62z <= 986.61
9.84x + -8.45y + -3.72z <= 978.66
2.31x + 3.99y + -0.4z <= 238.5
7.27x + 6.45y + -8.45z <= 753.39
-5.76x + -0.12y + 4.5z <= 413.05
0.76x + 4.09y + 2.82z <= 165.09
8.8x + -5.25y + -9.01z <= 279.08
7.79x + 9.74y + 3.08z <= 703.44
-2.75x + 4.6y + 7.33z <= 247.78
-9.24x + 5.12y + -4.07z <= 851.74
-7.66x + -1.19y + 8.13z <= 545.02
-3.63x + 7.79y + 9.57z <= 804.1
-8.9x + 3.36y + -1.91z <= 188.9
3.48x + 4.92y + -3.87z <= 301.51
9.05x + 6.17y + 1.15z <= 361.98
1.53x + -3.09y + 7.42z <= 978.41
9.69x + -0.09y + 4.75z <= 894.29
-4.88x + 7.38y + 7.97z <= 446.44
0.53x + -3.28y + 9.21z <= 949.49
5.56x + -8.81y + -9.37z <= 569.39
-9.68x + -8.02y + 6.9z <= 750.84
8.0x + -9.15y + -8.6z <= 713.91
-3.98x + 3.74y + 3.94z <= 458.44
5.87x + -4.81y + 4.57z <= 980.91
2.23x + 6.56y + -4.27z <= 641.89
-9.7x + -8.91y + 8.9z <= 194.22
6.19x + 4.52y + 2.56z <= 791.17
-0.2x + 4.96y + -1.99z <= 604.46
1.75x + 4.66y + -6.47z <= 603.09
-9.35x + 5.54y + 2.5z <= 865.07
2.32x + 6.96y + 3.19z <= 438.29
-9.86x + -3.49y + 6.67z <= 739.07
9.92x + -5.48y + 9.61z <= 474.57
-2.11x + -0.65y + -5.7z <= 136.05
8.45x + 1.0y + -0.29z <= 183.62
-5.67x + -7.12y + -9.35z <= 422.15
9.11x + 2.9y + -2.88z <= 209.29
3.05x + 8.84y + -7.42z <= 414.55
5.23x + 4.14y + 3.02z <= 700.65
-2.73x + 2.91y + -6.66z <= 224.65
3.04x + -6.88y + -9.77z <= 487.65
4.18x + 4.59y + -4.41z <= 680.44
4.78x + -4.85y + 10.0z <= 336.01
7.54x + 3.0y + 6.39z <= 308.13
-5.47x + -2.01y + 0.09z <= 494.94
-4.87x + 9.31y + 4.34z <= 836.25
0.42x + 9.68y + -0.32z <= 611.08
-6.87x + -6.12y + -2.55z <= 919.35
-2.88x + 3.96y + 2.56z <= 734.91
-1.9x + -7.52y + 5.09z <= 172.14
-7.52x + 7.34y + 6.46z <= 558.89
-2.76x + 4.91y + 2.05z <= 328.29
8.19x + -4.34y + 3.35z <= 568.8
-2.75x + 8.88y + -0.2z <= 228.22
-7.96x + 0.62y + 9.71z <= 688.55
-2.44x + 1.25y + -9.78z <= 663.24
-9.07x + 8.12y + 4.68z <= 822.69
-3.91x + -7.29y + 9.73z <= 931.91
-6.33x + -7.12y + -4.09z <= 970.31
-2.79x + -0.85y + -7.59z <= 739.62
2.75x + 0.9y + 3.64z <= 912.8
9.05x + -1.55y + 2.0z <= 770.42
-4.95x + 4.35y + 5.48z <= 548.81
-5.37x + -4.56y + -5.15z <= 324.6
5.51x + -5.68y + 5.82z <= 860.44
2.76x + -6.5y + -4.91z <= 729.77
0.68x + -6.73y + 7.54z <= 272.7
2.49x + -9.76y + 9.19z <= 505.82
-9.81x + -9.1y + 8.02z <= 601.31
-8.79x + 4.9y + -2.01z <= 897.56
-5.52x + -3.04y + 7.5z <= 879.05
-2.43x + -6.01y + 9.59z <= 564.23
-2.06x + -4.88y + -4.45z <= 857.52
-5.97x + -2.19y + 9.51z <= 542.96
-8.5x + -8.64y + -6.91z <= 476.91
9.64x + 6.23y + 0.37z <= 443.98
-9.64x + -3.77y + 5.85z <= 503.91
5.69x + 5.09y + 0.4z <= 244.82
-7.4x + -5.45y + -7.23z <= 545.41
-6.28x + 4.67y + 2.19z <= 989.74
2.66x + 9.37y + 1.55z <= 328.81
-6.43x + 9.26y + -2.32z <= 158.63
6.28x + 5.84y + 1.49z <= 497.07
2.63x + -7.77y + -6.27z <= 555.55
-7.54x + -2.54y + 2.93z <= 950.81
-5.8x + -2.75y + 5.34z <= 979.01
5.23x + -6.03y + 5.76z <= 454.63
0.19x + 2.6y + -7.62z <= 895.64
-9.25x + -5.86y + -5.86z <= 453.15
-3.0x + -1.22y + -2.94z <= 243.55
2.78x + -7.86y + 5.13z <= 130.29
4.28x + -3.04y + -5.43z <= 563.41
6.7x + -8.59y + -8.0z <= 761.1
6.88x + 6.04y + -0.09z <= 884.78
-4.74x + 1.32y + -3.97z <= 764.17
-7.67x + -8.35y + -6.89z <= 843.05
-0.59x + -2.74y + 7.5z <= 534.22
-8.99x + 2.32y + -5.78z <= 854.51
5.63x + 5.53y + -0.53z <= 905.38
1.76x + -1.6y + -9.7z <= 660.73
-2.7x + -1.85y + -9.9z <= 770.32
3.26x + 6.99y + -3.75z <= 720.65
-0.58x + 1.74y + 8.69z <= 177.82
5.21x + -2.89y + -7.32z <= 329.29
8.91x + 5.58y + -0.44z <= 185.0
0.15x + 3.17y + 8.49z <= 766.88
-7.51x + -1.07y + -9.4z <= 101.48
1.92x + 9.44y + 0.6z <= 110.94
7.13x + 4.28y + 3.46z <= 338.69
5.62x + -8.09y + -4.02z <= 561.44
-9.1x + 1.51y + 7.11z <= 393.02
5.22x + -4.7y + -0.75z <= 321.7
3.63x + 5.96y + -3.23z <= 365.15
3.27x + 4.27y + -9.41z <= 395.12
-5.36x + -7.98y + 5.38z <= 265.63
2.38x + -1.06y + -6.09z <= 934.46
-5.83x + 5.55y + -4.77z <= 112.98
9.58x + 1.78y + -1.72z <= 239.8
-1.67x + 3.32y + 9.96z <= 711.58
6.48x + -4.43y + -8.07z <= 734.25
-9.51x + 1.12y + 1.95z <= 347.04
2.72x + -4.16y + -1.55z <= 434.82
-1.71x + 2.23y + -2.76z <= 600.2
4.58x + -5.0y + -2.92z <= 770.06
4.72x + 6.16y + -4.38z <= 891.86
4.66x + 9.02y + 3.83z <= 264.26
0.28x + 1.02y + -8.79z <= 984.5
6.8x + 6.91y + 8.92z <= 260.06
3.0x + -7.65y + 4.32z <= 108.22
-9.98x + -6.95y + -4.73z <= 925.75
9.14x + -4.63y + 0.5z <= 329.48
5.73x + -9.77y + -6.83z <= 517.21
7.23x + 8.59y + -4.26z <= 612.94
5.55x + -9.57y + 1.97z <= 868.85
-6.28x + -1.74y + 9.2z <= 197.36
5.78x + -5.56y + 0.11z <= 318.96
-6.8x + 8.58y + 5.22z <= 348.33
3.18x + 9.87y + -3.11z <= 750.79
2.13x + -1.62y + -2.5z <= 173.63
8.62x + 7.1y + 0.4z <= 941.16
9.46x + -9.66y + -9.01z <= 266.83
0.48x + 3.13y + -7.48z <= 460.06
-6.48x + -3.48y + 2.86z <= 442.83
5.45x + -5.86y + 4.57z <= 654.34
-6.01x + 8.54y + -0.28z <= 361.9
-8.06x + 2.57y + 4.74z <= 980.53
-1.25x + -4.5y + -4.92z <= 532.5
-3.72x + -7.33y + -4.02z <= 490.05
-6.37x + -8.31y + 1.64z <= 175.38
-6.64x + -6.73y + 7.37z <= 498.07
7.21x + -4.9y + 8.92z <= 471.09
7.93x + 0.18y + 3.71z <= 966.15
1.96x + -0.08y + -5.83z <= 141.82
7.18x + -1.89y + 6.05z <= 484.16
4.54x + 0.07y + 7.6z <= 385.42
-9.68x + 0.45y + -2.23z <= 692.71
-8.09x + -6.55y + -4.21z <= 642.67
4.61x + 0.53y + -9.12z <= 323.07
-0.45x + 0.66y + -6.75z <= 686.68
-6.21x + -1.46y + -9.3z <= 531.21
-3.96x + -3.7y + -9.39z <= 513.47
5.29x + -0.33y + 9.77z <= 118.32
-0.97x + -6.7y + 2.81z <= 628.78
-4.74x + 9.32y + -6.54z <= 784.9
-1.17x + 3.41y + -1.42z <= 738.97
3.83x + 1.04y + 9.82z <= 758.95
-4.99x + 9.45y + 5.92z <= 718.83
-0.65x + 1.64y + 2.83z <= 260.21
7.72x + 0.12y + 2.37z <= 941.59
-9.7x + -6.1y + 2.45z <= 206.04
-3.75x + 1.94y + -1.27z <= 193.96
6.83x + -1.15y + 6.6z <= 224.42
-9.76x + 6.12y + 8.07z <= 569.73
-9.99x + -2.96y + 6.98z <= 905.67
5.47x + -0.79y + -6.27z <= 273.1
-3.59x + 4.16y + 7.97z <= 684.94
5.69x + 4.35y + 5.92z <= 975.14
4.8x + -7.99y + -9.22z <= 676.88
-3.27x + 2.14y + 0.95z <= 276.33
-5.33x + 9.47y + -2.56z <= 731.93
-5.35x + -5.21y + -7.16z <= 672.51
-6.05x + -1.05y + 7.17z <= 191.36
5.68x + 2.22y + -7.51z <= 872.3
-0.35x + -3.83y + -5.19z <= 127.48
6.63x + 4.68y + -6.95z <= 473.21
7.34x + 9.78y + -1.73z <= 257.37
6.17x + 7.8y + 8.62z <= 813.81
-8.47x + -0.86y + -8.66z <= 437.92
-2.11x + -1.33y + 2.72z <= 320.9
-7.2x + -4.92y + 3.03z <= 455.84
-7.09x + -4.93y + -8.95z <= 101.48
-7.94x + -6.51y + -0.64z <= 476.5
0.86x + 3.24y + 4.59z <= 265.1
-3.53x + 1.42y + -1.8z <= 833.15
4.97x + 9.25y + 0.07z <= 933.47
6.54x + -4.42y + -9.71z <= 424.09
-6.13x + 7.65y + -1.5z <= 509.02
-4.03x + 0.58y + -3.42z <= 537.23
-5.78x + 9.58y + 6.91z <= 843.6
-4.55x + 5.12y + 4.86z <= 207.88
-2.46x + 3.83y + -8.34z <= 584.92
1.99x + -3.34y + -6.34z <= 446.74
-6.96x + 2.52y + -4.72z <= 105.89
-8.82x + -2.93y + -0.17z <= 751.01
-8.15x + 3.24y + 4.72z <= 750.55
-9.76x + 8.99y + 9.23z <= 257.54
-3.64x + -7.02y + -3.02z <= 179.34
-1.73x + 9.2y + -6.02z <= 468.41
6.47x + -5.19y + -5.24z <= 634.44
7.77x + -7.86y + 5.69z <= 505.53
-6.44x + 9.56y + -0.45z <= 339.98
5.27x + -4.81y + 2.49z <= 725.48
1.1x + 2.96y + -4.23z <= 340.24
-3.22x + 6.42y + 8.9z <= 846.21
-0.88x + -9.78y + 6.53z <= 169.77
-7.04x + -9.56y + -7.36z <= 595.18
-0.84x + -4.43y + -6.43z <= 984.95
-3.62x + 6.6y + -6.25z <= 572.33
-1.16x + -7.98y + -0.12z <= 509.09
-9.69x + 7.92y + -3.33z <= 830.23
9.13x + -8.24y + 7.6z <= 166.42
-4.03x + -8.15y + 2.76z <= 283.91
-9.04x + 4.59y + 3.47z <= 549.51
3.52x + 8.54y + -7.0z <= 371.18
7.37x + 8.22y + -4.95z <= 893.25
4.55x + 5.11y + -7.12z <= 683.79
-3.32x + -8.2y + -4.67z <= 768.97
-2.64x + -0.34y + -7.86z <= 885.0
1.9x + -4.99y + 1.87z <= 500.2
-6.7x + 8.4y + -8.29z <= 100.06
-3.35x + 4.15y + 1.63z <= 765.24
2.98x + 1.45y + -8.73z <= 659.51
0.89x + -7.26y + -1.2z <= 410.8
-6.67x + 6.63y + -8.46z <= 749.94
3.57x + 0.19y + 1.08z <= 440.33
2.38x + -8.7y + -0.99z <= 426.61
2.46x + 7.51y + -7.21z <= 611.31
6.84x + -9.44y + 7.49z <= 621.42
0.27x + 5.98y + -0.05z <= 656.5
1.91x + 0.02y + -9.96z <= 411.33
-0.95x + 5.14y + 3.93z <= 542.59
-8.5x + 0.55y + 2.49z <= 506.72
-0.82x + -5.14y + 5.46z <= 602.72
-6.04x + 1.27y + 1.13z <= 748.48
4.17x + 5.63y + -9.18z <= 585.37
-2.35x + -4.66y + 1.06z <= 760.03
-0.05x + -8.82y + -3.64z <= 223.85
6.09x + 2.06y + -4.46z <= 343.7
3.0x + 7.49y + -2.37z <= 124.13
-0.59x + 0.68y + -1.43z <= 927.14
-1.76x + -5.56y + 8.93z <= 271.51
0.43x + 4.24y + -0.21z <= 842.69
-4.72x + -1.35y + -7.33z <= 529.61
6.1x + -5.49y + 3.98z <= 359.73
-3.91x + 3.19y + -7.27z <= 643.92
7.35x + -8.88y + 3.42z <= 997.71
-7.47x + -8.46y + -6.49z <= 664.26
5.34x + 8.94y + -8.99z <= 167.14
-5.29x + 5.56y + 5.04z <= 126.69
-6.23x + 9.02y + -1.88z <= 613.83
6.11x + 7.29y + -0.18z <= 446.35
-5.33x + 8.1y + 6.17z <= 181.12
2.97x + -7.25y + -9.59z <= 799.33
-9.81x + 0.07y + -8.39z <= 585.04
2.73x + -7.47y + -5.51z <= 451.23
2.86x + 5.0y + 0.48z <= 902.95
-5.0x + 9.28y + -5.59z <= 549.87
2.91x + 2.04y + 3.48z <= 958.11
1.88x + -1.84y + 4.97z <= 963.28
-9.66x + 5.65y + -3.52z <= 888.48
7.02x + -6.24y + -1.42z <= 195.53
-3.51x + 6.03y + 2.94z <= 481.83
2.64x + 7.51y + -4.06z <= 176.25
5.74x + -4.3y + 3.8z <= 373.07
-3.66x + -6.86y + 2.9z <= 589.62
6.48x + -9.93y + 5.21z <= 310.27
3.14x + -7.32y + -0.26z <= 120.94
-3.4x + 3.12y + 9.46z <= 134.42
-7.39x + 4.41y + -0.52z <= 340.93
-3.74x + -5.21y + 3.35z <= 878.41
4.57x + 7.65y + 4.1z <= 428.05
-2.46x + -8.38y + 2.09z <= 141.69
9.79x + 4.8y + 4.8z <= 172.34
7.68x + -9.17y + 5.35z <= 447.07
3.58x + -8.66y + 8.05z <= 777.35
7.7x + -9.4y + -4.75z <= 316.59
1.63x + -3.59y + 9.83z <= 123.97
5.68x + 7.89y + 7.7z <= 264.23
2.71x + 0.92y + -1.62z <= 142.94
6.36x + 0.9y + -7.3z <= 840.51
3.07x + -4.34y + 5.37z <= 634.1
-9.77x + 4.67y + -5.91z <= 799.66
-0.82x + 7.77y + 6.47z <= 941.32
0.97x + 4.53y + -7.21z <= 453.68
-2.29x + 0.59y + 5.5z <= 375.61
6.42x + -0.95y + 1.83z <= 730.39
1.26x + -8.59y + -4.2z <= 658.77
0.52x + 4.22y + 4.98z <= 383.23
2.81x + 7.4y + -6.92z <= 572.83
-6.03x + -9.61y + -0.81z <= 916.27
0.66x + -9.28y + 2.03z <= 558.25
-4.9x + -2.31y + -5.65z <= 595.39
-0.61x + -6.44y + -6.05z <= 187.39
2.77x + 0.34y + -1.36z <= 816.95
-9.88x + 2.81y + 9.91z <= 489.01
-6.46x + 9.14y + -0.95z <= 358.78
6.98x + 5.69y + 1.17z <= 748.65
7.99x + 8.95y + -1.03z <= 985.24
2.85x + -6.64y + -4.38z <= 362.61
3.05x + -3.56y + 6.6z <= 581.94
2.75x + -9.27y + -1.38z <= 422.43
-6.1x + 6.74y + -2.93z <= 569.25
8.36x + -7.7y + -3.29z <= 123.33
-4.02x + -5.34y + 0.49z <= 958.42
5.99x + 1.41y + 7.37z <= 293.16
0.42x + 3.55y + 7.76z <= 403.94
-6.87x + 4.53y + -6.89z <= 614.56
3.69x + 1.75y + 1.24z <= 657.86
7.57x + 0.88y + -4.95z <= 307.42
-0.02x + 8.45y + -2.69z <= 339.52
8.04x + -5.95y + -2.05z <= 253.23
-9.1x + -5.19y + 4.83z <= 895.52
1.5x + -8.61y + -9.0z <= 863.11
9.26x + 5.92y + -0.72z <= 654.63
8.76x + 5.56y + -2.96z <= 907.05
-5.9x + -8.54y + 6.5z <= 184.09
-6.91x + 5.4y + 8.43z <= 890.02
-3.43x + -3.99y + -3.17z <= 512.5
0.69x + 8.6y + -9.22z <= 224.93
9.88x + -6.87y + 9.95z <= 639.1
9.41x + -2.73y + 8.79z <= 307.13
-2.0x + -1.3y + 6.87z <= 625.68
-6.36x + -8.42y + -1.15z <= 403.79
-4.35x + 0.5y + -9.02z <= 571.28
-6.53x + 1.99y + 3.68z <= 263.39
8.83x + -5.41y + -1.21z <= 276.55
2.83x + -6.32y + 7.01z <= 620.5
7.86x + 7.97y + -3.18z <= 776.05
6.82x + -6.61y + -8.81z <= 449.5
-3.14x + 9.85y + 2.12z <= 229.77
4.45x + 1.7y + 3.95z <= 767.45
4.48x + -1.41y + 5.7z <= 809.21
3.15x + -2.18y + 8.64z <= 958.96
9.14x + -7.13y + 7.94z <= 378.74
-3.54x + -5.89y + -9.7z <= 401.3
-5.31x + 9.37y + -3.22z <= 478.94
-4.46x + 8.06y + -5.25z <= 917.48
-9.01x + -9.18y + -3.2z <= 637.24
-5.75x + 9.72y + -7.88z <= 250.95
6.2x + -4.67y + -9.54z <= 229.08
-5.5x + -9.74y + -3.55z <= 585.72
-4.9x + 3.47y + -7.69z <= 607.57
-6.0x + 4.74y + -8.27z <= 731.94
2.59x + 1.35y + -2.06z <= 367.85
4.3x + 6.95y + -1.98z <= 723.88
0.72x + -0.11y + 4.39z <= 205.33
-6.01x + 1.42y + 9.32z <= 234.82
-2.54x + 8.44y + -1.34z <= 433.15
-4.94x + -0.22y + -8.28z <= 801.92
-3.41x + -1.51y + -5.57z <= 134.27
8.55x + -6.65y + 5.3z <= 252.39
4.18x + -2.27y + -2.31z <= 177.15
-3.39x + 8.36y + -1.85z <= 785.89
-9.37x + 7.87y + 3.35z <= 203.55
-8.33x + 1.99y + -9.65z <= 194.23
-6.97x + -3.31y + 5.21z <= 121.79
-8.39x + -0.86y + -9.64z <= 752.13
8.39x + 6.42y + -9.88z <= 334.33
-5.44x + 5.65y + -3.24z <= 408.72
4.56x + -0.25y + 4.3z <= 677.65
9.86x + 8.72y + -4.74z <= 234.31
5.79x + -3.1y + -4.69z <= 357.73
-5.55x + 2.17y + 1.06z <= 820.5
-7.35x + 4.06y + 8.42z <= 484.08
0.3x + -8.76y + -5.74z <= 539.61
2.08x + 8.19y + -8.42z <= 164.59
-2.34x + -1.01y + 4.39z <= 596.78
1.37x + -5.6y + 0.87z <= 348.22
-7.36x + -8.94y + -0.6z <= 159.47
-2.16x + -2.36y + 0.85z <= 237.99
0.7x + -4.81y + 2.94z <= 355.35
3.39x + 2.12y + 5.36z <= 580.51
1.74x + -9.86y + 4.4z <= 446.13
-5.68x + 6.61y + 5.92z <= 824.83
-0.5x + -1.04y + -4.63z <= 739.03
-3.38x + 0.17y + 0.77z <= 843.26
-9.09x + 3.74y + 6.27z <= 271.27
-2.02x + -8.76y + 0.73z <= 163.23
1.44x + -1.92y + -2.32z <= 320.87
-8.93x + -9.06y + -2.46z <= 264.19
-7.89x + 9.62y + 3.92z <= 499.62
-2.2x + -4.52y + 0.12z <= 587.64
-8.98x + 1.27y + 3.48z <= 865.63
6.53x + -3.4y + -2.29z <= 527.94
5.55x + -3.28y + 4.17z <= 433.22
-1.28x + 9.78y + 1.78z <= 684.82
-7.2x + -3.99y + 2.94z <= 583.92
-7.57x + -4.79y + -0.45z <= 738.26
9.88x + -8.39y + -6.89z <= 241.97
6.66x + -3.51y + -7.28z <= 819.97
9.17x + -4.74y + 6.69z <= 453.15
0.09x + 7.81y + 3.64z <= 850.99
5.91x + 5.18y + -7.04z <= 166.43
6.95x + 8.79y + -8.7z <= 406.94
-4.74x + -8.41y + -5.18z <= 882.05
-7.09x + -4.54y + -7.06z <= 745.42
-4.89x + -9.12y + 4.79z <= 506.17
-8.96x + 3.21y + -8.5z <= 475.27
-5.55x + 7.12y + -2.64z <= 825.63
2.35x + -6.31y + 2.29z <= 505.58
7.57x + -1.1y + 1.94z <= 648.89
3.29x + -7.34y + -9.55z <= 662.54
7.2x + 4.49y + 9.33z <= 750.31
5.61x + 7.72y + 7.99z <= 740.76
-8.45x + 0.69y + -3.11z <= 722.26
3.85x + -2.72y + 4.23z <= 709.39
-4.11x + 3.4y + -0.48z <= 854.02
4.93x + -3.12y + 9.44z <= 539.5
-9.46x + -7.44y + 7.46z <= 754.46
-6.18x + -9.8y + -7.7z <= 122.99
-0.04x + -1.84y + -9.34z <= 474.94
8.31x + 5.69y + 2.36z <= 640.35
8.22x + 1.52y + 2.65z <= 361.21
-5.88x + 6.16y + -8.49z <= 545.18
6.34x + 4.52y + -4.05z <= 323.98
9.19x + -9.52y + 6.56z <= 986.09
-5.73x + 8.24y + -7.54z <= 492.81
-6.64x + 8.94y + -0.13z <= 803.13
-4.11x + 2.23y + -4.91z <= 124.64
7.06x + -0.1y + 8.6z <= 866.79
-1.0x + 2.28y + -4.03z <= 479.7
6.45x + -9.52y + 1.51z <= 282.5
-7.94x + 3.4y + -8.02z <= 100.89
0.18x + 8.25y + -9.59z <= 557.8
7.97x + -4.52y + -7.7z <= 811.61
-5.42x + 2.35y + 8.99z <= 360.71
-1.61x + -9.54y + -3.42z <= 418.6
-9.92x + -1.72y + 9.32z <= 172.86
9.96x + -4.76y + -7.06z <= 140.93
-1.08x + -0.45y + 8.48z <= 599.24
-5.96x + 2.95y + -8.1z <= 525.24
-1.91x + 3.64y + 2.17z <= 836.87
2.45x + 4.53y + 1.45z <= 409.01
7.95x + 5.88y + 9.87z <= 183.34
-2.45x + 2.25y + -2.43z <= 238.62
4.75x + 4.6y + -4.95z <= 812.15
-7.42x + -6.35y + -9.51z <= 164.63
-7.08x + -3.48y + -9.37z <= 282.24
-0.55x + 7.34y + 9.17z <= 456.46
-2.66x + 8.87y + 4.72z <= 789.42
-6.52x + -5.35y + 5.43z <= 713.73
-9.8x + -7.52y + -5.95z <= 529.41
-9.99x + -5.61y + 8.78z <= 680.26
-3.31x + -6.0y + 6.54z <= 104.68
5.59x + -2.51y + 3.1z <= 299.59
3.22x + 2.34y + 3.27z <= 950.95
-1.88x + -4.93y + -7.2z <= 786.23
2.39x + 9.03y + -2.11z <= 701.59
3.36x + -9.05y + 5.82z <= 301.79
0.54x + 3.89y + -0.35z <= 690.64
-0.08x + -6.61y + -4.38z <= 927.25
-9.06x + 4.77y + 8.32z <= 780.54
-7.08x + -9.64y + -4.04z <= 978.24
8.03x + -0.78y + 8.4z <= 419.62
4.04x + -0.62y + -7.84z <= 953.49
-5.4x + -1.48y + -6.73z <= 810.22
6.22x + 5.72y + -6.83z <= 847.72
-1.61x + 8.94y + -6.54z <= 674.88
6.25x + -7.3y + 1.81z <= 895.31
-8.97x + 5.02y + 1.65z <= 968.19
1.88x + -1.48y + 7.31z <= 164.04
-3.19x + 4.38y + 2.54z <= 150.51
-9.67x + 0.43y + 7.32z <= 929.3
9.05x + 9.16y + -3.64z <= 259.29
4.45x + 9.36y + 4.67z <= 895.45
7.02x + 7.43y + -0.12z <= 954.73
-4.1x + 8.0y + -8.2z <= 797.53
-8.29x + -8.02y + 6.58z <= 321.68
5.48x + 2.63y + 0.41z <= 572.46
2.6x + 8.56y + 0.32z <= 409.57
2.97x + -2.34y + -9.1z <= 488.59
5.97x + -1.08y + -9.21z <= 973.57
4.94x + -8.86y + 0.47z <= 969.69
4.87x + 4.97y + 6.45z <= 424.33
0.78x + 5.35y + -4.14z <= 249.07
9.39x + 1.67y + 3.83z <= 953.63
0.28x + -6.78y + 9.94z <= 443.66
-4.18x + -4.11y + 8.29z <= 543.23
-3.17x + 8.79y + 4.7z <= 165.22
7.52x + -8.98y + -6.55z <= 228.31
-3.01x + 0.34y + 6.77z <= 133.8
1.66x + 0.1y + 4.33z <= 389.28
-2.57x + -8.88y + -2.0z <= 771.46
-2.77x + 3.73y + 4.24z <= 536.01
-5.69x + -9.94y + 6.76z <= 156.03
7.0x + -5.97y + -8.61z <= 435.45
-4.88x + 3.89y + -8.18z <= 524.24
8.86x + -3.73y + -8.67z <= 180.77
-9.13x + -0.57y + -0.33z <= 952.79
5.78x + -4.88y + 2.21z <= 777.87
-5.55x + -5.71y + -4.72z <= 117.48
5.07x + -1.35y + 9.12z <= 888.23
-1.69x + -6.28y + -4.93z <= 326.07
-6.18x + -1.55y + 7.21z <= 367.85
6.28x + -0.81y + 2.42z <= 685.37
-0.21x + 4.84y + 8.95z <= 891.59
-9.6x + -9.28y + 3.03z <= 511.87
-6.42x + -4.5y + 1.46z <= 169.54
-4.16x + 3.68y + -3.79z <= 666.74
3.03x + 2.37y + -0.02z <= 929.64
8.32x + 4.06y + -3.04z <= 436.12
4.79x + -4.84y + 8.41z <= 100.47
2.18x + -8.87y + -7.41z <= 979.72
-2.55x + 5.38y + -1.46z <= 456.35
4.48x + 3.98y + -6.25z <= 621.37
6.05x + 0.4y + 4.07z <= 863.68
-7.56x + 4.38y + -1.38z <= 520.31
9.0x + -2.96y + -1.86z <= 303.62
6.58x + 6.85y + -6.94z <= 335.17
