max 7.17x + -0.93y + -4.52z
4.46x + 9.35y + -9.18z <= 264.87
9.06x + -4.15y + 9.45z <= 136.57
5.46x + 4.65y + -3.1z <= 494.04
1.63x + -1.18y + 3.99z <= 194.49
8.33x + -3.85y + 3.57z <= 265.57
4.81x + 8.89y + 7.61z <= 933.23
-8.1x + -6.55y + 1.92z <= 243.5
-9.95x + 9.09y + -5.15z <= 130.53
7.98x + -7.02y + 2.53z <= 104.55
-6.95x + 2.45y + 3.38z <= 850.92
-5.44x + -9.8y + 1.13z <= 328.77
-7.6x + -8.4y + -7.38z <= 822.62
-0.13x + -3.37y + 2.15z <= 372.96
0.78x + 3.81y + 0.16z <= 821.29
-9.49x + -8.3y + -5.49z <= 231.27
-0.66x + 4.78y + -7.75z <= 521.0
3.59x + 2.37y + 0.74z <= 363.69
-5.47x + 3.12y + 9.4z <= 721.58
-3.79x + -7.89y + -9.26z <= 726.02
-8.99x + -3.28y + -8.79z <= 269.34
9.79x + -8.37y + -4.51z <= 502.71
-2.72x + 3.7y + 3.44z <= 521.77
9.05x + 5.18y + -4.66z <= 553.74
-7.95x + 2.89y + -1.09z <= 197.68
-2.01x + 5.34y + -8.8z <= 316.79
-3.91x + 9.57y + 9.35z <= 959.94
5.7x + -2.86y + -0.54z <= 568.11
2.03x + -9.55y + -0.05z <= 419.89
-6.8x + 6.2y + 8.61z <= 376.28
-2.49x + 0.58y + -9.16z <= 699.52
-0.91x + -3.68y + 0.55z <= 988.25
-4.18x + -4.26y + 3.16z <= 871.72
4.75x + 6.36y + 9.16z <= 673.93
0.94x + -1.66y + 2.28z <= 611.09
-0.75x + -1.51y + 2.94z <= 414.08
8.36x + 3.56y + -2.78z <= 896.24
0.38x + -4.59y + -3.61z <= 505.15
-3.31x + -1.62y + -6.85z <= 982.55
1.37x + 2.31y + 7.41z <= 580.04
6.33x + -8.26y + -2.95z <= 232.72
2.37x + 2.02y + 1.79z <= 827.39
-4.18x + -1.0y + 1.59z <= 296.36
-7.37x + -7.11y + -2.6z <= 717.8
2.7x + 2.21y + -1.8z <= 588.42
9.35x + 7.81y + 8.79z <= 591.77
-7.3x + -2.79y + 9.7z <= 914.29
9.96x + 3.86y + 1.01z <= 369.37
5.99x + -6.52y + -3.51z <= 821.05
2.23x + -8.96y + -3.21z <= 754.53
-2.75x + 0.11y + -8.84z <= 176.04
-0.99x + -4.38y + 2.71z <= 707.24
-9.04x + -2.56y + 0.09z <= 964.99
-4.7x + -8.29y + -5.69z <= 225.06
-9.63x + 2.39y + 6.88z <= 347.85
6.14x + 3.74y + -2.71z <= 882.61
-5.98x + -2.16y + -9.96z <= 788.18
-2.65x + -1.34y + 3.98z <= 951.94
-8.46x + -8.64y + 6.95z <= 788.24
1.0x + 0.76y + -0.46z <= 880.37
4.78x + -2.44y + -2.31z <= 421.0
3.48x + 7.1y + -3.56z <= 669.48
-8.37x + 8.51y + -5.98z <= 362.18
-4.91x + -2.08y + 0.63z <= 947.73
-1.47x + 8.37y + 6.05z <= 233.19
8.07x + 3.79y + -1.79z <= 476.93
-7.1x + 5.36y + 3.48z <= 612.73
8.69x + -7.97y + -0.66z <= 695.66
2.5x + 1.5y + 8.38z <= 707.23
0.32x + 6.36y + 5.75z <= 818.79
-2.16x + -2.84y + -8.64z <= 459.43
1.14x + -9.08y + 7.41z <= 653.63
-3.11x + -0.91y + -5.34z <= 219.9
1.94x + 3.11y + -1.42z <= 906.57
7.68x + -3.35y + 1.77z <= 831.65
0.7x + -2.97y + 2.47z <= 914.2
-3.33x + 3.77y + 2.49z <= 528.48
-4.58x + 9.53y + -8.49z <= 688.51
-9.24x + 6.63y + 2.67z <= 439.44
3.78x + -4.09y + -3.59z <= 466.08
-4.8x + 5.25y + 3.06z <= 685.2
-6.67x + -1.35y + -1.19z <= 534.31
4.77x + -5.67y + -8.3z <= 610.51
1.81x + 1.27y + 2.87z <= 359.32
8.81x + 5.83y + 4.86z <= 735.75
4.61x + -4.15y + 9.34z <= 686.49
3.43x + 4.69y + -9.17z <= 185.28
-7.51x + 6.74y + 1.44z <= 432.17
9.45x + 0.75y + -4.97z <= 434.69
4.84x + -3.35y + -8.02z <= 493.74
-2.78x + -1.99y + 2.39z <= 171.75
-5.74x + 5.02y + 3.3z <= 730.35
-4.19x + -3.47y + -9.0z <= 592.76
0.08x + -9.48y + 0.49z <= 919.64
-6.46x + -6.77y + -4.65z <= 921.48
1.86x + 7.88y + -9.95z <= 395.03
8.16x + -4.43y + 7.84z <= 764.68
8.99x + -8.83y + 4.09z <= 512.74
-5.07x + 2.71y + -5.6z <= 414.01
-0.96x + 6.22y + -9.38z <= 399.81
1.37x + 5.48y + 2.66z <= 352.35
-2.83x + -2.52y + -0.19z <= 553.78
4.41x + 2.05y + 4.99z <= 879.68
-9.33x + -3.49y + -5.72z <= 471.29
-8.55x + 8.21y + -2.22z <= 271.44
1.7x + 6.57y + -6.17z <= 582.01
1.51x + -0.43y + -5.82z <= 766.4
7.64x + 7.56y + -8.62z <= 680.2
-4.12x + 2.44y + 2.67z <= 945.58
-8.33x + 1.69y + -0.04z <= 103.86
-3.88x + -8.5y + 1.89z <= 212.91
7.01x + -4.14y + -1.88z <= 710.38
-1.14x + 5.48y + 0.32z <= 601.26
8.69x + -2.71y + -6.25z <= 651.24
-0.4x + 0.86y + 2.97z <= 234.08
-1.23x + 4.29y + -2.83z <= 746.02
8.74x + -0.99y + 9.41z <= 372.75
5.41x + 2.32y + 9.66z <= 454.14
-7.11x + -5.09y + 1.01z <= 749.45
2.65x + -7.97y + -1.73z <= 109.89
4.06x + -7.38y + 9.98z <= 841.14
-5.28x + -8.36y + 5.21z <= 625.14
2.94x + 5.61y + -5.71z <= 714.02
-8.42x + 2.71y + -7.09z <= 956.05
2.09x + -5.62y + -1.52z <= 632.83
-0.5x + -8.0y + -8.03z <= 208.02
8.9x + -7.33y + -0.71z <= 767.92
3.54x + -1.05y + 5.75z <= 795.2
0.67x + -4.01y + 0.02z <= 892.73
0.23x + -9.95y + 1.66z <= 766.22
-6.23x + 1.06y + 4.97z <= 689.2
-1.02x + -5.01y + 1.52z <= 378.99
1.89x + 0.08y + 7.54z <= 493.13
7.91x + 1.54y + -2.16z <= 919.31
-1.89x + -1.49y + 4.83z <= 576.39
2.21x + 9.14y + 0.52z <= 185.41
-3.25x + 8.1y + 9.12z <= 730.11
6.15x + 7.61y + -6.8z <= 188.33
-5.59x + -7.25y + 8.04z <= 191.28
5.13x + -4.86y + 6.47z <= 336.21
-3.92x + 6.6y + -1.02z <= 713.1
3.41x + 5.86y + 3.32z <= 560.71
-5.58x + 5.22y + -5.12z <= 468.52
-5.25x + 7.5y + 5.45z <= 329.27
2.97x + 5.91y + 4.54z <= 186.09
8.28x + 7.83y + -2.09z <= 299.39
4.39x + -0.96y + 5.2z <= 829.55
-0.33x + 8.81y + 8.94z <= 540.12
0.59x + 1.82y + -1.89z <= 670.35
-9.68x + 9.63y + -6.61z <= 956.99
8.16x + -3.86y + -1.79z <= 203.38
9.18x + 2.04y + -6.42z <= 405.3
-1.72x + -5.17y + -3.65z <= 550.7
-2.6x + 7.88y + -4.65z <= 905.04
0.6x + -2.53y + -5.14z <= 741.06
-6.01x + 6.59y + -1.96z <= 476.18
-7.43x + 3.43y + -3.2z <= 334.8
2.83x + 1.1y + 4.35z <= 847.17
6.44x + -4.03y + 1.42z <= 995.65
3.93x + 6.75y + 8.63z <= 410.3
-3.34x + 3.23y + -5.03z <= 507.31
-2.6x + -5.48y + -0.91z <= 951.53
-0.11x + -9.07y + 2.38z <= 758.06
-2.87x + 3.19y + -2.65z <= 431.91
-4.8x + -4.23y + 7.23z <= 734.62
-7.48x + -2.72y + 1.53z <= 604.5
7.04x + -2.29y + -8.24z <= 831.8
-7.93x + -1.3y + -3.66z <= 491.37
1.82x + -6.38y + 5.65z <= 915.43
0.43x + -3.51y + -1.85z <= 107.64
-3.2x + -0.55y + 6.85z <= 599.54
0.44x + -7.08y + 5.36z <= 142.99
4.62x + -7.42y + -0.15z <= 432.93
9.77x + 5.67y + 3.75z <= 788.51
7.94x + -6.17y + -7.06z <= 393.94
-5.68x + -3.09y + 1.52z <= 923.01
1.41x + -2.46y + 0.51z <= 286.57
-6.19x + 2.26y + 2.53z <= 871.09
3.52x + -4.56y + 3.31z <= 721.63
-1.0x + -4.37y + -9.54z <= 522.94
2.52x + 4.67y + 2.04z <= 714.93
-0.88x + -7.59y + 9.64z <= 994.36
3.62x + -4.32y + -3.78z <= 683.83
7.59x + 7.08y + 2.45z <= 573.58
-5.4x + -4.95y + -7.13z <= 946.73
-5.04x + 1.7y + -7.68z <= 879.36
-2.07x + -0.67y + -3.54z <= 876.42
5.83x + -0.71y + -5.51z <= 431.27
-7.47x + -3.71y + -3.56z <= 755.55
3.54x + -7.85y + 5.65z <= 457.76
1.74x + -0.1y + -6.23z <= 297.08
-4.11x + 1.25y + 4.6z <= 694.88
7.2x + -2.99y + 4.7z <= 262.62
-4.25x + 6.29y + 2.98z <= 268.71
-0.22x + -9.07y + -1.35z <= 917.43
-9.38x + 5.53y + -3.59z <= 712.97
-6.54x + -7.12y + 7.61z <= 383.81
9.82x + 0.48y + -6.61z <= 706.39
-5.54x + 0.79y + 0.98z <= 548.59
-4.9x + -1.77y + -0.64z <= 818.99
3.74x + -3.9y + -5.44z <= 223.48
9.4x + 8.11y + -9.4z <= 236.95
-7.09x + -3.27y + 2.15z <= 666.4
7.15x + 9.18y + 2.67z <= 961.82
-7.63x + 0.24y + -7.56z <= 239.25
3.26x + -6.81y + -8.12z <= 491.52
-2.48x + 0.78y + -5.49z <= 475.35
-5.82x + -0.77y + -2.28z <= 890.59
8.57x + -1.02y + -9.84z <= 221.49
8.22x + 0.94y + -0.16z <= 827.4
6.91x + -2.93y + 8.56z <= 270.2
-3.01x + 4.94y + -8.76z <= 980.22
7.48x + 5.3y + -0.33z <= 954.48
9.6x + -3.8y + 9.02z <= 392.91
8.63x + -2.02y + 9.59z <= 366.41
-6.35x + 1.69y + 1.31z <= 516.84
3.51x + 0.2y + 1.51z <= 229.85
0.72x + -7.28y + 1.08z <= 253.73
1.63x + -7.85y + 5.73z <= 576.32
-4.8x + 0.07y + -7.85z <= 303.5
-5.13x + -8.99y + -3.83z <= 827.93
7.01x + -8.32y + 4.58z <= 212.49
-5.76x + 0.7y + 6.57z <= 220.92
-2.61x + 5.51y + 4.82z <= 859.47
0.54x + 1.03y + 6.83z <= 899.36
3.42x + -3.95y + 3.45z <= 652.65
-2.21x + -0.45y + -9.77z <= 261.41
-8.78x + 5.42y + 2.43z <= 259.15
-3.06x + -0.71y + 4.34z <= 251.02
-4.32x + 8.75y + 4.81z <= 467.26
-5.82x + 1.04y + -6.41z <= 309.89
-9.95x + 5.09y + -9.16z <= 776.24
3.56x + -1.3y + 4.83z <= 912.58
5.07x + -6.35y + -2.38z <= 400.37
-9.97x + 8.33y + 5.46z <= 857.21
-6.52x + -8.13y + -3.78z <= 521.76
-8.06x + 7.99y + -6.93z <= 730.39
2.48x + -3.26y + 9.53z <= 429.49
3.93x + -7.42y + -1.05z <= 923.45
-1.92x + 9.94y + 8.22z <= 712.82
1.53x + 2.71y + -4.14z <= 310.22
8.25x + 7.44y + -5.16z <= 961.6
-5.16x + 8.77y + 9.8z <= 857.15
8.87x + 4.41y + 0.3z <= 764.62
-6.29x + 6.87y + 8.42z <= 668.99
-2.6x + 1.93y + -7.38z <= 425.22
-9.14x + 1.62y + -9.63z <= 753.64
-4.73x + 5.89y + -1.95z <= 299.49
7.37x + -9.25y + -8.66z <= 186.88
-8.41x + -8.85y + 7.25z <= 183.62
9.75x + 0.02y + 6.33z <= 369.92
6.89x + 5.3y + 3.24z <= 179.66
9.37x + -8.01y + 6.56z <= 739.01
-5.68x + 2.09y + -8.33z <= 201.16
3.55x + -9.69y + 0.74z <= 192.23
-7.76x + -5.11y + 2.06z <= 668.43
1.33x + -1.54y + -3.64z <= 987.71
-6.87x + -6.17y + 8.98z <= 160.08
-6.18x + -1.35y + 4.03z <= 686.73
2.77x + 2.0y + -2.31z <= 402.47
-0.09x + 7.41y + -9.49z <= 210.83
0.41x + 0.62y + 7.83z <= 922.99
1.42x + -5.56y + 3.25z <= 805.38
-2.92x + -6.28y + 3.03z <= 447.44
9.37x + 3.32y + -1.39z <= 714.74
-5.49x + -5.09y + -5.36z <= 303.66
-9.46x + 4.81y + 8.35z <= 672.5
9.35x + 8.07y + -7.33z <= 828.46
-2.2x + 8.21y + 9.16z <= 522.71
-6.25x + -8.71y + -3.9z <= 773.17
9.92x + -2.5y + -7.57z <= 482.87
8.79x + 8.9y + 6.36z <= 743.29
-9.95x + -0.1y + 1.83z <= 885.08
9.59x + 8.38y + -6.72z <= 491.94
4.81x + 4.85y + 8.74z <= 224.43
4.51x + -3.97y + 9.18z <= 644.97
-0.38x + 7.62y + 5.38z <= 193.47
-7.62x + 7.2y + 5.86z <= 480.78
-1.85x + -4.66y + 5.97z <= 565.27
-4.06x + 9.65y + -6.49z <= 882.9
0.61x + 0.5y + -7.35z <= 818.4
1.98x + -2.71y + -5.25z <= 867.1
-7.75x + -8.38y + -6.14z <= 745.35
-1.96x + 4.56y + -4.66z <= 158.72
2.14x + 3.14y + 9.48z <= 765.59
-9.44x + -0.1y + -6.4z <= 107.19
-2.82x + 8.79y + -3.99z <= 791.17
7.54x + 5.0y + -6.55z <= 528.15
2.46x + 6.0y + 2.63z <= 257.34
6.31x + -4.13y + -0.65z <= 888.77
-1.84x + 7.08y + -2.18z <= 766.33
3.42x + 0.66y + -0.56z <= 846.13
-0.69x + 8.7y + 8.86z <= 523.44
5.48x + 2.05y + 1.07z <= 415.26
2.17x + 9.09y + -7.91z <= 656.07
1.72x + 4.18y + -8.16z <= 569.58
-6.35x + 3.98y + 7.36z <= 654.16
-7.0x + 9.27y + -3.59z <= 610.33
-3.75x + 2.47y + -9.9z <= 723.03
-6.1x + 9.61y + -3.11z <= 548.75
3.18x + 9.45y + 1.95z <= 844.9
1.27x + 4.22y + 6.94z <= 458.77
-8.32x + 8.09y + 0.2z <= 234.68
5.53x + 3.99y + -5.34z <= 672.48
-7.99x + 3.85y + -4.72z <= 598.14
3.76x + -8.66y + -4.92z <= 183.04
7.31x + 1.29y + 6.24z <= 719.61
5.62x + 9.27y + -0.7z <= 762.55
-9.99x + 0.92y + -1.1z <= 208.35
-3.24x + 1.34y + -5.48z <= 610.13
-2.91x + 3.48y + 5.3z <= 120.59
5.68x + 6.86y + 0.74z <= 648.03
7.03x + -7.82y + 2.35z <= 567.41
0.42x + 6.26y + -3.41z <= 132.48
2.14x + 3.71y + 6.77z <= 399.72
-5.52x + -9.16y + -1.13z <= 768.57
2.7x + 7.76y + 9.43z <= 150.32
-7.87x + 5.48y + 5.7z <= 201.82
-1.34x + 5.95y + -4.19z <= 803.34
9.2x + 5.17y + 3.99z <= 210.54
-0.58x + -1.28y + -1.91z <= 349.21
0.82x + 1.49y + -8.26z <= 154.38
0.88x + 3.29y + -0.51z <= 368.39
-6.07x + -0.6y + -6.67z <= 577.81
-4.38x + 6.42y + -7.93z <= 806.55
-4.29x + -2.37y + 4.58z <= 609.58
-3.33x + 6.93y + -0.13z <= 360.03
7.88x + -6.54y + -1.98z <= 209.29
7.42x + -7.88y + 5.85z <= 637.77
8.11x + -2.37y + 8.74z <= 124.31
-2.86x + -3.46y + -6.83z <= 692.58
9.4x + 0.75y + -9.37z <= 470.13
-4.96x + 0.28y + 4.36z <= 331.27
1.88x + 8.58y + 3.77z <= 717.55
4.9x + 9.49y + -1.01z <= 246.67
-1.67x + 1.0y + 6.31z <= 178.96
-0.45x + 5.23y + 1.2z <= 202.24
-7.5x + 4.01y + -2.28z <= 240.94
-5.65x + -3.73y + 8.04z <= 150.4
-4.62x + 3.57y + 6.26z <= 739.75
-1.22x + 7.35y + 5.19z <= 927.33
-8.5x + -2.01y + -5.77z <= 520.23
2.06x + -2.22y + 2.98z <= 246.07
-2.12x + -7.19y + 10.0z <= 191.14
-6.17x + -0.39y + 9.52z <= 567.45
4.36x + 2.31y + 3.59z <= 516.23
-8.39x + 3.2y + -0.5z <= 830.15
5.28x + 3.89y + 2.9z <= 755.54
-8.54x + 7.48y + 3.84z <= 746.71
1.36x + 6.0y + 0.49z <= 304.3
-6.69x + -3.9y + -7.67z <= 861.73
-5.22x + -9.42y + -6.59z <= 850.79
3.69x + -3.68y + -2.83z <= 896.04
-2.84x + 3.24y + 1.35z <= 475.68
7.76x + -2.33y + -5.79z <= 747.51
-9.39x + -3.42y + 6.27z <= 895.59
-7.59x + 5.75y + 2.71z <= 552.95
2.54x + -9.49y + -2.79z <= 238.03
-2.27x + 5.29y + 1.79z <= 993.02
0.6x + 4.33y + 6.82z <= 448.94
7.53x + 1.71y + -0.58z <= 161.35
3.25x + 3.18y + -6.68z <= 122.2
-1.73x + -6.13y + -6.74z <= 613.54
7.38x + 4.99y + -4.08z <= 557.66
-1.67x + -7.42y + 1.67z <= 863.92
9.77x + 4.1y + -7.32z <= 597.43
2.56x + 8.93y + -6.53z <= 771.6
-4.86x + 2.16y + 7.93z <= 758.96
5.86x + -5.2y + -0.91z <= 461.1
-9.82x + 3.94y + -6.19z <= 925.21
-9.62x + 6.16y + 7.55z <= 879.6
2.51x + -5.61y + -4.4z <= 878.84
2.61x + 9.22y + -6.23z <= 358.16
4.34x + 7.48y + -4.42z <= 303.62
-0.04x + 2.34y + -8.31z <= 318.63
0.49x + 9.78y + 4.01z <= 440.17
-5.15x + 1.24y + -7.96z <= 233.16
-1.91x + -9.04y + 9.84z <= 605.58
-9.64x + -8.23y + 3.12z <= 280.69
-3.96x + -0.31y + -2.28z <= 735.48
-6.86x + 0.68y + -8.34z <= 991.29
-7.99x + 0.8y + -2.76z <= 613.27
-4.26x + -1.85y + -1.6z <= 647.14
8.45x + -1.02y + -3.66z <= 709.61
7.36x + 8.84y + 5.97z <= 182.13
8.36x + -9.62y + -6.65z <= 931.45
-6.14x + -5.09y + -5.89z <= 188.82
2.53x + -6.33y + -5.44z <= 514.63
-0.55x + 3.47y + 0.94z <= 697.34
8.64x + -5.29y + 8.09z <= 428.22
4.02x + 6.17y + -0.9z <= 752.65
-0.47x + 9.15y + 7.55z <= 752.34
-4.67x + 3.62y + -7.56z <= 667.73
-5.38x + -4.61y + -3.45z <= 496.74
1.22x + -6.47y + 1.65z <= 304.44
-0.96x + 4.11y + 0.98z <= 782.46
-3.74x + 1.71y + -4.74z <= 863.4
-1.65x + 5.72y + -6.05z <= 473.53
7.49x + -0.33y + -3.97z <= 910.93
-3.76x + -7.05y + 5.0z <= 204.31
8.6x + 4.53y + 4.04z <= 872.25
0.39x + -5.96y + -7.32z <= 517.9
-9.72x + 7.29y + -5.89z <= 882.26
5.03x + 7.48y + 7.36z <= 224.67
2.31x + 6.41y + 4.41z <= 523.53
-3.28x + 0.09y + 3.9z <= 607.01
-3.07x + 3.65y + 3.7z <= 410.9
-2.46x + -2.79y + 0.3z <= 568.26
7.18x + 5.12y + -5.93z <= 987.22
1.15x + -8.55y + -3.77z <= 260.34
-2.91x + -1.63y + 7.51z <= 356.74
3.26x + -9.47y + -0.36z <= 233.98
-7.09x + -0.91y + -7.56z <= 975.19
7.25x + -1.75y + 7.84z <= 502.82
-3.41x + 7.76y + 6.39z <= 816.25
-0.31x + 2.97y + 4.9z <= 100.87
-3.08x + -9.84y + -2.48z <= 177.13
-3.49x + 4.56y + -8.21z <= 942.4
-4.0x + 7.63y + -1.96z <= 998.69
8.89x + 4.13y + 0.4z <= 254.56
-5.49x + -2.62y + -1.43z <= 499.56
9.15x + 8.39y + -6.16z <= 128.39
-1.97x + 7.88y + 8.6z <= 972.64
9.52x + -0.98y + 9.3z <= 797.79
-7.33x + 9.01y + 5.43z <= 973.0
8.32x + 2.87y + -8.21z <= 199.61
-9.25x + 7.71y + -0.84z <= 326.63
6.01x + -7.1y + 5.82z <= 916.03
-5.9x + -5.88y + 3.56z <= 167.18
2.14x + -2.26y + -5.35z <= 191.64
0.68x + -7.14y + -3.23z <= 250.96
-1.19x + 4.47y + 1.02z <= 606.99
0.59x + -2.35y + -8.22z <= 176.3
8.29x + -7.29y + 3.27z <= 601.31
-6.84x + -5.23y + 6.63z <= 280.82
-5.84x + -3.62y + -9.41z <= 446.96
-7.74x + -8.0y + 7.85z <= 807.62
-8.82x + 1.93y + -7.19z <= 195.19
-8.72x + -5.71y + -4.71z <= 259.37
0.28x + -9.11y + -8.76z <= 793.51
8.83x + -9.83y + 4.96z <= 705.82
8.34x + 1.74y + 9.43z <= 586.44
-3.44x + 0.52y + 4.07z <= 324.94
8.15x + -6.31y + 9.79z <= 807.81
-0.82x + -9.16y + -4.36z <= 612.94
-5.79x + -0.09y + -9.52z <= 138.11
-6.37x + 1.76y + 4.12z <= 358.94
-9.93x + -0.38y + -3.43z <= 454.14
-6.59x + 2.52y + 0.82z <= 153.06
-9.94x + -9.07y + 1.82z <= 718.1
0.3x + -6.77y + -0.48z <= 398.29
-1.34x + 5.53y + 4.72z <= 607.14
7.99x + 4.31y + -9.56z <= 628.24
-2.25x + -8.34y + 5.89z <= 385.13
-8.81x + 7.44y + 2.7z <= 228.88
7.18x + 7.95y + -9.53z <= 811.1
3.01x + -1.61y + -1.49z <= 681.89
0.82x + -9.08y + -0.46z <= 233.23
9.38x + 6.6y + 8.02z <= 945.81
-1.72x + -3.88y + 2.89z <= 351.39
-0.28x + 4.61y + -0.54z <= 112.71
2.97x + -1.88y + 6.84z <= 985.4
9.19x + -7.49y + -2.41z <= 323.79
-5.8x + 9.57y + 5.46z <= 636.54
6.7x + 6.07y + 7.91z <= 340.56
-0.34x + -6.21y + 4.0z <= 482.38
-4.42x + -2.18y + 6.92z <= 418.19
4.29x + 4.29y + -1.33z <= 841.49
4.49x + -3.0y + -4.55z <= 987.01
-5.2x + 4.67y + -4.95z <= 644.18
-8.49x + -1.59y + -2.32z <= 962.43
-9.18x + 9.09y + -8.36z <= 680.33
-1.03x + -2.77y + 2.0z <= 479.63
-8.98x + 7.11y + 1.43z <= 614.48
1.78x + -7.81y + -0.52z <= 462.26
3.79x + 9.47y + -2.28z <= 316.62
4.44x + 8.42y + -3.33z <= 769.51
7.07x + -6.03y + 9.46z <= 189.01
-9.07x + 5.63y + 6.23z <= 325.25
2.88x + 2.77y + -6.06z <= 790.98
-7.61x + -3.41y + -4.04z <= 152.67
-8.64x + 9.5y + -7.99z <= 107.75
-7.81x + 8.61y + -1.8z <= 896.43
-6.75x + -1.09y + 2.79z <= 114.04
-7.59x + -8.11y + 1.54z <= 843.08
-8.85x + -7.55y + -1.22z <= 306.3
-0.54x + 3.51y + 5.48z <= 846.98
2.31x + -7.26y + 5.11z <= 280.79
2.31x + -4.35y + -1.45z <= 219.25
7.09x + 7.7y + 4.56z <= 156.24
4.62x + -1.69y + -0.06z <= 673.92
3.44x + -4.46y + 9.06z <= 291.84
1.71x + 6.99y + 0.01z <= 716.58
-1.15x + -3.92y + -9.2z <= 597.66
4.03x + -9.47y + -7.14z <= 251.19
-8.98x + 1.22y + 2.89z <= 690.42
-0.78x + -8.16y + 6.79z <= 576.72
-8.46x + 9.55y + 1.59z <= 202.81
2.27x + 3.27y + 2.24z <= 104.97
0.87x + -8.23y + 6.73z <= 121.65
9.02x + -2.43y + 5.17z <= 839.08
-8.83x + 1.68y + -7.73z <= 733.9
0.96x + 2.53y + 9.13z <= 127.36
-8.83x + 9.26y + -7.03z <= 465.95
-2.83x + 9.48y + -6.55z <= 439.22
-1.25x + 2.61y + -0.05z <= 505.25
-6.78x + 5.4y + -7.34z <= 740.57
-0.16x + 1.27y + 9.69z <= 230.41
7.92x + -0.72y + 8.06z <= 605.1
2.21x + 3.77y + 0.47z <= 509.94
3.9x + 7.64y + 1.43z <= 593.23
9.64x + -1.61y + -9.64z <= 467.13
-6.38x + 9.67y + -0.4z <= 342.14
-3.6x + 1.51y + 8.91z <= 128.87
-5.04x + 2.73y + 8.76z <= 487.33
-6.49x + 4.59y + 8.32z <= 893.25
-2.53x + 1.95y + -1.59z <= 620.7
-3.62x + 1.97y + -4.51z <= 396.05
-7.14x + -9.61y + -7.28z <= 131.73
-8.24x + 3.82y + 0.81z <= 820.74
-9.53x + -5.0y + -9.0z <= 751.99
-2.91x + -7.87y + 3.69z <= 900.13
6.11x + -0.45y + 3.82z <= 482.82
-9.65x + -6.69y + -5.27z <= 903.76
8.92x + 7.29y + 6.02z <= 509.98
-6.22x + 2.84y + -6.14z <= 877.57
-2.45x + 1.42y + 8.31z <= 256.27
-2.72x + 9.86y + 1.78z <= 187.78
9.51x + -6.25y + -1.01z <= 579.04
-8.4x + 4.86y + 8.03z <= 827.84
1.7x + -5.93y + -1.34z <= 281.23
6.91x + 2.42y + -9.71z <= 465.34
0.71x + -0.96y + -5.19z <= 361.04
4.99x + -6.32y + -3.8z <= 249.41
-5.13x + -5.6y + -2.33z <= 374.35
7.37x + -7.67y + 3.04z <= 125.68
-5.09x + 3.83y + -4.22z <= 239.92
9.91x + -6.86y + -3.57z <= 825.97
-3.94x + 8.98y + -7.2z <= 426.86
7.23x + -8.52y + -0.34z <= 307.94
-6.01x + 3.09y + -9.78z <= 370.39
6.78x + 2.94y + -2.52z <= 317.54
8.91x + 5.74y + -0.28z <= 318.52
-6.65x + 9.81y + 0.11z <= 625.34
0.3x + 6.24y + -8.09z <= 726.35
0.08x + 2.86y + 1.16z <= 662.21
0.39x + -3.33y + 9.23z <= 304.45
-1.14x + 8.8y + -2.1z <= 422.54
-1.14x + -6.33y + -2.55z <= 644.23
-2.98x + -4.2y + -5.98z <= 787.1
5.21x + -5.97y + -5.4z <= 364.1
-2.95x + -1.23y + 8.76z <= 241.1
3.72x + 4.58y + -4.85z <= 486.02
0.72x + -6.6y + 5.15z <= 276.25
8.58x + -8.46y + 8.87z <= 727.7
6.32x + -8.24y + -4.86z <= 379.54
2.04x + -7.85y + -4.17z <= 655.84
3.55x + -8.9y + -3.62z <= 367.94
-0.13x + 2.67y + -9.19z <= 670.01
0.27x + -2.12y + -9.4z <= 587.73
6.12x + 3.99y + -1.21z <= 688.35
5.63x + -0.45y + 9.61z <= 834.0
8.45x + 3.02y + -6.98z <= 554.32
2.52x + -3.96y + -9.41z <= 573.35
-1.75x + -3.51y + 5.34z <= 403.62
1.33x + -8.08y + 8.38z <= 470.97
-4.29x + -7.88y + -3.49z <= 853.58
-2.17x + -9.6y + -0.95z <= 826.9
6.18x + -4.29y + -2.28z <= 993.58
4.41x + -1.66y + -8.83z <= 364.99
-7.88x + -9.87y + -2.16z <= 170.16
7.41x + 4.89y + -9.94z <= 396.5
0.29x + 0.53y + -1.18z <= 650.6
-9.7x + -5.72y + 1.54z <= 698.88
-5.96x + 7.5y + -4.49z <= 334.59
-7.34x + 8.34y + -6.34z <= 101.49
-6.8x + -1.66y + -3.41z <= 349.54
9.74x + -7.25y + 7.5z <= 933.76
-2.63x + 3.47y + 4.33z <= 632.25
5.6x + -6.65y + 5.85z <= 257.5
5.33x + 2.48y + 1.11z <= 403.47
6.35x + -0.98y + 2.35z <= 894.32
-2.58x + 9.75y + -7.4z <= 978.51
8.83x + -1.38y + 5.21z <= 683.83
-9.61x + 2.57y + 4.32z <= 806.06
4.32x + 6.93y + 9.76z <= 880.01
1.21x + -0.53y + -9.22z <= 898.81
-7.33x + 2.24y + 0.28z <= 535.63
-2.98x + 1.61y + 7.26z <= 948.64
8.15x + -4.58y + 1.04z <= 683.33
-9.69x + -1.76y + 0.87z <= 334.77
-7.59x + -7.25y + 4.6z <= 939.57
4.68x + -3.11y + -0.66z <= 556.25
2.85x + 9.23y + 3.3z <= 472.34
8.73x + -9.48y + 6.12z <= 872.97
