max -6.2x + -9.19y + 2.76z
3.63x + -0.7y + -8.89z <= 614.99
0.8x + 7.45y + -2.4z <= 850.02
2.11x + -7.82y + 6.84z <= 950.64
5.72x + 2.78y + 3.7z <= 974.83
-2.79x + 2.18y + 0.83z <= 317.9
-5.09x + -3.2y + 9.52z <= 702.88
-3.83x + -4.21y + 5.49z <= 569.44
0.74x + -3.44y + -0.11z <= 189.44
8.67x + 0.41y + -8.43z <= 794.38
0.95x + -5.6y + -2.57z <= 269.06
3.88x + -1.43y + 5.55z <= 367.39
6.64x + -2.4y + 1.83z <= 328.22
5.21x + 7.52y + -6.49z <= 971.34
-7.94x + 3.08y + -5.32z <= 978.22
6.45x + -1.58y + 8.67z <= 912.38
7.86x + -3.76y + -2.38z <= 876.7
-2.28x + -0.03y + 5.62z <= 623.33
6.63x + -7.57y + 1.78z <= 319.83
-7.49x + -5.84y + -3.85z <= 949.25
-5.06x + -6.46y + 0.11z <= 421.4
-1.08x + 4.2y + -7.49z <= 866.28
2.07x + -0.14y + 8.45z <= 863.48
6.65x + 8.04y + -9.53z <= 334.0
0.08x + 4.39y + -3.71z <= 674.08
-3.01x + -7.83y + -6.84z <= 703.5
-8.66x + -7.19y + -5.12z <= 238.14
3.57x + 3.64y + -0.5z <= 921.86
6.82x + 6.47y + -0.31z <= 618.81
-8.12x + 5.47y + 7.97z <= 890.49
2.2x + 4.87y + -7.63z <= 633.46
-0.54x + 5.19y + 0.11z <= 231.54
4.44x + -0.44y + -7.26z <= 821.25
8.26x + 8.29y + 4.31z <= 431.21
7.96x + -4.95y + -8.48z <= 518.8
0.59x + 6.34y + 3.98z <= 932.23
1.57x + -7.78y + 4.36z <= 677.54
1.18x + 7.94y + 1.81z <= 914.26
5.94x + 4.91y + -2.35z <= 549.3
6.64x + -2.63y + 0.01z <= 322.48
-0.4x + -5.34y + 0.01z <= 325.4
8.6x + 5.42y + 0.03z <= 980.88
5.28x + -9.2y + 2.41z <= 934.34
5.86x + -6.45y + -7.06z <= 705.14
-8.58x + -9.84y + 2.25z <= 842.36
-0.17x + 2.57y + 2.75z <= 657.91
-7.0x + 0.57y + -7.79z <= 515.75
-2.71x + -1.56y + 8.91z <= 444.91
-3.47x + -7.12y + -7.34z <= 401.83
-5.3x + -4.78y + 6.33z <= 394.96
6.12x + 0.93y + -1.96z <= 467.01
2.98x + 5.89y + 7.74z <= 422.95
6.81x + 9.23y + 2.16z <= 433.96
-2.43x + -7.9y + 6.9z <= 851.18
-0.28x + 1.67y + -4.03z <= 210.54
6.52x + 2.03y + -0.22z <= 783.07
9.65x + 2.81y + 5.69z <= 595.32
-1.7x + -3.44y + -5.26z <= 234.41
-6.4x + 1.11y + -7.79z <= 787.72
5.87x + 2.72y + -6.54z <= 387.44
7.55x + -4.38y + 8.29z <= 326.25
-4.32x + -4.86y + 8.81z <= 804.02
-5.79x + 6.83y + -6.72z <= 715.4
-5.17x + -2.1y + -5.78z <= 582.97
-3.09x + 6.84y + 5.17z <= 498.41
-2.63x + 0.58y + -9.67z <= 170.39
-9.87x + -1.0y + 7.12z <= 148.04
6.86x + -3.67y + 7.87z <= 126.15
-3.44x + -6.04y + -3.7z <= 301.63
-6.02x + -1.3y + -4.92z <= 487.57
-8.88x + -4.32y + 7.31z <= 541.96
-2.79x + -9.18y + -0.71z <= 176.87
-0.31x + -7.74y + -5.94z <= 986.54
-7.65x + -4.79y + -7.53z <= 412.46
-7.07x + 9.37y + -7.27z <= 233.78
-8.96x + 1.38y + -6.97z <= 388.15
9.69x + 5.89y + 5.27z <= 140.18
0.87x + -9.15y + -0.1z <= 191.7
5.17x + -0.83y + 1.87z <= 924.96
-8.25x + 5.33y + -8.0z <= 689.09
-7.33x + 0.74y + -9.1z <= 583.53
6.54x + 0.29y + 9.65z <= 126.19
1.92x + 5.34y + 3.02z <= 139.91
8.99x + 6.33y + -9.13z <= 183.94
2.42x + 0.92y + 8.25z <= 461.12
5.83x + -8.31y + -3.22z <= 155.5
-1.46x + 5.78y + 1.01z <= 154.45
0.84x + -5.19y + -2.7z <= 759.37
-6.47x + 4.23y + -7.42z <= 173.18
1.34x + 9.56y + 0.68z <= 458.69
-4.7x + -4.35y + -6.49z <= 707.95
-3.77x + -5.32y + -6.06z <= 210.18
-0.03x + 1.96y + 9.79z <= 166.31
0.39x + 3.23y + 2.3z <= 645.46
9.58x + -3.59y + 8.78z <= 545.09
-4.97x + -8.55y + 7.63z <= 628.07
-3.77x + -3.42y + 5.77z <= 118.93
8.88x + -3.58y + -8.59z <= 203.99
-5.83x + 4.06y + -9.04z <= 147.99
-6.85x + 0.05y + 5.07z <= 303.38
-6.06x + 9.78y + 8.55z <= 862.28
6.19x + 5.66y + -1.7z <= 822.2
5.06x + 3.02y + -9.27z <= 893.14
1.12x + -0.3y + -9.84z <= 898.14
9.4x + -1.28y + -7.42z <= 731.91
0.76x + 3.78y + 9.78z <= 718.47
5.08x + 9.71y + -8.88z <= 983.37
9.74x + -4.57y + -1.02z <= 255.43
-2.67x + 1.72y + -0.61z <= 475.0
-5.75x + 5.57y + 7.07z <= 920.26
3.55x + 5.94y + -9.05z <= 667.65
5.48x + 7.2y + -7.88z <= 735.34
5.86x + 0.78y + 4.21z <= 150.0
-3.05x + 5.27y + 5.94z <= 133.83
1.78x + 8.43y + -5.04z <= 837.04
-0.72x + -7.02y + 3.13z <= 285.95
-6.64x + 5.9y + 3.55z <= 702.72
-5.65x + 6.99y + 0.51z <= 800.69
-4.54x + 7.37y + 3.41z <= 194.15
7.51x + -0.83y + 2.35z <= 156.05
4.82x + -3.34y + -5.51z <= 642.59
0.62x + -6.43y + -8.86z <= 300.39
1.62x + -3.57y + -2.54z <= 893.62
-9.29x + 6.92y + 2.14z <= 778.12
-7.17x + -8.27y + -9.4z <= 683.25
8.21x + -8.28y + 6.64z <= 408.2
8.9x + -7.87y + -2.7z <= 714.34
-2.98x + 3.99y + 2.9z <= 742.46
9.54x + 0.16y + 8.05z <= 646.72
-8.09x + -2.61y + -0.65z <= 573.71
6.13x + 3.46y + -0.95z <= 390.12
-3.21x + -9.06y + -4.72z <= 572.93
3.07x + 8.99y + -3.36z <= 883.02
7.79x + -0.69y + 2.13z <= 935.68
-7.84x + 5.28y + 9.58z <= 547.15
2.59x + -8.55y + 8.08z <= 487.86
-1.83x + 0.72y + 8.42z <= 515.78
0.65x + -8.7y + -4.46z <= 173.7
-8.83x + -5.62y + 8.61z <= 197.76
1.16x + -5.23y + -0.69z <= 928.04
-0.57x + 2.97y + 4.49z <= 879.59
4.35x + -8.88y + -5.24z <= 188.26
-4.34x + -0.05y + -5.05z <= 195.39
7.75x + -8.33y + -6.22z <= 384.78
-8.3x + 3.33y + 0.84z <= 603.36
5.47x + 5.58y + -6.0z <= 317.01
4.95x + 0.05y + -3.11z <= 557.25
7.58x + 0.5y + 2.34z <= 170.97
-5.38x + -2.42y + -5.99z <= 846.31
4.27x + -7.94y + 9.19z <= 733.22
-2.68x + -3.06y + -5.07z <= 447.54
-4.59x + -8.75y + -4.38z <= 794.05
-5.06x + 1.84y + -1.75z <= 487.92
-5.42x + -9.67y + -1.81z <= 520.58
-7.33x + 8.35y + 6.55z <= 693.37
-5.0x + -8.56y + 2.68z <= 701.59
7.4x + -4.92y + -4.33z <= 439.77
-6.61x + 5.28y + 3.27z <= 482.15
9.59x + 7.8y + 0.09z <= 409.97
9.89x + -4.55y + 1.16z <= 706.97
-9.63x + -2.69y + -8.48z <= 978.03
-1.5x + 1.94y + 1.27z <= 838.43
-7.86x + -9.49y + -6.0z <= 601.3
-8.03x + 5.27y + 9.91z <= 173.44
-1.13x + -8.9y + 9.24z <= 995.95
9.05x + -1.68y + -6.63z <= 972.25
9.86x + -1.49y + 4.33z <= 767.86
-3.92x + -8.62y + 6.97z <= 575.45
0.44x + -4.64y + -8.23z <= 370.49
9.2x + 2.29y + 6.44z <= 960.63
5.26x + 0.03y + -4.17z <= 966.39
4.63x + -8.75y + 9.5z <= 933.59
-7.99x + -6.24y + -9.5z <= 662.32
6.28x + -4.27y + -1.8z <= 176.6
-8.89x + -1.21y + -3.24z <= 210.37
4.75x + -2.14y + 9.05z <= 837.51
8.49x + 0.02y + -6.95z <= 409.35
0.07x + 0.08y + 7.51z <= 642.92
-4.76x + 3.59y + -7.71z <= 599.24
8.33x + 3.38y + 0.28z <= 102.62
-0.13x + 2.63y + -3.36z <= 710.81
-9.9x + -0.48y + 5.64z <= 300.77
-3.78x + -7.92y + 8.69z <= 523.08
-0.63x + 6.23y + 0.56z <= 417.87
-0.36x + -8.47y + -4.87z <= 774.54
4.21x + -9.0y + 8.22z <= 961.21
-9.18x + -9.29y + 9.33z <= 864.0
5.57x + 5.05y + -2.66z <= 177.44
1.08x + 4.27y + -2.64z <= 999.96
-8.99x + 5.33y + -2.22z <= 476.04
0.13x + -5.17y + -7.82z <= 206.84
4.69x + -6.31y + -5.01z <= 822.81
4.11x + 4.54y + 2.64z <= 762.67
2.02x + -7.11y + -8.17z <= 523.4
-0.28x + -9.98y + -0.32z <= 898.62
-9.76x + 6.69y + -0.39z <= 670.67
8.31x + 6.8y + 7.6z <= 992.41
-8.33x + 9.23y + -1.95z <= 369.44
3.19x + 6.94y + -7.89z <= 930.34
-1.99x + 3.99y + 1.88z <= 936.77
-4.75x + 7.52y + -9.39z <= 357.49
-9.69x + -4.26y + 2.29z <= 752.87
5.98x + -2.12y + -1.07z <= 900.46
9.04x + -2.86y + 6.53z <= 915.0
-5.63x + -0.63y + -0.65z <= 882.84
-1.47x + 5.99y + 9.78z <= 918.79
2.9x + -7.41y + -7.33z <= 272.13
-9.77x + 5.39y + -0.37z <= 138.16
1.97x + 9.3y + 1.07z <= 239.51
-4.57x + 5.03y + 3.35z <= 698.52
-7.51x + 7.3y + 8.31z <= 569.9
4.85x + 3.51y + 8.79z <= 606.58
-0.46x + 2.53y + 3.64z <= 474.04
-4.69x + 9.09y + -0.18z <= 462.54
-8.37x + 5.7y + 0.39z <= 176.57
4.7x + 7.3y + -0.11z <= 347.02
9.54x + -1.87y + -7.35z <= 961.77
-0.64x + 1.65y + 3.56z <= 180.94
-1.52x + -9.79y + -4.1z <= 200.13
-4.07x + 8.9y + -3.31z <= 860.21
-0.72x + -3.04y + -7.25z <= 160.22
4.77x + -5.95y + -5.05z <= 679.66
-3.05x + -1.93y + 0.56z <= 614.89
-9.62x + -5.48y + 1.58z <= 406.8
-4.08x + 2.28y + 7.48z <= 656.78
-6.55x + -1.43y + 4.5z <= 796.53
7.96x + 5.56y + 7.38z <= 459.89
7.47x + -0.61y + -4.09z <= 220.99
-1.71x + -8.88y + -5.29z <= 671.47
-8.28x + 5.73y + -0.8z <= 842.66
7.53x + 2.3y + -0.03z <= 140.64
6.28x + 0.22y + 7.33z <= 649.67
-0.48x + -9.88y + -1.43z <= 213.46
-9.98x + -8.42y + 6.79z <= 581.49
3.05x + -1.81y + 0.9z <= 397.12
9.16x + -0.57y + 0.89z <= 115.64
9.29x + 9.45y + -7.49z <= 322.83
-6.01x + -0.56y + 7.7z <= 460.36
-7.48x + -5.8y + 3.14z <= 596.58
7.21x + 4.95y + 3.99z <= 852.44
2.06x + -6.41y + -4.61z <= 496.2
8.37x + -3.46y + 7.31z <= 489.64
7.02x + 8.05y + 4.78z <= 509.15
-8.0x + 8.2y + -9.6z <= 612.75
-9.54x + -7.82y + 8.2z <= 485.2
2.39x + -6.45y + 0.71z <= 617.39
1.61x + 5.9y + -1.82z <= 876.37
1.28x + -9.84y + -8.41z <= 563.57
-2.32x + 4.41y + -8.41z <= 733.56
8.95x + 7.47y + 9.05z <= 181.11
7.68x + -1.75y + -2.56z <= 753.14
-4.78x + -5.21y + -3.35z <= 702.71
7.06x + -6.96y + -0.53z <= 867.44
-0.01x + 4.08y + 7.03z <= 873.52
0.62x + -0.75y + -4.32z <= 592.06
2.29x + -1.24y + -9.56z <= 274.92
3.24x + -5.64y + -4.28z <= 230.88
-9.58x + 4.89y + 0.2z <= 535.46
9.32x + -8.9y + -0.84z <= 374.36
-5.33x + -1.27y + -7.21z <= 593.14
4.29x + 6.87y + 1.33z <= 730.22
-2.62x + 2.3y + -3.15z <= 210.1
0.1x + -6.38y + -2.59z <= 196.51
-6.27x + -7.89y + -1.39z <= 670.41
0.51x + 8.97y + -9.21z <= 426.87
3.49x + 5.98y + 5.24z <= 101.21
0.71x + -4.63y + -3.67z <= 506.89
9.81x + 3.33y + 6.51z <= 466.14
3.86x + 0.19y + 4.32z <= 102.75
7.45x + -5.88y + 0.82z <= 957.32
3.95x + -6.47y + -2.77z <= 434.56
-7.16x + -3.35y + 8.46z <= 493.48
9.5x + -7.32y + -3.35z <= 499.84
5.09x + 0.41y + 8.39z <= 771.73
-7.31x + -0.84y + 1.54z <= 237.34
1.02x + -8.42y + -3.67z <= 497.63
-4.64x + 1.99y + 9.59z <= 957.15
7.13x + -9.26y + 5.8z <= 693.29
5.48x + 2.31y + 4.09z <= 164.47
9.36x + -9.39y + 6.16z <= 649.47
0.59x + -8.66y + -7.7z <= 985.66
-8.15x + -4.01y + -9.87z <= 874.67
3.84x + -7.28y + 1.15z <= 498.03
-7.07x + 7.69y + -6.68z <= 925.02
-2.56x + -7.12y + 8.82z <= 975.32
-0.44x + 5.69y + 7.5z <= 497.61
-3.18x + -1.05y + 0.44z <= 854.52
0.63x + 4.14y + 7.41z <= 801.5
-4.68x + 4.84y + 1.98z <= 640.22
9.28x + -8.94y + 3.59z <= 218.1
3.51x + -1.09y + 1.22z <= 189.67
4.3x + -0.9y + 9.09z <= 960.6
-2.87x + 8.23y + -2.28z <= 678.6
-0.95x + -7.42y + 7.42z <= 744.25
-3.9x + 2.58y + 0.67z <= 667.76
8.14x + 3.66y + -8.35z <= 178.5
9.85x + 6.97y + 0.88z <= 190.59
5.58x + -0.69y + -8.34z <= 763.42
-9.16x + 1.0y + -4.38z <= 227.89
-6.94x + -0.69y + 1.16z <= 490.31
7.31x + 1.61y + -3.18z <= 702.21
-4.47x + 9.95y + -2.71z <= 654.77
-2.6x + 5.69y + 6.97z <= 848.52
5.65x + -2.7y + -3.8z <= 289.7
-5.8x + 3.77y + -9.94z <= 882.53
-5.68x + -8.66y + -2.4z <= 534.68
2.87x + -8.94y + 9.56z <= 669.89
-5.79x + -6.15y + 5.68z <= 200.77
4.94x + -2.27y + 3.69z <= 281.18
4.66x + -6.52y + -3.94z <= 731.98
9.05x + 1.91y + -3.79z <= 437.47
-2.12x + -3.4y + 7.06z <= 338.27
-6.09x + 3.65y + -1.22z <= 983.48
-0.27x + 4.2y + -3.33z <= 300.44
6.91x + -0.79y + 1.98z <= 539.91
-4.2x + -8.97y + 8.61z <= 372.61
5.79x + -4.86y + -9.21z <= 647.22
0.74x + -1.62y + 6.92z <= 714.96
-4.77x + 3.04y + -4.04z <= 586.98
9.6x + -6.95y + 1.29z <= 614.31
6.59x + 6.17y + -2.35z <= 152.0
0.73x + -9.27y + 2.41z <= 865.3
-4.26x + -7.78y + -4.21z <= 560.67
-5.14x + 8.96y + -3.6z <= 783.27
8.48x + 5.27y + 1.6z <= 623.74
9.97x + 1.24y + 4.52z <= 287.47
-9.38x + -2.5y + -1.66z <= 193.59
3.86x + 9.07y + -3.93z <= 981.32
-3.23x + -6.41y + 6.54z <= 143.54
-2.15x + 0.83y + 7.64z <= 142.28
-2.65x + 0.05y + -5.54z <= 342.62
7.31x + 2.74y + -5.96z <= 281.19
8.9x + 5.38y + 3.12z <= 567.36
-3.71x + -8.95y + 2.19z <= 781.43
2.54x + 6.11y + -0.55z <= 747.32
-5.35x + 0.79y + 6.38z <= 596.66
7.24x + 9.49y + -5.35z <= 633.31
2.88x + 0.03y + 1.36z <= 273.48
-4.79x + 1.46y + 2.9z <= 570.5
9.33x + 6.62y + -5.23z <= 844.42
2.11x + -3.26y + -8.9z <= 818.21
-8.17x + 1.13y + 0.34z <= 463.83
7.68x + 6.79y + -0.03z <= 224.81
-3.03x + -0.99y + -7.48z <= 946.33
4.13x + -6.77y + -2.37z <= 415.82
7.32x + -2.83y + 4.85z <= 578.37
-0.5x + -5.03y + 1.08z <= 850.05
2.19x + -2.55y + -3.07z <= 894.85
-2.24x + -4.27y + -0.58z <= 962.08
6.48x + 0.08y + 1.15z <= 566.1
5.07x + -3.96y + 1.47z <= 613.3
2.46x + -6.53y + 8.8z <= 148.7
-9.25x + 6.21y + 2.27z <= 616.56
-3.12x + 3.73y + 0.74z <= 723.68
6.25x + -2.12y + 8.69z <= 819.46
1.49x + -1.02y + -1.87z <= 195.72
-2.48x + 1.48y + -0.62z <= 183.24
-6.82x + -9.64y + 4.94z <= 933.66
4.38x + 1.27y + -2.85z <= 814.78
5.01x + 3.31y + -6.92z <= 313.85
-4.92x + -8.01y + -3.0z <= 305.42
0.61x + -0.74y + 9.84z <= 304.81
9.1x + 7.94y + -8.82z <= 148.62
-2.16x + 5.18y + -4.58z <= 174.24
-4.74x + -9.95y + 3.78z <= 366.7
-5.17x + 8.5y + 3.96z <= 724.81
6.35x + -2.39y + 0.95z <= 453.77
-1.39x + -1.76y + -3.54z <= 908.83
-3.92x + -4.84y + -4.9z <= 238.85
-0.9x + 3.0y + -0.42z <= 449.7
-6.02x + -6.02y + -3.84z <= 615.54
-5.54x + 8.16y + -7.11z <= 882.49
-5.17x + 5.31y + 0.76z <= 370.9
4.24x + -2.22y + -3.35z <= 718.87
-4.2x + 5.36y + -2.02z <= 304.9
-9.83x + 2.69y + 3.13z <= 370.09
9.31x + 8.76y + 8.45z <= 334.98
-3.52x + -5.8y + 5.52z <= 603.69
7.06x + 9.93y + 1.75z <= 980.12
9.94x + 9.89y + -2.16z <= 252.54
8.9x + 5.36y + 5.53z <= 390.37
9.8x + 9.72y + -4.02z <= 268.67
-3.47x + -0.46y + -2.13z <= 673.71
-2.39x + -5.73y + 6.59z <= 397.26
-5.18x + 8.13y + 1.93z <= 330.54
8.49x + 3.19y + 1.57z <= 589.34
7.01x + 9.59y + -7.98z <= 587.65
8.86x + 8.37y + 4.87z <= 846.48
-5.33x + 8.01y + 8.19z <= 118.14
-5.19x + 4.66y + -9.78z <= 447.98
1.34x + -0.18y + -6.05z <= 732.95
9.12x + 8.19y + 9.84z <= 776.46
-9.89x + 2.9y + 2.37z <= 689.02
-8.34x + 1.2y + -4.12z <= 310.79
-5.18x + 6.15y + 7.18z <= 872.19
-9.23x + 8.26y + -8.28z <= 556.85
1.27x + -1.16y + 5.72z <= 277.3
2.92x + 9.05y + -1.05z <= 860.99
3.01x + -7.84y + 3.56z <= 818.52
-5.62x + -2.14y + 6.27z <= 852.04
5.43x + 2.59y + 2.65z <= 500.24
-4.57x + 4.61y + -4.18z <= 966.51
-7.25x + -3.6y + -8.29z <= 915.36
1.23x + 0.32y + -3.66z <= 389.44
9.96x + -0.43y + 6.12z <= 652.85
8.42x + -1.12y + -7.7z <= 389.54
-1.54x + -2.29y + -4.28z <= 361.66
6.48x + 8.29y + 0.44z <= 623.4
6.2x + -2.89y + 6.69z <= 661.58
1.97x + 0.09y + -1.19z <= 593.65
9.32x + 4.4y + 7.6z <= 136.55
-6.58x + 6.28y + -8.58z <= 719.86
-3.17x + 3.37y + -0.95z <= 576.12
-4.08x + 7.1y + -3.03z <= 293.65
-3.54x + -2.58y + -9.88z <= 775.54
3.81x + 3.8y + 4.73z <= 514.41
2.12x + -5.54y + -0.03z <= 196.51
0.09x + -8.95y + -8.51z <= 480.23
1.16x + 8.29y + -7.55z <= 261.32
-2.95x + -2.04y + 4.98z <= 333.42
2.63x + 3.14y + -5.63z <= 556.03
-6.23x + 0.66y + 3.39z <= 980.37
-4.45x + 0.23y + -6.59z <= 182.25
8.31x + 7.16y + 9.1z <= 904.48
-5.53x + -8.67y + 5.0z <= 724.51
-6.48x + 7.12y + 3.68z <= 336.7
-8.91x + -5.67y + -7.72z <= 557.45
0.13x + 7.25y + 4.7z <= 608.22
1.93x + 5.86y + -1.69z <= 382.78
7.7x + 7.85y + -2.0z <= 443.23
-7.39x + 1.56y + -2.08z <= 125.27
-2.31x + -7.91y + 2.32z <= 255.33
3.34x + -0.91y + -7.2z <= 834.94
1.37x + 9.19y + -9.5z <= 438.11
-6.36x + -8.93y + 3.05z <= 283.13
7.81x + 4.41y + 3.84z <= 105.53
-8.24x + 6.83y + 9.39z <= 253.89
2.83x + -3.31y + 8.04z <= 694.12
-7.37x + 4.55y + -0.43z <= 514.44
8.28x + 1.53y + -0.74z <= 440.9
6.72x + 0.18y + -2.35z <= 180.4
-2.09x + 6.86y + 2.36z <= 742.13
-7.71x + 2.61y + 6.5z <= 910.55
-4.07x + 9.84y + -9.4z <= 266.98
-2.05x + 7.5y + 6.02z <= 717.26
8.46x + -7.83y + 1.84z <= 783.69
0.03x + -2.97y + 0.25z <= 259.43
-9.27x + 5.23y + -1.23z <= 995.28
-7.99x + -0.86y + 5.2z <= 586.27
-8.65x + 6.87y + -4.45z <= 539.63
6.55x + 0.13y + 1.12z <= 955.47
9.09x + -0.1y + 7.34z <= 859.53
7.22x + 1.11y + 3.87z <= 367.1
-7.04x + 8.91y + 2.23z <= 310.12
-7.01x + -7.44y + -5.81z <= 806.93
-9.88x + 1.68y + 7.19z <= 521.86
-8.74x + 3.34y + 3.8z <= 614.66
-1.54x + -9.09y + -2.67z <= 395.1
-3.24x + -0.73y + -8.57z <= 735.15
-5.59x + 1.24y + -4.66z <= 386.74
3.28x + -2.11y + -8.85z <= 881.51
-6.18x + -8.59y + 0.21z <= 674.58
-8.69x + -4.98y + -1.11z <= 998.2
7.07x + -9.6y + 1.14z <= 563.88
4.74x + -2.62y + -7.48z <= 760.96
7.59x + 3.09y + 6.43z <= 945.04
3.77x + 3.48y + -9.97z <= 482.06
-2.14x + 1.08y + 2.35z <= 959.28
-5.43x + -8.06y + -6.5z <= 188.88
-0.91x + -1.74y + 3.51z <= 811.99
-2.24x + -3.0y + -0.28z <= 711.93
-1.13x + 0.17y + 4.45z <= 416.26
2.99x + 4.29y + 5.93z <= 289.33
9.51x + 9.04y + 0.85z <= 756.38
7.21x + -4.02y + 4.68z <= 614.56
7.99x + 1.06y + 7.28z <= 568.96
-9.87x + -9.29y + 2.78z <= 641.53
3.17x + 7.52y + 8.39z <= 422.29
1.67x + 9.51y + 8.84z <= 888.7
8.1x + 6.86y + 1.68z <= 168.3
-8.12x + 0.93y + -1.47z <= 346.59
2.02x + -2.66y + -7.13z <= 749.97
-4.92x + 8.39y + -9.68z <= 392.16
-6.49x + -7.8y + 5.71z <= 624.37
9.45x + 4.7y + -3.83z <= 784.01
-5.25x + -1.18y + -2.17z <= 881.62
5.11x + 3.22y + -6.31z <= 858.14
-6.02x + -5.5y + 4.6z <= 393.46
7.41x + 9.63y + -1.22z <= 529.81
2.45x + 5.84y + 3.39z <= 486.64
0.38x + 8.31y + -1.4z <= 992.31
8.51x + -4.27y + -2.61z <= 474.78
4.23x + -0.41y + 5.74z <= 360.39
1.69x + 4.33y + -5.74z <= 520.88
0.19x + 7.67y + 3.98z <= 566.11
0.82x + 5.04y + 9.58z <= 140.94
-7.07x + -5.35y + -1.28z <= 570.75
-7.05x + -4.22y + -9.3z <= 577.99
9.58x + 7.36y + -8.03z <= 777.32
-5.4x + 4.23y + 0.27z <= 124.2
8.57x + 5.7y + -6.09z <= 907.67
-4.63x + 9.57y + 6.14z <= 402.28
-7.97x + 9.41y + -1.12z <= 602.77
-2.54x + -6.64y + 8.62z <= 606.01
0.73x + -9.82y + -1.58z <= 814.01
-7.0x + -2.11y + 9.73z <= 722.01
-5.4x + 3.52y + -0.5z <= 879.97
7.83x + -0.08y + -5.18z <= 940.21
8.94x + -5.77y + 5.61z <= 837.41
0.81x + -9.44y + 4.73z <= 944.14
-1.02x + 6.32y + 1.38z <= 963.69
-2.07x + -6.77y + -4.33z <= 487.14
-4.02x + 3.14y + -6.61z <= 119.42
2.99x + 0.45y + 1.55z <= 894.76
4.09x + 8.81y + 4.84z <= 380.78
8.3x + 0.22y + -8.71z <= 711.79
5.13x + -5.68y + -9.93z <= 341.68
-3.79x + -3.13y + -3.03z <= 143.43
1.19x + 5.1y + 5.24z <= 973.04
5.34x + -3.44y + 3.18z <= 208.67
7.6x + -1.57y + -4.17z <= 189.49
-3.25x + -6.95y + -6.36z <= 220.96
-2.29x + 3.72y + -9.13z <= 545.0
9.54x + 1.83y + -3.87z <= 649.45
1.97x + 1.52y + -2.72z <= 738.52
2.32x + 6.55y + -0.25z <= 394.63
2.86x + -4.54y + -4.37z <= 734.18
5.23x + 1.62y + -4.91z <= 376.42
-2.07x + 3.45y + -9.11z <= 663.9
3.24x + -1.72y + -6.03z <= 756.87
-8.39x + -3.83y + -1.5z <= 737.72
-3.96x + -3.99y + 6.88z <= 578.03
5.76x + -6.43y + 6.48z <= 657.03
3.53x + -4.03y + 7.82z <= 351.71
3.0x + -8.08y + 9.69z <= 476.61
7.15x + 7.45y + 9.01z <= 676.31
7.58x + -6.03y + -8.59z <= 256.65
2.28x + -4.77y + -0.36z <= 619.29
8.43x + 1.85y + 8.28z <= 770.6
-0.86x + 9.39y + -8.73z <= 937.18
9.06x + 8.6y + 0.53z <= 307.96
8.06x + -4.13y + 8.59z <= 381.2
0.91x + 3.44y + 7.84z <= 985.6
8.76x + -6.19y + 5.61z <= 952.32
-3.1x + 1.01y + 6.88z <= 166.92
8.33x + 3.07y + 8.33z <= 657.92
6.49x + 7.1y + 4.7z <= 113.91
2.41x + 7.42y + 0.2z <= 857.42
-0.53x + 7.85y + 2.85z <= 745.56
8.48x + 8.79y + 1.93z <= 134.87
-8.05x + -4.96y + -4.15z <= 724.46
-5.09x + -7.2y + 8.57z <= 991.45
6.74x + 2.08y + -7.38z <= 177.32
1.7x + 1.48y + 1.23z <= 303.42
1.42x + -5.55y + 8.1z <= 892.47
-5.97x + 0.91y + 7.0z <= 658.05
0.7x + 8.55y + -0.26z <= 472.4
-7.48x + 2.15y + -7.03z <= 666.88
-9.84x + -1.19y + -5.03z <= 189.56
-3.13x + -6.88y + 4.58z <= 986.41
-2.71x + 2.67y + 7.73z <= 942.16
1.0x + 0.84y + -1.93z <= 132.38
8.81x + 9.5y + 3.48z <= 497.91
-0.42x + 5.83y + -0.91z <= 996.21
0.39x + -7.03y + -3.03z <= 418.6
-0.67x + 7.13y + 0.17z <= 991.65
1.85x + 9.93y + 9.75z <= 448.32
9.59x + 1.58y + 9.93z <= 710.94
0.78x + 5.02y + 9.61z <= 858.41
4.57x + -8.79y + 5.99z <= 135.49
-1.11x + -1.47y + -0.64z <= 438.66
-7.91x + -3.69y + -9.32z <= 968.56
-2.76x + -0.53y + 7.22z <= 851.48
-4.75x + 2.89y + -3.49z <= 696.81
-5.14x + -3.16y + -8.61z <= 986.43
1.11x + -9.05y + 0.63z <= 960.97
1.73x + -7.19y + 4.29z <= 289.28
-7.81x + -6.78y + 3.38z <= 390.1
5.18x + -0.37y + 3.12z <= 991.65
5.87x + 7.68y + 8.12z <= 806.22
-5.96x + -2.47y + 2.36z <= 214.06
5.02x + 6.97y + -1.73z <= 647.47
-3.9x + 9.18y + 3.81z <= 920.9
0.63x + -0.42y + 6.25z <= 313.07
2.72x + -1.79y + 5.57z <= 397.31
5.22x + 7.69y + 5.86z <= 330.97
9.28x + -5.67y + -6.62z <= 373.34
-3.93x + -0.15y + 9.9z <= 928.26
2.44x + 6.78y + -6.47z <= 156.83
-9.59x + 6.68y + -8.02z <= 580.79
9.99x + -1.25y + -5.39z <= 936.62
-3.57x + 6.09y + -5.02z <= 116.49
-9.5x + 4.1y + -9.54z <= 865.38
-7.68x + -1.87y + 8.44z <= 424.4
6.68x + -7.97y + 8.69z <= 455.43
6.07x + 7.8y + 3.23z <= 153.94
