max -8.87x + -2.53y + 1.18z
-5.39x + -8.42y + 2.41z <= 609.24
-4.76x + 0.34y + 3.68z <= 722.33
4.96x + -4.99y + 2.31z <= 776.99
1.82x + -5.32y + 9.3z <= 231.49
5.5x + 5.93y + 6.6z <= 802.02
7.83x + -9.92y + 9.28z <= 709.81
-5.18x + -0.04y + -5.39z <= 359.71
6.41x + 2.16y + -0.43z <= 755.71
-8.9x + -4.79y + -4.02z <= 569.36
6.35x + 3.24y + 9.0z <= 956.32
3.85x + 9.35y + 4.42z <= 125.68
1.33x + 8.77y + -3.43z <= 580.35
-2.86x + 7.13y + 10.0z <= 489.47
-7.86x + -1.95y + 3.88z <= 339.51
-2.58x + 3.62y + 0.15z <= 874.45
-4.31x + -9.27y + -1.48z <= 119.76
3.5x + 8.5y + 1.72z <= 550.36
-5.08x + -7.36y + -8.33z <= 643.17
-1.25x + -0.01y + -1.04z <= 313.92
7.69x + 3.69y + 2.78z <= 812.92
-9.62x + 1.43y + 9.29z <= 109.77
-4.37x + -2.04y + -6.11z <= 829.19
-0.93x + -9.19y + 9.11z <= 160.95
2.16x + 1.27y + -6.8z <= 717.65
-9.25x + -3.49y + 0.69z <= 774.02
1.3x + 4.43y + 6.3z <= 368.1
-0.72x + -2.3y + 4.34z <= 674.33
-7.59x + 2.23y + 0.34z <= 700.0
-3.98x + -8.0y + 7.98z <= 962.1
6.51x + -9.65y + 3.97z <= 937.01
-2.36x + 3.81y + 3.82z <= 871.39
-7.38x + 4.34y + 3.05z <= 264.49
1.5x + 0.41y + 0.74z <= 616.52
-7.46x + 1.79y + 1.89z <= 945.77
7.95x + 5.34y + 3.21z <= 848.27
4.36x + 1.75y + -3.31z <= 762.96
7.45x + 4.71y + 5.79z <= 896.61
2.27x + -8.62y + 8.98z <= 477.94
9.97x + 4.04y + -5.62z <= 291.39
6.27x + 3.78y + -9.7z <= 300.05
-6.6x + -9.86y + -6.52z <= 927.69
4.36x + 5.44y + 8.6z <= 224.6
-9.36x + -4.3y + 8.99z <= 219.64
9.3x + -1.31y + 8.04z <= 104.12
8.3x + 0.8y + -7.94z <= 382.44
0.18x + -7.95y + 0.53z <= 418.8
-1.07x + -7.88y + -7.49z <= 826.83
1.91x + -8.01y + 4.66z <= 908.0
8.27x + 1.51y + 9.82z <= 754.45
8.44x + -0.95y + -2.75z <= 708.72
-7.31x + -1.5y + -8.39z <= 548.05
5.3x + 9.41y + 1.17z <= 758.88
7.72x + -4.04y + -5.44z <= 436.86
6.84x + -8.5y + -0.53z <= 276.28
-4.1x + -5.77y + 1.17z <= 346.42
4.93x + 4.66y + -3.87z <= 554.52
7.53x + -0.95y + 0.62z <= 273.83
-3.8x + -7.1y + -3.62z <= 356.83
-5.69x + 1.27y + -5.03z <= 440.57
8.51x + 1.82y + -3.46z <= 128.92
-5.83x + 1.15y + -8.92z <= 358.7
-8.19x + -1.35y + 0.78z <= 688.45
2.16x + -3.13y + -2.42z <= 140.29
9.45x + 0.42y + -4.01z <= 970.28
-7.97x + 6.79y + 4.48z <= 954.19
-5.64x + 5.45y + 4.11z <= 941.5
6.84x + 2.34y + -7.84z <= 188.59
-5.97x + -8.19y + 4.07z <= 207.98
-3.29x + -7.5y + 6.99z <= 651.72
4.6x + -4.32y + -4.28z <= 609.26
6.34x + 9.97y + -9.42z <= 301.85
6.05x + 8.85y + -5.67z <= 640.74
-6.94x + 2.89y + -0.51z <= 934.89
-4.51x + 5.46y + -3.25z <= 404.26
-1.3x + -1.45y + -5.77z <= 937.69
-0.04x + 2.19y + 6.01z <= 236.56
5.35x + -3.03y + 3.47z <= 441.16
8.57x + 9.41y + 1.02z <= 482.43
2.71x + -1.74y + 7.61z <= 136.13
1.58x + -2.99y + -6.56z <= 381.15
-6.56x + -0.37y + -6.2z <= 785.55
6.88x + -0.9y + -3.02z <= 236.45
-0.3x + -8.7y + -9.25z <= 643.37
-0.24x + 8.42y + 9.09z <= 442.7
9.02x + -9.1y + 8.02z <= 638.25
-1.23x + 8.45y + -3.82z <= 995.87
-6.95x + -9.5y + -6.43z <= 588.52
-6.26x + 7.24y + -1.43z <= 221.56
-1.77x + -9.25y + -0.67z <= 589.25
0.65x + 2.05y + 6.86z <= 978.27
6.01x + -4.74y + 1.0z <= 308.35
-3.35x + -9.96y + 3.25z <= 302.99
1.48x + -6.44y + 5.25z <= 250.57
6.8x + 2.88y + -0.64z <= 646.86
-5.92x + -5.53y + -9.64z <= 983.82
-8.58x + 1.69y + -6.82z <= 188.06
-5.48x + 3.27y + 7.05z <= 628.45
-6.73x + -0.73y + 8.25z <= 466.35
-9.35x + 2.71y + -8.47z <= 424.89
1.49x + -1.41y + 2.46z <= 520.95
8.41x + -5.28y + 5.41z <= 456.19
-7.09x + 5.64y + 1.1z <= 110.81
5.73x + 5.98y + 4.15z <= 674.62
4.44x + -4.38y + 6.29z <= 172.31
3.1x + 1.39y + 4.73z <= 448.9
-3.6x + -4.44y + -0.64z <= 780.43
-3.88x + 3.53y + -7.47z <= 524.27
3.93x + 7.62y + -0.08z <= 359.43
-9.19x + -9.52y + 8.97z <= 329.07
6.89x + -2.53y + 0.06z <= 229.61
3.72x + 3.42y + -2.98z <= 688.66
-4.03x + -0.17y + -7.48z <= 844.6
-5.23x + -3.75y + 4.56z <= 227.72
-0.69x + 4.04y + -9.25z <= 282.82
-0.39x + -6.69y + 4.46z <= 203.01
9.17x + 7.39y + -9.53z <= 757.13
9.24x + -8.44y + 9.36z <= 162.85
4.45x + -2.9y + -3.81z <= 794.6
1.74x + -0.45y + -3.36z <= 105.4
-7.31x + -4.7y + -4.31z <= 225.83
3.55x + 1.45y + 6.9z <= 502.16
5.98x + 6.98y + -5.81z <= 944.89
-0.87x + -7.69y + -6.52z <= 831.34
-9.65x + -7.73y + -1.3z <= 586.2
2.23x + 2.81y + -3.69z <= 183.51
-6.19x + -1.74y + -0.43z <= 336.89
0.37x + 7.66y + 1.15z <= 963.08
-4.18x + 8.17y + -8.17z <= 691.45
8.19x + -7.84y + -2.26z <= 675.77
-1.15x + -5.95y + -7.21z <= 293.03
-5.7x + 1.32y + 3.89z <= 663.0
-8.25x + -1.08y + -2.69z <= 402.23
1.93x + 8.44y + -1.59z <= 139.24
3.17x + 8.72y + -0.64z <= 328.75
-2.32x + -0.34y + -9.64z <= 232.53
-1.94x + -3.8y + 3.38z <= 691.73
-1.55x + 9.34y + -7.8z <= 285.59
0.48x + -1.84y + 2.93z <= 165.88
-9.84x + -6.12y + 0.15z <= 241.24
-4.62x + -7.24y + -3.43z <= 470.66
-4.58x + 8.97y + -6.12z <= 273.72
8.19x + -1.78y + 2.21z <= 382.18
-6.28x + 2.59y + 3.21z <= 453.94
-5.56x + 1.38y + 8.01z <= 115.61
-5.58x + 4.9y + -6.11z <= 473.77
-5.77x + 9.77y + -1.02z <= 841.45
9.52x + -9.96y + -1.31z <= 871.43
2.33x + 4.18y + -2.2z <= 628.85
1.25x + -8.74y + 1.34z <= 878.12
-9.9x + 1.95y + 1.97z <= 342.24
1.19x + 7.99y + 3.5z <= 110.9
5.25x + -2.61y + -3.85z <= 313.93
9.3x + -8.39y + -9.79z <= 702.05
-7.02x + 1.76y + 2.58z <= 734.02
-7.25x + 2.89y + -4.94z <= 676.94
-1.21x + 6.36y + 0.17z <= 548.41
-1.5x + 7.76y + 4.27z <= 666.63
9.95x + -0.74y + -1.16z <= 461.94
5.19x + -8.25y + 6.08z <= 147.96
7.86x + 1.26y + -7.97z <= 609.5
-8.18x + 0.5y + 0.57z <= 800.08
-6.74x + -5.09y + -6.59z <= 881.28
-1.48x + -9.71y + 7.24z <= 830.56
5.95x + -5.87y + -4.14z <= 555.96
8.31x + -7.6y + -2.73z <= 108.48
-4.4x + -5.15y + 5.12z <= 881.34
0.99x + -5.54y + -3.8z <= 791.81
-2.25x + -6.98y + 9.47z <= 307.05
-3.49x + -9.09y + -3.02z <= 167.83
7.19x + 0.47y + 3.53z <= 242.42
-7.85x + -5.42y + 3.9z <= 588.86
-8.64x + 9.26y + -6.35z <= 892.1
-5.54x + 6.23y + 2.28z <= 534.96
5.67x + 1.85y + -5.34z <= 612.29
8.79x + -4.98y + 7.58z <= 166.27
-5.29x + -8.76y + -3.11z <= 509.37
8.98x + 9.94y + -9.54z <= 167.03
4.34x + -0.94y + -2.05z <= 685.19
-3.87x + 9.63y + -2.44z <= 803.86
3.44x + 5.95y + -5.76z <= 365.58
7.66x + -1.38y + -5.15z <= 844.78
2.17x + 9.09y + 0.69z <= 572.41
-0.35x + 2.25y + 3.94z <= 269.56
-5.27x + 1.45y + 9.05z <= 336.17
9.81x + -3.03y + 8.72z <= 960.43
4.19x + -2.81y + 8.86z <= 306.72
-7.73x + 7.62y + -1.38z <= 631.15
1.61x + -6.78y + -0.18z <= 949.36
8.51x + 8.66y + -4.23z <= 143.8
2.71x + -3.36y + -5.0z <= 977.06
3.23x + -9.22y + 0.95z <= 960.93
-4.74x + 5.44y + 4.52z <= 925.87
1.95x + -4.53y + 4.53z <= 673.39
-7.13x + 2.42y + -9.88z <= 853.28
-6.85x + 1.88y + 4.87z <= 955.61
6.72x + 1.92y + -5.6z <= 259.78
-9.15x + 0.48y + -4.39z <= 150.53
-6.04x + -4.99y + 3.78z <= 225.39
9.77x + 2.96y + 0.74z <= 608.87
-6.53x + 3.35y + -9.32z <= 796.92
-0.73x + -9.39y + 8.89z <= 290.3
7.1x + 1.73y + 5.01z <= 912.53
-2.28x + 8.25y + 7.04z <= 615.67
1.47x + 2.16y + -6.56z <= 716.16
-4.56x + -2.89y + 3.62z <= 834.21
-3.57x + -0.6y + 5.84z <= 678.69
-8.9x + -4.86y + 4.96z <= 592.82
-4.98x + -7.31y + 6.27z <= 401.75
-0.53x + 1.95y + 3.22z <= 562.63
-2.71x + 3.39y + -5.07z <= 892.14
1.15x + 6.94y + -6.0z <= 391.89
-1.2x + -0.51y + 4.34z <= 234.15
-0.86x + -4.08y + -1.37z <= 958.81
5.41x + -6.23y + -7.48z <= 638.76
8.67x + -0.38y + -7.93z <= 580.83
8.18x + 5.91y + 6.67z <= 733.43
1.12x + -2.66y + -9.78z <= 472.18
-0.13x + -9.4y + -6.1z <= 438.08
1.03x + -7.57y + -5.31z <= 113.01
2.89x + -0.37y + 4.72z <= 550.57
7.95x + 9.81y + -2.59z <= 957.1
-9.2x + -0.14y + 7.95z <= 994.55
-4.84x + 4.94y + -0.21z <= 845.85
-9.05x + 8.81y + -1.49z <= 101.31
-1.13x + -7.78y + -2.91z <= 367.01
-1.84x + 7.31y + 3.91z <= 187.06
-8.0x + -8.55y + -3.11z <= 407.06
9.86x + -8.96y + -2.54z <= 465.81
-9.13x + -0.17y + -1.21z <= 989.98
-1.04x + -0.01y + -7.66z <= 815.97
-1.97x + 4.58y + -8.22z <= 309.08
0.88x + 0.25y + 1.3z <= 938.63
5.57x + -9.58y + 7.64z <= 688.27
-3.68x + 7.2y + -8.35z <= 741.46
-6.47x + -0.01y + -4.48z <= 715.29
-5.28x + 5.33y + 9.64z <= 230.02
-4.95x + -3.44y + 3.2z <= 820.73
-2.12x + -0.98y + -8.32z <= 518.65
-5.11x + 1.08y + 6.72z <= 227.0
-3.3x + 6.17y + -2.65z <= 645.56
-3.23x + -9.81y + -1.17z <= 642.27
6.43x + 1.51y + -9.34z <= 248.16
-2.53x + -9.33y + -6.33z <= 585.52
-1.17x + -4.5y + 4.53z <= 116.42
0.73x + -3.81y + 6.54z <= 981.08
-9.86x + -3.96y + -9.58z <= 319.75
-1.38x + 6.45y + 4.81z <= 624.24
-6.33x + 9.34y + 0.7z <= 807.4
6.5x + 8.43y + -0.05z <= 326.28
-0.9x + 8.3y + 8.81z <= 394.71
6.37x + 0.36y + 2.83z <= 144.56
9.89x + 9.26y + -7.61z <= 559.46
8.93x + -2.29y + 9.84z <= 916.1
3.03x + 9.95y + -3.89z <= 352.77
9.79x + 5.55y + 4.18z <= 169.38
5.1x + 0.86y + 8.31z <= 574.81
8.52x + -5.8y + -1.43z <= 513.05
-3.73x + 4.3y + 3.8z <= 975.41
-2.1x + -1.59y + -4.58z <= 996.86
0.81x + 1.05y + -7.88z <= 309.24
-4.93x + -5.98y + -1.64z <= 993.56
6.07x + -9.15y + 9.3z <= 781.28
4.7x + 0.68y + -1.4z <= 516.15
-5.28x + -0.21y + 3.2z <= 999.33
-6.81x + 1.7y + 4.31z <= 835.19
-7.29x + 3.08y + 2.95z <= 359.95
-1.1x + 5.64y + 3.14z <= 184.02
5.08x + 2.13y + -8.59z <= 524.89
2.37x + -4.94y + 6.84z <= 268.62
-4.51x + 6.24y + -0.55z <= 183.2
8.98x + -6.73y + 1.71z <= 343.43
7.7x + -5.41y + -9.57z <= 531.24
-7.11x + -3.27y + 7.53z <= 766.45
2.44x + -9.3y + 9.92z <= 321.26
4.78x + 8.94y + 2.58z <= 350.43
9.25x + 7.53y + -0.33z <= 996.51
-5.95x + 7.93y + -2.37z <= 357.93
-7.24x + -5.68y + 1.74z <= 221.65
-7.64x + -0.68y + -7.16z <= 340.59
-6.46x + 7.6y + 8.79z <= 124.94
-5.92x + -5.92y + 7.67z <= 387.87
-0.16x + 7.69y + -2.75z <= 360.63
-4.48x + -4.36y + 5.82z <= 965.84
2.4x + 8.89y + -6.37z <= 198.48
0.61x + 5.14y + -8.73z <= 156.12
2.45x + -8.02y + 7.84z <= 295.26
-2.58x + -3.15y + 4.63z <= 115.22
-0.55x + 3.89y + -1.34z <= 496.64
-6.63x + 0.17y + -5.93z <= 837.18
7.25x + 7.07y + 8.52z <= 436.04
3.41x + -5.08y + -6.93z <= 835.27
0.51x + -3.22y + -4.23z <= 593.09
5.35x + -2.35y + -1.73z <= 827.0
4.0x + 8.73y + 7.61z <= 807.47
9.99x + 5.13y + 2.13z <= 765.78
-9.44x + 3.77y + 6.68z <= 147.85
7.68x + 4.72y + -0.2z <= 895.65
8.49x + 5.86y + -2.38z <= 612.12
7.34x + -5.47y + -6.43z <= 944.09
5.14x + -6.33y + -9.0z <= 572.71
5.47x + -3.18y + -1.96z <= 597.98
-7.38x + 8.38y + 9.96z <= 921.17
-1.19x + 5.29y + 4.84z <= 803.17
2.89x + 7.61y + -0.73z <= 375.03
9.95x + 1.26y + -4.77z <= 383.67
-0.33x + -6.62y + 5.63z <= 109.07
1.14x + -5.93y + -3.34z <= 543.71
-4.27x + -2.46y + 7.41z <= 441.87
-9.3x + -2.99y + -1.81z <= 447.41
2.11x + 8.51y + 9.49z <= 459.59
1.37x + -4.23y + 4.42z <= 476.03
-6.94x + 8.55y + -1.51z <= 603.49
6.9x + 0.8y + -4.77z <= 564.58
-7.67x + -3.84y + 5.34z <= 431.89
3.86x + -2.14y + 3.44z <= 826.93
-5.31x + 9.84y + -8.21z <= 611.33
-0.55x + -6.37y + 7.41z <= 717.56
-9.28x + -6.86y + 7.4z <= 704.73
-7.87x + 3.66y + -7.9z <= 914.1
-5.06x + -9.32y + -2.06z <= 308.44
4.57x + 4.87y + 7.33z <= 530.24
-2.4x + 9.95y + -9.48z <= 993.91
-6.9x + -8.02y + -5.58z <= 922.99
2.58x + -6.8y + -8.18z <= 417.95
2.61x + -1.28y + -5.08z <= 147.87
5.6x + 5.29y + -1.14z <= 882.91
-1.16x + -0.73y + 3.49z <= 254.08
1.47x + -5.9y + -8.42z <= 603.18
2.31x + -9.92y + 6.57z <= 248.68
-3.83x + 5.19y + 9.41z <= 186.22
3.52x + 3.34y + -0.28z <= 581.12
1.92x + -6.62y + -8.61z <= 164.99
6.66x + -5.32y + 9.29z <= 941.7
-7.11x + -6.68y + 5.66z <= 756.32
6.42x + 0.96y + 3.81z <= 696.33
5.9x + -0.49y + 9.6z <= 604.51
5.59x + -5.48y + -7.32z <= 835.11
1.38x + 1.31y + -9.79z <= 388.53
-6.69x + -8.2y + -2.68z <= 396.07
-3.34x + -9.55y + -2.99z <= 608.55
-4.69x + -1.14y + 4.06z <= 425.29
-2.52x + 5.26y + -6.52z <= 812.06
5.08x + -6.54y + 0.2z <= 193.76
7.77x + 2.28y + 7.77z <= 695.89
6.14x + -9.95y + 2.97z <= 874.04
-2.47x + -4.09y + -2.7z <= 491.62
3.9x + 6.77y + -3.6z <= 508.62
6.77x + 6.99y + -3.42z <= 304.13
-2.81x + -3.9y + -4.77z <= 264.62
5.18x + 7.23y + -0.26z <= 878.88
-2.03x + 3.43y + 3.46z <= 952.93
0.91x + 4.14y + -3.6z <= 924.23
7.19x + -0.95y + 4.77z <= 297.07
-2.39x + 6.35y + -3.26z <= 747.88
-9.9x + -7.97y + -4.33z <= 591.76
-0.16x + -7.94y + 8.36z <= 872.04
7.26x + 3.77y + -7.11z <= 920.41
-7.61x + 3.49y + 8.49z <= 431.85
-0.52x + -7.01y + -2.33z <= 902.26
5.11x + -0.68y + -2.65z <= 299.07
-5.56x + -3.22y + -6.03z <= 582.02
0.19x + -6.03y + -1.03z <= 201.55
7.23x + 4.53y + -3.05z <= 785.16
-2.92x + 2.46y + 8.16z <= 331.44
-9.23x + -8.67y + 4.7z <= 808.83
2.85x + 2.86y + -4.74z <= 796.34
-8.65x + -8.94y + 2.11z <= 979.28
7.86x + 3.03y + -5.32z <= 792.23
-1.87x + 2.65y + 2.52z <= 444.14
2.76x + 3.15y + -2.76z <= 405.58
3.76x + 1.41y + 9.03z <= 365.51
-2.46x + 3.07y + 2.57z <= 753.2
5.63x + 2.08y + 3.9z <= 694.53
2.88x + 9.02y + 3.1z <= 217.24
-0.85x + -0.31y + 8.41z <= 536.77
-5.27x + -7.46y + -9.45z <= 232.78
1.93x + 2.85y + -3.05z <= 381.9
-9.88x + -3.49y + 8.23z <= 476.77
-0.24x + -2.93y + 7.09z <= 488.78
-5.62x + 9.29y + 4.69z <= 144.92
4.64x + -3.94y + -1.91z <= 620.86
1.11x + -0.77y + -9.34z <= 749.34
6.4x + -3.75y + 2.95z <= 912.6
-3.79x + -5.05y + -2.69z <= 132.74
5.24x + -5.74y + -6.49z <= 851.87
-6.97x + -9.31y + 2.26z <= 351.99
9.1x + 7.42y + -0.53z <= 200.25
8.02x + -2.82y + -0.85z <= 165.82
-2.16x + 2.01y + 3.03z <= 605.39
4.31x + -7.19y + -7.1z <= 844.41
-1.08x + 3.45y + 0.36z <= 628.56
-4.91x + -8.68y + -8.73z <= 466.83
-1.09x + -1.31y + 7.81z <= 663.45
-7.75x + -0.14y + -8.07z <= 379.06
5.31x + 1.39y + 4.53z <= 755.18
7.08x + 4.01y + -8.41z <= 843.74
1.93x + 3.18y + 1.06z <= 872.47
1.55x + -9.41y + -8.13z <= 303.59
-7.54x + 2.43y + 0.38z <= 838.22
-2.46x + 5.71y + 8.17z <= 252.13
-9.31x + 0.26y + 7.59z <= 203.32
-6.67x + 5.85y + 0.23z <= 595.55
7.37x + -6.65y + -4.38z <= 210.32
-2.64x + 2.66y + 9.52z <= 752.06
-5.63x + -5.72y + -6.36z <= 742.79
-2.72x + -9.08y + 6.49z <= 352.38
7.59x + 3.87y + -6.23z <= 516.27
3.79x + -2.73y + 1.49z <= 869.63
-3.38x + 6.44y + -2.4z <= 429.53
4.83x + 3.15y + 1.89z <= 896.98
-7.88x + 5.57y + -1.11z <= 437.08
-3.45x + -5.66y + 7.24z <= 206.06
-2.21x + -5.54y + -4.74z <= 207.52
0.98x + 2.74y + -5.15z <= 103.74
2.52x + 0.47y + -4.54z <= 542.28
-1.01x + -8.77y + 3.31z <= 392.03
-4.69x + 7.58y + -1.1z <= 679.12
7.6x + 6.37y + 4.38z <= 297.07
-4.46x + -9.28y + 2.45z <= 422.79
8.04x + 2.3y + 6.1z <= 238.7
9.51x + 2.14y + 5.54z <= 302.11
-6.12x + 6.32y + 3.75z <= 967.85
-3.98x + 2.61y + 9.32z <= 117.84
7.14x + -7.2y + -9.86z <= 698.02
-0.41x + 5.93y + 1.89z <= 692.96
-1.16x + 4.46y + 6.66z <= 906.46
-7.75x + -9.73y + 6.81z <= 962.83
-5.16x + -0.65y + -4.3z <= 910.14
-7.24x + -7.69y + 8.45z <= 141.33
-2.67x + -9.91y + -3.32z <= 682.62
0.83x + -0.38y + 1.45z <= 765.07
-1.89x + -1.24y + -2.42z <= 625.01
-5.06x + 3.52y + -4.97z <= 157.8
-5.48x + -9.08y + -9.72z <= 309.81
5.91x + 7.01y + 8.67z <= 602.92
2.28x + 7.7y + 9.24z <= 427.17
-8.7x + -1.31y + 5.31z <= 248.85
3.79x + 8.46y + 3.4z <= 965.58
-7.67x + -8.85y + -8.56z <= 951.14
-6.58x + -1.0y + -4.3z <= 583.82
3.51x + -8.11y + 9.84z <= 188.22
6.68x + -0.74y + -4.67z <= 363.41
5.26x + 4.98y + -6.49z <= 824.22
8.52x + 2.03y + -3.44z <= 178.99
-1.53x + 2.59y + -9.07z <= 656.12
-1.07x + -1.65y + -8.9z <= 224.27
-7.96x + 6.05y + -4.06z <= 789.08
-8.38x + -9.83y + -3.36z <= 562.62
-4.32x + -0.69y + -6.61z <= 824.53
7.89x + -2.34y + 0.32z <= 538.7
-2.03x + 5.53y + 0.2z <= 865.02
-1.82x + 9.88y + -5.06z <= 812.28
-2.88x + -5.82y + 8.57z <= 850.64
6.3x + 4.45y + 1.75z <= 551.59
-3.68x + 1.12y + -2.23z <= 397.52
-0.4x + -3.89y + -8.55z <= 229.82
-1.27x + 1.42y + 2.63z <= 175.25
-8.88x + -6.7y + -1.3z <= 287.33
2.93x + 0.41y + 1.19z <= 622.75
1.77x + 7.38y + 9.72z <= 368.57
0.06x + -6.31y + 2.55z <= 634.53
-0.76x + 3.12y + 8.73z <= 221.62
7.3x + -4.59y + 4.71z <= 176.12
8.25x + -4.85y + 3.48z <= 678.28
-2.86x + 4.35y + -9.96z <= 307.08
-1.34x + -8.65y + 4.95z <= 796.02
0.25x + -0.22y + -8.27z <= 374.84
-7.45x + -2.37y + -4.8z <= 219.46
4.92x + -9.18y + -7.22z <= 567.46
1.54x + 9.8y + -1.02z <= 377.15
-2.43x + 2.91y + 6.55z <= 739.05
7.95x + 4.95y + -1.24z <= 433.84
-1.83x + -0.71y + -8.32z <= 750.11
-1.24x + 4.72y + 6.28z <= 277.79
-4.04x + -0.09y + 7.51z <= 289.16
4.31x + -7.54y + -3.27z <= 457.69
-8.14x + -8.59y + -9.26z <= 387.96
9.78x + 3.42y + -7.48z <= 909.01
-4.39x + 9.33y + -6.56z <= 103.81
-5.09x + -8.26y + 0.82z <= 627.43
-7.96x + 2.78y + 5.0z <= 943.52
-5.0x + -4.19y + 6.5z <= 553.27
-8.94x + -5.85y + 2.75z <= 191.15
6.73x + 2.71y + -3.96z <= 835.81
-1.09x + 6.97y + 2.89z <= 274.37
8.01x + -4.27y + 7.68z <= 876.06
-0.29x + -8.73y + -0.18z <= 170.64
-0.28x + 4.59y + -5.47z <= 714.42
-7.36x + 7.62y + 4.93z <= 651.4
8.75x + -5.49y + -5.29z <= 558.85
-9.15x + -4.29y + -9.4z <= 958.06
8.03x + 4.86y + -4.28z <= 137.37
-4.96x + -1.84y + 4.55z <= 916.57
-9.19x + 3.63y + -4.24z <= 827.73
-0.49x + -5.36y + -1.88z <= 561.18
-4.01x + -8.82y + 5.6z <= 231.66
7.72x + 2.3y + 3.44z <= 755.7
4.99x + -8.24y + -8.81z <= 734.97
-1.65x + 5.95y + 6.4z <= 331.01
-5.04x + -3.69y + -2.53z <= 559.95
0.64x + -2.78y + 8.73z <= 659.81
3.19x + 6.32y + -5.5z <= 882.08
3.98x + -9.02y + -9.95z <= 880.98
6.55x + -2.83y + -3.14z <= 756.42
1.0x + 4.24y + 9.83z <= 290.73
-6.75x + -9.16y + 1.73z <= 877.86
1.22x + -4.05y + 0.55z <= 360.39
-7.42x + 5.64y + 8.05z <= 529.95
6.29x + -7.88y + 2.13z <= 357.13
-6.95x + 3.43y + -4.86z <= 437.52
2.58x + -4.23y + 2.59z <= 619.43
6.79x + 8.14y + 5.37z <= 795.3
-6.97x + -9.47y + -5.67z <= 906.53
0.58x + 9.76y + 9.83z <= 300.43
-9.51x + -0.65y + -7.36z <= 556.73
-9.2x + 4.22y + -0.87z <= 909.67
4.38x + -6.66y + 4.34z <= 715.34
2.91x + 1.95y + -0.24z <= 125.91
2.28x + 3.52y + 2.22z <= 141.55
-2.39x + -1.63y + -7.13z <= 963.06
0.38x + -8.74y + 1.53z <= 434.09
-4.44x + 2.28y + -1.32z <= 898.4
-1.29x + 2.13y + -1.93z <= 347.45
-3.48x + 4.1y + -5.59z <= 522.32
6.93x + -4.51y + -9.05z <= 636.24
3.17x + 7.98y + 1.55z <= 387.5
7.54x + 8.8y + 8.84z <= 533.5
8.8x + -8.42y + -3.21z <= 581.77
6.64x + 5.54y + -9.25z <= 306.91
0.21x + 6.76y + 8.34z <= 479.14
-1.08x + 0.41y + -0.27z <= 417.52
-9.64x + 4.77y + -5.9z <= 478.47
-5.85x + -6.89y + -1.49z <= 466.9
4.04x + 6.3y + 1.67z <= 763.52
-0.74x + 9.39y + -7.48z <= 773.17
6.84x + 7.47y + 9.48z <= 202.88
-5.64x + -7.52y + 1.01z <= 556.35
-8.81x + -4.42y + -7.5z <= 436.39
9.9x + -9.96y + -1.49z <= 599.08
2.45x + 5.1y + 2.72z <= 329.14
6.14x + 3.82y + -4.01z <= 268.72
-2.13x + 8.46y + 2.73z <= 975.99
1.15x + 4.4y + -5.95z <= 280.58
0.8x + 3.95y + 5.37z <= 838.9
-0.89x + -6.26y + -4.54z <= 673.07
0.07x + -9.68y + 7.49z <= 740.39
4.23x + 2.31y + -5.37z <= 949.86
-2.7x + 4.67y + -9.83z <= 815.97
-8.52x + 7.44y + -4.51z <= 384.46
-2.63x + -2.06y + -9.6z <= 531.82
-1.64x + -1.61y + 9.57z <= 650.08
-0.9x + -2.72y + 1.06z <= 886.06
-1.18x + 1.76y + -6.6z <= 857.83
-0.99x + -2.03y + 1.83z <= 455.47
-9.42x + -4.58y + -6.81z <= 368.09
-5.32x + 1.83y + 3.25z <= 354.71
-7.4x + -5.12y + -6.57z <= 408.82
1.5x + 7.6y + -1.88z <= 723.7
-1.0x + -4.02y + 7.19z <= 524.7
-6.19x + -8.77y + -4.77z <= 563.53
5.96x + -6.43y + 0.06z <= 575.61
-0.75x + 4.57y + -5.3z <= 685.34
-7.0x + 3.94y + -4.77z <= 417.2
9.98x + -4.51y + 2.82z <= 901.69
-5.9x + -2.87y + -1.85z <= 208.39
7.45x + 3.68y + 7.29z <= 693.43
-9.39x + 8.97y + -6.38z <= 349.68
4.32x + -3.4y + -7.63z <= 158.08
-1.98x + 2.63y + -7.74z <= 550.43
1.07x + -2.67y + 5.77z <= 997.44
3.7x + -1.81y + 7.81z <= 596.88
1.59x + 4.56y + -3.75z <= 932.18
2.89x + 1.59y + 5.39z <= 359.95
-0.85x + 1.8y + -4.72z <= 587.83
8.14x + -5.6y + -8.26z <= 167.07
-6.62x + -4.2y + -0.45z <= 604.86
-0.46x + -0.39y + -0.18z <= 309.96
4.9x + -5.94y + -9.91z <= 507.49
-1.15x + -4.09y + -0.18z <= 420.18
5.29x + 3.98y + 6.33z <= 101.85
-4.99x + -0.72y + 5.4z <= 677.34
0.66x + -4.34y + -8.91z <= 424.81
0.48x + -6.39y + -6.58z <= 833.46
0.02x + 4.81y + -5.46z <= 457.53
-1.58x + -3.81y + 1.7z <= 960.25
0.15x + 10.0y + -5.71z <= 911.17
4.19x + -6.09y + 2.57z <= 752.78
-4.72x + 5.58y + -9.4z <= 372.45
-4.4x + 6.74y + -7.39z <= 934.98
1.21x + -7.35y + -3.62z <= 940.36
6.65x + 8.19y + -0.51z <= 529.06
-8.04x + 5.92y + -5.04z <= 601.54
-0.18x + 7.63y + 2.28z <= 301.02
-3.21x + -9.4y + 3.44z <= 826.36
