max 0.77x + -8.0y + 2.98z
5.29x + -3.96y + 2.19z <= 929.59
6.29x + 3.65y + 5.82z <= 719.16
8.21x + 6.61y + -2.82z <= 828.23
8.05x + 5.09y + -8.17z <= 142.61
-9.49x + 8.12y + 8.67z <= 583.41
-5.47x + -2.36y + 6.32z <= 282.78
6.99x + 0.67y + -8.23z <= 215.11
-2.83x + -4.52y + 4.1z <= 684.04
4.58x + -0.93y + -5.84z <= 328.58
-9.09x + 8.43y + -7.0z <= 223.18
-3.77x + 8.17y + 4.47z <= 938.56
-7.3x + 3.17y + 7.34z <= 475.57
2.02x + 3.19y + 7.98z <= 147.12
-7.04x + 6.14y + -6.07z <= 116.36
-3.64x + 3.53y + -9.81z <= 533.65
1.49x + 5.68y + -1.83z <= 884.05
8.48x + -6.0y + 1.42z <= 318.26
4.42x + -5.9y + -7.75z <= 578.32
1.6x + -5.89y + -8.19z <= 343.51
-7.4x + -8.26y + 0.92z <= 794.69
-1.18x + 8.72y + -1.11z <= 833.03
3.75x + 7.33y + 0.3z <= 846.71
3.07x + 7.18y + 2.45z <= 699.1
-6.53x + 9.89y + -1.72z <= 554.8
-2.96x + -7.06y + -6.53z <= 171.97
8.1x + 6.19y + -0.77z <= 548.7
7.44x + -0.3y + -3.13z <= 449.46
9.86x + -9.64y + 1.17z <= 466.56
0.54x + -0.07y + 6.78z <= 870.43
9.75x + -6.9y + -9.31z <= 221.11
-0.33x + 6.8y + -8.06z <= 798.59
5.24x + 6.27y + -0.78z <= 607.66
-7.41x + -1.28y + 2.22z <= 691.69
1.6x + 8.52y + 1.88z <= 991.68
-0.55x + 8.34y + -7.97z <= 941.65
-8.9x + 4.71y + 9.01z <= 936.6
0.29x + -1.09y + -6.07z <= 306.1
7.95x + 4.6y + 1.06z <= 450.21
4.22x + -5.53y + 1.07z <= 304.99
-5.98x + 4.64y + -2.89z <= 272.09
-0.26x + -2.86y + 9.67z <= 299.8
9.33x + -0.79y + 0.48z <= 809.38
6.74x + 0.16y + -2.53z <= 656.44
-7.4x + 2.94y + 9.59z <= 995.69
-0.18x + -8.2y + 4.25z <= 748.63
-4.4x + -3.8y + -4.42z <= 128.78
6.09x + -7.84y + 3.13z <= 751.66
-1.16x + -9.06y + -3.84z <= 238.79
-2.76x + -9.22y + 0.1z <= 473.2
-6.77x + -1.95y + 9.44z <= 595.23
2.27x + 9.68y + -2.33z <= 819.91
-5.4x + -0.24y + 6.57z <= 781.8
2.16x + 6.11y + -4.09z <= 923.54
-8.5x + -9.29y + -0.01z <= 417.56
-2.92x + 8.88y + -9.34z <= 193.89
-0.75x + -6.22y + 5.68z <= 381.02
-6.16x + -4.4y + -0.53z <= 748.8
2.31x + -3.94y + 5.3z <= 678.92
-0.72x + 0.99y + 7.18z <= 627.1
-5.72x + -3.81y + 6.77z <= 627.78
-0.84x + 1.25y + 1.63z <= 237.77
5.85x + 1.1y + -3.31z <= 839.58
2.85x + 3.69y + 6.84z <= 775.87
-5.12x + -7.57y + -3.41z <= 420.23
0.05x + -1.96y + -0.56z <= 540.03
5.96x + 5.28y + 0.92z <= 643.72
7.45x + -9.39y + -9.02z <= 642.12
2.97x + 4.87y + 1.86z <= 867.14
-2.66x + 2.43y + 5.76z <= 259.7
-4.55x + -0.67y + -3.3z <= 189.3
0.49x + 4.06y + 5.5z <= 676.49
7.63x + -7.35y + 7.55z <= 238.26
-1.04x + 6.36y + -5.67z <= 841.04
-2.25x + -7.2y + 0.96z <= 191.26
-9.81x + 5.78y + 2.31z <= 602.87
-5.56x + 2.31y + 2.43z <= 332.02
5.81x + -8.89y + 3.32z <= 771.87
5.03x + 9.36y + 5.33z <= 383.95
9.9x + 1.09y + 6.71z <= 531.3
1.86x + -6.14y + -2.68z <= 455.2
1.09x + -8.39y + -0.21z <= 688.28
-3.31x + -4.43y + -3.36z <= 903.08
9.0x + 3.73y + 8.98z <= 367.93
-7.31x + 0.45y + -7.28z <= 892.38
6.83x + 0.54y + 1.86z <= 812.56
-5.4x + 0.14y + 2.9z <= 772.52
-2.19x + 1.64y + 6.58z <= 195.63
2.98x + 4.14y + 5.62z <= 266.04
-5.07x + 8.59y + -7.54z <= 873.23
-4.7x + 0.55y + 3.12z <= 771.57
-4.69x + 4.14y + 6.62z <= 785.55
-1.93x + 2.26y + -6.29z <= 391.85
-3.6x + -9.74y + 4.89z <= 497.24
-6.24x + -6.01y + 4.42z <= 282.48
1.33x + -2.38y + 9.45z <= 329.16
-2.96x + -9.67y + 5.93z <= 927.1
2.35x + 7.47y + -3.98z <= 736.83
-8.51x + -0.37y + 3.07z <= 314.84
5.96x + 1.49y + 1.53z <= 233.54
5.22x + 3.46y + -5.41z <= 467.98
4.55x + -0.83y + -5.64z <= 726.25
0.23x + -5.97y + -6.29z <= 658.35
5.61x + 0.48y + -9.72z <= 164.21
-5.8x + 1.07y + 6.26z <= 352.88
7.15x + -1.12y + -5.68z <= 489.41
-0.16x + 2.14y + 5.94z <= 662.03
-7.48x + -4.27y + 3.59z <= 597.41
1.91x + -5.63y + -5.19z <= 448.39
-6.46x + 5.47y + -7.79z <= 546.94
9.33x + 0.67y + -3.96z <= 927.46
-8.57x + 8.55y + -3.3z <= 133.54
3.36x + -2.36y + 1.99z <= 925.83
-1.59x + 3.82y + -6.69z <= 669.61
0.87x + 3.44y + 1.97z <= 102.62
8.85x + 3.17y + 1.43z <= 546.7
-3.25x + -5.51y + 0.77z <= 450.43
-0.22x + 6.4y + 7.65z <= 977.73
7.82x + 9.62y + -2.93z <= 284.88
9.2x + -6.09y + 7.09z <= 183.86
-9.39x + 3.86y + 1.78z <= 615.46
-9.17x + -3.95y + 4.57z <= 397.33
8.89x + -4.34y + 6.54z <= 908.46
3.65x + 4.11y + 7.16z <= 916.93
-9.09x + -8.28y + 7.78z <= 217.18
-9.7x + -1.07y + -7.07z <= 158.14
-8.24x + -5.67y + -1.53z <= 835.18
-1.6x + -4.9y + -4.0z <= 646.01
5.89x + 0.87y + -9.49z <= 288.06
1.87x + 4.96y + 8.08z <= 179.73
-8.87x + -4.4y + 3.17z <= 622.43
-2.75x + 1.17y + 3.63z <= 909.83
-0.47x + -3.01y + 5.64z <= 540.38
-5.81x + -5.77y + -7.13z <= 852.67
-4.69x + -4.26y + 2.59z <= 271.43
8.73x + 1.39y + 4.68z <= 483.4
-6.51x + 6.77y + -0.37z <= 139.89
2.44x + -8.5y + -2.41z <= 667.36
1.18x + 2.15y + -3.58z <= 778.13
-4.55x + 8.22y + -9.47z <= 399.33
-9.03x + -2.2y + 3.96z <= 783.79
-5.4x + -5.91y + -4.8z <= 780.68
-9.23x + -4.53y + -1.19z <= 973.08
3.89x + -7.54y + 9.56z <= 930.15
-9.75x + -6.61y + -3.33z <= 334.99
4.84x + 3.72y + 9.63z <= 844.27
-5.45x + 7.25y + 6.29z <= 440.97
-1.26x + -5.14y + -8.33z <= 422.67
1.36x + 7.24y + 3.87z <= 285.12
-6.58x + -0.18y + -5.33z <= 216.55
-3.54x + -3.13y + 6.42z <= 153.08
0.44x + -3.93y + 2.53z <= 518.81
8.65x + -3.44y + -1.81z <= 189.06
3.67x + -4.3y + -6.43z <= 819.49
8.42x + 2.01y + -5.59z <= 416.15
-5.18x + -6.92y + 8.33z <= 486.14
-1.89x + 2.43y + -3.12z <= 737.13
-1.69x + -3.5y + -6.58z <= 716.66
-1.66x + 5.89y + 5.8z <= 549.43
-7.2x + 5.52y + 0.82z <= 496.1
8.03x + 4.28y + -9.64z <= 141.96
-1.2x + 8.78y + 5.74z <= 414.51
0.28x + -9.62y + -2.48z <= 957.13
-1.76x + -5.61y + -0.75z <= 592.35
7.11x + -8.76y + -5.78z <= 750.33
-6.83x + -5.7y + -4.83z <= 638.72
-0.47x + -5.56y + 1.53z <= 482.4
4.05x + 9.8y + 4.42z <= 913.57
-9.15x + 6.37y + -4.97z <= 268.67
-2.17x + 0.98y + -0.55z <= 473.96
-7.67x + 5.5y + 1.84z <= 569.13
-5.74x + -6.62y + -9.7z <= 402.77
4.59x + -8.89y + 4.5z <= 248.62
-5.56x + -5.13y + 5.94z <= 193.71
-6.99x + 4.98y + 9.19z <= 999.94
3.18x + -6.63y + 3.92z <= 113.07
-3.52x + -8.66y + 1.18z <= 816.69
-8.88x + -2.24y + 2.89z <= 375.97
1.23x + -2.48y + -5.22z <= 490.79
-9.4x + 3.32y + 3.39z <= 752.88
8.88x + 7.12y + -8.09z <= 547.97
-8.98x + -3.32y + -7.28z <= 461.39
-7.24x + -3.65y + 4.49z <= 921.45
-6.42x + -7.97y + 8.04z <= 730.33
-7.4x + 4.02y + 6.64z <= 687.24
-9.83x + -5.44y + -3.85z <= 772.32
5.49x + -7.87y + 9.73z <= 760.49
2.23x + 2.67y + 7.95z <= 893.1
8.52x + -4.97y + -7.84z <= 750.41
-8.14x + -4.08y + 7.61z <= 358.26
4.09x + 3.0y + -5.23z <= 979.79
-9.11x + 0.78y + -6.21z <= 312.3
-0.98x + 2.58y + -4.21z <= 452.34
9.57x + -0.26y + -0.2z <= 973.17
-5.58x + 0.58y + 7.3z <= 399.58
9.19x + -6.3y + -4.7z <= 451.49
2.3x + -6.57y + 9.99z <= 717.3
0.65x + 4.57y + 4.9z <= 320.22
8.57x + -0.69y + -7.43z <= 394.88
8.66x + 5.35y + -2.49z <= 923.72
9.64x + 0.16y + -6.02z <= 518.0
-2.7x + -3.39y + 4.04z <= 176.9
-6.62x + 6.6y + -0.12z <= 915.56
-8.28x + -1.11y + -4.07z <= 762.12
8.9x + -4.91y + -6.31z <= 723.14
2.29x + 6.57y + 4.83z <= 855.11
7.81x + -0.09y + -7.14z <= 982.14
-9.14x + -3.43y + -1.16z <= 681.46
3.22x + 0.22y + 1.25z <= 723.66
1.94x + 0.46y + 8.85z <= 618.23
-8.01x + -3.18y + -8.33z <= 314.25
3.41x + -8.26y + 6.6z <= 104.73
-5.65x + 4.87y + 2.9z <= 715.22
4.0x + 9.06y + 8.92z <= 242.31
6.65x + 1.3y + -8.77z <= 655.35
8.46x + -9.45y + 5.32z <= 234.54
-1.05x + 9.25y + -4.09z <= 473.32
7.94x + 5.54y + -9.08z <= 825.8
-8.75x + -7.36y + -6.41z <= 331.72
3.91x + -6.99y + -1.53z <= 258.54
-8.4x + -5.73y + 6.32z <= 366.62
9.13x + -5.34y + 5.61z <= 804.76
4.16x + 9.45y + -0.13z <= 335.0
-5.2x + -5.61y + -5.4z <= 481.99
7.47x + 0.29y + -7.66z <= 190.0
3.97x + -7.49y + -0.22z <= 556.2
4.19x + -2.07y + -7.24z <= 222.35
-7.99x + -5.38y + -4.19z <= 852.02
3.99x + -8.17y + -4.58z <= 257.93
1.4x + -2.1y + 2.99z <= 729.46
-7.65x + 9.26y + -4.14z <= 577.16
-0.48x + 7.46y + 0.84z <= 710.8
-4.59x + 5.8y + 7.68z <= 301.15
9.96x + -3.13y + -7.72z <= 364.18
0.53x + -7.32y + -9.18z <= 588.38
5.59x + -6.35y + -1.94z <= 243.38
-7.26x + -9.95y + -4.29z <= 914.73
1.57x + 2.77y + 5.16z <= 336.29
-6.94x + -2.18y + 0.68z <= 910.38
8.6x + 4.11y + -8.0z <= 643.25
3.6x + 0.04y + -8.72z <= 764.52
-1.64x + 2.69y + 9.64z <= 638.1
-2.4x + -6.85y + -7.17z <= 739.92
-1.03x + -2.75y + -0.2z <= 629.78
-6.72x + -7.48y + 9.56z <= 590.74
-5.46x + 1.81y + -9.91z <= 123.57
7.3x + 4.4y + -9.87z <= 754.09
8.06x + 3.5y + 2.93z <= 816.53
-9.06x + 4.23y + 8.31z <= 234.92
-9.61x + -5.88y + 1.14z <= 730.5
-8.75x + -8.49y + -8.82z <= 263.7
-8.45x + -4.96y + 0.9z <= 189.91
7.36x + 7.33y + 2.92z <= 466.5
5.3x + 1.74y + -4.18z <= 978.79
2.22x + -2.54y + -1.55z <= 973.27
6.93x + -9.2y + -0.57z <= 903.84
-9.0x + 9.39y + -9.2z <= 538.62
7.21x + 0.29y + 4.03z <= 468.44
1.06x + 6.47y + 5.91z <= 783.62
0.59x + -7.66y + 1.88z <= 857.1
-4.14x + -2.08y + 7.97z <= 486.16
7.01x + 9.43y + 9.43z <= 415.16
-9.22x + 6.93y + 7.85z <= 929.62
8.87x + 2.26y + 9.34z <= 250.78
-5.07x + -8.06y + -2.38z <= 944.7
7.47x + -2.77y + 1.98z <= 315.08
-8.78x + 4.61y + -1.22z <= 730.97
-6.39x + 1.4y + -0.69z <= 989.65
1.18x + 4.5y + -9.9z <= 543.17
-4.32x + -9.76y + 0.47z <= 143.84
-4.07x + 5.42y + -7.1z <= 637.68
-2.05x + -0.34y + -2.94z <= 135.23
2.03x + 0.08y + 9.43z <= 488.3
-8.34x + 5.36y + -9.98z <= 113.4
-9.84x + 5.59y + -7.41z <= 133.55
6.06x + -2.34y + 7.79z <= 207.21
-3.99x + 4.12y + -4.1z <= 212.99
-7.8x + -4.47y + 1.94z <= 358.43
-2.09x + -9.31y + 4.22z <= 975.42
6.01x + -1.37y + 8.07z <= 240.27
-2.33x + 4.95y + -7.56z <= 676.24
-5.77x + -8.1y + -9.03z <= 822.07
7.82x + -7.43y + -9.63z <= 679.65
7.77x + -7.8y + -2.97z <= 265.42
4.86x + 10.0y + 8.63z <= 293.87
-2.9x + 3.8y + 2.79z <= 245.01
2.64x + -4.23y + 7.91z <= 911.7
-3.54x + -8.34y + 1.14z <= 456.06
5.37x + 8.83y + -2.14z <= 176.3
9.03x + -0.57y + -5.25z <= 864.66
9.18x + -8.06y + -8.63z <= 635.68
-9.56x + -3.73y + -8.73z <= 536.29
-9.19x + 6.14y + -3.85z <= 364.69
-2.03x + -2.53y + 1.67z <= 468.28
-6.33x + 0.82y + 1.26z <= 651.89
-7.85x + -6.91y + -5.77z <= 345.72
-1.2x + 3.05y + -8.44z <= 659.95
8.49x + 6.81y + -7.86z <= 170.04
5.5x + -6.89y + -6.5z <= 675.9
-5.96x + -9.12y + 2.25z <= 280.55
-8.23x + 3.72y + -3.3z <= 908.44
-8.69x + 5.87y + -9.21z <= 623.95
-0.24x + -5.8y + 2.95z <= 815.37
-0.53x + -5.35y + 8.14z <= 707.53
-4.88x + 9.09y + 5.94z <= 797.67
7.01x + -1.89y + 3.84z <= 241.5
-0.85x + 0.74y + -9.28z <= 242.7
-1.58x + -2.49y + 5.95z <= 478.09
-6.23x + 4.09y + -0.71z <= 840.98
0.68x + -9.7y + -6.33z <= 883.79
2.49x + 7.04y + 0.79z <= 346.97
-5.17x + -6.67y + -7.56z <= 748.26
6.19x + 2.58y + -7.09z <= 484.54
-7.88x + 9.87y + 7.79z <= 500.29
-0.35x + 4.81y + -6.83z <= 341.17
-7.85x + 8.47y + 8.4z <= 617.55
-4.65x + 1.39y + -8.24z <= 458.89
-7.66x + 7.84y + -9.07z <= 835.55
-1.39x + 5.58y + 5.47z <= 818.78
3.9x + -5.4y + -5.14z <= 989.33
1.97x + -4.83y + 4.9z <= 361.83
3.64x + -3.14y + -7.15z <= 237.69
-7.05x + -0.43y + -6.09z <= 424.44
-1.42x + 8.42y + 9.87z <= 937.42
0.47x + 7.62y + -4.88z <= 595.93
2.86x + -6.87y + 9.09z <= 341.94
-4.97x + -6.29y + 0.3z <= 935.6
4.06x + 6.58y + -3.71z <= 825.0
-7.51x + -5.56y + 0.46z <= 701.66
-8.3x + 0.97y + -3.0z <= 792.93
-4.32x + -9.45y + -7.43z <= 300.73
1.76x + 4.66y + 0.74z <= 716.24
-3.34x + 3.19y + 9.62z <= 821.3
8.18x + -0.88y + 4.51z <= 361.18
-8.65x + 4.58y + -0.84z <= 429.95
2.21x + 8.67y + 0.96z <= 701.21
-6.16x + 0.74y + -1.4z <= 953.55
-9.78x + 7.74y + 8.93z <= 187.46
4.78x + 6.7y + -4.61z <= 475.6
1.03x + -6.94y + 9.17z <= 836.7
2.13x + -0.1y + 2.45z <= 183.68
7.14x + -2.7y + -3.48z <= 963.98
-6.56x + -0.17y + -3.65z <= 932.11
6.64x + -5.67y + 6.55z <= 427.31
7.68x + 0.12y + -1.98z <= 227.35
9.65x + 7.74y + 0.95z <= 969.94
-1.78x + 3.7y + 6.35z <= 443.85
-9.27x + 9.39y + 7.32z <= 265.11
-7.83x + 0.77y + 4.02z <= 319.21
-1.59x + -0.67y + 0.92z <= 529.82
6.31x + -6.18y + 1.31z <= 877.19
-1.34x + -3.69y + 5.82z <= 249.36
-5.34x + 6.85y + -6.63z <= 461.89
-8.14x + -4.39y + 5.58z <= 231.22
0.78x + 1.25y + -8.06z <= 562.11
1.92x + -5.58y + -6.99z <= 125.73
2.94x + 8.84y + 5.46z <= 925.15
-4.28x + 8.78y + 0.41z <= 471.5
6.44x + -9.14y + -5.01z <= 393.92
7.55x + -4.31y + -7.93z <= 327.6
6.5x + 3.24y + 0.71z <= 789.67
4.4x + 8.13y + 7.84z <= 445.16
-7.56x + -4.01y + 4.13z <= 540.78
-3.64x + 0.87y + -5.06z <= 605.83
-3.75x + -7.51y + 5.07z <= 371.39
-5.9x + 7.08y + -1.13z <= 971.83
-9.77x + 8.65y + -8.71z <= 652.32
5.63x + -3.54y + -7.73z <= 702.75
1.94x + 0.75y + 8.18z <= 911.72
5.52x + 2.47y + 8.18z <= 884.95
8.74x + 3.84y + -9.46z <= 174.84
7.82x + 7.69y + -9.92z <= 146.92
9.24x + -7.5y + -2.28z <= 966.03
-1.85x + -6.79y + 3.22z <= 802.61
-0.57x + 8.4y + -8.65z <= 660.23
6.7x + -9.9y + -2.38z <= 627.03
-9.61x + -9.95y + 7.37z <= 770.57
-5.5x + -3.55y + -0.24z <= 455.39
3.21x + -7.0y + 0.44z <= 541.18
-6.6x + -8.14y + -1.05z <= 336.91
-5.52x + 9.17y + -4.16z <= 745.13
0.76x + -2.28y + -5.07z <= 664.46
4.3x + -6.79y + -8.58z <= 649.35
7.39x + -5.65y + -2.91z <= 467.64
-4.7x + 4.96y + -8.72z <= 136.39
-2.89x + 1.7y + -6.72z <= 481.06
9.33x + -7.27y + -8.66z <= 175.46
0.65x + 3.03y + 0.46z <= 944.56
-4.36x + 3.16y + -9.36z <= 849.22
6.6x + -8.02y + 1.16z <= 576.27
5.93x + 1.65y + 3.42z <= 811.1
-0.16x + -1.63y + -2.15z <= 956.4
-2.75x + -3.29y + 5.21z <= 723.3
3.93x + -2.93y + 7.0z <= 446.52
-1.22x + 5.9y + -3.99z <= 162.95
7.14x + -7.83y + 3.11z <= 949.74
1.91x + 6.47y + 7.18z <= 550.55
-7.55x + 8.14y + -9.6z <= 711.09
3.36x + -3.62y + -7.67z <= 323.5
6.11x + -5.47y + -8.11z <= 581.45
3.25x + -6.46y + 0.38z <= 755.76
-9.23x + -1.8y + 2.86z <= 962.37
6.1x + -4.11y + -3.6z <= 995.16
6.82x + 5.54y + -7.76z <= 233.17
8.36x + -7.84y + 2.71z <= 304.64
5.15x + -6.38y + -1.55z <= 886.93
-0.03x + -1.86y + -0.28z <= 489.7
-1.51x + -7.98y + -6.46z <= 409.17
3.36x + 6.41y + -7.51z <= 853.39
-7.25x + 7.56y + 5.27z <= 870.91
7.47x + -1.43y + 4.96z <= 546.8
4.52x + -1.57y + 6.84z <= 886.81
-2.18x + 4.82y + 2.03z <= 458.24
-1.85x + -2.24y + 3.18z <= 342.59
8.54x + -7.36y + 5.78z <= 410.26
-9.51x + 8.71y + -7.99z <= 319.1
8.98x + 8.53y + 4.33z <= 515.15
-0.5x + 1.59y + 1.75z <= 607.92
5.14x + 3.1y + -3.33z <= 506.61
9.31x + -1.29y + -7.21z <= 676.99
1.66x + -0.4y + 1.16z <= 918.99
-3.0x + 7.01y + -5.52z <= 304.3
5.38x + 1.6y + 6.95z <= 739.88
7.94x + -1.57y + 9.62z <= 573.35
-3.53x + 2.63y + -4.27z <= 157.76
3.53x + 1.45y + 6.39z <= 596.04
8.58x + 8.88y + 6.98z <= 405.94
3.86x + 6.61y + -2.02z <= 524.08
6.96x + -6.9y + -9.2z <= 337.49
-6.25x + 6.43y + -3.82z <= 771.56
7.53x + -6.52y + -8.96z <= 685.18
-7.25x + -9.13y + -7.59z <= 249.27
-8.77x + 6.78y + -6.61z <= 283.73
1.9x + 9.98y + -9.39z <= 428.52
3.9x + 8.61y + -4.42z <= 825.51
9.1x + 4.04y + -9.35z <= 746.74
-8.1x + -7.65y + -0.48z <= 965.18
-0.04x + 5.97y + 6.58z <= 455.29
8.33x + 2.46y + 1.1z <= 880.55
-7.6x + -6.39y + -7.64z <= 544.92
8.73x + -2.34y + 1.71z <= 653.52
-6.73x + -5.84y + 1.81z <= 516.37
2.53x + 9.88y + -9.01z <= 593.83
-8.8x + -0.83y + -3.29z <= 287.24
2.76x + 9.36y + 2.0z <= 156.49
1.54x + 4.59y + -0.35z <= 235.61
3.32x + 7.34y + -7.31z <= 553.08
-4.34x + 6.45y + -8.69z <= 762.95
4.3x + -0.92y + -4.74z <= 292.04
1.28x + -4.62y + -1.38z <= 514.45
1.74x + -1.6y + -0.52z <= 993.21
-6.43x + -6.49y + -0.79z <= 329.39
-8.53x + -2.37y + -8.24z <= 354.29
6.37x + 7.55y + 9.79z <= 515.06
-3.02x + 1.39y + 6.73z <= 788.51
-3.78x + -3.61y + 8.09z <= 118.04
-1.6x + -9.4y + -0.25z <= 383.98
3.43x + -6.99y + -0.06z <= 727.83
-6.76x + -0.13y + -1.12z <= 503.58
2.5x + -1.19y + 9.97z <= 925.61
-1.6x + -1.95y + -6.39z <= 564.52
-4.64x + 1.25y + -1.5z <= 453.36
-3.34x + 1.63y + 1.55z <= 589.2
6.21x + -0.84y + 3.6z <= 828.28
6.96x + -7.95y + 0.13z <= 352.03
-4.86x + -2.4y + 3.31z <= 905.42
-5.35x + 8.58y + -6.82z <= 283.58
-9.15x + -5.87y + -6.14z <= 176.99
7.91x + 2.05y + -8.95z <= 236.86
2.08x + 8.47y + -2.0z <= 142.84
-6.8x + 0.52y + 2.69z <= 354.33
-0.63x + -2.98y + 2.18z <= 694.32
2.79x + 6.78y + 5.69z <= 541.67
4.29x + -1.44y + 4.31z <= 860.56
-0.89x + -3.61y + 7.9z <= 712.6
-7.75x + -5.41y + 5.91z <= 672.81
-9.42x + 2.61y + -0.3z <= 408.44
-7.27x + -5.36y + -8.64z <= 616.1
-2.36x + -2.98y + 7.23z <= 947.61
5.42x + 5.21y + 0.7z <= 751.08
5.08x + 2.95y + 1.77z <= 982.32
-9.58x + -4.69y + 3.69z <= 607.43
-8.42x + 3.31y + -7.13z <= 355.44
8.22x + -0.25y + 5.49z <= 598.95
-9.33x + -6.65y + -5.9z <= 576.91
7.09x + -6.28y + 4.08z <= 653.1
3.55x + -1.78y + 2.01z <= 696.11
-7.69x + -1.29y + -4.37z <= 549.35
8.5x + -9.91y + 3.74z <= 727.01
0.47x + 6.75y + -1.13z <= 885.28
-1.77x + 3.32y + -3.71z <= 913.61
-4.71x + 7.27y + 8.54z <= 431.05
-7.01x + -3.92y + -6.19z <= 609.95
-1.06x + -3.75y + -4.01z <= 395.14
-8.59x + 0.67y + 7.75z <= 240.98
-5.59x + -9.76y + -9.68z <= 789.49
-0.23x + 4.13y + -8.22z <= 587.88
3.0x + 8.38y + 7.57z <= 632.24
-4.1x + 1.61y + -3.49z <= 861.75
-0.87x + 2.12y + -7.73z <= 189.72
1.68x + 6.53y + -6.74z <= 154.34
-6.87x + 0.48y + 3.01z <= 886.17
7.37x + 7.26y + -0.57z <= 557.62
6.61x + 4.12y + -1.14z <= 937.58
-2.63x + 5.92y + -9.3z <= 610.31
7.5x + 6.11y + 0.72z <= 391.0
5.98x + 1.18y + -3.51z <= 874.57
4.66x + 5.61y + 9.98z <= 715.44
1.07x + -8.79y + 6.0z <= 254.81
-5.41x + -7.44y + 0.56z <= 824.83
3.66x + -3.76y + 9.16z <= 547.68
7.38x + -3.43y + -8.92z <= 235.6
-3.4x + 4.93y + -0.43z <= 817.22
-5.66x + -4.43y + -4.31z <= 631.51
-2.56x + 0.06y + 8.95z <= 533.3
5.97x + -8.87y + -0.91z <= 153.13
-9.61x + 5.73y + 9.62z <= 174.08
-1.52x + -3.3y + 4.12z <= 526.48
-3.86x + -9.62y + -2.91z <= 192.0
-9.82x + 8.53y + -7.34z <= 579.65
6.03x + 9.91y + 9.26z <= 254.77
-2.66x + -8.76y + -8.88z <= 469.08
-7.93x + -3.75y + 0.66z <= 298.7
2.1x + -8.08y + 3.44z <= 821.88
-1.46x + 4.95y + -2.35z <= 453.87
1.4x + 3.61y + -8.62z <= 309.0
-0.14x + 9.35y + -5.93z <= 595.36
9.99x + -3.02y + 0.76z <= 931.15
7.09x + -5.08y + 5.65z <= 522.19
7.28x + -3.14y + 1.68z <= 623.49
2.51x + 5.45y + -7.22z <= 382.56
7.01x + -8.24y + 6.32z <= 294.55
5.92x + 9.86y + -8.67z <= 338.51
-2.48x + -1.91y + 8.56z <= 533.01
4.61x + -6.42y + -0.27z <= 376.71
1.83x + -6.9y + 4.9z <= 512.63
7.16x + 9.96y + 5.99z <= 267.21
-0.62x + -8.09y + 6.29z <= 715.19
-4.37x + -7.63y + -9.18z <= 282.75
-6.17x + -4.33y + 4.74z <= 155.9
7.38x + 1.8y + 0.88z <= 287.67
6.96x + 7.09y + -1.0z <= 459.64
9.17x + -5.98y + -9.58z <= 920.84
-8.47x + 10.0y + 2.28z <= 397.93
-6.44x + -8.49y + -0.19z <= 911.14
8.23x + 2.82y + -9.12z <= 914.48
-6.93x + -6.76y + 2.89z <= 194.39
-4.63x + -6.49y + -2.41z <= 190.03
9.71x + 0.02y + 2.99z <= 582.8
8.6x + -7.67y + 7.24z <= 733.9
5.7x + 5.68y + -9.49z <= 864.1
-1.85x + -6.02y + 2.0z <= 279.52
5.14x + -5.52y + 3.1z <= 758.92
2.59x + 5.83y + -9.96z <= 738.94
-8.89x + -3.06y + 8.99z <= 706.53
8.69x + 9.92y + 5.05z <= 355.34
6.58x + 3.7y + -3.87z <= 448.39
-6.44x + -3.39y + -3.14z <= 843.45
7.05x + -8.96y + 9.59z <= 143.82
-5.75x + 9.79y + -5.61z <= 175.4
0.76x + -4.27y + 0.58z <= 601.03
-0.4x + -4.25y + 0.23z <= 165.03
4.01x + -7.87y + 9.85z <= 364.03
-7.46x + 5.76y + 7.64z <= 545.22
-2.21x + 5.47y + -0.53z <= 292.6
9.75x + -2.22y + 9.57z <= 467.27
3.61x + -6.02y + 5.8z <= 491.89
7.42x + 0.26y + 6.42z <= 462.9
-6.95x + 3.9y + -4.98z <= 461.94
-2.24x + 1.12y + 3.7z <= 695.81
-1.06x + 8.21y + 7.79z <= 302.94
-4.58x + -0.52y + 2.87z <= 756.64
2.18x + 8.08y + -5.05z <= 458.94
6.14x + -4.27y + -6.76z <= 867.87
4.0x + -7.53y + 1.67z <= 256.06
-2.17x + -3.66y + -4.15z <= 678.55
4.65x + 1.1y + 4.4z <= 180.08
1.72x + 4.5y + 1.75z <= 759.37
-9.45x + -6.08y + 6.47z <= 405.62
-0.53x + -8.71y + -2.21z <= 930.39
-9.95x + -2.33y + -4.95z <= 843.0
0.83x + -0.22y + 4.65z <= 153.55
6.07x + 2.69y + 3.61z <= 567.13
-6.67x + -7.87y + 8.01z <= 928.82
7.84x + 0.22y + -7.21z <= 689.73
-9.7x + -5.49y + -0.72z <= 780.64
-3.35x + -5.83y + -0.61z <= 126.43
-9.0x + 1.22y + 4.54z <= 162.45
-3.02x + -7.82y + -0.29z <= 505.62
-1.66x + 3.15y + 2.39z <= 511.34
3.94x + 0.39y + -6.49z <= 163.7
-9.58x + 9.08y + 7.34z <= 872.41
-9.84x + -5.12y + 8.64z <= 686.08
-5.61x + -2.44y + -6.59z <= 748.41
2.61x + 9.28y + 3.75z <= 699.64
