max 7.72x + -4.04y + 3.37z
3.02x + 7.44y + 6.51z <= 158.17
9.85x + 6.1y + -2.2z <= 564.19
-5.91x + 3.74y + -4.81z <= 929.34
-0.22x + 4.41y + -2.03z <= 438.83
-9.32x + 3.52y + -4.92z <= 955.87
4.05x + -2.79y + 9.29z <= 113.59
-0.41x + 2.72y + 9.53z <= 211.68
0.36x + -3.91y + 9.6z <= 740.74
5.63x + 9.6y + -8.57z <= 178.22
4.48x + -6.58y + 7.55z <= 773.53
-0.39x + -9.9y + -1.46z <= 837.7
-8.25x + 1.67y + 7.85z <= 461.26
-6.05x + -4.83y + 4.31z <= 662.12
-5.93x + 5.41y + -5.44z <= 202.23
-9.67x + -7.04y + -7.94z <= 389.68
-1.84x + 5.66y + -4.93z <= 710.18
-7.96x + -6.59y + 0.77z <= 250.97
8.66x + 1.87y + 2.55z <= 671.11
-2.1x + 0.11y + 7.77z <= 693.89
-7.59x + 3.2y + -8.93z <= 770.77
1.43x + 4.87y + 0.37z <= 238.62
-9.4x + 9.49y + -5.17z <= 287.22
-5.88x + 9.8y + 8.86z <= 197.98
-3.45x + -0.89y + -6.61z <= 606.59
8.25x + 7.96y + 7.33z <= 829.66
-7.82x + -1.42y + -7.32z <= 283.74
-2.87x + -9.54y + -3.77z <= 238.71
4.06x + 7.1y + 5.26z <= 154.22
-9.92x + -1.45y + -8.36z <= 170.25
0.42x + -9.85y + 0.18z <= 739.51
1.91x + -4.05y + -6.05z <= 702.15
4.61x + 3.86y + 9.56z <= 196.3
0.91x + -0.13y + 0.18z <= 546.77
-2.26x + 6.41y + -9.6z <= 954.97
0.71x + -9.64y + -2.46z <= 241.4
9.88x + 0.29y + 6.12z <= 211.98
8.8x + 5.28y + 7.02z <= 519.67
2.87x + 4.44y + 1.44z <= 107.49
4.37x + 5.57y + 7.35z <= 862.55
8.34x + 9.08y + 6.71z <= 766.28
-9.51x + 0.73y + 4.4z <= 752.29
9.03x + -7.83y + -3.21z <= 155.25
-6.18x + 7.27y + -0.31z <= 968.78
-3.18x + 9.06y + -5.84z <= 974.83
-6.96x + -2.27y + 0.89z <= 552.9
6.2x + 6.94y + 6.83z <= 876.14
5.11x + -0.62y + 2.1z <= 774.54
8.87x + 0.95y + 3.18z <= 855.54
-9.55x + -8.02y + 7.18z <= 683.17
-0.08x + 8.97y + 5.3z <= 195.92
-1.72x + -2.41y + 9.3z <= 995.53
2.69x + 0.03y + 5.58z <= 450.24
7.05x + 2.49y + 9.47z <= 678.65
5.39x + -4.3y + -1.24z <= 902.45
7.48x + 6.94y + 5.49z <= 677.28
-5.26x + 6.3y + 6.76z <= 369.82
-8.89x + 7.86y + 3.43z <= 582.05
6.53x + 7.83y + -3.04z <= 956.67
-3.96x + 7.11y + -1.38z <= 988.85
-2.17x + 0.94y + -9.88z <= 399.32
0.87x + 7.36y + 7.33z <= 343.51
-5.79x + -3.21y + 1.7z <= 816.93
-0.93x + 8.69y + -7.34z <= 184.02
-3.85x + -5.05y + 4.88z <= 710.41
6.65x + 9.22y + 5.51z <= 548.31
7.14x + -4.1y + 7.42z <= 698.16
2.77x + -0.75y + 2.48z <= 965.8
5.26x + -4.45y + 5.05z <= 938.13
-3.11x + 3.63y + 3.12z <= 444.86
-4.57x + -6.28y + -6.1z <= 577.9
8.97x + -2.39y + 3.97z <= 108.25
-6.61x + 8.87y + -2.22z <= 755.14
3.17x + 4.14y + 5.49z <= 702.07
-1.18x + -2.64y + 0.61z <= 445.98
-4.75x + -4.77y + -7.76z <= 369.24
9.45x + -2.5y + -8.48z <= 861.5
9.35x + 0.62y + 5.15z <= 817.82
9.21x + 4.44y + 9.16z <= 700.54
-5.49x + -7.4y + -1.84z <= 821.83
6.48x + 9.37y + -7.46z <= 210.8
4.77x + 7.73y + -5.73z <= 425.47
-5.25x + -8.15y + 3.96z <= 154.17
-8.22x + 1.57y + -0.4z <= 491.87
6.97x + -2.35y + 5.31z <= 128.37
-9.42x + -8.98y + -2.97z <= 916.49
-7.81x + -8.23y + 9.14z <= 863.99
-7.26x + 9.34y + -2.18z <= 224.75
-6.06x + 0.85y + 5.84z <= 729.84
-1.17x + -1.18y + 9.5z <= 320.01
3.12x + -3.42y + 6.65z <= 414.01
-7.84x + 9.73y + -0.54z <= 631.86
-5.66x + -7.31y + 5.5z <= 647.46
-5.2x + 3.6y + 3.95z <= 786.54
-8.55x + -7.08y + 1.59z <= 941.6
-1.7x + 4.19y + 2.11z <= 666.22
-0.07x + -6.23y + -4.78z <= 732.86
-5.75x + 0.3y + -3.03z <= 969.88
6.65x + -7.17y + -8.46z <= 794.1
-6.18x + -0.28y + -3.72z <= 858.03
8.4x + -4.55y + 4.48z <= 237.98
-5.47x + 9.64y + 1.93z <= 403.84
-4.95x + -9.59y + -6.95z <= 447.19
-0.71x + -6.73y + 0.26z <= 416.44
-5.73x + 0.72y + 9.2z <= 570.74
-1.95x + -0.96y + 1.11z <= 630.51
7.92x + 0.3y + 9.5z <= 662.38
-4.42x + 6.03y + 2.58z <= 804.29
-6.0x + -8.71y + -8.95z <= 986.61
-4.37x + 4.14y + 1.66z <= 444.06
2.9x + -0.84y + -9.6z <= 742.92
1.56x + 5.93y + 9.66z <= 395.59
-6.9x + -0.59y + -8.23z <= 958.02
8.69x + 1.83y + -0.82z <= 966.12
-8.39x + 6.56y + 9.77z <= 995.33
9.55x + -5.09y + 4.39z <= 668.95
0.2x + -1.65y + -5.22z <= 313.74
8.15x + -4.66y + 7.29z <= 909.46
-9.16x + 7.85y + -5.65z <= 816.55
5.86x + 1.01y + -8.32z <= 726.44
4.51x + 0.26y + 3.83z <= 492.27
-4.37x + -0.79y + 5.58z <= 737.37
4.93x + -7.9y + 9.26z <= 671.09
-0.91x + 8.72y + -3.03z <= 660.28
-1.52x + 5.64y + 3.74z <= 967.25
-3.49x + 2.21y + 8.34z <= 162.24
2.04x + -1.55y + -9.29z <= 626.96
-4.82x + 0.21y + 7.21z <= 671.72
2.69x + -3.19y + -0.13z <= 648.52
-1.26x + 0.22y + -5.6z <= 461.29
-2.82x + -3.16y + 2.03z <= 136.4
7.88x + -6.59y + -8.49z <= 728.68
-7.67x + -8.18y + 3.27z <= 851.79
0.46x + 1.26y + 3.01z <= 538.78
1.5x + 2.13y + -4.22z <= 294.11
-4.36x + -5.03y + 6.73z <= 135.9
1.86x + -7.6y + -1.41z <= 735.38
7.31x + -8.12y + 7.6z <= 594.71
-4.56x + -2.97y + -6.65z <= 580.14
-5.29x + 3.28y + 7.58z <= 455.62
-5.19x + -6.99y + 7.43z <= 492.0
0.18x + 7.62y + -2.71z <= 945.97
6.53x + 3.77y + -1.56z <= 293.47
2.75x + -3.81y + 4.07z <= 312.3
-7.26x + -0.4y + -0.3z <= 992.81
-4.08x + 2.95y + -8.5z <= 863.98
9.85x + -2.3y + -5.95z <= 601.92
6.2x + -8.2y + 1.43z <= 709.49
6.58x + -2.01y + -1.06z <= 883.89
-6.81x + 1.86y + 3.37z <= 921.32
-0.47x + 4.39y + 9.3z <= 240.68
-1.2x + 8.83y + 5.5z <= 221.66
1.98x + 5.28y + 2.12z <= 413.19
-5.39x + -0.12y + 3.93z <= 501.33
5.87x + 4.1y + 3.89z <= 904.14
3.15x + 8.89y + -4.33z <= 292.12
-9.93x + 9.89y + 6.11z <= 280.4
-0.02x + 9.03y + 6.54z <= 424.17
0.05x + 7.7y + -8.43z <= 586.5
1.91x + 4.3y + -7.64z <= 437.91
1.64x + 1.11y + -7.75z <= 366.58
-0.5x + 6.61y + 1.82z <= 647.54
-6.89x + -9.14y + 2.16z <= 182.43
3.16x + 4.92y + 3.81z <= 636.33
-5.58x + 2.82y + -0.22z <= 233.17
-3.51x + 7.24y + 7.98z <= 666.6
-7.28x + 0.81y + -8.4z <= 807.11
6.05x + -4.08y + -6.25z <= 757.12
-5.88x + -3.88y + 7.89z <= 979.94
2.73x + -6.7y + 5.78z <= 615.75
0.07x + 5.09y + 5.3z <= 893.64
4.16x + 8.17y + 6.73z <= 397.61
-3.1x + 9.17y + -1.05z <= 745.86
1.72x + 9.62y + -1.15z <= 760.54
-3.45x + 6.32y + 1.87z <= 847.99
-4.92x + 6.13y + -7.17z <= 447.38
6.15x + 4.59y + -8.57z <= 935.65
-8.76x + -7.32y + -8.62z <= 564.69
-9.42x + 2.22y + -0.09z <= 357.62
-8.23x + 3.4y + -6.9z <= 421.44
-1.31x + 5.84y + -3.32z <= 699.2
8.74x + -4.77y + -9.89z <= 275.15
-7.88x + 3.01y + -7.75z <= 555.94
0.94x + 3.4y + -1.93z <= 426.87
2.71x + -9.44y + 5.53z <= 258.59
-2.93x + 3.71y + -2.46z <= 779.34
-1.44x + -6.09y + 3.38z <= 516.34
4.18x + -0.01y + -8.36z <= 490.14
6.12x + 8.69y + -1.37z <= 161.96
6.39x + 8.69y + 5.14z <= 237.24
-7.61x + 1.29y + 7.52z <= 929.4
2.0x + 5.04y + -2.84z <= 245.9
2.88x + 5.48y + 2.68z <= 400.76
-2.7x + 1.16y + -2.29z <= 583.69
1.58x + -7.43y + 8.43z <= 577.45
-3.09x + 9.34y + -3.35z <= 786.98
1.55x + 0.84y + -9.36z <= 472.57
-9.34x + -6.42y + -4.46z <= 808.32
-8.98x + 5.0y + 2.89z <= 772.17
0.96x + -5.49y + -7.89z <= 867.34
2.37x + 0.51y + 6.78z <= 324.1
-1.39x + -1.98y + -0.48z <= 818.43
-2.55x + -7.14y + 8.49z <= 245.31
-8.62x + 5.69y + -5.5z <= 426.18
-4.87x + -7.87y + -2.7z <= 178.85
6.01x + -9.71y + -6.49z <= 391.85
3.92x + -5.41y + -2.66z <= 259.78
1.79x + 4.23y + 1.63z <= 925.2
-4.77x + 8.31y + -1.55z <= 954.47
0.4x + -8.12y + -1.62z <= 907.23
-0.99x + -3.35y + 6.24z <= 109.75
-0.98x + -0.6y + 3.25z <= 902.29
3.88x + 2.22y + 8.54z <= 491.59
-4.81x + 3.89y + 9.16z <= 932.35
6.03x + 3.7y + 6.55z <= 760.3
-8.91x + -8.11y + -3.28z <= 687.86
1.57x + -1.9y + 9.98z <= 100.86
-6.52x + 8.79y + -7.32z <= 381.03
-9.86x + 4.36y + 5.65z <= 742.8
-9.67x + -6.9y + 6.18z <= 472.39
7.37x + 7.15y + -9.34z <= 675.72
-8.54x + 7.1y + 1.61z <= 595.71
-0.31x + 2.48y + -2.7z <= 921.41
-8.38x + -6.25y + 8.97z <= 935.77
3.64x + -2.37y + -2.25z <= 349.81
-9.5x + -6.37y + -1.16z <= 120.95
0.98x + 2.93y + -6.65z <= 715.8
-4.8x + -8.85y + 6.61z <= 525.76
8.48x + 2.31y + -2.8z <= 799.56
-5.38x + -3.3y + 2.85z <= 127.56
-1.64x + -7.36y + -8.65z <= 468.92
4.45x + -1.42y + 1.46z <= 690.41
-2.41x + 3.82y + 1.34z <= 459.34
-7.67x + 6.35y + 8.0z <= 228.92
-6.19x + -7.95y + -8.75z <= 530.56
-3.74x + -3.06y + -8.63z <= 919.72
-4.03x + 1.86y + 1.41z <= 872.39
3.82x + -6.45y + 5.97z <= 861.26
-5.01x + -7.01y + 3.24z <= 769.48
0.56x + 4.28y + -7.42z <= 117.22
-2.04x + 0.98y + -7.77z <= 746.7
-7.58x + -5.14y + -6.67z <= 493.75
-0.98x + -5.19y + 3.75z <= 537.51
9.46x + 9.26y + -0.89z <= 998.99
4.23x + 7.45y + -5.86z <= 180.62
-4.56x + -3.12y + 0.74z <= 234.34
2.87x + -1.36y + -4.79z <= 652.73
4.76x + -7.42y + -5.12z <= 689.26
4.98x + 7.01y + 2.11z <= 493.9
-3.58x + -6.04y + -8.68z <= 838.57
6.43x + -7.67y + -9.34z <= 209.89
3.76x + -7.61y + -7.92z <= 430.95
1.61x + -9.94y + 9.27z <= 965.43
-0.9x + -2.38y + -9.1z <= 198.59
2.93x + -0.87y + -9.59z <= 980.24
-7.64x + -1.17y + -8.68z <= 360.19
-8.74x + -0.02y + -0.25z <= 517.22
-9.36x + -6.0y + -9.26z <= 794.9
7.59x + 4.73y + -0.34z <= 796.23
0.52x + -7.55y + 7.36z <= 930.94
-1.97x + -5.76y + 4.1z <= 607.05
2.4x + -5.6y + -4.69z <= 227.44
-8.01x + -5.41y + -1.75z <= 935.85
-3.99x + -8.63y + 2.99z <= 976.97
-5.44x + -7.39y + 0.65z <= 290.83
9.58x + 0.67y + -2.56z <= 637.9
-4.0x + 7.49y + -1.39z <= 285.89
4.31x + 0.32y + -8.35z <= 576.08
-5.29x + 6.0y + -9.86z <= 498.2
8.22x + 1.81y + 2.72z <= 842.21
9.38x + 8.96y + -2.14z <= 982.4
-3.63x + -1.28y + -8.04z <= 509.41
-6.37x + 0.16y + 0.63z <= 536.89
-6.21x + 2.6y + -9.44z <= 100.12
-3.88x + -2.99y + -2.61z <= 793.38
2.12x + -6.95y + -6.32z <= 120.76
-9.32x + 0.98y + 2.34z <= 813.69
6.81x + -2.34y + -3.13z <= 856.56
-5.75x + 2.63y + -6.46z <= 704.44
-5.69x + -0.78y + 8.95z <= 732.87
-1.74x + -6.68y + 6.78z <= 588.35
-6.87x + -5.96y + 6.2z <= 182.67
-0.47x + 3.82y + -1.98z <= 264.5
-3.8x + 9.03y + -7.27z <= 635.77
-1.99x + 9.31y + -6.89z <= 401.48
9.78x + 2.8y + -7.33z <= 123.19
-7.17x + -4.18y + -8.81z <= 864.58
-9.68x + -6.35y + -9.97z <= 495.16
1.51x + -5.4y + -2.77z <= 128.95
-8.85x + -9.38y + 4.15z <= 908.27
-2.74x + -6.05y + -8.4z <= 650.05
-2.82x + -3.45y + 1.92z <= 337.86
-3.22x + 3.15y + -9.67z <= 774.57
4.76x + 6.5y + -7.07z <= 692.93
-1.87x + 3.91y + -1.55z <= 193.96
9.87x + -9.91y + 0.69z <= 618.15
6.26x + 4.43y + 5.54z <= 355.36
-9.84x + -6.38y + -8.78z <= 460.31
3.01x + 8.31y + -6.87z <= 574.06
-4.04x + 5.67y + 6.8z <= 993.18
5.85x + -0.13y + 1.31z <= 700.75
3.82x + -4.73y + -6.25z <= 536.69
7.74x + 3.88y + -6.26z <= 468.51
8.05x + 3.9y + 7.68z <= 483.35
7.22x + 2.33y + 2.11z <= 284.84
3.04x + -4.89y + 9.15z <= 924.06
-2.88x + -9.11y + -6.54z <= 228.08
5.99x + -9.48y + -2.37z <= 340.72
-6.71x + 1.65y + 8.05z <= 285.48
0.33x + 6.87y + 9.91z <= 271.49
8.02x + -2.23y + -2.62z <= 234.8
-8.64x + 9.17y + -4.81z <= 128.02
-8.28x + 7.97y + 3.25z <= 904.05
-0.48x + 6.33y + -7.6z <= 400.93
-2.16x + 4.12y + 5.14z <= 284.29
-6.5x + 2.44y + -0.26z <= 829.38
8.63x + 5.29y + -0.37z <= 233.99
-7.25x + 1.09y + -3.35z <= 493.86
4.53x + 7.66y + -2.58z <= 980.77
-3.53x + 6.5y + -0.01z <= 872.54
-6.82x + -0.4y + 0.82z <= 196.94
8.8x + 7.9y + -6.39z <= 682.4
-1.61x + 6.08y + -3.81z <= 464.25
-0.76x + -1.14y + -3.49z <= 178.88
-6.7x + 0.33y + -5.48z <= 575.29
-2.27x + -0.31y + -0.32z <= 942.5
-0.62x + 7.86y + -7.35z <= 299.44
-5.05x + -4.52y + -3.13z <= 954.01
1.03x + 2.06y + -2.29z <= 295.83
3.73x + 1.55y + 5.14z <= 474.17
0.31x + -0.59y + -0.67z <= 661.37
2.11x + -1.89y + 4.22z <= 626.35
-3.77x + 5.18y + -4.92z <= 442.43
-4.31x + -3.24y + 6.82z <= 324.31
-0.5x + 1.6y + -8.15z <= 910.73
-0.9x + 5.47y + 0.34z <= 807.15
-7.3x + -5.23y + 6.37z <= 180.33
-5.28x + 5.78y + 2.25z <= 288.19
2.07x + 0.94y + -5.2z <= 553.0
-1.07x + 6.67y + 6.96z <= 947.62
3.92x + 4.26y + 4.44z <= 247.44
-4.41x + 2.73y + -5.1z <= 690.77
9.77x + 0.64y + -3.3z <= 979.21
-9.52x + -4.61y + 0.74z <= 976.7
-6.66x + -8.28y + -3.09z <= 709.57
6.87x + 0.75y + -8.98z <= 942.07
4.86x + -0.47y + -3.79z <= 756.2
-0.42x + -2.65y + -1.94z <= 955.05
3.45x + 7.25y + -0.77z <= 432.22
-8.7x + -8.99y + 1.12z <= 389.16
-1.62x + -0.07y + -5.36z <= 948.19
-5.98x + 1.69y + 1.95z <= 558.89
7.91x + 9.03y + 5.2z <= 582.42
-7.74x + 8.5y + 2.08z <= 273.28
1.48x + -0.66y + -9.84z <= 109.4
-8.84x + -9.17y + -4.6z <= 533.83
4.02x + 5.14y + -0.04z <= 810.36
-0.14x + 0.69y + 1.89z <= 119.61
9.61x + -6.99y + 5.55z <= 606.46
-0.62x + -7.55y + -7.38z <= 582.5
5.15x + 0.9y + -8.11z <= 404.18
7.2x + 8.14y + -1.8z <= 120.01
-4.6x + 7.16y + -1.02z <= 248.6
3.98x + -7.19y + 1.13z <= 755.13
-1.33x + -8.75y + -8.31z <= 295.49
2.57x + 0.98y + 5.46z <= 788.12
-0.33x + 9.97y + -3.37z <= 920.79
0.95x + -6.22y + 6.0z <= 601.32
-7.95x + 5.52y + 7.1z <= 814.56
-3.45x + 3.57y + -7.21z <= 936.01
-6.64x + 6.33y + -5.06z <= 640.43
-8.8x + -9.97y + 7.44z <= 385.88
-2.95x + 8.67y + 8.51z <= 507.43
-1.31x + -1.46y + 5.71z <= 709.33
3.26x + 5.01y + -3.57z <= 227.74
5.54x + 6.52y + 8.01z <= 663.99
-1.89x + 7.95y + -4.78z <= 700.65
1.12x + -8.97y + 5.94z <= 651.96
2.87x + 3.99y + 1.06z <= 335.08
-0.17x + 6.59y + -8.41z <= 868.73
1.05x + -4.62y + 5.84z <= 794.62
3.94x + -2.83y + 4.32z <= 252.11
-3.11x + -2.08y + -5.49z <= 246.48
-0.2x + 2.96y + 7.2z <= 845.82
0.64x + 1.58y + 4.85z <= 424.34
-2.99x + -1.65y + 0.02z <= 894.65
0.8x + 5.01y + 5.0z <= 415.86
6.78x + 4.18y + 6.28z <= 480.73
-3.69x + -1.31y + -6.83z <= 277.32
-8.19x + -4.18y + -6.52z <= 919.4
1.84x + 5.39y + 9.89z <= 352.45
4.72x + -8.32y + 1.29z <= 180.94
8.36x + -3.97y + 1.62z <= 113.19
1.91x + 5.43y + 6.52z <= 302.99
-0.44x + -5.47y + 9.93z <= 685.7
-1.35x + -0.95y + -8.73z <= 176.81
-1.21x + 5.35y + -4.23z <= 945.68
8.19x + 0.65y + -4.1z <= 405.95
-9.02x + -5.4y + -1.0z <= 460.07
-5.73x + 7.71y + -8.09z <= 184.68
6.08x + 6.9y + -2.14z <= 574.18
-9.25x + 4.25y + 2.34z <= 729.99
-7.74x + -2.04y + 8.18z <= 164.96
9.2x + 0.18y + 1.15z <= 919.42
5.96x + -5.36y + 0.25z <= 432.41
0.2x + -0.99y + -8.34z <= 991.98
-9.35x + 9.82y + 1.23z <= 285.56
-7.06x + 9.84y + 7.1z <= 981.96
7.37x + 8.84y + 5.81z <= 458.99
5.32x + -4.64y + 6.13z <= 447.08
-5.71x + -9.47y + -1.67z <= 549.95
2.55x + -0.59y + 2.43z <= 721.41
-1.9x + 8.79y + -6.0z <= 554.76
-6.79x + -9.94y + 3.04z <= 420.43
-1.81x + 5.33y + -6.46z <= 491.69
-0.71x + 4.85y + 2.76z <= 430.53
-5.83x + -7.4y + 0.48z <= 582.14
-9.3x + 8.73y + 7.04z <= 398.08
-3.0x + -7.03y + 4.37z <= 810.97
0.49x + 0.01y + -6.95z <= 847.46
6.35x + 5.51y + -2.08z <= 587.42
-4.27x + 7.05y + 0.88z <= 736.41
-7.67x + -8.76y + -2.73z <= 113.62
2.51x + 7.53y + 1.34z <= 959.25
6.35x + -6.55y + -5.08z <= 231.21
8.44x + -4.64y + -2.62z <= 554.83
-7.02x + -6.55y + -0.19z <= 157.21
6.65x + -0.49y + -3.76z <= 204.42
3.7x + -1.69y + -0.5z <= 532.71
-9.65x + -8.81y + 1.8z <= 696.46
7.89x + 1.67y + -9.55z <= 955.68
7.65x + 5.98y + -0.52z <= 970.27
0.91x + -8.63y + 5.23z <= 936.94
0.17x + 6.17y + 1.72z <= 722.14
5.43x + 9.32y + 4.82z <= 288.61
-4.22x + 4.87y + -3.1z <= 869.48
8.47x + 4.2y + 1.65z <= 685.36
5.07x + -6.31y + -1.67z <= 795.5
-4.3x + 5.5y + 4.5z <= 642.73
-7.85x + 1.98y + -1.88z <= 781.82
-9.03x + 0.33y + 7.46z <= 530.01
-9.59x + -8.29y + -8.83z <= 217.56
6.94x + -2.0y + -8.24z <= 576.56
3.81x + 7.29y + -2.57z <= 838.92
-0.3x + 7.57y + 7.6z <= 716.39
-8.28x + 9.77y + -3.71z <= 685.11
-7.43x + -3.87y + -4.86z <= 454.37
3.3x + 4.0y + -2.23z <= 296.53
-4.74x + -7.12y + 3.55z <= 988.79
3.17x + -7.15y + 6.16z <= 987.52
-6.72x + -2.24y + 7.22z <= 969.41
-0.45x + -4.13y + -7.04z <= 122.67
5.93x + -4.08y + -0.09z <= 104.24
-6.54x + 4.62y + 9.0z <= 370.32
-9.45x + 9.25y + -5.36z <= 489.99
-6.32x + -6.43y + -2.06z <= 685.9
6.28x + 9.21y + 2.68z <= 993.67
3.88x + -4.09y + 6.51z <= 788.62
-8.19x + 9.54y + 8.25z <= 464.39
-4.53x + -1.97y + 9.51z <= 282.58
4.89x + -5.67y + -2.4z <= 652.48
-8.71x + -5.01y + 1.24z <= 974.87
2.04x + -6.26y + -6.1z <= 781.13
2.97x + 0.42y + -8.81z <= 221.58
-3.07x + 8.93y + -9.05z <= 984.23
-5.31x + -4.63y + -0.4z <= 444.68
1.03x + 8.51y + -4.56z <= 335.65
2.26x + 6.36y + 7.82z <= 255.79
7.38x + -9.54y + 8.06z <= 189.49
8.08x + -7.06y + -3.13z <= 838.59
9.36x + 2.25y + 1.59z <= 299.92
-8.54x + 5.36y + -6.56z <= 564.0
-6.94x + -1.13y + 6.55z <= 541.42
1.06x + 2.62y + -3.44z <= 810.82
-6.48x + -4.33y + 4.08z <= 559.33
5.63x + -1.88y + -3.1z <= 445.99
-1.62x + 7.44y + -3.96z <= 606.13
0.89x + 7.76y + 2.3z <= 894.22
-4.81x + -9.47y + -4.92z <= 400.91
-0.71x + -1.92y + -7.61z <= 760.87
3.89x + -3.66y + 9.8z <= 331.59
-0.16x + 3.71y + 7.31z <= 428.24
3.85x + -2.63y + -6.72z <= 956.78
-3.29x + 6.4y + 4.67z <= 276.8
-7.35x + -9.35y + -9.22z <= 128.05
-6.15x + 8.22y + 6.83z <= 310.14
-0.78x + -4.73y + 7.81z <= 356.62
-0.18x + 6.64y + -6.02z <= 455.7
6.0x + 2.34y + 5.08z <= 386.68
9.58x + -4.86y + -9.13z <= 547.11
-1.42x + 4.67y + -5.86z <= 683.89
5.33x + -2.77y + 9.88z <= 670.24
1.61x + -7.17y + 2.26z <= 245.69
5.69x + -7.8y + -4.73z <= 619.57
7.03x + -0.86y + 2.23z <= 801.52
0.23x + 4.86y + 8.68z <= 927.9
-7.53x + -0.29y + 9.8z <= 194.55
1.13x + -8.67y + 5.94z <= 962.93
-7.72x + -3.46y + -7.6z <= 431.53
5.08x + 3.26y + -1.05z <= 532.29
1.34x + 7.38y + -3.5z <= 325.6
5.48x + 0.53y + -1.12z <= 924.68
2.35x + 3.88y + 6.07z <= 276.45
9.19x + -5.02y + -0.98z <= 528.36
1.29x + -2.66y + 4.79z <= 806.59
-6.1x + 4.72y + 4.09z <= 382.84
7.52x + -0.81y + 1.34z <= 607.28
-5.65x + -5.93y + -1.35z <= 150.96
-7.26x + -5.2y + 0.85z <= 281.5
-4.93x + 9.09y + -4.3z <= 388.52
-4.9x + -6.01y + 8.4z <= 890.16
-2.7x + -0.78y + -6.14z <= 281.21
8.93x + -7.92y + 3.85z <= 939.93
6.12x + -4.5y + 1.98z <= 550.53
7.13x + -3.83y + -2.36z <= 297.37
-5.78x + -5.16y + 9.81z <= 413.21
0.09x + -7.32y + -5.6z <= 585.36
-7.38x + -7.36y + -3.68z <= 336.42
-1.69x + 6.98y + 1.18z <= 862.26
-1.77x + -3.45y + 7.1z <= 110.69
6.79x + -1.01y + -1.9z <= 790.21
8.05x + -5.83y + 6.43z <= 458.49
-9.23x + 6.88y + -6.23z <= 137.89
3.04x + -5.27y + -0.47z <= 143.99
5.39x + 9.93y + -4.72z <= 600.87
9.5x + -2.6y + 2.53z <= 152.15
-9.97x + 4.72y + -3.7z <= 382.12
9.09x + -2.36y + 2.07z <= 675.04
3.93x + -4.08y + -8.6z <= 115.62
7.64x + 9.19y + 7.84z <= 270.21
-4.56x + -3.85y + -1.52z <= 267.46
4.86x + -4.38y + 8.79z <= 481.8
5.86x + -5.94y + 5.86z <= 630.46
7.16x + 7.8y + 8.01z <= 808.58
-7.09x + 4.28y + 2.9z <= 896.18
-5.41x + -7.68y + 6.83z <= 670.62
-9.81x + -9.7y + -9.69z <= 774.25
-8.91x + -3.6y + 7.33z <= 277.34
-5.27x + 6.05y + -2.87z <= 418.2
8.36x + -2.88y + 2.24z <= 681.99
7.2x + -8.07y + -4.77z <= 669.0
-8.16x + 8.65y + -4.34z <= 465.36
6.12x + 4.87y + -2.91z <= 561.18
9.37x + -0.04y + 9.73z <= 843.56
3.99x + -0.44y + -1.81z <= 916.94
5.23x + -4.09y + -0.69z <= 475.98
-5.75x + 6.11y + 6.93z <= 959.67
7.52x + 6.42y + -3.82z <= 574.23
5.71x + 4.63y + 5.06z <= 178.88
-8.89x + 9.31y + 2.01z <= 124.96
-0.52x + -3.77y + -7.24z <= 751.99
4.16x + 7.4y + -7.38z <= 851.21
-4.95x + 2.75y + 9.32z <= 952.75
9.33x + -8.16y + -1.89z <= 672.66
-8.89x + 7.56y + -3.0z <= 371.98
-9.81x + -3.4y + -6.14z <= 449.55
4.02x + -1.08y + 6.78z <= 648.22
-8.33x + 1.68y + 9.77z <= 728.63
-5.59x + -3.71y + -6.43z <= 163.0
-5.68x + 5.93y + 4.86z <= 552.21
1.88x + 6.33y + -2.93z <= 210.63
2.26x + -9.03y + 1.27z <= 311.01
2.78x + -3.26y + 2.85z <= 797.71
9.73x + 7.0y + 5.24z <= 516.16
8.07x + -8.5y + -6.21z <= 574.96
7.68x + -8.69y + 9.39z <= 723.67
-1.81x + -1.01y + 3.33z <= 163.58
8.62x + -5.92y + 9.64z <= 125.09
-6.04x + 2.57y + -4.12z <= 807.29
0.84x + 9.05y + 6.82z <= 884.38
-5.55x + -3.12y + -1.65z <= 910.44
-4.21x + 9.47y + 5.32z <= 732.32
7.44x + 5.89y + 9.17z <= 418.69
7.69x + 3.33y + -2.22z <= 887.74
-8.1x + 2.57y + -6.51z <= 235.22
4.21x + -9.92y + -1.21z <= 293.86
-0.7x + 6.31y + 2.99z <= 626.45
7.56x + -2.14y + 0.85z <= 692.12
2.63x + 1.52y + -3.68z <= 107.33
-6.14x + -5.05y + 1.04z <= 137.7
4.93x + 9.27y + -6.29z <= 893.45
-5.36x + 5.45y + -4.35z <= 297.34
-8.51x + 9.7y + -4.6z <= 204.18
-6.04x + 8.36y + 1.86z <= 175.16
3.68x + -4.13y + 9.75z <= 503.98
7.15x + 8.34y + 2.83z <= 200.56
-8.35x + -9.36y + -9.73z <= 522.15
-8.36x + -6.92y + 0.02z <= 139.48
9.82x + 3.13y + -9.83z <= 602.59
-5.53x + -5.31y + -5.49z <= 450.21
-5.77x + 2.52y + 0.89z <= 449.14
0.99x + 0.41y + 3.98z <= 965.8
9.24x + 5.3y + 4.24z <= 844.66
-8.59x + 7.64y + -7.44z <= 930.48
-9.79x + -6.38y + -1.31z <= 652.21
