max 5.36x + 8.96y + 6.0z
-8.9x + -5.18y + -9.51z <= 784.68
-2.56x + 8.09y + -7.82z <= 175.12
-5.29x + 4.3y + 8.23z <= 419.28
-5.2x + 9.12y + -3.72z <= 347.13
-1.39x + 7.69y + 2.15z <= 819.29
-9.39x + -7.09y + -7.83z <= 314.59
-4.41x + -7.84y + -5.1z <= 524.73
1.56x + 0.56y + -3.31z <= 915.11
1.55x + -6.96y + 6.07z <= 908.48
6.0x + 9.22y + 4.09z <= 661.67
9.86x + 5.36y + 0.69z <= 828.78
-2.9x + -1.58y + -5.61z <= 159.23
-8.93x + 0.61y + 4.97z <= 733.83
1.79x + -3.3y + -9.23z <= 942.77
-2.42x + 7.84y + 7.62z <= 854.62
1.1x + -3.73y + -5.16z <= 393.65
-4.88x + 7.97y + 0.51z <= 192.39
0.69x + 6.22y + 6.75z <= 434.94
-5.07x + -3.5y + 5.65z <= 366.57
0.56x + -4.95y + 2.37z <= 995.9
2.1x + 0.57y + -8.88z <= 177.62
-2.73x + 3.29y + 9.99z <= 685.03
1.84x + 5.02y + 3.17z <= 624.8
5.43x + 8.41y + -4.69z <= 870.47
6.51x + -4.4y + 0.71z <= 516.33
0.93x + 0.12y + -7.73z <= 687.14
-0.24x + -7.39y + 5.73z <= 233.22
3.3x + -4.58y + -3.61z <= 471.56
-9.98x + -3.65y + 5.24z <= 750.16
-7.21x + -8.23y + 7.23z <= 161.66
-4.39x + 5.22y + -8.46z <= 553.88
3.77x + 9.04y + -6.84z <= 991.8
-4.1x + 1.73y + -1.82z <= 270.42
8.01x + 7.76y + 6.21z <= 850.89
-2.83x + 9.0y + -7.85z <= 397.82
-4.68x + 0.16y + 3.2z <= 948.81
1.41x + -4.99y + -1.64z <= 998.35
9.61x + 7.48y + 2.77z <= 382.52
-9.24x + 0.89y + -4.14z <= 395.56
-8.45x + 4.12y + -5.32z <= 499.82
7.1x + -4.42y + -6.6z <= 384.71
-3.2x + 7.15y + 7.32z <= 151.24
6.46x + -1.71y + -4.44z <= 691.49
2.27x + 2.32y + -5.36z <= 865.41
9.96x + 4.7y + 3.85z <= 210.85
-2.8x + 0.13y + -7.48z <= 781.97
4.37x + -9.49y + 6.3z <= 765.44
5.05x + 6.0y + 8.17z <= 158.19
-1.83x + 6.1y + -4.35z <= 514.03
2.42x + 8.19y + -0.23z <= 523.4
-4.9x + 6.19y + 9.39z <= 269.2
9.66x + 9.78y + 4.55z <= 983.54
2.86x + 9.6y + -0.71z <= 384.63
-1.35x + -5.15y + 8.96z <= 462.69
-9.88x + 7.81y + 6.87z <= 317.04
-5.38x + 3.4y + 3.97z <= 562.62
1.02x + 2.14y + 0.34z <= 200.23
-4.45x + -2.34y + 3.07z <= 167.7
-4.98x + 9.56y + -5.21z <= 665.98
-2.53x + 7.68y + -6.34z <= 106.76
-1.3x + -7.6y + 3.48z <= 784.79
0.95x + 3.06y + -5.87z <= 263.08
6.47x + 9.01y + -2.54z <= 760.81
4.11x + 5.72y + 3.48z <= 223.5
-9.3x + 4.56y + -3.62z <= 699.32
-8.94x + -8.85y + -1.15z <= 655.8
-1.43x + -4.21y + -2.86z <= 248.11
5.31x + -2.36y + 2.22z <= 649.47
-8.59x + 2.29y + 0.14z <= 564.84
-0.49x + -8.37y + -1.35z <= 652.99
-8.88x + 6.84y + -0.55z <= 657.33
5.43x + -5.27y + 2.98z <= 283.32
-5.44x + -3.24y + -1.26z <= 154.95
8.81x + -6.03y + 7.87z <= 846.48
9.44x + 1.51y + 5.13z <= 547.59
8.81x + -0.25y + 1.37z <= 101.54
6.17x + -6.58y + -5.4z <= 994.39
-0.51x + 2.7y + -7.99z <= 210.83
-8.89x + 4.95y + 6.96z <= 343.22
-0.44x + 5.24y + 6.88z <= 931.12
1.03x + 4.79y + 9.87z <= 573.39
6.45x + 1.83y + 9.98z <= 287.48
3.45x + -8.52y + 0.18z <= 875.93
5.76x + 1.6y + -2.63z <= 183.88
5.76x + -0.59y + 9.48z <= 745.3
3.93x + 3.42y + -0.99z <= 496.49
-9.79x + -2.75y + 0.07z <= 534.78
-7.33x + 5.5y + 1.87z <= 220.06
-0.86x + -7.52y + -1.72z <= 309.98
9.43x + -4.13y + -2.59z <= 269.61
-3.91x + -2.3y + 8.59z <= 725.5
-6.1x + 5.59y + 1.36z <= 648.65
-8.26x + 1.71y + 7.38z <= 257.51
0.23x + -1.86y + 2.14z <= 343.87
-1.7x + -3.37y + 8.72z <= 630.27
4.26x + 3.14y + 4.3z <= 623.97
-7.93x + 0.24y + -3.65z <= 837.0
-6.57x + 6.76y + 1.57z <= 842.54
-8.51x + -4.76y + 4.99z <= 562.1
0.26x + -2.46y + -3.16z <= 391.22
-3.13x + -3.48y + -1.2z <= 432.95
2.6x + 2.71y + -0.58z <= 597.23
5.76x + -3.4y + -4.78z <= 573.59
1.98x + -6.76y + -7.85z <= 857.41
-3.34x + 6.35y + 1.14z <= 285.11
8.98x + 1.68y + 1.54z <= 887.43
-5.4x + 0.76y + 4.87z <= 414.18
5.59x + 9.93y + -0.04z <= 270.71
9.33x + -9.99y + -6.32z <= 629.53
0.99x + -1.25y + -7.18z <= 194.08
8.15x + 9.77y + -5.12z <= 950.93
0.06x + -1.94y + -3.22z <= 298.46
-1.12x + 7.2y + 3.52z <= 933.35
-0.32x + -7.12y + -3.3z <= 232.36
5.63x + 3.52y + -0.77z <= 903.64
5.31x + 2.02y + 4.68z <= 639.82
-5.07x + 3.23y + -6.46z <= 230.84
4.37x + -1.7y + -7.22z <= 699.74
-1.48x + 7.72y + -6.71z <= 513.36
-3.27x + 5.32y + 7.69z <= 664.13
0.87x + -1.69y + -3.14z <= 503.9
-0.35x + 4.8y + -2.48z <= 724.45
6.46x + 8.73y + -4.12z <= 838.45
-8.05x + 7.91y + -2.33z <= 616.28
0.13x + -1.21y + -8.81z <= 812.46
6.2x + 4.27y + -8.07z <= 766.21
2.14x + -0.03y + -1.08z <= 196.9
6.51x + -9.15y + 0.93z <= 667.58
-5.1x + 7.08y + 3.38z <= 556.3
4.6x + 9.8y + 4.89z <= 735.75
5.06x + 4.39y + 6.4z <= 370.46
5.28x + 0.36y + -9.38z <= 315.32
4.63x + -1.41y + -3.29z <= 255.93
4.38x + 7.04y + -6.52z <= 943.17
0.1x + -0.25y + 6.83z <= 852.94
1.71x + -5.01y + 5.43z <= 562.91
-5.05x + -5.31y + 0.24z <= 923.41
0.17x + -9.26y + 8.03z <= 792.82
-3.72x + -0.72y + -0.93z <= 120.32
6.48x + 8.43y + 8.35z <= 741.5
-2.0x + 4.72y + -7.92z <= 814.61
9.65x + -2.96y + 1.0z <= 866.98
-1.44x + -9.74y + 2.55z <= 541.91
0.38x + 5.67y + -9.27z <= 817.7
-6.18x + 5.35y + -7.25z <= 254.78
-3.13x + -9.3y + -0.46z <= 240.17
4.74x + 1.06y + -2.81z <= 502.66
-5.6x + -5.63y + 8.04z <= 499.27
8.35x + 3.16y + 4.77z <= 164.62
-1.62x + 2.57y + 2.62z <= 726.34
3.78x + 6.25y + 8.26z <= 868.68
9.35x + 7.79y + 0.18z <= 549.1
-0.17x + -4.2y + -2.07z <= 505.95
-8.58x + -3.18y + 5.09z <= 754.48
2.94x + 0.72y + 5.33z <= 425.44
0.73x + 9.02y + 8.05z <= 413.87
1.45x + 8.11y + 5.88z <= 516.68
-1.65x + -6.19y + 7.89z <= 329.45
5.2x + -7.96y + 3.41z <= 488.61
5.96x + -9.74y + -6.99z <= 670.96
1.7x + 4.17y + 0.58z <= 848.86
0.23x + 7.58y + 0.64z <= 417.21
-6.21x + -8.04y + -2.39z <= 274.3
2.03x + -4.2y + 3.08z <= 419.6
-0.4x + 1.22y + 3.6z <= 334.31
-3.66x + -6.22y + -7.83z <= 951.6
-7.18x + -3.54y + 0.15z <= 976.45
0.73x + -4.0y + 4.93z <= 211.93
6.88x + -2.79y + 6.3z <= 577.75
2.25x + -9.51y + -9.8z <= 162.5
8.74x + 8.68y + -3.47z <= 642.2
2.05x + 3.19y + -7.65z <= 618.59
1.33x + -8.18y + 9.56z <= 641.17
3.84x + 5.27y + 6.38z <= 220.48
5.71x + -6.27y + 9.69z <= 789.64
-0.63x + 9.82y + -9.55z <= 677.25
-5.95x + 6.99y + -6.93z <= 297.51
5.89x + 8.47y + -6.89z <= 124.65
-2.57x + 2.89y + 7.49z <= 901.03
7.56x + -0.06y + -5.54z <= 319.65
-0.69x + 0.66y + -5.45z <= 844.78
7.21x + 6.55y + 4.85z <= 897.97
8.33x + 2.25y + -3.84z <= 751.12
3.62x + -2.68y + 1.45z <= 280.09
0.11x + -2.92y + -5.82z <= 739.74
-5.27x + 4.3y + -8.78z <= 154.91
5.36x + 9.8y + 5.26z <= 136.88
2.94x + -4.75y + 1.23z <= 856.16
0.89x + -4.72y + 4.47z <= 184.18
-7.88x + 1.09y + -6.51z <= 201.03
-6.02x + 2.29y + 1.44z <= 797.15
1.61x + -0.64y + 6.32z <= 179.14
-3.21x + 1.98y + 4.84z <= 885.44
2.14x + 9.44y + 6.77z <= 506.38
4.97x + 7.03y + -8.29z <= 687.48
-0.74x + -9.92y + -1.21z <= 211.62
-1.51x + 7.55y + -0.02z <= 723.26
-8.32x + 2.18y + -2.44z <= 151.55
-6.85x + 8.63y + -0.8z <= 234.64
-2.27x + -9.76y + 1.58z <= 153.73
-8.49x + -5.05y + 6.49z <= 750.55
4.95x + -1.78y + -4.69z <= 959.61
-1.74x + 6.85y + -8.3z <= 800.89
1.58x + 5.21y + 3.31z <= 548.69
-1.15x + 2.99y + 4.38z <= 788.56
2.05x + -9.7y + -2.85z <= 397.46
4.07x + -7.59y + -8.94z <= 419.17
8.53x + -5.4y + -0.09z <= 845.28
-9.81x + -1.13y + -6.19z <= 139.88
3.8x + 5.88y + 0.88z <= 422.1
-6.14x + 1.26y + -7.53z <= 355.17
3.13x + 1.74y + -2.92z <= 418.39
-2.53x + 7.45y + -5.8z <= 937.9
2.38x + -5.19y + 2.78z <= 999.95
-2.36x + 8.31y + -7.44z <= 959.85
8.94x + -1.75y + -3.57z <= 714.63
8.02x + 0.83y + 0.92z <= 641.5
-9.57x + -1.02y + 4.01z <= 501.43
8.61x + -1.81y + 6.1z <= 809.83
6.07x + -1.51y + -8.81z <= 562.03
7.96x + -3.14y + 8.29z <= 169.54
7.69x + -5.17y + 1.88z <= 726.74
-1.55x + -5.61y + 4.29z <= 862.11
4.27x + -2.89y + 3.84z <= 983.85
-6.94x + -4.99y + -1.82z <= 590.09
0.51x + 4.31y + 5.43z <= 799.01
5.47x + -3.61y + 8.5z <= 744.71
-7.12x + -7.58y + 8.38z <= 722.08
-6.3x + 7.24y + 7.92z <= 298.39
-6.29x + -9.33y + 9.08z <= 101.41
8.58x + 1.64y + 9.54z <= 851.54
-0.47x + 1.65y + 8.81z <= 701.38
-0.12x + 8.59y + 3.83z <= 285.94
1.1x + 7.53y + -5.91z <= 197.31
-1.94x + 6.26y + 6.51z <= 636.72
-1.75x + 2.06y + -4.81z <= 741.5
-6.87x + 9.1y + 8.09z <= 544.49
4.72x + 4.83y + 6.13z <= 564.28
9.99x + -7.01y + -0.78z <= 997.8
-7.64x + 5.13y + 0.43z <= 499.87
-8.75x + -6.19y + 3.95z <= 509.66
2.02x + 6.97y + 9.1z <= 433.43
-6.64x + -3.24y + 8.82z <= 970.78
1.84x + 3.13y + -0.5z <= 689.49
8.77x + -1.14y + 6.37z <= 954.79
0.67x + 0.07y + -2.38z <= 661.44
5.9x + 6.75y + -3.0z <= 110.1
1.75x + -1.32y + -7.67z <= 268.04
-3.76x + -8.24y + 5.08z <= 992.95
1.4x + 5.34y + -8.89z <= 883.1
-2.41x + -2.88y + -0.79z <= 404.81
-3.72x + 8.03y + -7.6z <= 317.24
-3.29x + 4.86y + 3.19z <= 627.92
2.35x + 4.04y + 4.72z <= 186.58
6.89x + 1.65y + 2.19z <= 685.26
-5.65x + 6.09y + 9.86z <= 468.72
0.78x + -3.61y + 7.78z <= 661.74
2.06x + -8.71y + -4.5z <= 870.19
-3.96x + -1.02y + 4.81z <= 844.81
4.99x + -1.35y + 3.89z <= 611.45
2.39x + -8.11y + -4.2z <= 730.94
5.99x + 3.41y + 8.3z <= 524.76
1.25x + -7.34y + 4.24z <= 333.1
-3.06x + -1.88y + -3.63z <= 557.3
-4.78x + -8.52y + -6.99z <= 796.1
9.72x + -0.61y + 6.54z <= 113.21
-5.82x + 8.15y + -7.2z <= 816.01
-9.53x + 1.59y + 8.97z <= 967.52
-9.03x + 5.43y + -2.62z <= 967.04
3.21x + -0.18y + -7.88z <= 986.24
-2.8x + 0.15y + -7.55z <= 266.05
9.37x + 8.64y + -0.92z <= 566.09
-2.15x + -4.58y + 8.89z <= 867.64
4.45x + -4.21y + 3.08z <= 535.49
9.77x + 8.15y + -1.31z <= 203.69
-1.1x + 2.78y + -6.61z <= 145.92
-9.95x + -9.09y + 7.15z <= 918.78
2.77x + 6.94y + 8.9z <= 938.22
7.64x + -0.46y + 8.11z <= 613.35
-9.48x + 1.8y + 1.23z <= 785.22
5.03x + -4.03y + -2.98z <= 200.42
-4.82x + 6.53y + -6.37z <= 340.89
6.93x + -7.69y + 6.73z <= 841.58
1.18x + -7.26y + -7.38z <= 353.38
8.32x + 8.24y + 9.73z <= 653.19
-1.76x + 6.38y + 5.02z <= 482.73
-8.72x + -1.74y + 5.95z <= 408.78
9.35x + -7.13y + -8.47z <= 257.97
-0.39x + 3.38y + -1.77z <= 211.04
-4.6x + 8.37y + 8.32z <= 173.47
2.41x + -5.82y + 7.91z <= 855.56
-1.85x + 2.48y + -4.43z <= 179.97
1.36x + -1.02y + 4.15z <= 598.69
8.76x + -5.38y + 4.77z <= 587.48
-2.17x + -6.53y + 3.38z <= 335.39
7.37x + -3.33y + 9.97z <= 841.73
-2.31x + 7.97y + -6.8z <= 280.17
-3.02x + 3.0y + -7.65z <= 944.82
-5.82x + -3.48y + -2.83z <= 142.54
-6.96x + 4.48y + -9.59z <= 188.23
-3.32x + 6.99y + -1.15z <= 273.46
-8.09x + 0.9y + 7.6z <= 385.39
1.59x + 4.27y + 3.63z <= 690.5
5.94x + -4.35y + -8.41z <= 387.0
0.32x + 0.79y + 2.92z <= 416.78
5.67x + 9.35y + -9.03z <= 536.15
0.53x + 9.47y + 4.01z <= 578.24
1.25x + -6.62y + 9.46z <= 929.77
-5.42x + -9.44y + 9.79z <= 394.75
3.45x + -0.12y + -2.82z <= 888.88
5.17x + -7.6y + -5.88z <= 536.85
-0.87x + -8.73y + 7.62z <= 385.44
-9.33x + 8.72y + 4.6z <= 135.21
5.77x + -5.75y + -8.64z <= 193.2
0.75x + 0.58y + -6.24z <= 621.88
6.72x + 3.65y + 2.36z <= 267.25
7.43x + 3.02y + 7.05z <= 508.47
9.91x + -2.87y + -8.66z <= 884.71
-7.56x + 4.29y + 5.71z <= 883.28
-4.3x + -7.99y + -0.71z <= 862.57
5.29x + -7.93y + -0.58z <= 418.45
5.48x + 2.92y + 1.43z <= 886.52
0.76x + 2.97y + 3.73z <= 961.46
7.6x + -6.04y + 3.09z <= 842.95
3.32x + -6.37y + -6.7z <= 923.41
1.31x + 9.06y + -7.74z <= 105.53
0.32x + 6.64y + 7.51z <= 574.95
6.01x + 2.05y + 3.42z <= 170.06
-7.59x + -5.88y + 9.07z <= 687.54
1.48x + 8.44y + -9.66z <= 817.57
-3.41x + -8.75y + 2.47z <= 281.26
-3.45x + 5.22y + 5.38z <= 292.29
-2.01x + 0.77y + 3.16z <= 367.16
8.02x + -9.62y + -0.02z <= 208.43
4.77x + 3.55y + -3.17z <= 524.69
-5.38x + -9.34y + -6.94z <= 758.1
-7.91x + 4.73y + -5.75z <= 893.23
-2.51x + -7.48y + -1.44z <= 954.06
-6.33x + -4.67y + -3.08z <= 834.94
1.81x + -9.44y + -7.16z <= 813.4
-5.43x + 2.51y + -4.33z <= 631.37
-4.29x + -9.62y + 9.0z <= 485.16
-7.2x + -9.34y + 6.86z <= 564.95
3.76x + -3.74y + -1.08z <= 732.69
7.01x + -5.82y + -1.1z <= 354.01
8.79x + 7.05y + 0.58z <= 451.86
-1.51x + 8.86y + -5.83z <= 958.34
0.44x + -2.89y + -7.72z <= 882.02
-10.0x + -8.8y + -6.14z <= 837.18
-4.95x + -6.29y + -4.85z <= 449.63
-1.02x + 3.08y + -7.48z <= 759.14
6.97x + 7.0y + -5.28z <= 200.72
6.92x + -4.0y + -4.38z <= 565.46
5.64x + -0.17y + 9.26z <= 573.05
0.31x + 8.85y + -7.27z <= 381.67
1.7x + 7.61y + -3.99z <= 416.07
2.0x + -2.22y + -3.32z <= 660.99
-2.19x + -2.36y + -4.31z <= 719.75
7.05x + -1.66y + 3.26z <= 155.29
0.03x + 9.19y + -8.25z <= 875.54
5.7x + -6.32y + -5.93z <= 871.08
1.38x + -3.01y + 4.5z <= 452.9
-3.8x + 4.51y + 8.66z <= 133.86
2.93x + 5.81y + 6.49z <= 180.62
-0.83x + 0.73y + 2.36z <= 627.11
0.63x + 4.58y + 0.55z <= 524.86
7.98x + 4.93y + 1.97z <= 593.44
-5.14x + 5.73y + 7.3z <= 945.5
9.08x + 2.28y + -1.95z <= 975.7
-8.66x + 4.54y + -4.76z <= 376.48
7.99x + -9.39y + -0.19z <= 182.25
0.79x + -0.93y + -2.25z <= 535.48
-2.73x + 3.63y + 8.07z <= 837.65
9.65x + 9.8y + -2.74z <= 412.57
-6.37x + -9.26y + 4.16z <= 722.03
-5.82x + -6.17y + 7.34z <= 195.4
-4.93x + -0.07y + 7.12z <= 648.58
-6.08x + -6.19y + 0.66z <= 355.59
2.43x + 9.33y + 7.59z <= 490.92
4.42x + -2.76y + -3.67z <= 846.49
9.57x + -2.45y + 2.57z <= 652.43
-0.84x + 5.0y + 2.83z <= 146.53
1.75x + 6.39y + -2.27z <= 393.84
-4.31x + -9.92y + -1.8z <= 634.85
5.09x + 5.2y + -4.31z <= 921.79
8.69x + 2.19y + 6.51z <= 528.03
-4.75x + 9.31y + -7.01z <= 167.7
-7.32x + -8.44y + 2.04z <= 370.42
1.03x + -4.14y + -0.15z <= 259.62
-9.7x + -5.21y + -8.2z <= 877.42
0.86x + -3.66y + 2.67z <= 665.21
-9.75x + 1.37y + -1.58z <= 325.47
2.62x + -1.15y + 2.32z <= 330.85
2.31x + -8.18y + 8.12z <= 730.93
0.42x + -8.58y + -2.69z <= 357.21
1.48x + -7.39y + -2.32z <= 437.01
3.06x + -4.55y + -6.33z <= 325.61
-0.71x + 3.42y + -5.85z <= 861.65
6.9x + -8.11y + 7.8z <= 684.05
8.61x + 2.6y + -8.41z <= 445.44
-4.26x + -1.4y + 3.78z <= 459.68
0.77x + 9.75y + -4.35z <= 409.58
-5.42x + -4.55y + -0.25z <= 465.6
-4.49x + 7.43y + 5.36z <= 452.71
3.48x + -4.42y + -7.05z <= 598.3
3.21x + 2.56y + 1.29z <= 321.58
1.36x + 8.69y + 8.15z <= 428.33
1.02x + -0.85y + 5.69z <= 313.38
3.59x + -2.29y + -8.04z <= 494.02
-9.97x + 1.71y + 8.69z <= 982.8
9.5x + 4.61y + -5.56z <= 613.7
4.91x + -8.55y + 8.89z <= 747.3
-9.93x + 3.26y + 4.18z <= 965.55
-1.3x + 5.43y + -0.48z <= 889.21
-8.42x + 6.58y + 2.24z <= 807.97
4.57x + 9.39y + 7.2z <= 473.69
4.04x + 6.75y + 7.59z <= 613.32
-4.59x + 1.33y + -0.55z <= 901.34
-8.09x + 4.44y + -5.7z <= 384.17
-7.29x + -6.39y + -4.82z <= 464.48
4.66x + -7.18y + -1.77z <= 132.82
-9.92x + -1.36y + -4.08z <= 330.36
-4.62x + 4.73y + 4.51z <= 667.23
-3.23x + 9.84y + 4.68z <= 583.08
2.17x + 8.83y + 7.62z <= 712.14
-5.46x + 8.25y + -6.66z <= 476.49
9.37x + 3.33y + 7.17z <= 945.73
-6.43x + 9.15y + 0.48z <= 314.32
5.69x + -4.95y + 8.59z <= 313.6
3.97x + 0.85y + 7.06z <= 138.63
-6.73x + -1.55y + -9.4z <= 864.47
1.03x + -1.68y + -4.68z <= 634.94
3.95x + -6.93y + 2.22z <= 431.65
0.91x + -5.67y + -2.3z <= 867.47
-7.14x + -2.93y + 3.02z <= 970.19
0.4x + 6.34y + 0.78z <= 911.3
0.4x + 5.59y + 9.67z <= 485.87
-3.82x + -4.32y + 6.64z <= 411.41
4.13x + 5.82y + 2.3z <= 763.59
3.82x + -8.2y + 3.59z <= 357.85
7.55x + -4.21y + 3.16z <= 635.07
9.93x + 4.79y + 1.19z <= 266.91
2.44x + 4.17y + 8.45z <= 681.37
9.95x + -1.75y + 8.78z <= 488.55
-3.44x + -9.2y + -4.4z <= 595.76
3.73x + 6.92y + -7.33z <= 585.94
5.41x + -1.6y + -6.54z <= 926.86
-7.81x + 7.72y + -3.34z <= 971.75
-1.81x + 9.44y + -0.47z <= 790.78
-8.97x + 3.88y + 8.16z <= 629.64
-8.47x + -1.86y + 5.36z <= 349.45
-8.1x + -3.73y + -5.26z <= 445.11
8.68x + -3.92y + -3.28z <= 697.33
-3.22x + -3.86y + 0.92z <= 411.85
9.57x + -4.01y + -5.63z <= 607.03
-7.06x + -7.25y + -4.29z <= 988.42
3.55x + -1.24y + -4.97z <= 706.7
-7.31x + 5.17y + -9.48z <= 486.63
1.24x + -6.85y + 4.7z <= 635.43
4.58x + -7.31y + 0.44z <= 963.41
1.65x + -9.4y + -3.52z <= 549.28
7.11x + 7.0y + 5.1z <= 594.53
2.28x + -7.09y + 3.02z <= 602.44
-2.27x + 7.25y + -8.55z <= 866.56
7.21x + 9.56y + 9.3z <= 976.93
2.96x + -8.81y + -5.5z <= 597.7
-7.95x + 9.02y + -5.75z <= 579.58
4.44x + 7.5y + -5.17z <= 734.14
-7.44x + -3.61y + 3.06z <= 305.19
2.3x + 8.36y + 6.02z <= 190.5
-4.32x + -2.18y + -2.69z <= 387.44
3.84x + -2.57y + -5.92z <= 941.98
1.85x + -9.67y + -7.33z <= 427.86
-6.26x + -9.46y + 3.49z <= 271.19
7.76x + -7.56y + 0.73z <= 923.58
-6.63x + -4.38y + 9.62z <= 645.53
8.4x + 1.72y + -6.92z <= 349.69
-3.27x + 5.45y + -7.71z <= 787.43
7.08x + 4.82y + -0.11z <= 599.92
-8.59x + -0.98y + 8.7z <= 940.87
3.23x + -2.76y + -1.11z <= 220.79
9.01x + -1.18y + 2.98z <= 507.55
-8.19x + -6.94y + 1.23z <= 442.8
-0.05x + -0.66y + -3.07z <= 776.98
2.87x + 6.94y + 6.59z <= 546.56
-9.18x + 9.68y + -3.85z <= 718.4
0.24x + -0.07y + 6.5z <= 839.5
5.86x + 7.69y + 3.0z <= 152.65
-0.48x + 4.4y + 2.1z <= 820.34
5.64x + 5.49y + 2.65z <= 627.4
-0.51x + 6.71y + -6.49z <= 917.79
0.84x + 1.35y + 2.0z <= 859.67
3.01x + 8.55y + 4.3z <= 613.95
1.55x + 0.42y + 3.24z <= 883.67
-3.87x + 2.56y + -2.27z <= 220.91
-5.13x + -2.59y + -7.33z <= 763.51
4.43x + 7.37y + -3.02z <= 604.0
-5.37x + -2.13y + 1.15z <= 715.22
0.33x + -7.72y + -4.49z <= 623.25
-3.54x + -6.99y + 6.69z <= 300.28
5.27x + 7.75y + -1.35z <= 718.12
9.39x + -1.79y + 4.01z <= 253.6
-4.44x + -5.37y + 4.61z <= 683.59
9.67x + -2.4y + 1.68z <= 635.54
0.39x + 4.93y + -5.67z <= 731.01
9.92x + 2.5y + 2.92z <= 132.56
-7.13x + -5.4y + 2.3z <= 894.69
1.84x + -4.19y + -1.76z <= 812.26
8.97x + 9.71y + -6.02z <= 522.32
-0.37x + 8.29y + -2.77z <= 652.73
2.58x + -8.98y + 1.86z <= 930.88
-4.81x + 5.56y + -9.5z <= 488.38
-9.25x + -5.88y + -2.42z <= 738.6
-2.16x + 6.76y + 2.28z <= 924.09
-1.74x + -9.76y + -8.57z <= 642.77
-7.37x + 6.58y + -4.11z <= 278.03
2.04x + -0.44y + -0.24z <= 341.76
-2.52x + 8.99y + -6.69z <= 706.11
7.58x + 3.77y + 7.42z <= 716.62
-6.82x + 1.92y + 1.22z <= 456.91
-9.89x + 1.81y + -7.4z <= 375.03
3.16x + 7.28y + 8.85z <= 925.15
4.22x + 3.0y + -6.68z <= 862.88
-0.54x + -8.12y + 5.22z <= 966.17
3.75x + -9.36y + -4.94z <= 708.77
8.74x + -6.84y + -0.02z <= 580.05
8.68x + -1.79y + 7.99z <= 822.6
-6.66x + 6.04y + 8.45z <= 775.64
3.65x + 8.02y + -0.56z <= 592.25
-7.14x + 9.73y + 4.85z <= 712.38
-3.06x + -6.94y + 1.6z <= 942.14
-4.94x + -7.72y + 9.58z <= 657.38
4.02x + -5.74y + 3.92z <= 645.34
-3.01x + 3.39y + 7.75z <= 939.45
3.39x + 0.91y + -1.8z <= 325.31
-1.79x + -6.99y + 8.2z <= 117.78
-7.76x + 7.29y + -3.78z <= 345.09
0.9x + 4.78y + 9.35z <= 772.35
-5.29x + 8.8y + -1.07z <= 286.42
1.44x + 8.99y + -9.43z <= 236.37
2.29x + -2.01y + -8.71z <= 693.78
1.74x + -3.14y + -7.55z <= 330.46
-8.19x + 1.68y + -5.99z <= 161.58
7.61x + 0.64y + 2.38z <= 302.1
2.63x + 0.39y + -7.49z <= 481.06
-5.72x + -9.79y + 4.74z <= 939.41
-9.63x + -5.26y + -6.69z <= 672.15
-2.92x + -4.31y + 10.0z <= 249.96
-0.96x + 8.72y + -4.61z <= 702.63
1.38x + -3.52y + -8.58z <= 899.81
-2.39x + 6.87y + 8.25z <= 392.43
-2.88x + 7.64y + -7.5z <= 766.4
-5.62x + -3.97y + -8.86z <= 306.14
-7.57x + 6.5y + -9.28z <= 443.47
-6.3x + -1.19y + -4.12z <= 533.66
-8.25x + 2.43y + 6.27z <= 229.55
-7.68x + 8.21y + -6.85z <= 353.58
0.91x + 9.44y + -1.96z <= 890.37
1.88x + -4.19y + 5.19z <= 857.67
-8.56x + 2.22y + -6.54z <= 923.51
1.74x + -9.0y + 8.42z <= 299.11
5.36x + 4.95y + -5.44z <= 932.28
8.2x + -4.33y + -1.99z <= 444.33
7.37x + -1.87y + -1.07z <= 869.33
8.35x + -1.16y + 7.93z <= 499.97
9.7x + -0.91y + -6.28z <= 271.16
0.32x + 7.25y + 1.6z <= 668.23
-9.24x + 8.84y + 9.37z <= 280.93
4.52x + -5.94y + 8.72z <= 432.54
-0.43x + 1.83y + 8.43z <= 716.27
-1.56x + -8.51y + -8.68z <= 871.42
-9.39x + -9.46y + -6.5z <= 658.06
5.16x + -2.35y + -8.58z <= 149.05
6.77x + -1.8y + 0.36z <= 711.94
-7.6x + -1.98y + -6.05z <= 145.04
4.05x + -5.42y + -5.26z <= 988.67
1.19x + -2.2y + -1.22z <= 887.69
-5.7x + -4.4y + -2.28z <= 856.66
9.09x + 7.28y + -9.37z <= 601.34
-7.36x + -8.9y + 9.53z <= 547.99
4.45x + 2.51y + 0.81z <= 880.51
3.82x + -2.2y + -2.98z <= 168.93
4.65x + -8.06y + 1.36z <= 451.74
6.56x + -8.64y + -0.8z <= 180.16
3.36x + 2.87y + -5.19z <= 945.27
-9.47x + 1.04y + -9.59z <= 705.0
3.69x + -7.02y + -1.54z <= 445.28
-7.6x + 5.77y + 4.09z <= 882.36
2.1x + -4.77y + 5.55z <= 225.37
7.81x + 2.14y + -3.85z <= 400.21
7.02x + 5.2y + -5.58z <= 280.84
-3.96x + 0.1y + -1.28z <= 158.34
-8.99x + -6.59y + 4.5z <= 472.89
-7.73x + -4.44y + -3.64z <= 847.93
-8.94x + -2.43y + 9.86z <= 439.05
5.19x + 4.26y + -5.74z <= 368.63
