max 4.55x + -7.4y + -9.62z
7.24x + 3.25y + -1.61z <= 812.44
-3.15x + 9.63y + -1.3z <= 469.37
0.29x + -2.84y + 0.47z <= 495.51
-3.86x + 5.04y + -1.67z <= 242.16
-1.87x + -5.89y + -7.1z <= 809.9
-8.55x + 2.87y + -3.59z <= 699.43
-1.81x + -7.05y + 2.65z <= 982.02
-3.04x + -4.23y + 7.08z <= 335.2
-3.7x + 4.49y + -9.14z <= 933.07
0.43x + 9.19y + -0.96z <= 210.24
6.16x + 0.66y + -3.22z <= 450.41
2.72x + -0.53y + 8.89z <= 208.9
0.58x + 7.8y + -4.69z <= 753.73
6.88x + -0.31y + 4.83z <= 902.01
6.75x + 0.1y + -2.18z <= 216.11
-6.36x + -7.05y + 8.43z <= 771.3
3.2x + -8.43y + -4.22z <= 281.01
7.6x + 7.6y + -0.69z <= 926.08
7.73x + 5.49y + 0.89z <= 998.35
-8.47x + 3.77y + -7.41z <= 581.35
-1.32x + 3.46y + 7.73z <= 809.85
-4.19x + -1.15y + 2.77z <= 840.5
7.76x + 2.92y + -7.62z <= 175.63
-5.5x + 0.88y + -4.75z <= 809.05
-5.22x + -5.24y + 3.13z <= 741.78
-2.39x + -8.94y + -9.07z <= 483.77
-5.84x + 1.07y + 5.54z <= 161.61
3.39x + 8.84y + 2.82z <= 121.9
5.05x + 9.47y + -5.33z <= 507.74
6.76x + 1.31y + 5.18z <= 980.57
8.55x + 4.02y + 5.88z <= 379.34
-0.11x + -1.49y + 10.0z <= 130.05
6.28x + 6.28y + -2.21z <= 410.45
1.46x + 1.49y + -8.46z <= 990.6
-4.86x + -9.19y + 5.93z <= 520.51
3.2x + 8.78y + -5.07z <= 116.26
5.29x + 7.22y + 1.64z <= 428.35
-5.51x + 6.88y + 7.85z <= 345.25
-5.61x + 3.23y + 0.96z <= 264.57
6.55x + -3.58y + -3.8z <= 318.64
-3.78x + 9.67y + -3.72z <= 184.58
-8.87x + 3.37y + 6.51z <= 273.5
7.91x + 4.85y + 3.14z <= 881.03
1.37x + -8.85y + -4.96z <= 782.05
-5.84x + 4.64y + 8.11z <= 279.02
5.59x + 4.99y + 6.49z <= 773.5
1.2x + 1.46y + 5.58z <= 997.4
3.17x + -7.76y + 8.41z <= 563.5
-1.12x + 0.23y + -9.33z <= 754.78
-3.32x + -1.75y + 8.28z <= 749.03
-5.28x + -7.41y + -9.41z <= 817.36
0.62x + -2.48y + 2.19z <= 422.6
2.18x + 4.26y + 5.64z <= 764.92
-2.11x + 4.25y + 3.39z <= 235.27
0.56x + -2.74y + 4.29z <= 691.96
4.85x + -3.83y + 1.26z <= 632.78
7.75x + -2.34y + 7.29z <= 359.94
-7.26x + -6.58y + 7.67z <= 302.57
7.5x + -3.76y + -7.96z <= 768.73
-5.59x + -4.25y + -6.17z <= 143.08
-7.58x + -8.86y + 9.81z <= 633.53
-7.62x + 3.25y + 7.85z <= 464.57
5.51x + -2.36y + 6.89z <= 990.3
-8.27x + -4.63y + 5.43z <= 859.01
5.42x + 0.1y + -1.09z <= 564.56
0.18x + -4.12y + 5.08z <= 400.85
-9.29x + -3.97y + -5.11z <= 880.14
2.65x + -1.5y + 5.56z <= 323.12
2.89x + 4.03y + 4.38z <= 516.39
0.49x + -6.06y + 1.39z <= 691.44
-7.88x + 4.04y + -6.29z <= 527.81
-9.27x + 8.52y + -8.59z <= 662.58
1.27x + 1.53y + 5.2z <= 791.54
0.51x + -7.78y + 4.85z <= 823.44
-1.72x + -1.04y + 2.98z <= 117.89
0.25x + -4.51y + -8.34z <= 948.65
5.14x + -2.81y + 9.11z <= 558.7
6.27x + 1.83y + -9.68z <= 439.2
-0.05x + -9.05y + -6.77z <= 332.89
8.91x + -3.02y + 3.88z <= 246.34
1.74x + 3.22y + 9.59z <= 401.3
1.58x + -9.18y + -5.51z <= 565.55
-3.37x + 1.95y + 5.26z <= 126.62
5.5x + -8.03y + -7.53z <= 588.49
-9.36x + 6.26y + 0.58z <= 672.27
-0.38x + 3.74y + -9.63z <= 638.34
6.17x + -2.23y + -0.98z <= 376.23
4.73x + 9.41y + 1.53z <= 297.07
-7.44x + 9.52y + -3.5z <= 453.2
0.3x + 1.06y + 4.01z <= 918.84
-8.82x + 3.03y + -1.33z <= 576.59
1.34x + 4.31y + -9.77z <= 950.9
2.37x + -5.43y + -6.39z <= 693.89
-1.44x + 3.76y + 2.97z <= 783.43
9.42x + -8.91y + 6.63z <= 291.36
-2.74x + 9.54y + 1.89z <= 369.3
7.56x + 5.13y + -2.12z <= 293.99
-8.91x + -5.29y + -6.16z <= 331.08
-4.16x + -8.86y + 9.58z <= 458.23
-3.38x + -5.53y + -4.18z <= 873.64
-8.44x + 4.33y + 0.47z <= 437.49
-5.23x + 1.91y + 3.4z <= 250.66
-7.37x + 7.37y + 0.54z <= 940.51
0.99x + -9.98y + -4.15z <= 209.47
0.4x + -1.8y + 4.18z <= 923.73
3.13x + 3.62y + 8.36z <= 283.47
-5.09x + 6.38y + -4.3z <= 210.39
-4.33x + -9.61y + -7.51z <= 763.08
-3.86x + 6.25y + 0.77z <= 263.74
-6.92x + 4.05y + -3.45z <= 768.18
1.77x + -8.06y + 4.74z <= 743.89
-4.84x + 0.54y + 8.18z <= 107.76
-4.06x + 4.0y + 0.48z <= 166.97
-7.54x + 5.86y + 0.49z <= 868.43
-7.01x + 0.65y + -7.11z <= 395.24
5.48x + -1.58y + -3.09z <= 589.08
-5.29x + -9.19y + 4.11z <= 312.13
0.41x + -5.01y + 2.85z <= 985.43
8.08x + -3.78y + -1.52z <= 427.56
-7.16x + 1.49y + 8.37z <= 212.52
7.54x + 5.52y + -7.85z <= 847.53
-6.48x + -2.69y + -3.63z <= 370.82
3.69x + -2.69y + -3.32z <= 610.75
0.57x + -6.64y + 0.75z <= 645.37
-3.47x + -3.61y + 8.62z <= 925.52
-3.92x + 7.84y + -3.2z <= 355.99
5.47x + -9.58y + 8.86z <= 804.97
9.93x + -9.41y + -0.37z <= 651.05
3.93x + -7.15y + 0.44z <= 978.71
-0.03x + 7.26y + 8.52z <= 842.02
-5.73x + 5.29y + -5.22z <= 164.88
9.58x + 8.38y + -2.79z <= 175.69
-4.57x + -5.28y + -9.84z <= 882.36
3.06x + -7.54y + 7.47z <= 867.2
-3.5x + 3.91y + 0.32z <= 313.14
1.06x + 5.01y + -0.39z <= 160.3
-2.81x + 6.93y + 2.72z <= 417.08
-3.83x + -3.21y + -8.15z <= 281.34
-1.95x + -0.57y + 9.14z <= 858.09
-3.62x + 3.17y + 6.62z <= 388.46
-5.93x + 9.79y + -2.33z <= 863.06
0.04x + 5.26y + 9.17z <= 508.61
-2.28x + 9.97y + 6.72z <= 715.25
9.76x + 2.89y + -9.62z <= 702.66
-7.0x + -3.75y + -6.51z <= 774.21
-8.94x + 1.59y + 4.61z <= 295.56
2.73x + 7.72y + 1.6z <= 949.15
-3.01x + 2.98y + 9.13z <= 853.08
-1.62x + 9.33y + -7.3z <= 111.68
4.17x + 8.74y + -7.39z <= 793.13
7.88x + -5.72y + 4.35z <= 212.96
9.62x + -1.32y + -3.58z <= 949.55
0.73x + -6.32y + 4.55z <= 511.24
8.12x + -2.68y + 7.49z <= 264.93
4.65x + -6.5y + -5.12z <= 164.74
2.95x + -9.18y + -1.4z <= 123.98
0.86x + -7.71y + 8.83z <= 283.05
-7.51x + 9.09y + -2.3z <= 939.01
7.33x + -1.0y + 3.91z <= 162.56
-3.45x + -2.95y + -1.18z <= 678.16
0.29x + 3.82y + -7.53z <= 191.62
7.13x + -5.43y + -9.32z <= 646.67
-4.59x + 2.7y + -0.87z <= 399.59
6.7x + 9.44y + -0.8z <= 943.99
-2.45x + 4.86y + 0.24z <= 346.77
-5.1x + -3.16y + 8.3z <= 217.27
3.2x + -1.23y + 3.63z <= 386.78
-1.79x + -9.28y + -3.06z <= 281.17
8.58x + -4.47y + 6.79z <= 469.62
6.56x + -9.83y + 6.82z <= 690.77
-1.92x + 5.25y + 5.8z <= 535.49
-7.52x + 0.06y + 1.92z <= 142.41
8.48x + 7.65y + -5.53z <= 762.61
5.23x + 0.26y + 4.6z <= 684.03
0.08x + 4.79y + 4.76z <= 628.03
1.19x + -3.14y + 6.71z <= 518.62
-0.59x + 8.67y + -8.17z <= 106.91
3.11x + 5.26y + 5.0z <= 648.63
-2.44x + 1.75y + 6.06z <= 861.92
8.71x + 0.1y + -7.27z <= 475.62
2.1x + -8.18y + 6.63z <= 808.47
-7.88x + -0.85y + 6.25z <= 334.37
0.36x + -4.68y + 4.18z <= 238.18
1.89x + 0.25y + -5.73z <= 426.16
-2.04x + -1.73y + -9.54z <= 790.25
0.47x + -6.38y + 0.18z <= 939.61
-2.42x + 9.41y + 3.61z <= 583.52
-6.05x + -2.28y + 7.59z <= 696.1
0.72x + -3.77y + 0.86z <= 788.65
5.61x + 2.34y + 5.57z <= 779.07
-0.78x + -5.73y + -2.56z <= 807.47
5.33x + 8.07y + -4.53z <= 864.82
-9.36x + -6.28y + -9.88z <= 264.95
-1.02x + -0.8y + 5.01z <= 136.24
-9.18x + -9.73y + -0.95z <= 243.96
-7.2x + -0.21y + 4.03z <= 941.59
-5.01x + 5.86y + 4.76z <= 884.55
6.48x + 1.1y + 8.58z <= 588.76
6.49x + 8.5y + -1.85z <= 805.57
1.16x + 8.16y + 5.66z <= 835.49
5.45x + -8.56y + 3.63z <= 252.66
9.21x + 1.51y + -4.55z <= 162.41
-0.61x + 6.51y + 4.88z <= 231.41
-4.3x + 7.63y + -2.75z <= 473.96
3.69x + -9.93y + 8.63z <= 901.2
-8.92x + 5.16y + 0.45z <= 891.51
-3.05x + 7.78y + 9.92z <= 108.79
-9.17x + -9.62y + -9.49z <= 139.08
4.68x + 4.35y + 2.08z <= 172.75
2.21x + -3.18y + 6.36z <= 696.16
5.11x + -1.3y + -1.3z <= 661.76
5.73x + -9.68y + -8.32z <= 658.87
4.25x + -0.4y + -8.19z <= 217.1
-7.45x + 0.29y + 8.93z <= 920.19
7.51x + 0.52y + -2.78z <= 379.33
-3.08x + 5.98y + -5.65z <= 762.42
-4.31x + 0.89y + -4.71z <= 506.52
-7.96x + 6.45y + 9.62z <= 269.44
9.27x + 5.21y + -8.29z <= 516.54
-5.97x + 5.72y + 1.66z <= 734.84
0.28x + 2.78y + -0.32z <= 282.61
-0.6x + -1.91y + 2.64z <= 310.43
-7.88x + 0.15y + 2.19z <= 152.26
2.66x + -2.01y + -6.45z <= 365.4
-3.3x + 4.57y + -5.32z <= 711.62
-4.57x + 8.23y + 6.85z <= 265.73
-9.41x + -8.99y + -8.75z <= 934.59
-3.2x + 7.86y + -2.07z <= 307.76
-0.6x + 2.15y + 0.76z <= 744.09
-0.99x + 9.29y + 4.39z <= 476.43
-9.65x + 7.37y + -0.96z <= 320.85
-1.99x + -7.18y + 7.11z <= 632.26
5.31x + 2.71y + 1.17z <= 170.57
-8.12x + 4.0y + 0.43z <= 780.87
-7.49x + 3.43y + 3.58z <= 567.82
1.23x + 6.73y + -1.13z <= 456.02
-6.75x + 8.85y + -1.43z <= 888.48
4.45x + -1.18y + -9.45z <= 511.47
5.82x + -1.95y + -2.1z <= 797.6
-8.89x + 5.66y + 5.32z <= 395.53
-1.81x + 5.81y + -8.77z <= 695.73
-5.74x + -0.38y + -5.16z <= 280.66
-1.39x + 3.19y + 7.8z <= 239.23
2.74x + -3.25y + -9.48z <= 499.46
7.45x + -0.55y + -4.34z <= 378.41
7.28x + 6.2y + 8.47z <= 187.65
2.61x + -1.47y + 7.7z <= 448.08
0.21x + -5.49y + 4.07z <= 361.05
2.34x + 0.5y + 6.0z <= 141.24
-9.06x + 0.9y + -5.99z <= 808.05
-7.69x + 6.46y + 9.37z <= 840.65
-5.18x + -1.32y + -7.11z <= 743.33
7.0x + 0.46y + -0.7z <= 657.27
2.96x + 0.17y + -2.31z <= 850.96
7.23x + 1.89y + -2.58z <= 509.8
-3.61x + 4.81y + 3.42z <= 889.68
6.59x + -6.73y + 2.32z <= 684.54
-6.41x + -6.92y + 8.31z <= 917.72
6.73x + 4.97y + 7.96z <= 549.47
4.53x + -0.3y + 7.53z <= 294.71
-7.77x + -5.23y + -2.12z <= 632.54
-2.17x + 9.68y + -2.72z <= 827.68
-4.81x + 3.34y + -5.53z <= 194.51
2.28x + -7.35y + 8.87z <= 784.76
8.53x + 8.48y + 6.45z <= 464.29
5.18x + 2.94y + 3.18z <= 614.51
4.65x + -9.82y + -2.61z <= 318.42
8.0x + -9.16y + -8.69z <= 746.61
-1.43x + 8.13y + -8.54z <= 397.34
-9.7x + 4.58y + -2.91z <= 149.15
-3.93x + 4.14y + 0.52z <= 400.58
-9.14x + 3.88y + -7.39z <= 210.0
3.08x + 7.52y + -6.34z <= 712.35
4.33x + -5.16y + -1.82z <= 102.5
-8.32x + 1.39y + 5.94z <= 302.47
8.21x + 7.22y + 0.07z <= 161.3
5.64x + 9.1y + 5.32z <= 248.88
2.77x + -6.85y + -1.51z <= 828.58
-0.12x + 5.09y + 0.76z <= 774.02
8.87x + -6.11y + 6.63z <= 166.77
8.59x + 8.77y + -1.78z <= 372.58
1.53x + -5.45y + -8.07z <= 626.81
4.15x + -5.41y + -2.61z <= 268.88
-8.82x + -6.77y + 4.98z <= 823.15
2.32x + 4.85y + -8.47z <= 492.18
-8.28x + -7.54y + 1.48z <= 190.55
-2.38x + -4.63y + 4.01z <= 371.87
8.74x + 5.09y + 6.58z <= 867.31
2.32x + -4.74y + -3.88z <= 411.03
-8.37x + -6.62y + -8.43z <= 613.73
8.9x + 2.96y + -8.45z <= 909.38
4.95x + -9.58y + 2.73z <= 550.26
-2.8x + -7.04y + -8.03z <= 212.92
-5.22x + 5.58y + -1.12z <= 997.76
-2.0x + -6.33y + -2.26z <= 898.35
-9.11x + -1.25y + 2.46z <= 722.5
-7.0x + 1.84y + -7.05z <= 675.05
-9.65x + 9.32y + -0.36z <= 209.5
-1.08x + 5.41y + 2.53z <= 621.6
2.13x + 5.5y + 8.22z <= 457.67
-4.04x + -2.01y + 8.56z <= 256.6
-5.18x + -5.73y + -2.22z <= 779.09
-1.21x + 7.89y + -8.45z <= 446.57
3.9x + -0.52y + -7.85z <= 960.11
1.74x + -2.36y + -1.48z <= 621.26
-4.66x + -1.48y + 2.39z <= 748.74
6.03x + 6.04y + -4.95z <= 342.34
-2.29x + 9.17y + 2.88z <= 781.31
-4.3x + 2.81y + -6.63z <= 612.13
6.24x + -9.84y + 2.04z <= 494.36
-0.53x + -4.31y + -0.67z <= 325.08
-9.2x + -4.11y + 3.53z <= 584.51
7.72x + 4.78y + 3.52z <= 279.04
-5.87x + 8.17y + 9.83z <= 721.51
6.68x + 8.76y + 1.87z <= 590.67
2.07x + -5.81y + -5.2z <= 453.12
3.0x + -0.51y + -6.92z <= 634.55
-4.59x + 8.86y + 9.52z <= 796.95
0.53x + -3.19y + 3.35z <= 724.78
0.58x + 3.86y + -0.93z <= 541.79
-2.57x + 9.82y + -4.51z <= 927.61
0.55x + 5.59y + -7.22z <= 589.56
4.63x + 4.66y + 1.52z <= 303.52
6.98x + 1.65y + 7.87z <= 321.24
-7.62x + 5.52y + -2.49z <= 252.1
-7.14x + -2.93y + -9.96z <= 805.79
5.37x + -1.38y + 7.48z <= 201.2
-9.75x + 1.19y + 9.34z <= 365.17
-4.74x + -3.22y + 7.51z <= 507.88
2.8x + -5.65y + 8.48z <= 203.52
-0.96x + 6.21y + 6.66z <= 862.47
-6.62x + -9.68y + -7.22z <= 690.8
-4.76x + 8.18y + -7.73z <= 487.25
-0.43x + -4.81y + -6.2z <= 294.36
-6.76x + 4.52y + 4.82z <= 246.48
3.39x + 1.3y + 2.57z <= 342.93
7.34x + 8.67y + -5.58z <= 570.06
7.77x + -7.42y + 6.32z <= 654.81
-4.19x + -8.9y + -7.36z <= 701.26
-6.16x + -3.3y + -3.99z <= 126.11
2.4x + -7.47y + 4.44z <= 866.86
-6.69x + 0.61y + 6.15z <= 132.29
-6.85x + -5.96y + -1.22z <= 723.89
5.64x + -6.75y + -1.29z <= 925.03
-9.63x + 0.26y + 6.32z <= 480.34
-7.59x + 9.75y + -5.34z <= 721.28
-7.18x + -8.45y + 1.24z <= 731.76
-2.43x + 1.14y + 0.98z <= 887.84
-0.49x + 0.66y + 4.36z <= 730.8
-4.55x + -9.37y + 9.5z <= 408.76
-2.31x + 4.22y + 8.13z <= 433.88
6.93x + -6.36y + 4.36z <= 502.49
7.55x + -1.68y + -2.09z <= 134.48
-0.04x + -7.2y + 0.35z <= 139.78
7.19x + 0.39y + 8.48z <= 645.88
7.79x + -2.77y + -8.2z <= 614.79
6.9x + 9.83y + 0.96z <= 655.37
-3.05x + -7.54y + 9.96z <= 731.98
-2.08x + -5.62y + -3.19z <= 342.52
4.14x + 5.75y + -5.22z <= 724.18
5.93x + -9.28y + 2.45z <= 560.85
0.75x + -8.08y + 5.58z <= 847.65
-2.54x + -3.75y + -5.81z <= 740.36
-8.34x + 6.46y + 9.88z <= 140.58
8.65x + 4.23y + 7.42z <= 300.19
-0.01x + -1.2y + 9.02z <= 434.82
-5.5x + 7.48y + 0.92z <= 233.36
8.02x + 6.35y + -4.71z <= 733.45
1.68x + 0.46y + 3.01z <= 435.48
1.63x + 9.67y + -5.86z <= 386.1
5.05x + -8.07y + -3.73z <= 472.96
9.61x + 4.95y + 0.87z <= 228.94
-4.74x + -1.49y + -5.18z <= 840.41
5.5x + 8.73y + -4.78z <= 259.28
4.45x + 5.67y + -1.96z <= 266.73
-2.93x + -1.77y + -0.86z <= 118.99
-2.49x + -3.94y + 8.49z <= 887.34
-9.7x + 0.92y + -8.3z <= 993.62
6.25x + -7.11y + -3.57z <= 230.86
5.08x + 2.21y + -0.77z <= 574.94
6.78x + 7.12y + -3.36z <= 530.65
-0.75x + 8.0y + -8.03z <= 291.08
-3.93x + 5.27y + -7.52z <= 761.16
0.94x + -7.08y + 5.21z <= 421.96
9.42x + -9.41y + 2.67z <= 560.0
6.67x + 8.97y + 9.66z <= 345.79
2.75x + 9.58y + -6.26z <= 283.1
-5.59x + -7.39y + 4.06z <= 523.35
-0.93x + 5.03y + -6.79z <= 683.78
-5.63x + -1.31y + 6.92z <= 744.19
-3.58x + -1.72y + -8.47z <= 602.24
-2.18x + 4.87y + -7.47z <= 366.61
-9.8x + -4.5y + 5.96z <= 759.9
-5.25x + -7.97y + -9.11z <= 676.48
-8.1x + 1.62y + 1.9z <= 951.83
-2.52x + -8.57y + 8.32z <= 787.3
5.12x + -0.54y + -5.12z <= 760.71
3.54x + 2.17y + 2.55z <= 990.46
8.43x + -8.76y + 1.2z <= 309.07
9.0x + 8.03y + 6.81z <= 767.75
-5.22x + 2.16y + 8.5z <= 732.2
-1.42x + -9.07y + 5.32z <= 831.14
2.15x + 8.5y + -2.71z <= 178.45
-8.6x + 8.48y + 5.5z <= 731.78
3.89x + 9.2y + 1.77z <= 645.55
-7.45x + -5.75y + 0.64z <= 592.71
0.85x + -0.51y + 1.4z <= 445.73
3.19x + 8.17y + -5.74z <= 971.83
8.17x + -8.36y + 6.82z <= 273.94
2.97x + 8.63y + -0.41z <= 565.51
-2.0x + -7.13y + -2.87z <= 654.88
-1.89x + -7.25y + 6.9z <= 647.73
3.49x + 2.07y + 3.71z <= 348.95
0.01x + -8.14y + 8.96z <= 268.78
1.31x + 3.81y + 1.18z <= 215.18
-9.83x + -3.64y + -3.85z <= 606.89
-6.5x + 5.01y + 4.63z <= 527.53
3.61x + 1.92y + -7.8z <= 802.94
-8.73x + 3.05y + 1.73z <= 226.37
-2.59x + -3.86y + 8.16z <= 989.01
6.68x + 6.92y + -5.7z <= 243.07
-4.16x + -6.26y + -5.61z <= 779.21
-8.48x + -9.37y + -0.56z <= 371.07
6.17x + -4.93y + -2.32z <= 432.25
-5.25x + 2.43y + 6.9z <= 667.53
-1.47x + -2.05y + -4.68z <= 481.72
8.58x + -6.26y + -9.5z <= 797.82
-6.91x + 0.58y + 7.5z <= 233.33
0.12x + -4.87y + 5.73z <= 837.17
-5.83x + -9.62y + 9.3z <= 529.65
7.38x + 1.97y + 0.5z <= 564.31
-8.81x + 2.49y + -5.76z <= 466.24
3.55x + 9.19y + 7.51z <= 453.75
6.31x + 5.11y + 8.93z <= 532.91
-9.94x + -3.83y + -3.59z <= 609.77
-0.57x + -2.73y + 3.53z <= 414.35
6.32x + -3.27y + 6.27z <= 809.13
7.62x + 9.81y + 8.48z <= 834.12
-3.05x + 6.05y + 2.84z <= 439.19
3.21x + -5.31y + -6.37z <= 665.13
-2.09x + -7.62y + 9.3z <= 547.34
-4.01x + 7.07y + 0.55z <= 567.0
-6.99x + -0.63y + 9.18z <= 483.95
8.73x + 4.23y + 5.87z <= 790.83
-7.43x + -4.49y + 5.09z <= 670.61
1.0x + 6.73y + -3.91z <= 873.08
8.77x + 0.35y + -8.51z <= 907.12
-0.82x + -3.41y + -6.72z <= 327.82
-7.81x + 9.78y + 9.35z <= 374.92
-5.7x + -3.97y + 6.5z <= 852.8
-1.85x + -0.61y + 7.02z <= 355.13
-4.45x + 8.32y + -3.5z <= 623.22
2.02x + -8.65y + -8.05z <= 552.73
9.89x + 6.92y + -6.51z <= 298.49
-7.89x + -9.52y + -4.34z <= 377.35
-9.51x + -6.31y + -3.92z <= 625.39
-9.8x + -0.62y + 9.03z <= 746.19
-9.75x + -6.69y + -6.64z <= 532.85
3.25x + -6.98y + -0.43z <= 666.82
6.49x + -3.14y + -0.98z <= 652.86
-7.73x + 5.14y + -6.17z <= 314.11
6.87x + 6.96y + -6.37z <= 854.37
9.29x + 0.08y + 1.0z <= 409.42
-7.07x + -6.2y + -9.93z <= 270.56
-5.47x + 9.86y + -4.1z <= 420.71
-7.44x + 9.22y + 4.07z <= 583.28
0.02x + -9.96y + 5.54z <= 229.48
-9.44x + -7.51y + -7.39z <= 635.11
9.42x + 8.87y + -4.11z <= 763.59
-2.53x + 2.98y + 5.13z <= 785.99
-3.77x + 8.0y + 7.28z <= 214.99
-6.0x + 8.63y + 1.54z <= 469.01
-8.26x + -5.02y + -6.42z <= 993.68
-5.23x + 1.6y + 4.67z <= 395.08
2.9x + -4.41y + -8.34z <= 607.54
-8.4x + 5.24y + 6.38z <= 956.92
8.14x + -6.82y + 8.1z <= 234.05
-0.6x + 8.58y + -4.32z <= 876.24
4.78x + -0.96y + -4.69z <= 258.85
6.34x + -7.22y + 9.03z <= 821.04
1.38x + 9.31y + -1.98z <= 332.54
9.8x + 6.92y + 0.73z <= 540.27
-7.14x + -3.46y + -8.66z <= 265.38
-5.08x + -7.73y + -1.37z <= 425.84
-9.88x + -5.33y + -6.47z <= 423.28
-2.73x + 2.55y + -2.26z <= 723.51
8.62x + 1.41y + 4.28z <= 201.81
6.24x + -8.76y + -5.56z <= 905.88
9.68x + -8.6y + -8.7z <= 474.67
-8.8x + 5.47y + 5.15z <= 270.36
9.7x + 9.05y + -2.64z <= 723.36
4.08x + -4.36y + -3.61z <= 705.12
-4.26x + -7.91y + 0.62z <= 365.81
-7.86x + 9.16y + -7.79z <= 313.03
2.63x + 6.71y + 1.81z <= 927.18
6.27x + -8.8y + 5.04z <= 169.08
5.81x + 6.9y + 9.44z <= 344.81
-6.67x + -0.37y + 3.95z <= 560.81
-1.49x + -7.27y + 0.07z <= 259.27
-3.31x + -1.86y + -8.21z <= 828.41
-1.69x + -4.84y + -1.28z <= 471.64
-6.97x + -5.23y + -9.95z <= 372.38
-6.68x + -3.54y + -0.67z <= 253.05
9.69x + 4.72y + 7.08z <= 453.42
-3.02x + 8.05y + -8.28z <= 348.12
2.75x + -4.93y + -6.56z <= 160.03
-0.11x + 7.67y + 1.44z <= 957.24
8.68x + 2.45y + -3.32z <= 641.36
-0.62x + 1.97y + -9.87z <= 226.79
2.52x + -5.41y + -2.47z <= 430.41
9.63x + 6.6y + -1.12z <= 663.46
6.13x + 7.66y + 1.04z <= 488.35
-6.72x + -7.4y + 2.7z <= 209.31
-9.17x + -3.82y + -6.05z <= 569.61
-6.53x + 0.92y + 0.3z <= 296.6
9.44x + 5.84y + 4.5z <= 831.18
3.36x + 1.96y + -1.66z <= 455.31
-0.07x + 0.03y + 4.24z <= 649.77
4.24x + -3.2y + -0.43z <= 227.15
-3.56x + 7.37y + -4.86z <= 592.97
7.84x + 1.9y + -6.29z <= 667.2
-1.68x + 6.61y + 4.32z <= 980.21
3.54x + 8.79y + -2.97z <= 921.8
-4.96x + 4.94y + -5.19z <= 658.49
8.37x + -2.93y + -2.78z <= 995.12
2.57x + -1.01y + -6.47z <= 312.06
2.73x + 6.74y + -8.74z <= 550.75
-9.3x + -5.08y + 3.78z <= 507.92
-7.79x + 5.06y + 9.35z <= 763.9
-8.42x + 2.04y + 9.45z <= 707.02
-1.3x + 9.09y + -5.03z <= 739.61
-2.69x + 6.78y + 9.25z <= 381.3
7.14x + 5.74y + 7.11z <= 404.31
-2.73x + -1.23y + -5.02z <= 179.82
4.66x + -4.05y + -0.12z <= 228.4
-2.65x + 6.42y + 7.36z <= 735.43
9.92x + 0.85y + -1.0z <= 854.22
-5.75x + -9.93y + 2.55z <= 646.75
-0.01x + 2.48y + 1.91z <= 360.28
8.49x + -4.97y + 0.73z <= 188.04
2.95x + -2.53y + -4.13z <= 113.16
2.77x + -4.08y + -5.76z <= 452.88
-9.58x + 1.16y + 5.14z <= 571.88
3.61x + 6.2y + 6.96z <= 566.36
3.67x + -5.97y + -6.88z <= 642.22
8.17x + -9.75y + 1.36z <= 437.87
7.38x + -9.89y + 2.51z <= 378.48
-5.13x + -1.95y + -8.8z <= 750.16
7.8x + 3.69y + 5.0z <= 704.04
-3.27x + 9.55y + 0.39z <= 645.67
7.83x + -5.64y + 9.45z <= 181.82
-8.55x + 2.37y + -0.51z <= 671.46
9.9x + 6.74y + 0.72z <= 147.31
-0.34x + -4.39y + 9.16z <= 974.66
-9.07x + -7.27y + 8.16z <= 267.97
-7.08x + -3.26y + 2.55z <= 337.66
-2.88x + 0.79y + 6.25z <= 433.64
9.49x + -9.17y + 6.61z <= 853.36
7.19x + -5.18y + 0.68z <= 249.4
6.06x + -2.14y + 6.19z <= 514.3
4.26x + -1.42y + 6.11z <= 316.35
-4.29x + -7.51y + 4.68z <= 758.83
8.15x + 4.18y + 8.02z <= 169.71
6.48x + -6.47y + -9.64z <= 474.6
2.67x + 3.8y + -8.65z <= 313.06
-1.11x + -7.13y + 8.35z <= 150.2
-6.95x + 2.5y + -2.26z <= 853.79
7.79x + 6.89y + -4.32z <= 522.77
-4.3x + 7.27y + 1.35z <= 344.16
-2.85x + 1.92y + -7.46z <= 821.76
7.54x + -3.49y + 9.13z <= 635.19
-6.84x + 7.96y + 3.37z <= 137.98
6.08x + 1.62y + -3.39z <= 863.71
-8.35x + 7.84y + 3.9z <= 264.13
4.19x + -1.98y + 4.22z <= 292.16
6.57x + -2.32y + -6.86z <= 894.32
6.66x + -9.06y + -5.01z <= 997.33
-5.1x + -3.4y + 8.77z <= 643.31
5.19x + -4.33y + 1.0z <= 108.03
6.16x + -4.75y + -3.7z <= 925.21
6.95x + -6.34y + -4.47z <= 918.14
-4.15x + 1.88y + 4.29z <= 199.59
-9.0x + 3.44y + -0.86z <= 333.7
-0.91x + -0.87y + -4.82z <= 409.83
-2.98x + -5.83y + 5.7z <= 869.89
-1.78x + -0.6y + 9.1z <= 845.78
-3.51x + 2.28y + 4.3z <= 561.64
7.45x + -2.58y + -2.33z <= 724.93
-8.46x + 5.92y + 7.55z <= 947.95
-8.3x + 2.15y + 5.88z <= 692.07
-0.82x + -0.16y + -7.55z <= 343.53
-8.24x + -6.5y + 3.76z <= 146.06
-4.18x + -5.45y + -1.05z <= 479.34
3.0x + 5.51y + 6.04z <= 924.62
