#convex solver has no solution but os tool has
# convex result: None os tool result: (0.56844,10.91948)
max 1x + 1y
2.3251x + 6.6474y <= 130
-2.1203x + 7.7736y <= 367
-4.431x + -5.7143y <= 966
-8.9676x + 0.6851y <= 612
-2.9604x + -1.046y <= 874
-3.2942x + -1.9145y <= 968
-2.3185x + 2.7815y <= 743
-9.2713x + 1.8483y <= 312
3.4033x + -1.483y <= 273
-3.9602x + 8.8355y <= 439
4.7566x + -6.5212y <= 540
-3.9577x + -5.3517y <= 796
-7.225x + 7.6326y <= 577
-0.6196x + 4.192y <= 982
7.5516x + 4.9988y <= 400
2.4081x + 0.2662y <= 146
8.3605x + -0.7169y <= 193
-1.9303x + 9.3907y <= 333
-9.587x + 7.8411y <= 907
-8.7386x + -5.8517y <= 466
6.3266x + -1.0274y <= 681
-3.7335x + 3.0402y <= 375
-3.7259x + -6.3283y <= 554
5.9017x + 2.8123y <= 116
2.5443x + 8.9258y <= 317
9.6409x + 3.2216y <= 428
-9.4135x + 3.122y <= 229
-3.9504x + -4.4144y <= 871
5.2262x + -4.8399y <= 469
6.493x + 0.9089y <= 328
5.5335x + -8.5534y <= 695
6.216x + 6.617y <= 549
6.7274x + 0.2637y <= 733
-8.6883x + -5.5587y <= 482
-8.3461x + -2.969y <= 228
-4.6859x + 2.7062y <= 678
-3.5463x + 5.8742y <= 963
1.7759x + -0.8161y <= 470
-0.2202x + 0.7245y <= 729
-1.3146x + 4.0164y <= 586
3.4091x + 0.9937y <= 104
-5.1516x + -0.9421y <= 871
3.1853x + 9.597y <= 308
7.1254x + -2.4333y <= 659
-9.8003x + -3.6483y <= 910
-8.842x + -9.7733y <= 883
-9.4992x + -1.8818y <= 631
6.3202x + -9.675y <= 308
-9.147x + 4.4958y <= 431
4.0156x + 2.8494y <= 238
4.8672x + 1.6044y <= 681
-3.9809x + 8.7518y <= 369
5.4936x + -2.566y <= 922
1.7392x + 4.4934y <= 975
7.2601x + -0.8672y <= 698
-0.9482x + 3.5179y <= 517
-7.1521x + 5.6497y <= 707
0.5782x + 5.4471y <= 984
-4.8703x + 9.2559y <= 604
6.2819x + -9.8636y <= 910
7.5915x + -5.8615y <= 580
-2.0536x + 7.7928y <= 649
5.1248x + -6.1417y <= 537
7.0061x + -3.2632y <= 824
-7.3701x + -5.419y <= 372
0.7811x + 0.4274y <= 156
6.1358x + -4.0954y <= 338
9.5824x + 4.7554y <= 354
4.9929x + -1.7716y <= 641
-3.8064x + -0.2634y <= 748
4.4588x + -4.5046y <= 448
8.5875x + -1.7747y <= 780
-8.2752x + 9.1656y <= 596
9.604x + -3.9782y <= 919
3.6715x + 5.563y <= 932
-1.1795x + -5.8511y <= 948
-3.6924x + -2.8911y <= 475
0.0957x + 3.7637y <= 505
-9.2409x + 3.096y <= 499
0.8575x + 3.811y <= 235
-3.6161x + -2.7598y <= 922
8.7336x + 0.4509y <= 184
-6.552x + 4.695y <= 241
6.7076x + -5.3675y <= 109
7.413x + 1.5404y <= 331
-5.7828x + -9.0068y <= 262
3.0549x + 8.5352y <= 391
-3.471x + 2.9009y <= 642
-8.1487x + 7.032y <= 583
-4.8278x + 4.6828y <= 957
5.6165x + 2.1759y <= 210
0.0802x + -7.2027y <= 455
-7.0975x + 2.5806y <= 602
3.6053x + -6.6951y <= 793
-7.6898x + 6.3371y <= 581
-3.9181x + -0.904y <= 662
1.4413x + -5.6264y <= 477
2.2442x + 7.3544y <= 718
4.3403x + 2.0493y <= 503
-5.6023x + -3.92y <= 379
2.0746x + -1.8825y <= 545
0.3807x + 8.2908y <= 578
4.1454x + 2.8879y <= 731
9.2087x + -2.0876y <= 837
8.3401x + -5.8032y <= 497
9.549x + 4.1448y <= 407
-0.0773x + -0.7996y <= 543
-3.1099x + -2.345y <= 495
0.2516x + -9.5383y <= 135
6.1328x + 8.7877y <= 694
8.9304x + 3.9568y <= 990
5.7891x + 6.2101y <= 361
-5.2854x + 3.5524y <= 355
2.9086x + -1.1512y <= 735
3.4885x + -0.1904y <= 959
-2.2992x + 6.1845y <= 944
4.7951x + 5.2415y <= 985
-9.5455x + -4.8682y <= 283
0.4052x + 2.3218y <= 805
1.3424x + 5.0609y <= 806
-0.1544x + 6.4897y <= 545
-6.5112x + -4.2826y <= 277
7.574x + 6.2584y <= 752
-8.3899x + -2.1498y <= 543
1.8186x + 9.7619y <= 758
0.0076x + -6.8087y <= 769
4.6762x + 9.4568y <= 971
5.8811x + 4.5854y <= 564
-9.329x + 9.265y <= 779
8.2113x + -8.0765y <= 177
8.198x + 8.0639y <= 793
-7.7473x + 3.2687y <= 163
9.0188x + -0.7552y <= 411
-9.5071x + 9.5372y <= 381
-8.5341x + 7.0316y <= 335
3.8779x + 0.8158y <= 859
5.6371x + 4.5102y <= 989
-1.558x + -9.4761y <= 459
-2.1074x + 0.1402y <= 149
9.2416x + -2.4852y <= 939
-4.9969x + -6.6982y <= 586
-0.9246x + 5.6154y <= 168
5.9929x + 0.3789y <= 811
9.0678x + -0.7234y <= 104
4.1982x + 5.2898y <= 467
-6.0803x + -0.4914y <= 962
-9.8863x + 0.9946y <= 126
-4.6206x + -2.4544y <= 747
9.4947x + -0.3366y <= 561
2.487x + -6.2114y <= 659
-8.6258x + -1.363y <= 781
-3.0224x + -3.3623y <= 583
3.6547x + 9.0921y <= 514
-2.9505x + -4.2348y <= 666
7.1359x + 1.941y <= 349
-5.4865x + -9.0593y <= 107
2.539x + 5.9907y <= 333
-0.8708x + -2.3699y <= 974
-8.0065x + 0.9387y <= 944
-3.6881x + -3.2192y <= 957
-0.9305x + 7.444y <= 295
-1.1068x + 8.0181y <= 565
1.2009x + 6.8353y <= 728
-7.1226x + -0.2279y <= 385
6.7795x + 9.2957y <= 498
3.3291x + -2.2685y <= 606
4.2776x + -9.3136y <= 587
-9.6086x + 1.1285y <= 796
3.6242x + 9.1868y <= 151
-3.1084x + 5.9246y <= 421
-6.8951x + -9.5212y <= 227
5.5377x + -5.7651y <= 120
-8.1528x + -4.5345y <= 922
-2.3563x + 3.469y <= 955
6.8482x + -8.4176y <= 431
-0.8145x + 7.1795y <= 742
-6.1289x + -7.7207y <= 929
-9.6036x + 4.6436y <= 235
1.9311x + -4.9165y <= 763
0.0044x + 7.1265y <= 186
-8.8317x + 8.881y <= 975
3.2727x + 4.0237y <= 171
-0.9912x + 5.0644y <= 384
-7.8362x + -3.3872y <= 523
5.6886x + -8.7342y <= 390
8.0838x + 9.0219y <= 358
-8.5441x + 6.1161y <= 897
1.7486x + -0.8507y <= 283
7.5181x + -4.546y <= 970
1.5189x + 4.4293y <= 489
3.7297x + -5.6715y <= 882
9.7127x + 2.9265y <= 220
4.4442x + -6.8702y <= 914
-0.4252x + 9.1415y <= 889
-8.855x + -6.0479y <= 695
3.9457x + 2.4264y <= 766
-5.2776x + 5.0448y <= 592
-9.2204x + -7.0279y <= 829
-1.3328x + 9.2913y <= 590
-5.4853x + 5.8892y <= 346
0.6062x + 5.2494y <= 725
-8.5311x + 9.139y <= 327
-9.6376x + 8.2019y <= 915
-6.9679x + 1.6842y <= 823
-2.8762x + 1.7397y <= 366
-3.3307x + -8.4122y <= 729
4.7219x + -7.4563y <= 590
-3.78x + -6.1912y <= 753
-3.2632x + -0.9246y <= 614
-0.8866x + -2.0829y <= 748
5.9446x + -3.1204y <= 554
0.7557x + 0.1922y <= 486
-7.2261x + -2.3656y <= 970
-0.1217x + -6.4774y <= 761
-8.8881x + -4.3511y <= 213
-9.9846x + -9.778y <= 184
0.6843x + -6.6016y <= 450
-6.5861x + 2.6965y <= 622
8.9567x + 3.1216y <= 576
-3.3118x + 0.9522y <= 646
7.232x + -0.1887y <= 175
0.734x + 4.6251y <= 491
-5.619x + -4.069y <= 323
5.6564x + -4.2067y <= 449
-2.8944x + -6.6033y <= 906
-5.0863x + 3.1797y <= 605
-6.8162x + -0.4879y <= 123
5.1652x + -1.745y <= 512
-6.0313x + 4.8963y <= 115
-1.4155x + 4.4364y <= 450
6.7953x + 0.3832y <= 362
-7.3445x + 1.564y <= 638
-7.4353x + 5.5629y <= 848
-9.9215x + -6.9216y <= 178
-8.2324x + -8.1028y <= 120
-5.4877x + -3.7213y <= 737
-4.2803x + -9.6973y <= 223
0.1656x + -6.8241y <= 125
-7.87x + -7.4746y <= 841
-3.1843x + -8.9619y <= 429
6.1829x + -2.16y <= 671
-8.1309x + 1.6112y <= 281
6.1803x + -9.6035y <= 396
0.8876x + 2.3853y <= 950
-5.8599x + 4.737y <= 823
-6.2986x + -6.4229y <= 272
-1.9786x + 4.9768y <= 379
8.8571x + -6.5584y <= 538
-4.3597x + -6.6884y <= 555
-6.9603x + 8.6256y <= 654
5.3186x + 1.4135y <= 972
0.2746x + -9.8569y <= 376
2.4628x + 4.0126y <= 930
9.0583x + 4.0222y <= 619
0.4794x + -3.0822y <= 199
-0.2176x + 9.5844y <= 186
-0.3121x + 9.3214y <= 135
-0.5405x + -9.2244y <= 917
0.1803x + 7.7466y <= 462
-9.2749x + 2.7879y <= 976
2.7197x + -6.0399y <= 730
-4.7952x + -1.2266y <= 116
-3.6645x + -0.5021y <= 199
3.4813x + 7.5962y <= 301
4.1347x + 3.9794y <= 569
2.2645x + -8.2017y <= 401
2.7438x + -4.8435y <= 987
0.327x + 8.8236y <= 932
-8.7133x + -0.199y <= 268
8.306x + 4.5094y <= 340
1.5754x + 1.8537y <= 610
8.1012x + 4.3108y <= 686
-0.5131x + -6.2183y <= 713
-7.1579x + -9.0691y <= 180
5.5738x + -4.6756y <= 147
-7.8783x + -3.1808y <= 866
-0.201x + -1.6382y <= 797
0.8246x + -0.0362y <= 330
-9.6957x + 1.1412y <= 482
-5.7617x + 2.0172y <= 932
-3.6211x + 4.741y <= 883
9.336x + 1.0876y <= 333
2.3531x + 0.5373y <= 363
-5.1365x + 0.0736y <= 645
8.6387x + 8.2517y <= 677
4.681x + 6.3316y <= 688
4.1527x + 8.441y <= 408
0.4332x + 6.0549y <= 856
7.513x + 3.2774y <= 409
-8.6154x + -7.714y <= 532
3.2799x + -5.3997y <= 435
6.2795x + 3.5687y <= 115
3.0017x + -2.2077y <= 335
-1.6012x + 4.6577y <= 364
0.985x + -0.6902y <= 662
-9.5401x + 1.9006y <= 726
-2.7481x + 4.6038y <= 573
-3.181x + -8.1742y <= 704
-5.3577x + 1.8257y <= 971
9.937x + 2.4066y <= 658
-6.5031x + 0.0988y <= 605
0.5074x + 7.3762y <= 403
3.6052x + -7.8232y <= 499
5.689x + -4.7922y <= 905
-0.6021x + 7.9757y <= 608
-7.8461x + -5.0642y <= 665
9.6998x + -1.3176y <= 606
9.8552x + 2.4249y <= 424
6.576x + 6.2057y <= 433
2.2315x + -7.1153y <= 798
3.9933x + 3.0292y <= 794
-1.0933x + 2.6019y <= 526
0.0641x + 8.0906y <= 860
1.9444x + -0.5486y <= 173
-9.9383x + -9.2175y <= 438
9.8808x + 1.0229y <= 320
-1.6867x + 6.5033y <= 862
-7.3784x + 7.6058y <= 888
1.505x + 7.5545y <= 693
-6.4304x + -1.5031y <= 708
0.6181x + 0.4y <= 709
0.1794x + -6.0435y <= 684
3.2215x + 3.5523y <= 437
-7.8407x + 9.8889y <= 237
-1.0274x + -4.0017y <= 408
-4.4952x + 5.417y <= 872
0.5188x + -5.3612y <= 306
2.0874x + -0.5455y <= 513
1.3764x + 3.8779y <= 728
-3.1179x + 4.14y <= 589
-1.442x + 5.8581y <= 188
-8.3696x + 3.3824y <= 614
2.5836x + 6.9469y <= 822
-1.0587x + -3.2666y <= 723
-1.1474x + -0.5681y <= 783
-5.319x + 5.5655y <= 475
-0.6594x + 0.5712y <= 193
-7.0505x + -6.0883y <= 949
3.6051x + -6.2658y <= 174
-3.9224x + -1.9321y <= 794
-1.7807x + 1.0794y <= 287
1.2973x + -7.7533y <= 924
-4.1353x + -7.2037y <= 634
3.3678x + 0.3094y <= 536
9.8228x + 3.7043y <= 160
-1.2418x + 9.4982y <= 613
-8.6513x + -4.9943y <= 803
-0.3971x + 9.4164y <= 613
-8.2562x + 4.2596y <= 373
-3.2526x + -6.5172y <= 217
9.3442x + -7.2956y <= 291
-9.1839x + -9.0333y <= 492
-8.4817x + -0.3824y <= 639
-3.1969x + -1.4796y <= 492
1.6036x + -3.3476y <= 950
1.8906x + -4.3982y <= 829
-0.3087x + 6.2393y <= 886
-1.4825x + -5.3773y <= 499
2.2731x + -9.9382y <= 736
5.6347x + -5.6476y <= 483
1.1144x + -9.3713y <= 770
2.578x + 6.1333y <= 133
-8.3171x + -1.719y <= 718
-2.1752x + -0.1332y <= 388
7.0819x + -4.2282y <= 772
8.6744x + 7.678y <= 790
-2.7386x + -3.3947y <= 398
-2.9023x + -6.5658y <= 235
5.6319x + -0.9605y <= 444
6.8388x + 0.2742y <= 185
-6.3666x + 9.918y <= 725
-7.4067x + -4.5607y <= 818
8.7147x + 7.3827y <= 893
-5.6893x + -5.0295y <= 461
-2.6443x + 0.3871y <= 703
-5.1356x + -4.9637y <= 176
-0.5442x + -7.0412y <= 129
-4.3698x + -6.8427y <= 503
7.271x + 8.6613y <= 250
6.722x + -0.1934y <= 118
-4.5049x + -3.3076y <= 523
5.6794x + 8.429y <= 774
-2.3306x + -8.7823y <= 527
8.8573x + 1.8947y <= 1000
-4.5207x + 6.3746y <= 594
-6.2154x + 7.4887y <= 969
-2.997x + 3.6676y <= 390
-7.0486x + -0.8986y <= 657
9.2153x + -8.9975y <= 716
7.7345x + 1.5974y <= 156
-0.172x + 1.1813y <= 329
-5.3174x + -7.3705y <= 777
-8.0701x + 2.5759y <= 833
6.773x + 7.1343y <= 200
-0.0917x + -8.431y <= 392
-5.6723x + -5.44y <= 736
-8.6686x + -2.2233y <= 334
-3.1774x + -8.0818y <= 232
3.8255x + -8.5431y <= 449
3.1102x + 3.796y <= 807
-2.3658x + 8.5828y <= 411
4.4524x + -6.1916y <= 199
4.2438x + -9.5237y <= 303
1.1741x + 1.2045y <= 486
6.1883x + -9.3295y <= 543
0.8622x + 4.6123y <= 593
-6.5932x + 6.6365y <= 559
-2.6958x + -2.9092y <= 544
-5.2501x + 5.336y <= 697
-5.6647x + -7.6396y <= 455
6.5573x + -8.937y <= 284
-1.7729x + 0.7479y <= 155
-3.7815x + 9.2953y <= 992
0.169x + -3.2358y <= 496
-3.8446x + 4.2946y <= 910
1.5687x + 2.2239y <= 394
4.2336x + -7.886y <= 929
7.7766x + -6.1185y <= 205
-4.7629x + -9.1173y <= 916
1.7839x + -4.325y <= 835
-5.1964x + -3.8781y <= 207
-6.2422x + -2.7184y <= 202
-9.3369x + 6.1994y <= 841
0.1703x + 9.1105y <= 558
9.9234x + 6.2898y <= 242
3.0681x + 1.0558y <= 635
3.8451x + -0.6596y <= 238
-4.9421x + 7.6514y <= 145
0.7638x + 8.8222y <= 872
-6.6755x + 9.4596y <= 409
-2.3563x + 6.8713y <= 800
1.0628x + -3.2783y <= 449
-5.7493x + -3.968y <= 374
9.3446x + 7.7167y <= 825
5.6556x + 6.8989y <= 820
-0.5247x + 6.0529y <= 318
1.8941x + 6.3238y <= 598
-5.1008x + 0.1673y <= 199
-8.2581x + 4.3796y <= 671
-7.4148x + -7.9872y <= 341
1.9951x + -3.1795y <= 347
7.9355x + 3.6021y <= 997
-5.8097x + 8.5287y <= 282
1.6896x + 8.3572y <= 751
9.8997x + -8.6363y <= 492
7.3278x + -1.6811y <= 341
-5.1209x + 5.0283y <= 324
-8.7763x + 1.2114y <= 586
6.3686x + 1.5084y <= 756
-4.0126x + -5.4764y <= 226
0.3534x + 0.6127y <= 222
-9.5897x + -8.0872y <= 387
-3.0428x + 7.0356y <= 926
-6.3196x + -6.5219y <= 843
9.2276x + 6.0291y <= 232
-7.3578x + 3.0605y <= 524
1.5635x + -7.3516y <= 995
6.7185x + -5.6374y <= 850
-2.4442x + 8.6643y <= 875
2.4067x + -4.9457y <= 515
3.9383x + -3.0759y <= 235
-6.571x + -1.1081y <= 133
9.2605x + -9.184y <= 483
2.6157x + 3.9746y <= 584
-7.1569x + -9.0701y <= 510
5.6289x + -6.6717y <= 701
-5.6244x + -3.8543y <= 936
-5.7874x + -3.8651y <= 324
-8.8864x + -1.8637y <= 466
0.6163x + 6.2113y <= 305
7.2978x + 5.3294y <= 478
-8.6011x + 3.3831y <= 615
-7.8475x + 6.6172y <= 882
3.5746x + -7.3185y <= 800
-1.0243x + -1.6995y <= 585
-5.827x + 5.7356y <= 581
5.1771x + 6.3644y <= 807
-3.4216x + 8.0377y <= 850
1.8007x + 8.5517y <= 226
2.0677x + -0.3658y <= 985
-4.6682x + 1.7877y <= 672
-0.7817x + -2.447y <= 955
-2.6231x + -0.5984y <= 416
-5.5812x + -8.2897y <= 798
-3.1396x + -0.142y <= 826
-0.8422x + 3.6393y <= 166
-9.1874x + -5.6462y <= 886
-1.27x + -9.0342y <= 232
-7.6863x + -1.5328y <= 349
-7.7213x + -2.0355y <= 811
5.0273x + 9.0106y <= 528
3.8681x + -5.2604y <= 810
-9.0771x + -3.031y <= 484
2.2017x + 3.7423y <= 104
-3.5504x + -3.5071y <= 316
6.448x + 9.2175y <= 218
-3.8705x + -4.5456y <= 432
5.5582x + -1.5477y <= 767
-8.4036x + -2.1687y <= 505
-8.1968x + -5.3958y <= 167
6.3965x + 9.9408y <= 677
-3.9376x + 8.4823y <= 278
1.567x + 0.3281y <= 284
1.7721x + -6.31y <= 494
4.0257x + 0.0719y <= 701
-2.5284x + 0.9602y <= 854
1.4619x + 1.7378y <= 417
2.6477x + 0.9077y <= 939
-1.5491x + -7.382y <= 665
4.0969x + 3.0092y <= 642
-9.8752x + 6.6989y <= 887
1.3192x + -7.64y <= 445
4.1849x + -9.5835y <= 881
6.7815x + 8.5222y <= 380
6.4694x + -0.5033y <= 813
5.707x + 9.5918y <= 490
-8.0331x + 9.7081y <= 601
2.6449x + 8.8926y <= 552
6.4507x + -9.6815y <= 749
-1.683x + -1.7416y <= 665
1.5368x + 6.3338y <= 804
-5.3924x + 0.3643y <= 286
9.197x + 4.2716y <= 475
7.3615x + -1.8699y <= 804
-6.3643x + 9.4267y <= 858
-3.0957x + 3.4091y <= 430
-0.9213x + -0.5962y <= 725
-1.2404x + 3.4279y <= 625
-8.4476x + 2.4927y <= 229
9.1857x + 5.622y <= 839
-7.3399x + -6.7098y <= 920
5.5032x + -2.3145y <= 236
-2.7164x + 5.8137y <= 217
-8.4991x + 8.4757y <= 222
7.8382x + -0.263y <= 132
-5.9193x + -2.4675y <= 887
-7.964x + 4.9409y <= 135
6.524x + 4.2958y <= 175
-5.335x + 9.9191y <= 435
-7.6565x + -9.2855y <= 729
9.4458x + 0.8932y <= 673
-9.0401x + 8.5458y <= 605
-6.3992x + -8.8665y <= 862
-4.9357x + 6.3966y <= 585
8.8257x + 9.2608y <= 383
2.006x + -2.774y <= 1000
2.584x + -3.4257y <= 432
-4.7016x + -6.983y <= 862
-3.9225x + 7.1479y <= 871
-5.6514x + 9.0344y <= 130
5.1595x + -6.5462y <= 858
-5.5107x + -7.6017y <= 220
-6.4335x + 2.9805y <= 751
-6.0537x + 6.6032y <= 827
6.8033x + 9.4082y <= 110
-6.401x + -4.2942y <= 792
9.1592x + -2.6604y <= 966
3.4398x + -2.7654y <= 174
6.3765x + -5.0896y <= 499
8.0192x + 3.096y <= 497
-4.765x + -9.1299y <= 307
4.1535x + -0.6172y <= 729
-9.8712x + -0.0631y <= 693
-6.6109x + -5.3717y <= 434
4.4044x + -3.3703y <= 301
4.4739x + -7.2192y <= 887
-9.6786x + -3.0913y <= 493
-9.9841x + -0.5665y <= 241
3.3835x + -5.7358y <= 928
1.236x + 5.932y <= 705
-3.7221x + -5.3003y <= 945
0.2678x + -9.5435y <= 968
-5.912x + -5.1609y <= 944
0.5847x + -2.947y <= 913
-4.8811x + 8.2435y <= 985
9.1989x + 5.9225y <= 168
7.3164x + 8.1632y <= 470
-9.0191x + 5.9536y <= 851
-5.6548x + 1.7177y <= 986
-8.3581x + -5.1587y <= 803
7.539x + -0.0696y <= 839
5.7026x + 6.556y <= 286
-4.83x + -6.0075y <= 726
-3.2226x + -7.4758y <= 283
-7.9611x + 6.6956y <= 708
0.6183x + -3.5932y <= 101
1.964x + -2.8836y <= 648
-2.3244x + -9.02y <= 872
-8.7081x + 4.0106y <= 404
8.159x + -4.3453y <= 772
-1.5277x + 4.1114y <= 191
4.814x + -1.9257y <= 934
-2.9025x + 2.4324y <= 204
-5.5212x + 0.0371y <= 518
-4.7054x + 1.6174y <= 338
2.757x + -8.5907y <= 983
5.7559x + -1.7752y <= 680
-5.7695x + 7.8184y <= 117
-8.8304x + 6.5869y <= 904
-7.6682x + -1.5492y <= 753
-1.4167x + -6.1363y <= 936
7.0973x + 2.3942y <= 686
-7.175x + -6.6637y <= 383
6.4585x + 6.1555y <= 848
-0.072x + 1.5355y <= 875
6.6582x + -5.478y <= 889
3.9735x + 5.8028y <= 178
-2.063x + -5.8215y <= 859
-1.212x + 2.1434y <= 556
2.1939x + -0.8187y <= 332
6.5513x + 7.1666y <= 887
2.423x + 8.0211y <= 831
4.0925x + -1.2928y <= 668
2.9488x + -7.3957y <= 365
1.1557x + -2.0837y <= 912
-4.797x + 3.1873y <= 394
3.1476x + 0.32y <= 784
-2.5108x + -4.7848y <= 244
8.033x + -2.8683y <= 486
-1.7577x + -5.6156y <= 955
6.8434x + -5.0666y <= 396
-7.9675x + 2.6105y <= 838
-4.5048x + 9.1876y <= 207
-3.324x + -6.5421y <= 464
-6.1033x + -3.9009y <= 763
5.212x + -1.6164y <= 652
-1.3405x + -4.9882y <= 481
-3.8934x + 4.9015y <= 502
0.5776x + -1.2641y <= 394
-7.0868x + -2.3127y <= 440
1.1968x + -7.7307y <= 513
-0.5753x + 4.428y <= 527
-4.9642x + 4.2934y <= 739
-2.9981x + 2.4975y <= 743
-0.706x + 6.6949y <= 944
8.7775x + 3.3691y <= 755
-0.7761x + 4.9101y <= 214
1.5691x + -5.8177y <= 603
9.7744x + -0.3772y <= 601
-3.5254x + -8.951y <= 669
6.2041x + -1.693y <= 843
8.8688x + -1.8726y <= 550
-4.0535x + -4.802y <= 625
-1.0206x + -6.0126y <= 767
-8.5506x + -9.8487y <= 272
-1.2885x + 8.3699y <= 588
9.5317x + 9.311y <= 683
-7.9622x + 2.6778y <= 535
-2.6631x + 0.251y <= 439
-4.6159x + 3.4727y <= 800
4.0992x + -8.3117y <= 865
-0.5384x + 3.6601y <= 577
5.4129x + -2.2504y <= 391
-7.0x + -5.0309y <= 516
4.2911x + 1.4709y <= 216
9.0509x + 8.1148y <= 742
9.4753x + -3.7892y <= 307
-2.5428x + -8.5812y <= 623
9.9058x + 5.5698y <= 644
-4.9074x + -1.0218y <= 388
-9.5022x + 4.7789y <= 604
8.0189x + -3.2579y <= 240
-0.1408x + -5.549y <= 346
6.1415x + -2.1902y <= 734
-3.7541x + -4.2677y <= 998
-8.5165x + 7.4731y <= 262
0.0428x + 0.808y <= 259
-2.5384x + -5.1242y <= 331
5.3551x + 9.9441y <= 345
-7.4589x + 9.9067y <= 628
0.4303x + -6.318y <= 698
0.265x + 4.1049y <= 451
5.9279x + -2.1821y <= 468
-0.699x + 8.7269y <= 368
-6.137x + -5.3597y <= 607
2.8469x + -0.3293y <= 636
2.0755x + 0.9616y <= 510
-9.4991x + 4.8616y <= 932
-9.3728x + -6.4134y <= 616
-5.6261x + -2.7239y <= 275
-5.6671x + 4.4716y <= 952
4.9687x + -0.5913y <= 497
-2.7415x + 0.9955y <= 808
-9.3444x + 7.3314y <= 244
-7.9249x + 5.4937y <= 525
-1.4088x + -0.8756y <= 854
5.628x + -0.5622y <= 828
-2.3221x + 0.0941y <= 482
5.9626x + -8.736y <= 709
-0.7842x + -3.8384y <= 816
0.6189x + -0.9763y <= 390
4.7953x + 5.4494y <= 596
4.0426x + 3.32y <= 124
7.4415x + 9.6046y <= 952
0.6483x + 7.538y <= 629
4.1581x + -7.1239y <= 251
5.4921x + -6.6723y <= 166
0.1219x + 8.5941y <= 599
-6.0879x + 3.0705y <= 814
-0.1133x + -4.0455y <= 371
7.9057x + -5.5237y <= 910
3.0247x + -5.0692y <= 781
-2.2662x + -2.4678y <= 424
6.9929x + 9.587y <= 792
-6.529x + 8.9553y <= 699
-8.7379x + -7.4572y <= 825
7.8576x + -4.4485y <= 638
-9.0529x + 1.0117y <= 412
-9.8316x + 8.8043y <= 820
9.9156x + 4.7046y <= 444
5.1734x + -1.7378y <= 537
4.479x + -2.1126y <= 257
-1.0052x + 0.9661y <= 934
-9.8841x + 6.1556y <= 236
0.2029x + -0.3249y <= 763
1.3363x + 2.7051y <= 664
8.9015x + 4.5329y <= 702
-5.859x + 0.2355y <= 333
-4.0735x + 8.113y <= 319
-5.4743x + 2.9537y <= 925
-2.4156x + 8.291y <= 252
4.1342x + 2.103y <= 902
-9.1673x + 7.0417y <= 621
2.2113x + 2.9845y <= 797
-8.9881x + -4.8113y <= 182
7.8991x + -2.2111y <= 324
-8.4902x + 5.934y <= 917
4.4276x + 4.0003y <= 251
-3.55x + -0.3444y <= 688
-9.8844x + -3.692y <= 597
-9.8385x + -3.4202y <= 285
1.6775x + -5.7966y <= 668
-4.2603x + -2.0364y <= 799
-3.3612x + -7.8624y <= 933
9.4296x + -7.8815y <= 339
8.3769x + -1.168y <= 237
-1.7688x + -6.6499y <= 206
-4.2737x + -0.702y <= 398
-3.5759x + -9.8551y <= 489
-2.0656x + -6.0763y <= 521
-3.3352x + -4.1196y <= 544
5.2928x + 7.82y <= 935
3.1421x + 7.0874y <= 741
5.0947x + -2.959y <= 113
-7.7036x + 6.1667y <= 792
0.0763x + -8.3608y <= 626
5.1417x + 9.0087y <= 174
9.8531x + -3.4997y <= 179
-4.5301x + -6.0263y <= 712
-2.2335x + 9.3229y <= 914
-6.9037x + 4.2023y <= 566
-3.5346x + 9.0135y <= 124
4.0901x + 6.9929y <= 117
-2.0574x + -9.6713y <= 220
-6.4505x + -6.0484y <= 901
-1.4179x + -9.7448y <= 985
3.9635x + -1.0776y <= 309
3.0013x + -7.2167y <= 135
1.7218x + 4.9y <= 398
-4.3938x + 7.6229y <= 684
-1.6876x + -9.8589y <= 826
-9.7095x + 9.0924y <= 781
-9.035x + -3.6897y <= 299
4.2238x + -0.1769y <= 421
8.6338x + 7.3063y <= 907
-4.964x + 7.9449y <= 419
0.9014x + 8.7028y <= 353
4.1366x + 8.8042y <= 364
-7.5803x + -7.3383y <= 721
-1.2825x + 8.0558y <= 294
-3.8144x + 9.8455y <= 316
-7.4514x + -5.2989y <= 889
-6.651x + 3.8169y <= 677
-6.4929x + 2.1568y <= 437
6.9352x + -5.9497y <= 834
-5.3831x + 1.298y <= 592
-6.0753x + 8.892y <= 842
9.2944x + 4.6171y <= 420
-0.6057x + -8.0237y <= 503
6.7902x + -9.7983y <= 910
2.5768x + -0.8059y <= 848
-2.6267x + -0.0303y <= 892
-7.5655x + 5.3618y <= 158
-9.5214x + -6.1893y <= 999
-2.1211x + -1.227y <= 217
9.5862x + 9.5598y <= 738
-6.6477x + -2.1251y <= 245
-6.9971x + 4.4097y <= 708
1.028x + -6.9708y <= 811
-4.3631x + -1.2468y <= 563
-3.796x + -1.4678y <= 735
6.8082x + -2.3756y <= 212
6.3625x + 9.729y <= 793
-8.5392x + 3.3701y <= 713
-7.6375x + -7.867y <= 692
5.0974x + 4.05y <= 815
2.3736x + 9.2286y <= 960
-4.0073x + 7.2117y <= 873
2.9787x + 9.9644y <= 430
0.5236x + -0.4455y <= 657
-6.32x + 9.9912y <= 425
-9.1723x + -6.0149y <= 456
-1.1809x + -5.5645y <= 889
1.2801x + -1.4003y <= 603
0.6817x + 4.2473y <= 605
4.921x + 8.6353y <= 979
